state,constituency,candidate,sex,age,category,party,party_symbol,evm_votes,postal_votes,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes,swing,sim_vote_share,sim_rank
Andhra Pradesh,Kakinada,VANGA GEETHAVISWANATH,FEMALE,55.0,GENERAL,YSRCP,Ceiling Fan,534655.0,2975.0,537630.0,34.37685829928449,43.46894520922305,1563930.0,2019,1.0,True,43.54495790321992,511892.0,25738.0,0.0,43.54495790321992,1.0
Andhra Pradesh,Kurnool,AYUSHMAN DOCTOR SANJEEV KUMAR,MALE,52.0,GENERAL,YSRCP,Ceiling Fan,603098.0,2364.0,605462.0,38.49068886446295,50.85044411895131,1573009.0,2019,1.0,True,50.95079048107129,456395.0,149067.0,0.0,50.95079048107129,1.0
Andhra Pradesh,Machilipatnam,BALASHOWRY VALLABHANENI,MALE,50.0,GENERAL,YSRCP,Ceiling Fan,567592.0,5258.0,572850.0,38.880861059886094,45.99165671124128,1473347.0,2019,1.0,True,46.02794539479499,512612.0,60238.0,0.0,46.02794539479499,1.0
Andhra Pradesh,Nandyal,POCHA . BRAHMANANDA REDDY,MALE,60.0,GENERAL,YSRCP,Ceiling Fan,715024.0,5864.0,720888.0,44.96500792155786,55.462095654281285,1603220.0,2019,1.0,True,55.491639166710925,470769.0,250119.0,0.0,55.491639166710925,1.0
Andhra Pradesh,Narasaraopet,LAVU SRI KRISHNA DEVARAYALU,MALE,35.0,GENERAL,YSRCP,Ceiling Fan,740509.0,5048.0,745557.0,44.63368157515217,51.74848618618869,1670391.0,2019,1.0,True,51.867721334056846,591555.0,154002.0,0.0,51.867721334056846,1.0
Andhra Pradesh,Narsapuram,KANUMURU RAGHU RAMA KRISHNA RAJU,MALE,57.0,GENERAL,YSRCP,Ceiling Fan,444376.0,4858.0,449234.0,31.203501306877655,38.09773381435291,1439691.0,2019,1.0,True,38.14379768675206,416558.0,32676.0,0.0,38.14379768675206,1.0
Andhra Pradesh,Nellore,Adala Prabhakara Reddy,MALE,70.0,GENERAL,YSRCP,Ceiling Fan,677014.0,6816.0,683830.0,40.87826427433504,53.044577054378784,1672845.0,2019,1.0,True,53.132157919436594,535259.0,148571.0,0.0,53.132157919436594,1.0
Andhra Pradesh,Ongole,MAGUNTA SREENIVASULU REDDY,MALE,65.0,GENERAL,YSRCP,Ceiling Fan,729344.0,9858.0,739202.0,47.49224044937612,55.00002604160854,1556469.0,2019,1.0,True,55.06701590025984,524351.0,214851.0,0.0,55.06701590025984,1.0
Andhra Pradesh,Rajahmundry,MARGANI BHARAT,MALE,36.0,GENERAL,YSRCP,Ceiling Fan,578471.0,3553.0,582024.0,37.93525982626107,46.54374932026537,1534256.0,2019,1.0,True,46.546019879609126,460390.0,121634.0,0.0,46.546019879609126,1.0
Andhra Pradesh,Rajampet,P.V.MIDHUN REDDY,MALE,42.0,GENERAL,YSRCP,Ceiling Fan,695277.0,6934.0,702211.0,45.39360982793104,57.26949024264528,1546938.0,2019,1.0,True,57.353592180039435,433927.0,268284.0,0.0,57.353592180039435,1.0
Andhra Pradesh,Srikakulam,KINJARAPU RAM MOHAN NAIDU,MALE,32.0,GENERAL,TDP,Bicycle,529213.0,5331.0,534544.0,34.401039990732755,45.91174333454151,1553860.0,2019,1.0,True,46.18773054161781,527891.0,6653.0,0.0,46.18773054161781,1.0
Andhra Pradesh,Tirupati,Balli Durga Prasad Rao,MALE,63.0,SC,YSRCP,Ceiling Fan,717924.0,4953.0,722877.0,43.79870253803047,54.910127287076904,1650453.0,2019,1.0,True,55.03378339798175,494501.0,228376.0,0.0,55.03378339798175,1.0
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),MALE,53.0,GENERAL,TDP,Bicycle,573929.0,1569.0,575498.0,34.815492373233056,45.03907182406918,1652994.0,2019,1.0,True,45.041327812001306,566772.0,8726.0,0.0,45.041327812001306,1.0
Andhra Pradesh,Visakhapatnam,M V V SATYANARAYANA,MALE,52.0,GENERAL,YSRCP,Ceiling Fan,433968.0,2938.0,436906.0,23.883780681134866,35.236599751113175,1829300.0,2019,1.0,True,35.24134626708202,432492.0,4414.0,0.0,35.24134626708202,1.0
