state,constituency,candidate,sex,age,category,party,party_symbol,evm_votes,postal_votes,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes
Assam,Lakhimpur,ANIL BORGOHAIN,MALE,51.0,GENERAL,INC,Hand,425002.0,853.0,425855.0,24.9327727599263,33.16756883056194,1708013.0,2019,2.0,False,33.176896966240754,15220.0,
Assam,Mangaldoi,DILIP SAIKIA,MALE,45.0,GENERAL,BJP,Lotus,732740.0,2729.0,735469.0,40.854009777601505,48.82233960139908,1800237.0,2019,1.0,True,48.83245347110133,596924.0,138545.0
Assam,Mangaldoi,BHUBANESWAR KALITA,MALE,67.0,GENERAL,INC,Hand,595845.0,1079.0,596924.0,33.158078630758055,39.62536319576426,1800237.0,2019,2.0,False,39.633571851136736,103870.0,
Assam,Nowgong,Pradyut Bordoloi,MALE,59.0,GENERAL,INC,Hand,738881.0,843.0,739724.0,41.218333623083744,49.52544951072024,1794648.0,2019,1.0,True,49.530390532148175,722972.0,16752.0
Assam,Nowgong,Sri Rupak Sharma,MALE,46.0,GENERAL,BJP,Lotus,720727.0,2245.0,722972.0,40.28489152190291,48.40388210151952,1794648.0,2019,2.0,False,48.40871122717153,10757.0,
Assam,Silchar,RAJDEEP ROY,MALE,48.0,GENERAL,BJP,Lotus,496235.0,3179.0,499414.0,41.766801592346035,52.53174010455564,1195720.0,2019,1.0,True,52.58672248803827,417818.0,81596.0
Assam,Silchar,SUSHMITA DEV,FEMALE,46.0,GENERAL,INC,Hand,416233.0,1585.0,417818.0,34.942795972301205,43.948921309785526,1195720.0,2019,2.0,False,43.9949204798167,8547.0,
Assam,Tezpur,PALLAB LOCHAN DAS,MALE,41.0,GENERAL,BJP,Lotus,681437.0,2729.0,684166.0,45.62204637249365,57.402014456092665,1499639.0,2019,1.0,True,57.48347331027831,441325.0,242841.0
Assam,Tezpur,M.G.V.K. BHANU,MALE,60.0,GENERAL,INC,Hand,440461.0,864.0,441325.0,29.428749185637344,37.02748167818204,1499639.0,2019,2.0,False,37.080027155191246,23646.0,
Bihar,Araria,PRADEEP KUMAR SINGH,MALE,52.0,GENERAL,BJP,Lotus,618004.0,430.0,618434.0,34.25394045437148,52.869310385803345,1805439.0,2019,1.0,True,52.874327778870246,481193.0,137241.0
Bihar,Araria,SARFARAZ ALAM,MALE,50.0,GENERAL,RJD,Hurricane Lamp,481120.0,73.0,481193.0,26.652409746327628,41.13671316983845,1805439.0,2019,2.0,False,41.140617118233976,20618.0,
Bihar,Arrah,R. K. Singh,MALE,66.0,GENERAL,BJP,Lotus,560106.0,6374.0,566480.0,27.11269948160986,52.33245632187305,2089353.0,2019,1.0,True,52.41865337138331,419195.0,147285.0
Bihar,Arrah,Raju Yadav,MALE,36.0,GENERAL,CPI(ML)(L),Flag with Three Stars,418266.0,929.0,419195.0,20.06338804405,38.72599920182103,2089353.0,2019,2.0,False,38.789784988026106,21825.0,
Bihar,Aurangabad,SUSHIL KUMAR SINGH,MALE,53.0,GENERAL,BJP,Lotus,426116.0,1605.0,427721.0,24.541004760503142,45.7226268321024,1742883.0,2019,1.0,True,45.75040565792528,357169.0,70552.0
Bihar,Aurangabad,UPENDRA PRASAD,MALE,55.0,GENERAL,HAMS,Telephone,356846.0,323.0,357169.0,20.492999243207947,38.18074142488955,1742883.0,2019,2.0,False,38.20393817099351,33772.0,
Bihar,Banka,GIRIDHARI YADAV,MALE,58.0,GENERAL,JD(U),Arrow,476948.0,840.0,477788.0,28.11519871201146,47.97742654590002,1699394.0,2019,1.0,True,47.980028238431984,277256.0,200532.0
Bihar,Banka,JAI PRAKASH NARAYAN YADAV,MALE,65.0,GENERAL,RJD,Hurricane Lamp,276856.0,400.0,277256.0,16.314992285485296,27.84086116522403,1699394.0,2019,2.0,False,27.84237090356957,103729.0,
Bihar,Begusarai,Giriraj Singh,MALE,66.0,GENERAL,BJP,Lotus,687577.0,4616.0,692193.0,35.345147167406566,56.43630712684763,1958382.0,2019,1.0,True,56.47816487352255,269976.0,422217.0
Bihar,Begusarai,Kanhaiya Kumar,MALE,32.0,GENERAL,CPI,Ears of Corn And Sickle,267917.0,2059.0,269976.0,13.78566592217453,22.011849950632,1958382.0,2019,2.0,False,22.02817572540336,198233.0,
Bihar,Bhagalpur,AJAY KUMAR MANDAL,MALE,41.0,GENERAL,JD(U),Arrow,616724.0,1530.0,618254.0,33.89884966718207,59.26616831962208,1823820.0,2019,1.0,True,59.30391609545352,340624.0,277630.0
Bihar,Bhagalpur,SHAILESH KUMAR ALIAS VULO MANDAL,MALE,43.0,GENERAL,RJD,Hurricane Lamp,339999.0,625.0,340624.0,18.67640446973934,32.652403895005854,1823820.0,2019,2.0,False,32.67320084641224,31567.0,
Bihar,Buxar,Ashwini Kumar Choubey,MALE,66.0,GENERAL,BJP,Lotus,468690.0,4363.0,473053.0,25.85875051178737,47.93021413185107,1829373.0,2019,1.0,True,47.93511953557796,355444.0,117609.0
Bihar,Buxar,Jagadanand Singh,MALE,75.0,GENERAL,RJD,Hurricane Lamp,353627.0,1817.0,355444.0,19.429826503397617,36.013949878516094,1829373.0,2019,2.0,False,36.01763571566816,80261.0,
Bihar,Darbhanga,Gopal Jee Thakur,MALE,49.0,GENERAL,BJP,Lotus,585013.0,1655.0,586668.0,35.45226615003163,60.76249857588218,1654811.0,2019,1.0,True,60.7948633983975,318689.0,267979.0
Bihar,Darbhanga,Abdul Bari Siddiqui,MALE,67.0,GENERAL,RJD,Hurricane Lamp,317485.0,1204.0,318689.0,19.258332220416712,33.00732255491916,1654811.0,2019,2.0,False,33.0249037301709,20468.0,
Bihar,Gaya (SC),Vijay Kumar,MALE,55.0,SC,JD(U),Arrow,465748.0,1259.0,467007.0,27.39693158965526,48.7657337618806,1704596.0,2019,1.0,True,48.78641689509928,314581.0,152426.0
Bihar,Gaya (SC),Jitan Ram Manjhi,MALE,73.0,SC,HAMS,Telephone,313984.0,597.0,314581.0,18.45487141821288,32.84912922621322,1704596.0,2019,2.0,False,32.86306160994852,30030.0,
Bihar,Gopalganj (SC),DR. ALOK KUMAR SUMAN,MALE,61.0,SC,JD(U),Arrow,562424.0,5726.0,568150.0,30.8858752909736,55.37222139922188,1839514.0,2019,1.0,True,55.4359746935239,281716.0,286434.0
Bihar,Gopalganj (SC),SURENDRA RAM,MALE,41.0,SC,RJD,Hurricane Lamp,278606.0,3110.0,281716.0,15.31469725155666,27.45620122098599,1839514.0,2019,2.0,False,27.487813159835923,51660.0,
Bihar,Hajipur (SC),PASHU PATI KUMAR PARAS,MALE,66.0,SC,LJP,Bungalow,539665.0,1645.0,541310.0,29.68255117170707,53.718442362654805,1823664.0,2019,1.0,True,53.76448748878892,335861.0,205449.0
Bihar,Hajipur (SC),SHIV CHANDRA RAM,MALE,49.0,SC,RJD,Hurricane Lamp,335283.0,578.0,335861.0,18.41682459049474,33.33012464274373,1823664.0,2019,2.0,False,33.358693784471264,30797.0,
Bihar,Jahanabad,CHANDESHWAR PRASAD,MALE,68.0,GENERAL,JD(U),Arrow,333191.0,2393.0,335584.0,21.12645377203243,40.81373527941593,1588454.0,2019,1.0,True,40.822076113202726,333833.0,1751.0
Bihar,Jahanabad,SURENDRA PRASAD YADAV,MALE,60.0,GENERAL,RJD,Hurricane Lamp,332116.0,1717.0,333833.0,21.016220803372335,40.6007786114155,1588454.0,2019,2.0,False,40.60907592465316,34558.0,
Bihar,Jamui (SC),CHIRAG KUMAR PASWAN,MALE,37.0,SC,LJP,Bungalow,527860.0,1274.0,529134.0,30.784831866624312,55.72406617373713,1718814.0,2019,1.0,True,55.748959317780255,288085.0,241049.0
Bihar,Jamui (SC),BHUDEO CHOUDHARY,MALE,56.0,SC,BLSP,Ceiling Fan,287805.0,280.0,288085.0,16.760684983948234,30.33875654118061,1718814.0,2019,2.0,False,30.352309519068378,39496.0,
Bihar,Jhanjharpur,Ramprit Mandal,MALE,63.0,GENERAL,JD(U),Arrow,601597.0,794.0,602391.0,32.51918979365877,56.70144043012413,1852417.0,2019,1.0,True,56.799225316388856,279440.0,322951.0
Bihar,Jhanjharpur,GULAB YADAV,MALE,51.0,GENERAL,RJD,Hurricane Lamp,279168.0,272.0,279440.0,15.085156311996704,26.302933665665467,1852417.0,2019,2.0,False,26.34829458343784,29506.0,
Bihar,Karakat,MAHABALI SINGH,MALE,64.0,GENERAL,JD(U),Arrow,396282.0,2126.0,398408.0,22.492990841516804,45.817932576309936,1771254.0,2019,1.0,True,45.85737996634431,313866.0,84542.0
Bihar,Karakat,UPENDRA KUSHWAHA,MALE,56.0,GENERAL,BLSP,Ceiling Fan,312269.0,1597.0,313866.0,17.719988211741512,36.09538770806835,1771254.0,2019,2.0,False,36.12646437952205,24932.0,
Bihar,Katihar,DULAL CHANDRA GOSWAMI,MALE,51.0,GENERAL,JD(U),Arrow,558984.0,439.0,559423.0,33.835666067681856,50.02490411691433,1653353.0,2019,1.0,True,50.049743498900455,502220.0,57203.0
Bihar,Katihar,TARIQ ANWAR,MALE,68.0,GENERAL,INC,Hand,502044.0,176.0,502220.0,30.37584835180388,44.90967898280319,1653353.0,2019,2.0,False,44.93197844925537,20584.0,
Bihar,Khagaria,Choudhary Mehboob Ali Kaiser,MALE,52.0,GENERAL,LJP,Bungalow,509138.0,1055.0,510193.0,30.432866037481492,52.73797796386438,1676454.0,2019,1.0,True,52.77059783019054,261623.0,248570.0
Bihar,Khagaria,Mukesh Sahani,MALE,40.0,GENERAL,VSIP,Boat with Man and Sail,261409.0,214.0,261623.0,15.605736870799912,27.043624684854738,1676454.0,2019,2.0,False,27.060351898453995,51847.0,
