state,constituency,candidate,gender,age,category,party,party_symbol,total_votes_polled_in_the_constituency,valid_votes,evm_votes,postal_votes,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,over_total_valid_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes
Jharkhand,Rajmahal,MARIYAM MARANDI,FEMALE,31.0,ST,BSP,Elephant,1218620.0,1200032.0,8225.0,34.0,8259.0,0.48,0.68,0.69,1705708.0,2024,9,False,0.677940224042868,7902.0,
Jharkhand,Rajmahal,PAUL SOREN,MALE,35.0,ST,AIMIM,Kite,1218620.0,1200032.0,7854.0,48.0,7902.0,0.46,0.65,0.66,1705708.0,2024,10,False,0.6486358700068705,6856.0,
Jharkhand,Rajmahal,DIPA TUDU,FEMALE,28.0,ST,IND,Auto- rickshaw,1218620.0,1200032.0,6847.0,9.0,6856.0,0.4,0.56,0.57,1705708.0,2024,11,False,0.5627749335316508,4107.0,
Jharkhand,Rajmahal,KHALIFA KISKU,MALE,74.0,ST,PPID,Basket containing Fruits,1218620.0,1200032.0,4092.0,15.0,4107.0,0.24,0.34,0.34,1705708.0,2024,12,False,0.33712319895193843,3809.0,
Jharkhand,Rajmahal,VINOD KUMAR MANDAL,MALE,44.0,ST,LKHAP,Apple,1218620.0,1200032.0,3774.0,35.0,3809.0,0.22,0.31,0.32,1705708.0,2024,13,False,0.312661861409285,2779.0,
Jharkhand,Rajmahal,MUNSHI KISKU,MALE,50.0,ST,NPM,Boat with man and sail,1218620.0,1200032.0,2777.0,2.0,2779.0,0.16,0.23,0.23,1705708.0,2024,14,False,0.2281142853390399,2689.0,
Jharkhand,Rajmahal,LILI HANSDA,FEMALE,44.0,ST,SAP,Air conditioner,1218620.0,1200032.0,2682.0,7.0,2689.0,0.16,0.22,0.22,1705708.0,2024,15,False,0.2207266330610573,,
Jharkhand,Ranchi,SANJAY SETH,MALE,65.0,GENERAL,BJP,Lotus,1452196.0,1439628.0,658975.0,5757.0,664732.0,30.18,45.77,46.17,2202528.0,2024,1,True,45.91385023011077,544220.0,120512.0
Jharkhand,Ranchi,YASHASWINI SAHAY,FEMALE,27.0,GENERAL,INC,Hand,1452196.0,1439628.0,537646.0,6574.0,544220.0,24.71,37.48,37.8,2202528.0,2024,2,False,37.589939362375944,132647.0,
Jharkhand,Ranchi,DEVENDRA NATH MAHTO,MALE,33.0,GENERAL,IND,Helmet,1452196.0,1439628.0,130526.0,2121.0,132647.0,6.02,9.13,9.21,2202528.0,2024,3,False,9.162090122746465,10341.0,
Jharkhand,Ranchi,SOMA SINGH,MALE,49.0,SC,JMBP,Flute,1452196.0,1439628.0,10340.0,1.0,10341.0,0.47,0.71,0.72,2202528.0,2024,4,False,0.714265486285564,8153.0,
Jharkhand,Ranchi,NOTA,,,,NOTA,NOTA,1452196.0,1439628.0,8046.0,107.0,8153.0,0.37,0.56,0.57,2202528.0,2024,5,False,0.5631376568693747,7803.0,
Jharkhand,Ranchi,NIPU SINGH,MALE,36.0,GENERAL,RJANSWP,Water melon,1452196.0,1439628.0,7793.0,10.0,7803.0,0.35,0.54,0.54,2202528.0,2024,6,False,0.5389627298603863,6799.0,
Jharkhand,Ranchi,DHANANJAY BHAGAT “GANDHI“,MALE,40.0,GENERAL,MARD,Boat with man and sail,1452196.0,1439628.0,6784.0,15.0,6799.0,0.31,0.47,0.47,2202528.0,2024,7,False,0.4696152249546029,6530.0,
Jharkhand,Ranchi,SHYAM BIHARI PRAJAPATI,MALE,54.0,SC,BGDRPP,Pot,1452196.0,1439628.0,6524.0,6.0,6530.0,0.3,0.45,0.45,2202528.0,2024,8,False,0.45103506676769484,6427.0,
Jharkhand,Ranchi,MANOJ KUMAR,MALE,40.0,GENERAL,BSP,Elephant,1452196.0,1439628.0,6383.0,44.0,6427.0,0.29,0.44,0.45,2202528.0,2024,9,False,0.44392073110504976,6309.0,
Jharkhand,Ranchi,RAMHARI GOPE,MALE,31.0,GENERAL,APoI,Coat,1452196.0,1439628.0,6304.0,5.0,6309.0,0.29,0.43,0.44,2202528.0,2024,10,False,0.43577032714201935,5397.0,
Jharkhand,Ranchi,ANJANI PANDEY,MALE,66.0,GENERAL,IND,Almirah,1452196.0,1439628.0,5386.0,11.0,5397.0,0.25,0.37,0.37,2202528.0,2024,11,False,0.3727773744785986,4802.0,
Jharkhand,Ranchi,SARWESHWARI SAHU,FEMALE,43.0,GENERAL,ESBD,Triangle,1452196.0,1439628.0,4794.0,8.0,4802.0,0.22,0.33,0.33,2202528.0,2024,12,False,0.33167999856331865,4136.0,
Jharkhand,Ranchi,HARINATH SAHU,MALE,47.0,GENERAL,LKHAP,Apple,1452196.0,1439628.0,4120.0,16.0,4136.0,0.19,0.28,0.29,2202528.0,2024,13,False,0.2856785660262153,4080.0,
Jharkhand,Ranchi,HEMNTI DEVI,FEMALE,38.0,ST,SAP,Batsman,1452196.0,1439628.0,4069.0,11.0,4080.0,0.19,0.28,0.28,2202528.0,2024,14,False,0.2818105777047772,3208.0,
Jharkhand,Ranchi,RANJANA GIRI,FEMALE,35.0,GENERAL,RPI(A),Sewing machine,1452196.0,1439628.0,3206.0,2.0,3208.0,0.15,0.22,0.22,2202528.0,2024,15,False,0.2215804738423836,3155.0,
Jharkhand,Ranchi,BIRENDRA NATH MANJHI,MALE,62.0,ST,ABUAJP,Diamond,1452196.0,1439628.0,3130.0,25.0,3155.0,0.14,0.22,0.22,2202528.0,2024,16,False,0.21791969918102255,3094.0,
Jharkhand,Ranchi,DHARMENDRA TIWARY,MALE,63.0,GENERAL,BHRTJNTM,Gas cylinder,1452196.0,1439628.0,3072.0,22.0,3094.0,0.14,0.21,0.21,2202528.0,2024,17,False,0.213706354759456,2944.0,
Jharkhand,Ranchi,PRAWEEN KACHHAP,MALE,45.0,ST,SBKP,Auto- rickshaw,1452196.0,1439628.0,2870.0,74.0,2944.0,0.13,0.2,0.2,2202528.0,2024,18,False,0.20334567175560392,2859.0,
Jharkhand,Ranchi,PRABEEN CHANDRA MAHATO,MALE,40.0,GENERAL,IND,Bucket,1452196.0,1439628.0,2852.0,7.0,2859.0,0.13,0.2,0.2,2202528.0,2024,19,False,0.19747461805342106,2787.0,
Jharkhand,Ranchi,SANTOSH KUMAR JAISWAL,MALE,52.0,GENERAL,IND,Ganna kisan,1452196.0,1439628.0,2782.0,5.0,2787.0,0.13,0.19,0.19,2202528.0,2024,20,False,0.19250149021157206,2763.0,
Jharkhand,Ranchi,PANKAJ KUMAR RAVI,MALE,37.0,SC,PPID,Basket containing Fruits,1452196.0,1439628.0,2756.0,7.0,2763.0,0.13,0.19,0.19,2202528.0,2024,21,False,0.19084378093095572,2589.0,
Jharkhand,Ranchi,BINOD ORAON,MALE,32.0,ST,BMUP,Cot,1452196.0,1439628.0,2523.0,66.0,2589.0,0.12,0.18,0.18,2202528.0,2024,22,False,0.17882538864648728,2539.0,
Jharkhand,Ranchi,MANORANJAN BHATTACHARYA,MALE,42.0,GENERAL,IND,Black board,1452196.0,1439628.0,2537.0,2.0,2539.0,0.12,0.17,0.18,2202528.0,2024,23,False,0.17537182764520326,2537.0,
Jharkhand,Ranchi,AINUL ANSARI,MALE,35.0,GENERAL,IND,Truck,1452196.0,1439628.0,2533.0,4.0,2537.0,0.12,0.17,0.18,2202528.0,2024,24,False,0.1752336852051519,2164.0,
Jharkhand,Ranchi,MINTU PASWAN,MALE,39.0,SC,SUCI,Battery Torch,1452196.0,1439628.0,2151.0,13.0,2164.0,0.1,0.15,0.15,2202528.0,2024,25,False,0.14947012013557298,1708.0,
Jharkhand,Ranchi,KOLESHWAR MAHTO,MALE,69.0,GENERAL,IND,Gas Stove,1452196.0,1439628.0,1702.0,6.0,1708.0,0.08,0.12,0.12,2202528.0,2024,26,False,0.1179736438038626,1646.0,
Jharkhand,Ranchi,KAMESHWAR PRASAD SAW,MALE,73.0,GENERAL,IND,Computer,1452196.0,1439628.0,1644.0,2.0,1646.0,0.07,0.11,0.11,2202528.0,2024,27,False,0.1136912281622704,1412.0,
Jharkhand,Ranchi,ARSHAD AYUB,MALE,53.0,GENERAL,IND,Scissors,1452196.0,1439628.0,1411.0,1.0,1412.0,0.06,0.1,0.1,2202528.0,2024,28,False,0.09752856267626112,,
Jharkhand,Singhbhum,JOBA MAJHI,FEMALE,60.0,ST,JMM,Bow & arrow,1011759.0,983615.0,515989.0,4175.0,520164.0,35.89,51.41,52.88,1449471.0,2024,1,True,51.62421087002046,351762.0,168402.0
Jharkhand,Singhbhum,GEETA KORA,FEMALE,40.0,ST,BJP,Lotus,1011759.0,983615.0,349006.0,2756.0,351762.0,24.27,34.77,35.76,1449471.0,2024,2,False,34.91098127525191,44292.0,
Jharkhand,Singhbhum,DAMODAR SINGH HANSDA,MALE,48.0,ST,IND,Helmet,1011759.0,983615.0,43838.0,454.0,44292.0,3.06,4.38,4.5,1449471.0,2024,3,False,4.39580506889163,23982.0,
Jharkhand,Singhbhum,NOTA,,,,NOTA,NOTA,1011759.0,983615.0,23907.0,75.0,23982.0,1.65,2.37,2.44,1449471.0,2024,4,False,2.3801182417176707,19834.0,
Jharkhand,Singhbhum,MADHAV CHANDRA KUNKAL,MALE,33.0,ST,IND,Gas cylinder,1011759.0,983615.0,19729.0,105.0,19834.0,1.37,1.96,2.02,1449471.0,2024,5,False,1.968445717881256,16111.0,
Jharkhand,Singhbhum,SANGRAM MARDI,MALE,57.0,ST,IND,Scissors,1011759.0,983615.0,16097.0,14.0,16111.0,1.11,1.59,1.64,1449471.0,2024,6,False,1.5989527559133263,8742.0,
Jharkhand,Singhbhum,PARDESHI LAL MUNDA,MALE,35.0,ST,BSP,Elephant,1011759.0,983615.0,8708.0,34.0,8742.0,0.6,0.86,0.89,1449471.0,2024,7,False,0.8676087761277574,4924.0,
Jharkhand,Singhbhum,DURGA LAL MURMU,MALE,32.0,ST,IND,Chappals,1011759.0,983615.0,4912.0,12.0,4924.0,0.34,0.49,0.5,1449471.0,2024,8,False,0.48868744150687227,3210.0,
Jharkhand,Singhbhum,CHITRASEN SINKU,MALE,71.0,ST,JKP,Basket containing Fruits,1011759.0,983615.0,3188.0,22.0,3210.0,0.22,0.32,0.33,1449471.0,2024,9,False,0.31857974964196994,3070.0,
Jharkhand,Singhbhum,BISHWA VIJAY MARDI,MALE,53.0,ST,APoI,Coat,1011759.0,983615.0,3067.0,3.0,3070.0,0.21,0.3,0.31,1449471.0,2024,10,False,0.3046853057323513,2754.0,
Jharkhand,Singhbhum,ASHA KUMARI RUNDA,FEMALE,45.0,ST,IND,Air conditioner,1011759.0,983615.0,2736.0,18.0,2754.0,0.19,0.27,0.28,1449471.0,2024,11,False,0.27332356090778354,2615.0,
Jharkhand,Singhbhum,KRISHNA MARDI,MALE,68.0,ST,JMM(U),Pot,1011759.0,983615.0,2597.0,18.0,2615.0,0.18,0.26,0.27,1449471.0,2024,12,False,0.2595283630260908,2409.0,
Jharkhand,Singhbhum,SUDHA RANI BESRA,FEMALE,53.0,ST,PPID,Black board,1011759.0,983615.0,2398.0,11.0,2409.0,0.17,0.24,0.24,1449471.0,2024,13,False,0.23908368127336624,1927.0,
Jharkhand,Singhbhum,BIR SINGH DEOGAM,MALE,37.0,ST,RTORP,Pressure cooker,1011759.0,983615.0,1919.0,8.0,1927.0,0.13,0.19,0.2,1449471.0,2024,14,False,0.19124709581310784,1801.0,
Jharkhand,Singhbhum,PANMANI SINGH,FEMALE,67.0,ST,SUCI,Battery Torch,1011759.0,983615.0,1793.0,8.0,1801.0,0.12,0.18,0.18,1449471.0,2024,15,False,0.17874209629445106,,
Karnataka,Bagalkot,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,MALE,72.0,GENERAL,BJP,Lotus,1319713.0,1314141.0,667441.0,3598.0,671039.0,37.07,50.85,51.06,1810090.0,2024,1,True,50.93039335560176,602640.0,68399.0
Karnataka,Bagalkot,SAMYUKTA SHIVANAND PATIL,FEMALE,30.0,GENERAL,INC,Hand,1319713.0,1314141.0,600741.0,1899.0,602640.0,33.29,45.66,45.86,1810090.0,2024,2,False,45.739058760846746,5629.0,
Karnataka,Bagalkot,NAGARAJ. S. KALKUTAGAR,MALE,43.0,GENERAL,IND,Green chilli,1319713.0,1314141.0,5628.0,1.0,5629.0,0.31,0.43,0.43,1810090.0,2024,3,False,0.4272287962378971,5090.0,
Karnataka,Bagalkot,PARASHURAM. LAXMAN. NEELANAIK,MALE,53.0,SC,IND,Gas cylinder,1319713.0,1314141.0,5084.0,6.0,5090.0,0.28,0.39,0.39,1810090.0,2024,4,False,0.3863198743739379,4923.0,
Karnataka,Bagalkot,ANTHOSH SAVVASE,MALE,29.0,GENERAL,UPJP,Auto- rickshaw,1319713.0,1314141.0,4909.0,14.0,4923.0,0.27,0.37,0.37,1810090.0,2024,5,False,0.37364493939939025,4645.0,
Karnataka,Bagalkot,JYOTI GULEDGUDDA,FEMALE,37.0,GENERAL,IND,Mike,1319713.0,1314141.0,4636.0,9.0,4645.0,0.26,0.35,0.35,1810090.0,2024,6,False,0.35254534704655044,4479.0,
Karnataka,Bagalkot,M. B. SIDAGONI,MALE,59.0,GENERAL,BSP,Elephant,1319713.0,1314141.0,4453.0,26.0,4479.0,0.25,0.34,0.34,1810090.0,2024,7,False,0.3399463098862216,3420.0,
Karnataka,Bagalkot,NOTA,,,,NOTA,NOTA,1319713.0,1314141.0,3398.0,22.0,3420.0,0.19,0.26,0.26,1810090.0,2024,8,False,0.25957052462846125,3135.0,
Karnataka,Bagalkot,DR. MUTTU. S. SURAKOD. (MADAR),MALE,38.0,SC,IND,Whistle,1319713.0,1314141.0,3131.0,4.0,3135.0,0.17,0.24,0.24,1810090.0,2024,9,False,0.23793964757608943,1914.0,
Karnataka,Bagalkot,PRASHANT RAO,MALE,45.0,SC,IND,CCTV Camera,1319713.0,1314141.0,1909.0,5.0,1914.0,0.11,0.15,0.15,1810090.0,2024,10,False,0.14526841641487567,1620.0,
Karnataka,Bagalkot,DATTATREYA DASHARATHA TAVARE,MALE,32.0,GENERAL,IND,Stethoscope,1319713.0,1314141.0,1607.0,13.0,1620.0,0.09,0.12,0.12,1810090.0,2024,11,False,0.12295445903453427,1207.0,
Karnataka,Bagalkot,KENGANAL. MALLIKARJUN. BHIMAPPA,MALE,52.0,GENERAL,IND,Pot,1319713.0,1314141.0,1189.0,18.0,1207.0,0.07,0.09,0.09,1810090.0,2024,12,False,0.0916086617621499,1205.0,
Karnataka,Bagalkot,AMBROSE D' MELLO,MALE,56.0,GENERAL,IND,Chappals,1319713.0,1314141.0,1203.0,2.0,1205.0,0.07,0.09,0.09,1810090.0,2024,13,False,0.09145686613371222,1144.0,
Karnataka,Bagalkot,MALLIKARJUN H. T.,MALE,44.0,ST,SUCI,Glass tumbler,1319713.0,1314141.0,1137.0,7.0,1144.0,0.06,0.09,0.09,1810090.0,2024,14,False,0.08682709946636247,992.0,
Karnataka,Bagalkot,RAJESAB BURANSAB. MASALI,MALE,54.0,GENERAL,IND,Diesel pump,1319713.0,1314141.0,988.0,4.0,992.0,0.05,0.08,0.08,1810090.0,2024,15,False,0.07529063170509752,832.0,
Karnataka,Bagalkot,SHARANAPPA MALLAPPA KOTLANNAVAR,MALE,43.0,GENERAL,IND,Television,1319713.0,1314141.0,830.0,2.0,832.0,0.05,0.06,0.06,1810090.0,2024,16,False,0.0631469814300818,656.0,
Karnataka,Bagalkot,RAVI SHIVAPPA PADASALAGI,MALE,46.0,GENERAL,IND,Pressure cooker,1319713.0,1314141.0,654.0,2.0,656.0,0.04,0.05,0.05,1810090.0,2024,17,False,0.0497889661275645,550.0,
Karnataka,Bagalkot,SAIYYAD IMAMSAB JAKALI,MALE,38.0,GENERAL,TPSTP,Ganna kisan,1319713.0,1314141.0,546.0,4.0,550.0,0.03,0.04,0.04,1810090.0,2024,18,False,0.041743797820366565,529.0,
Karnataka,Bagalkot,ABDULAZIZ KALADAGI PENDARI,MALE,42.0,GENERAL,IND,Cot,1319713.0,1314141.0,524.0,5.0,529.0,0.03,0.04,0.04,1810090.0,2024,19,False,0.040149943721770755,518.0,
Karnataka,Bagalkot,MUTTAPPA MUDAKAPPA HIREKUMBI,MALE,51.0,GENERAL,RTBHP,Tiller,1319713.0,1314141.0,509.0,9.0,518.0,0.03,0.04,0.04,1810090.0,2024,20,False,0.03931506776536343,499.0,
Karnataka,Bagalkot,SAGAR. BASAPPA. KUMBAR,MALE,38.0,GENERAL,KRS,Battery Torch,1319713.0,1314141.0,494.0,5.0,499.0,0.03,0.04,0.04,1810090.0,2024,21,False,0.03787300929520531,454.0,
Karnataka,Bagalkot,S. M. MARIGOUDAR,MALE,37.0,GENERAL,DPRMP,Coconut farm,1319713.0,1314141.0,451.0,3.0,454.0,0.03,0.03,0.03,1810090.0,2024,22,False,0.03445760765535714,441.0,
Karnataka,Bagalkot,SHANKAR. VENKAPPA. NAIKAR.,MALE,64.0,GENERAL,RPI(A),Sewing machine,1319713.0,1314141.0,431.0,10.0,441.0,0.02,0.03,0.03,1810090.0,2024,23,False,0.0334709360705121,,
Karnataka,Bangalore North,SHOBHA KARANDLAJE,FEMALE,57.0,GENERAL,BJP,Lotus,1756885.0,1738950.0,982805.0,3244.0,986049.0,30.67,56.12,56.7,3215291.0,2024,1,True,56.26514975144137,726573.0,259476.0
Karnataka,Bangalore North,PROFESSOR M.V RAJEEV GOWDA,MALE,61.0,GENERAL,INC,Hand,1756885.0,1738950.0,725190.0,1383.0,726573.0,22.6,41.36,41.78,3215291.0,2024,2,False,41.4591350433437,13554.0,
Karnataka,Bangalore North,NOTA,,,,NOTA,NOTA,1756885.0,1738950.0,13499.0,55.0,13554.0,0.42,0.77,0.78,3215291.0,2024,3,False,0.7734076498541516,4631.0,
Karnataka,Bangalore North,GOVINDAIAH,MALE,56.0,SC,BSP,Elephant,1756885.0,1738950.0,4614.0,17.0,4631.0,0.14,0.26,0.27,3215291.0,2024,4,False,0.2642504667607036,3461.0,
Karnataka,Bangalore North,SANTHOSH M,MALE,38.0,GENERAL,UPJP,Auto- rickshaw,1756885.0,1738950.0,3450.0,11.0,3461.0,0.11,0.2,0.2,3215291.0,2024,5,False,0.19748885023942883,2678.0,
Karnataka,Bangalore North,UDAYA SHANKAR.G,MALE,48.0,SC,PHJSP,Batsman,1756885.0,1738950.0,2676.0,2.0,2678.0,0.08,0.15,0.15,3215291.0,2024,6,False,0.15280992225980655,2094.0,
Karnataka,Bangalore North,LAKSHMI SRIHARI.J.N.,FEMALE,37.0,GENERAL,IND,Diamond,1756885.0,1738950.0,2091.0,3.0,2094.0,0.07,0.12,0.12,3215291.0,2024,7,False,0.11948617520987113,1903.0,
Karnataka,Bangalore North,DILIP KUMAR I.S.,MALE,40.0,GENERAL,IND,Ganna kisan,1756885.0,1738950.0,1896.0,7.0,1903.0,0.06,0.11,0.11,3215291.0,2024,8,False,0.1085874839657998,1720.0,
Karnataka,Bangalore North,K.M.MAHADEVA,MALE,54.0,GENERAL,IND,Television,1756885.0,1738950.0,1716.0,4.0,1720.0,0.05,0.1,0.1,3215291.0,2024,9,False,0.09814528240734399,1365.0,
Karnataka,Bangalore North,K.V.NANJUNDASWAMY,MALE,52.0,GENERAL,IND,Jackfruit,1756885.0,1738950.0,1363.0,2.0,1365.0,0.04,0.08,0.08,3215291.0,2024,10,False,0.07788855260815382,1280.0,
Karnataka,Bangalore North,SHOBHA,FEMALE,38.0,GENERAL,IND,Almirah,1756885.0,1738950.0,1272.0,8.0,1280.0,0.04,0.07,0.07,3215291.0,2024,11,False,0.07303834969848856,1077.0,
Karnataka,Bangalore North,Y.R.KALLESHWARI,FEMALE,42.0,GENERAL,SAJP,Coconut farm,1756885.0,1738950.0,1072.0,5.0,1077.0,0.03,0.06,0.06,3215291.0,2024,12,False,0.061454923925993894,977.0,
Karnataka,Bangalore North,NIRMALA H.L,FEMALE,35.0,GENERAL,SUCI,Bat,1756885.0,1738950.0,972.0,5.0,977.0,0.03,0.06,0.06,3215291.0,2024,13,False,0.05574880285579947,861.0,
Karnataka,Bangalore North,H.R.NATARAJ,MALE,56.0,GENERAL,IND,Cauliflower,1756885.0,1738950.0,857.0,4.0,861.0,0.03,0.05,0.05,3215291.0,2024,14,False,0.04912970241437394,831.0,
Karnataka,Bangalore North,BHASKAR ANKALAMADUGU SHIVAREDDY,MALE,30.0,GENERAL,IND,Sewing machine,1756885.0,1738950.0,831.0,0.0,831.0,0.03,0.05,0.05,3215291.0,2024,15,False,0.04741786609331562,817.0,
Karnataka,Bangalore North,SHIVAKUMAR. B,MALE,48.0,GENERAL,KRS,Battery Torch,1756885.0,1738950.0,813.0,4.0,817.0,0.03,0.05,0.05,3215291.0,2024,16,False,0.046619009143488405,657.0,
Karnataka,Bangalore North,SUDHA. V,FEMALE,47.0,SC,IND,Pen stand,1756885.0,1738950.0,650.0,7.0,657.0,0.02,0.04,0.04,3215291.0,2024,17,False,0.03748921543117733,559.0,
Karnataka,Bangalore North,KRISHNAIAH,MALE,51.0,SC,RTSMJD,Whistle,1756885.0,1738950.0,556.0,3.0,559.0,0.02,0.03,0.03,3215291.0,2024,18,False,0.0318972167823868,425.0,
Karnataka,Bangalore North,HEBBAL VENKATESH.J,MALE,71.0,SC,RPI(A),Gas cylinder,1756885.0,1738950.0,422.0,3.0,425.0,0.01,0.02,0.02,3215291.0,2024,19,False,0.02425101454832628,359.0,
Karnataka,Bangalore North,"GLOBE STAR J. JAI SIMHA VARMA, B E.",MALE,27.0,SC,GaAP,Air conditioner,1756885.0,1738950.0,356.0,3.0,359.0,0.01,0.02,0.02,3215291.0,2024,20,False,0.020484974641997965,320.0,
Karnataka,Bangalore North,SHOBAN BABU V,MALE,56.0,GENERAL,ILP(AP),Bucket,1756885.0,1738950.0,315.0,5.0,320.0,0.01,0.02,0.02,3215291.0,2024,21,False,0.01825958742462214,313.0,
Karnataka,Bangalore North,PARASAPPA BHEEMAPPA GAJJERI,MALE,44.0,GENERAL,RCMP,Ring,1756885.0,1738950.0,313.0,0.0,313.0,0.01,0.02,0.02,3215291.0,2024,22,False,0.01786015894970853,,
Karnataka,Bangalore Rural,DR C N MANJUNATH,MALE,67.0,GENERAL,BJP,Lotus,1920679.0,1908891.0,1075553.0,3449.0,1079002.0,38.5,56.18,56.53,2802956.0,2024,1,True,56.2114881690405,809355.0,269647.0
Karnataka,Bangalore Rural,D K SURESH,MALE,57.0,GENERAL,INC,Hand,1920679.0,1908891.0,807459.0,1896.0,809355.0,28.88,42.14,42.4,2802956.0,2024,2,False,42.164008043593775,10649.0,
Karnataka,Bangalore Rural,NOTA,,,,NOTA,NOTA,1920679.0,1908891.0,10633.0,16.0,10649.0,0.38,0.55,0.56,2802956.0,2024,3,False,0.5547683299123749,6202.0,
Karnataka,Bangalore Rural,ABHISHEK K,MALE,36.0,GENERAL,UPJP,Auto- rickshaw,1920679.0,1908891.0,6191.0,11.0,6202.0,0.22,0.32,0.32,2802956.0,2024,4,False,0.3230982422872146,3236.0,
Karnataka,Bangalore Rural,SURESH M N,MALE,44.0,GENERAL,IND,Gas cylinder,1920679.0,1908891.0,3231.0,5.0,3236.0,0.12,0.17,0.17,2802956.0,2024,5,False,0.1685820561176115,1774.0,
Karnataka,Bangalore Rural,HEMAVATHI K,FEMALE,47.0,SC,SUCI,Glass tumbler,1920679.0,1908891.0,1768.0,6.0,1774.0,0.06,0.09,0.09,2802956.0,2024,6,False,0.09241797513987726,1472.0,
Karnataka,Bangalore Rural,J T PRAKASH,MALE,67.0,GENERAL,IND,Diesel pump,1920679.0,1908891.0,1468.0,4.0,1472.0,0.05,0.08,0.08,2802956.0,2024,7,False,0.07668503912395677,1402.0,
Karnataka,Bangalore Rural,N KRISHNAPPA,MALE,71.0,GENERAL,PPOI,Television,1920679.0,1908891.0,1396.0,6.0,1402.0,0.05,0.07,0.07,2802956.0,2024,8,False,0.07303833210039906,1400.0,
Karnataka,Bangalore Rural,C N MANJUNATHA,MALE,52.0,SC,BUJNBHRTP,Ganna kisan,1920679.0,1908891.0,1350.0,50.0,1400.0,0.05,0.07,0.07,2802956.0,2024,9,False,0.07293414047115455,1066.0,
Karnataka,Bangalore Rural,KUMAR L,MALE,59.0,GENERAL,BPKP,Grapes,1920679.0,1908891.0,1052.0,14.0,1066.0,0.04,0.06,0.06,2802956.0,2024,10,False,0.05553413838732196,821.0,
Karnataka,Bangalore Rural,MAHAMAD MUSADIK PASHA,MALE,38.0,GENERAL,KRS,Battery Torch,1920679.0,1908891.0,817.0,4.0,821.0,0.03,0.04,0.04,2802956.0,2024,11,False,0.04277066380486992,813.0,
Karnataka,Bangalore Rural,NARASIMHAMURTHY J P,MALE,54.0,GENERAL,IND,Robot,1920679.0,1908891.0,809.0,4.0,813.0,0.03,0.04,0.04,2802956.0,2024,12,False,0.04235389728789189,798.0,
Karnataka,Bangalore Rural,SURESH S,MALE,45.0,GENERAL,KAP,Batsman,1920679.0,1908891.0,792.0,6.0,798.0,0.03,0.04,0.04,2802956.0,2024,13,False,0.041572460068558095,584.0,
Karnataka,Bangalore Rural,VASIST J,MALE,26.0,GENERAL,CCP,Coconut farm,1920679.0,1908891.0,546.0,38.0,584.0,0.02,0.03,0.03,2802956.0,2024,14,False,0.030423955739395898,486.0,
Karnataka,Bangalore Rural,MOHAMMAD DASTAGEER,MALE,35.0,GENERAL,YSEP,Mike,1920679.0,1908891.0,486.0,0.0,486.0,0.02,0.03,0.03,2802956.0,2024,15,False,0.02531856590641508,480.0,
Karnataka,Bangalore Rural,H V CHANDRASHEKAR,MALE,46.0,GENERAL,VCK,Pot,1920679.0,1908891.0,473.0,7.0,480.0,0.02,0.02,0.03,2802956.0,2024,16,False,0.025005991018681558,,
Karnataka,Bangalore South,TEJASVI SURYA,MALE,33.0,GENERAL,BJP,Lotus,1250052.0,1241485.0,747780.0,3050.0,750830.0,32.06,60.06,60.48,2341895.0,2024,1,True,60.09803560594297,473747.0,277083.0
Karnataka,Bangalore South,SOWMYA REDDY,FEMALE,41.0,GENERAL,INC,Hand,1250052.0,1241485.0,472754.0,993.0,473747.0,20.23,37.9,38.16,2341895.0,2024,2,False,37.9197209411034,7857.0,
Karnataka,Bangalore South,NOTA,,,,NOTA,NOTA,1250052.0,1241485.0,7830.0,27.0,7857.0,0.34,0.63,0.63,2341895.0,2024,3,False,0.6288910482477977,2425.0,
Karnataka,Bangalore South,ARUN PRASAD.A,MALE,51.0,GENERAL,BSP,Elephant,1250052.0,1241485.0,2416.0,9.0,2425.0,0.1,0.19,0.2,2341895.0,2024,4,False,0.19410217538512273,1968.0,
Karnataka,Bangalore South,TINTISHA HEMACHANDRA SAGAR,FEMALE,39.0,GENERAL,IND,Triangle,1250052.0,1241485.0,1962.0,6.0,1968.0,0.08,0.16,0.16,2341895.0,2024,5,False,0.15752292006512228,1867.0,
Karnataka,Bangalore South,VATAL NAGARAJ,MALE,75.0,GENERAL,KCVP,Auto- rickshaw,1250052.0,1241485.0,1857.0,10.0,1867.0,0.08,0.15,0.15,2341895.0,2024,6,False,0.14943866451299964,1393.0,
Karnataka,Bangalore South,KEMPEGOWDA,MALE,41.0,GENERAL,NBHS,Gas cylinder,1250052.0,1241485.0,1390.0,3.0,1393.0,0.06,0.11,0.11,2341895.0,2024,7,False,0.11149869291194885,1150.0,
Karnataka,Bangalore South,TEJASWINI DHANANJAY,FEMALE,33.0,GENERAL,IND,Computer,1250052.0,1241485.0,1147.0,3.0,1150.0,0.05,0.09,0.09,2341895.0,2024,8,False,0.09204845430634687,1110.0,
Karnataka,Bangalore South,BALAKRISHNA.M.,MALE,32.0,GENERAL,UPJP,Chappals,1250052.0,1241485.0,1106.0,4.0,1110.0,0.05,0.09,0.09,2341895.0,2024,9,False,0.08884676893916957,942.0,
