state,constituency,candidate,gender,age,category,party,party_symbol,total_votes_polled_in_the_constituency,valid_votes,evm_votes,postal_votes,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,over_total_valid_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes
Madhya Pradesh,HOSHANGABAD,PATRAKAR TILAK JATAV,MALE,42.0,SC,IND,Kettle,1249972.0,1234751.0,2257.0,3.0,2260.0,0.12,0.18,0.18,1858158.0,2024,8,False,0.18084456009960856,2215.0,
Madhya Pradesh,HOSHANGABAD,YUVRAJ GAVADE,MALE,57.0,GENERAL,IND,Almirah,1249972.0,1234751.0,2205.0,10.0,2215.0,0.12,0.18,0.18,1858158.0,2024,9,False,0.17724367284098802,2046.0,
Madhya Pradesh,HOSHANGABAD,JYOTI SURESH JHARIYA,FEMALE,33.0,GENERAL,IND,Saw,1249972.0,1234751.0,2033.0,13.0,2046.0,0.11,0.16,0.17,1858158.0,2024,10,False,0.1637203406919465,1657.0,
Madhya Pradesh,HOSHANGABAD,MAKHAN SINGH LODHI,MALE,50.0,GENERAL,BSCP,Flute,1249972.0,1234751.0,1651.0,6.0,1657.0,0.09,0.13,0.13,1858158.0,2024,11,False,0.1325926708340935,1588.0,
Madhya Pradesh,HOSHANGABAD,MUKESH YADAV,MALE,32.0,GENERAL,IND,Black board,1249972.0,1234751.0,1578.0,10.0,1588.0,0.09,0.13,0.13,1858158.0,2024,12,False,0.12707131037087538,1260.0,
Madhya Pradesh,HOSHANGABAD,PANDIT BRAJESH KHEMARIYA,MALE,41.0,GENERAL,IND,Air conditioner,1249972.0,1234751.0,1251.0,9.0,1260.0,0.07,0.1,0.1,1858158.0,2024,13,False,0.10082484324137467,,
Madhya Pradesh,INDORE,SHANKAR LALWANI,MALE,62.0,GENERAL,BJP,Lotus,1562727.0,1343294.0,1223746.0,3005.0,1226751.0,48.53,78.5,91.32,2527978.0,2024,1,True,78.53880489228973,218674.0,1008077.0
Madhya Pradesh,INDORE,NOTA,,,,NOTA,NOTA,1562727.0,1343294.0,218355.0,319.0,218674.0,8.65,13.99,16.28,2527978.0,2024,2,False,13.999902686866825,51659.0,
Madhya Pradesh,INDORE,SANJAY S/O LAKSHMAN SOLANKI,MALE,43.0,SC,BSP,Elephant,1562727.0,1343294.0,51486.0,173.0,51659.0,2.04,3.31,3.85,2527978.0,2024,3,False,3.3073020702088645,15210.0,
Madhya Pradesh,INDORE,PAWAN KUMAR,MALE,46.0,GENERAL,AKBRPRVP,Kettle,1562727.0,1343294.0,15182.0,28.0,15210.0,0.6,0.97,1.13,2527978.0,2024,4,False,0.9737715497372545,8392.0,
Madhya Pradesh,INDORE,ABHAY JAIN,MALE,60.0,GENERAL,IND,Apple,1562727.0,1343294.0,8379.0,13.0,8392.0,0.33,0.54,0.62,2527978.0,2024,5,False,0.5372709300062485,8238.0,
Madhya Pradesh,INDORE,LAVISH DILIP KHANDELWAL,MALE,29.0,SC,IND,Laptop,1562727.0,1343294.0,8231.0,7.0,8238.0,0.33,0.53,0.61,2527978.0,2024,6,False,0.5274115730924065,7179.0,
Madhya Pradesh,INDORE,COMRADE AJEET SINGH,MALE,38.0,GENERAL,SUCI,Battery Torch,1562727.0,1343294.0,7148.0,31.0,7179.0,0.28,0.46,0.53,2527978.0,2024,7,False,0.4596124888602071,7096.0,
Madhya Pradesh,INDORE,AYAZ ALI,MALE,37.0,GENERAL,IND,Coconut farm,1562727.0,1343294.0,7074.0,22.0,7096.0,0.28,0.45,0.53,2527978.0,2024,8,False,0.45429867961443515,3831.0,
Madhya Pradesh,INDORE,ENG. ARJUN PARIHAR,MALE,31.0,SC,IND,Cot,1562727.0,1343294.0,3823.0,8.0,3831.0,0.15,0.25,0.29,2527978.0,2024,9,False,0.24526750868135583,3676.0,
Madhya Pradesh,INDORE,BASANT GEHLOT,MALE,56.0,GENERAL,JASP,Cauliflower,1562727.0,1343294.0,3663.0,13.0,3676.0,0.15,0.24,0.27,2527978.0,2024,10,False,0.23534412996937198,2621.0,
Madhya Pradesh,INDORE,RAVI SIRWAIYA,MALE,41.0,SC,IND,Carrom board,1562727.0,1343294.0,2615.0,6.0,2621.0,0.1,0.17,0.2,2527978.0,2024,11,False,0.16780113292973992,2609.0,
Madhya Pradesh,INDORE,MUDIT CHAURASIA,MALE,39.0,GENERAL,IND,Road roller,1562727.0,1343294.0,2601.0,8.0,2609.0,0.1,0.17,0.19,2527978.0,2024,12,False,0.16703287135203795,2403.0,
Madhya Pradesh,INDORE,PARMANAND TOLANI,MALE,63.0,GENERAL,IND,CCTV Camera,1562727.0,1343294.0,2399.0,4.0,2403.0,0.1,0.15,0.18,2527978.0,2024,13,False,0.1538443809348207,1969.0,
Madhya Pradesh,INDORE,DESH BHAKT ANKIT GUPTA,MALE,33.0,GENERAL,IND,Bat,1562727.0,1343294.0,1957.0,12.0,1969.0,0.08,0.13,0.15,2527978.0,2024,14,False,0.1260589205412659,1660.0,
Madhya Pradesh,INDORE,ADVOCATE PANKAJ GUPTE,MALE,51.0,GENERAL,IND,Batsman,1562727.0,1343294.0,1652.0,8.0,1660.0,0.07,0.11,0.12,2527978.0,2024,15,False,0.10627618491544003,,
Madhya Pradesh,JABALPUR,ASHISH DUBEY,MALE,54.0,GENERAL,BJP,Lotus,1159005.0,1153559.0,788721.0,1412.0,790133.0,41.63,68.17,68.5,1898180.0,2024,1,True,68.20045833351315,303459.0,486674.0
Madhya Pradesh,JABALPUR,DINESH YADAV,MALE,59.0,GENERAL,INC,Hand,1159005.0,1153559.0,302892.0,567.0,303459.0,15.99,26.18,26.31,1898180.0,2024,2,False,26.193112913179895,21416.0,
Madhya Pradesh,JABALPUR,RAKESH CHOUDHARY,MALE,54.0,SC,BSP,Elephant,1159005.0,1153559.0,21389.0,27.0,21416.0,1.13,1.85,1.86,1898180.0,2024,3,False,1.8485255212356877,7043.0,
Madhya Pradesh,JABALPUR,FOJI VIJAY HALDKAR (EX-ARMY),MALE,42.0,GENERAL,IND,Diamond,1159005.0,1153559.0,7028.0,15.0,7043.0,0.37,0.61,0.61,1898180.0,2024,4,False,0.6079176898609895,6468.0,
Madhya Pradesh,JABALPUR,MAHAVEER JAIN,MALE,26.0,GENERAL,IND,Almirah,1159005.0,1153559.0,6463.0,5.0,6468.0,0.34,0.56,0.56,1898180.0,2024,5,False,0.5582864713929973,4986.0,
Madhya Pradesh,JABALPUR,NOTA,,,,NOTA,NOTA,1159005.0,1153559.0,4964.0,22.0,4986.0,0.26,0.43,0.43,1898180.0,2024,6,False,0.43036740048940697,4848.0,
Madhya Pradesh,JABALPUR,ADVOCATE UDAY KUMAR SAHU,MALE,53.0,GENERAL,GGP,Saw,1159005.0,1153559.0,4832.0,16.0,4848.0,0.26,0.42,0.42,1898180.0,2024,7,False,0.4184559080570889,3440.0,
Madhya Pradesh,JABALPUR,"ER. PRAVIN GAJBHIYE ""DADA""",MALE,55.0,SC,IND,Cot,1159005.0,1153559.0,3437.0,3.0,3440.0,0.18,0.3,0.3,1898180.0,2024,8,False,0.29692415918242276,2823.0,
Madhya Pradesh,JABALPUR,POORNESH KUMAR JAIN,MALE,32.0,GENERAL,IND,Pen nib with seven rays,1159005.0,1153559.0,2822.0,1.0,2823.0,0.15,0.24,0.24,1898180.0,2024,9,False,0.24366770388720335,2491.0,
Madhya Pradesh,JABALPUR,SWATANATRA SAMAJ SEVI VINAY CHAKRAVARTI,MALE,28.0,GENERAL,IND,Hockey and ball,1159005.0,1153559.0,2488.0,3.0,2491.0,0.13,0.21,0.22,1898180.0,2024,10,False,0.21501106991959743,1875.0,
Madhya Pradesh,JABALPUR,JAGDISH SINGH LODHI,MALE,32.0,GENERAL,BSCP,Flute,1159005.0,1153559.0,1871.0,4.0,1875.0,0.1,0.16,0.16,1898180.0,2024,11,False,0.16184092978693104,1484.0,
Madhya Pradesh,JABALPUR,DINESH YADAV,MALE,31.0,GENERAL,IND,Binoculars,1159005.0,1153559.0,1480.0,4.0,1484.0,0.08,0.13,0.13,1898180.0,2024,12,False,0.12809170122869634,1400.0,
Madhya Pradesh,JABALPUR,DR. DHAI AKSHAR,MALE,55.0,SC,IND,Auto- rickshaw,1159005.0,1153559.0,1399.0,1.0,1400.0,0.07,0.12,0.12,1898180.0,2024,13,False,0.12084122757424183,1228.0,
Madhya Pradesh,JABALPUR,ASHOK RANA,MALE,67.0,GENERAL,RaNP,Pot,1159005.0,1153559.0,1226.0,2.0,1228.0,0.06,0.11,0.11,1898180.0,2024,14,False,0.10599501961512069,1204.0,
Madhya Pradesh,JABALPUR,SANTOSH KUMAR KUSHWAHA,MALE,54.0,GENERAL,IND,Ice cream,1159005.0,1153559.0,1202.0,2.0,1204.0,0.06,0.1,0.1,1898180.0,2024,15,False,0.10392345571384796,1100.0,
Madhya Pradesh,JABALPUR,DASAI RAM KOL,MALE,61.0,ST,AaSamP,Bucket,1159005.0,1153559.0,1099.0,1.0,1100.0,0.06,0.09,0.1,1898180.0,2024,16,False,0.09494667880833287,876.0,
Madhya Pradesh,JABALPUR,COMRADE SACHIN JAIN,MALE,44.0,GENERAL,SUCI,Battery Torch,1159005.0,1153559.0,868.0,8.0,876.0,0.05,0.08,0.08,1898180.0,2024,17,False,0.07561208239645417,829.0,
Madhya Pradesh,JABALPUR,GULAB SINGH,MALE,46.0,GENERAL,IND,Balloon,1159005.0,1153559.0,821.0,8.0,829.0,0.04,0.07,0.07,1898180.0,2024,18,False,0.07155526975646177,752.0,
Madhya Pradesh,JABALPUR,LAL SINGH,MALE,48.0,GENERAL,RTSMJD,Ring,1159005.0,1153559.0,748.0,4.0,752.0,0.04,0.06,0.07,1898180.0,2024,19,False,0.06490900223987847,690.0,
Madhya Pradesh,JABALPUR,RAMKUMAR PASI,MALE,62.0,SC,BAWPA,Tooth brush,1159005.0,1153559.0,684.0,6.0,690.0,0.04,0.06,0.06,1898180.0,2024,20,False,0.05955746216159062,,
Madhya Pradesh,KHAJURAHO,VISHNU DATT SHARMA (V.D.SHARMA),MALE,54.0,GENERAL,BJP,Lotus,1141404.0,1124413.0,771014.0,1760.0,772774.0,38.67,67.7,68.73,1998536.0,2024,1,True,67.75331632429399,231545.0,541229.0
Madhya Pradesh,KHAJURAHO,KAMLESH KUMAR,MALE,50.0,GENERAL,BSP,Elephant,1141404.0,1124413.0,231163.0,382.0,231545.0,11.59,20.29,20.59,1998536.0,2024,2,False,20.300814505028185,50215.0,
Madhya Pradesh,KHAJURAHO,R. B. PRAJAPATI (RAJA BHAIYA) EX.I.A.S.,MALE,64.0,SC,AIFB,Lion,1141404.0,1124413.0,50033.0,182.0,50215.0,2.51,4.4,4.47,1998536.0,2024,3,False,4.402623249778619,17873.0,
Madhya Pradesh,KHAJURAHO,MOHAMMAD IMRAN,MALE,39.0,GENERAL,RJBP,Cauliflower,1141404.0,1124413.0,17853.0,20.0,17873.0,0.89,1.57,1.59,1998536.0,2024,4,False,1.567023505790964,16157.0,
Madhya Pradesh,KHAJURAHO,NOTA,,,,NOTA,NOTA,1141404.0,1124413.0,16134.0,23.0,16157.0,0.81,1.42,1.44,1998536.0,2024,5,False,1.4165724155466126,10011.0,
Madhya Pradesh,KHAJURAHO,PENTER SUNMAN SINGH LODHI,MALE,37.0,GENERAL,IND,Pan,1141404.0,1124413.0,10005.0,6.0,10011.0,0.5,0.88,0.89,1998536.0,2024,6,False,0.8777190352192324,7564.0,
Madhya Pradesh,KHAJURAHO,KAPIL GUPTA BHARTIYA,MALE,37.0,GENERAL,AKBRPRVP,Kettle,1141404.0,1124413.0,7540.0,24.0,7564.0,0.38,0.66,0.67,1998536.0,2024,7,False,0.6631771833381555,6764.0,
Madhya Pradesh,KHAJURAHO,LAXMI PRASAD,MALE,66.0,GENERAL,IND,Chakki,1141404.0,1124413.0,6752.0,12.0,6764.0,0.34,0.59,0.6,1998536.0,2024,8,False,0.5930368149258703,6027.0,
Madhya Pradesh,KHAJURAHO,NANDKISHOR,MALE,45.0,GENERAL,PPID,Basket containing Fruits,1141404.0,1124413.0,6019.0,8.0,6027.0,0.3,0.53,0.54,1998536.0,2024,9,False,0.5284200005260528,4740.0,
Madhya Pradesh,KHAJURAHO,PANKAJ MAURYA (KUSHWAHA),MALE,35.0,GENERAL,GGP,Saw,1141404.0,1124413.0,4730.0,10.0,4740.0,0.24,0.42,0.42,1998536.0,2024,10,False,0.4155816828427891,4026.0,
Madhya Pradesh,KHAJURAHO,BITIAYA AHIRWAR,MALE,54.0,SC,IND,Almirah,1141404.0,1124413.0,4018.0,8.0,4026.0,0.2,0.35,0.36,1998536.0,2024,11,False,0.3529814040348247,3713.0,
Madhya Pradesh,KHAJURAHO,FIROJKHAN,MALE,52.0,GENERAL,IND,Batsman,1141404.0,1124413.0,3708.0,5.0,3713.0,0.19,0.33,0.33,1998536.0,2024,12,False,0.3255389848935182,3492.0,
Madhya Pradesh,KHAJURAHO,GIRAN SINGH,MALE,56.0,GENERAL,BSCP,Flute,1141404.0,1124413.0,3485.0,7.0,3492.0,0.17,0.31,0.31,1998536.0,2024,13,False,0.3061627081196244,2872.0,
Madhya Pradesh,KHAJURAHO,KESHKALI,FEMALE,38.0,GENERAL,RTJSD,Battery Torch,1141404.0,1124413.0,2861.0,11.0,2872.0,0.14,0.25,0.26,1998536.0,2024,14,False,0.2518039226001034,2797.0,
Madhya Pradesh,KHAJURAHO,PANNA LAL TRIPATHI AD.,MALE,53.0,GENERAL,INDPPLSADH,Balloon,1141404.0,1124413.0,2794.0,3.0,2797.0,0.14,0.25,0.25,1998536.0,2024,15,False,0.24522826306145173,,
Madhya Pradesh,KHANDWA,GYANESHWAR PATIL,MALE,55.0,GENERAL,BJP,Lotus,1514990.0,1499703.0,861188.0,1491.0,862679.0,40.83,56.94,57.52,2112874.0,2024,1,True,57.035044316124775,592708.0,269971.0
Madhya Pradesh,KHANDWA,NARENDRA PATEL,MALE,62.0,GENERAL,INC,Hand,1514990.0,1499703.0,591540.0,1168.0,592708.0,28.05,39.12,39.52,2112874.0,2024,2,False,39.18621763891515,12839.0,
Madhya Pradesh,KHANDWA,NOTA,,,,NOTA,NOTA,1514990.0,1499703.0,12817.0,22.0,12839.0,0.61,0.85,0.86,2112874.0,2024,3,False,0.8488359331509472,11818.0,
Madhya Pradesh,KHANDWA,MUNNALAL S/O DHANNALAL TEJI,MALE,65.0,SC,BSP,Elephant,1514990.0,1499703.0,11796.0,22.0,11818.0,0.56,0.78,0.79,2112874.0,2024,4,False,0.7813336753624032,9299.0,
Madhya Pradesh,KHANDWA,ABHINESH SINGH,MALE,48.0,GENERAL,RTJAWP,Diamond,1514990.0,1499703.0,9295.0,4.0,9299.0,0.44,0.61,0.62,2112874.0,2024,5,False,0.614792845421813,4905.0,
Madhya Pradesh,KHANDWA,LAXMI NARAYAN KATARE,MALE,54.0,SC,IND,Auto- rickshaw,1514990.0,1499703.0,4902.0,3.0,4905.0,0.23,0.32,0.33,2112874.0,2024,6,False,0.3242885156246901,4347.0,
Madhya Pradesh,KHANDWA,MANOJ KUMAR VISHWAMBHARNATH AGRAWAL,MALE,58.0,GENERAL,IND,Coat,1514990.0,1499703.0,4346.0,1.0,4347.0,0.21,0.29,0.29,2112874.0,2024,7,False,0.2873969780673859,3709.0,
Madhya Pradesh,KHANDWA,MAHESH PAWAR,MALE,47.0,SC,PPID,Basket containing Fruits,1514990.0,1499703.0,3701.0,8.0,3709.0,0.18,0.24,0.25,2112874.0,2024,8,False,0.24521633118286965,3481.0,
Madhya Pradesh,KHANDWA,SHIVAM SEN,MALE,30.0,GENERAL,IND,Battery Torch,1514990.0,1499703.0,3479.0,2.0,3481.0,0.16,0.23,0.23,2112874.0,2024,9,False,0.23014236960031523,2685.0,
Madhya Pradesh,KHANDWA,RAVINDRA SONVANE,MALE,47.0,ST,IND,Gas cylinder,1514990.0,1499703.0,2679.0,6.0,2685.0,0.13,0.18,0.18,2112874.0,2024,10,False,0.17751573179455513,2370.0,
Madhya Pradesh,KHANDWA,PRAKASH RATHOR BANJARA,MALE,39.0,GENERAL,AJPI,Kettle,1514990.0,1499703.0,2368.0,2.0,2370.0,0.11,0.16,0.16,2112874.0,2024,11,False,0.1566898638186576,1702.0,
Madhya Pradesh,KHANDWA,NARAYAN SUKHADEV PAL,MALE,62.0,ST,BHYUJEP,Ganna kisan,1514990.0,1499703.0,1699.0,3.0,1702.0,0.08,0.11,0.11,2112874.0,2024,12,False,0.11252580093643681,,
Madhya Pradesh,KHARGONE,GAJENDRA SINGH PATEL,MALE,49.0,ST,BJP,Lotus,1559003.0,1540521.0,818291.0,1572.0,819863.0,40.06,52.59,53.22,2046409.0,2024,1,True,52.59652112103199,684845.0,135018.0
Madhya Pradesh,KHARGONE,PORLAL BATHA KHARTE,MALE,44.0,ST,INC,Hand,1559003.0,1540521.0,683651.0,1194.0,684845.0,33.47,43.93,44.46,2046409.0,2024,2,False,43.93473605606443,18257.0,
Madhya Pradesh,KHARGONE,NOTA,,,,NOTA,NOTA,1559003.0,1540521.0,18237.0,20.0,18257.0,0.89,1.17,1.19,2046409.0,2024,3,False,1.1712379825735288,14686.0,
Madhya Pradesh,KHARGONE,DEVISINGH NARGAVE,MALE,58.0,ST,CPI,Ears of corn and sickle,1559003.0,1540521.0,14680.0,6.0,14686.0,0.72,0.94,0.95,2046409.0,2024,4,False,0.9421482725570928,12069.0,
Madhya Pradesh,KHARGONE,SHOBHARAM DAWAR,MALE,37.0,ST,BSP,Elephant,1559003.0,1540521.0,12047.0,22.0,12069.0,0.59,0.77,0.78,2046409.0,2024,5,False,0.7742603500947537,9058.0,
Madhya Pradesh,KHARGONE,NARSINGH SOLANKI,MALE,51.0,ST,IND,Kettle,1559003.0,1540521.0,9052.0,6.0,9058.0,0.44,0.58,0.59,2046409.0,2024,6,False,0.581096217678207,,
Madhya Pradesh,MANDLA,FAGGAN SINGH KULASTE,MALE,64.0,ST,BJP,Lotus,1536106.0,1516711.0,749761.0,1614.0,751375.0,35.72,48.91,49.54,2103244.0,2024,1,True,48.92936588974442,647529.0,103846.0
Madhya Pradesh,MANDLA,OMKAR SINGH MARKAM,MALE,46.0,ST,INC,Hand,1536106.0,1516711.0,645759.0,1770.0,647529.0,30.79,42.15,42.69,2103244.0,2024,2,False,42.16693843316628,37797.0,
Madhya Pradesh,MANDLA,MAHESH KUMAR WATTEE,MALE,55.0,ST,GGP,Saw,1536106.0,1516711.0,37686.0,111.0,37797.0,1.8,2.46,2.49,2103244.0,2024,3,False,2.4613318815966325,18921.0,
Madhya Pradesh,MANDLA,NOTA,,,,NOTA,NOTA,1536106.0,1516711.0,18887.0,34.0,18921.0,0.9,1.23,1.25,2103244.0,2024,4,False,1.2321311355845672,16617.0,
Madhya Pradesh,MANDLA,INDAR SINGH UIKEY,MALE,57.0,ST,BSP,Elephant,1536106.0,1516711.0,16587.0,30.0,16617.0,0.79,1.08,1.1,2103244.0,2024,5,False,1.0820951894724777,15558.0,
Madhya Pradesh,MANDLA,CHANDRA SINGH KUSHRAM,MALE,44.0,ST,BSCP,Flute,1536106.0,1516711.0,15533.0,25.0,15558.0,0.74,1.01,1.03,2103244.0,2024,6,False,1.01313335486627,10375.0,
Madhya Pradesh,MANDLA,SITAR MARKAM,MALE,39.0,ST,IND,Almirah,1536106.0,1516711.0,10365.0,10.0,10375.0,0.49,0.68,0.68,2103244.0,2024,7,False,0.6756175958823468,10346.0,
Madhya Pradesh,MANDLA,RAKESH SINGH THAKUR,MALE,27.0,ST,IND,Batsman,1536106.0,1516711.0,10340.0,6.0,10346.0,0.49,0.67,0.68,2103244.0,2024,8,False,0.6737291226022901,6401.0,
Madhya Pradesh,MANDLA,DR. BHAW SINGH TEKAM,MALE,67.0,ST,IND,Ganna kisan,1536106.0,1516711.0,6393.0,8.0,6401.0,0.3,0.42,0.42,2103244.0,2024,9,False,0.41683163674630386,4287.0,
Madhya Pradesh,MANDLA,CHARAN SINGH DHURWEY,MALE,47.0,ST,BHRTADVSIP,Hockey and ball,1536106.0,1516711.0,4269.0,18.0,4287.0,0.2,0.28,0.28,2103244.0,2024,10,False,0.2791684466069996,4217.0,
Madhya Pradesh,MANDLA,ADVOCATE-DEV SINGH KUMRE,MALE,40.0,ST,IND,Bat,1536106.0,1516711.0,4205.0,12.0,4217.0,0.2,0.27,0.28,2103244.0,2024,11,False,0.27461006282755246,3971.0,
Madhya Pradesh,MANDLA,GHUR SINGH SALLAM,MALE,68.0,ST,IND,Hand cart,1536106.0,1516711.0,3959.0,12.0,3971.0,0.19,0.26,0.26,2103244.0,2024,12,False,0.2585905998312096,3001.0,
Madhya Pradesh,MANDLA,KALIYA BAI KAKODIA,FEMALE,50.0,ST,IND,Cot,1536106.0,1516711.0,2990.0,11.0,3001.0,0.14,0.2,0.2,2103244.0,2024,13,False,0.19542442460172751,2727.0,
Madhya Pradesh,MANDLA,ASHOK SARAIYA,MALE,44.0,ST,IND,Chakki,1536106.0,1516711.0,2717.0,10.0,2727.0,0.13,0.18,0.18,2103244.0,2024,14,False,0.17758160809360574,2510.0,
Madhya Pradesh,MANDLA,RAMKUMAR INWATI [ADVOCATE],MALE,50.0,ST,SMARTIP,Auto- rickshaw,1536106.0,1516711.0,2499.0,11.0,2510.0,0.12,0.16,0.17,2103244.0,2024,15,False,0.16345061837731956,,
Madhya Pradesh,MANDSOUR,SUDHEER GUPTA,MALE,64.0,GENERAL,BJP,Lotus,1434874.0,1421830.0,942249.0,3512.0,945761.0,49.76,65.91,66.52,1900808.0,2024,1,True,65.97602218917162,445106.0,500655.0
Madhya Pradesh,MANDSOUR,DILIP SINGH GURJAR,MALE,62.0,GENERAL,INC,Hand,1434874.0,1421830.0,443622.0,1484.0,445106.0,23.42,31.02,31.31,1900808.0,2024,2,False,31.05046976195193,11662.0,
Madhya Pradesh,MANDSOUR,NOTA,,,,NOTA,NOTA,1434874.0,1421830.0,11615.0,47.0,11662.0,0.61,0.81,0.82,1900808.0,2024,3,False,0.8135378502286723,10512.0,
Madhya Pradesh,MANDSOUR,KANHAIYALAL MALVIYA,MALE,65.0,SC,BSP,Elephant,1434874.0,1421830.0,10456.0,56.0,10512.0,0.55,0.73,0.74,1900808.0,2024,4,False,0.7333141726636772,8826.0,
Madhya Pradesh,MANDSOUR,ISMAIL KHAN MAIV,MALE,58.0,GENERAL,IND,Gas cylinder,1434874.0,1421830.0,8810.0,16.0,8826.0,0.46,0.62,0.62,1900808.0,2024,5,False,0.6156992853814323,3439.0,
Madhya Pradesh,MANDSOUR,SUSHIL,MALE,44.0,GENERAL,IND,Diesel pump,1434874.0,1421830.0,3432.0,7.0,3439.0,0.18,0.24,0.24,1900808.0,2024,6,False,0.2399036757791463,3167.0,
Madhya Pradesh,MANDSOUR,SAEED AHAMAD,MALE,68.0,GENERAL,IND,Almirah,1434874.0,1421830.0,3165.0,2.0,3167.0,0.17,0.22,0.22,1900808.0,2024,7,False,0.22092903204203443,2696.0,
Madhya Pradesh,MANDSOUR,MURALIDHAR,MALE,54.0,GENERAL,IND,Glass tumbler,1434874.0,1421830.0,2682.0,14.0,2696.0,0.14,0.19,0.19,1900808.0,2024,8,False,0.1880722041001973,2323.0,
Madhya Pradesh,MANDSOUR,VIJAY RANN,MALE,59.0,GENERAL,IND,Window,1434874.0,1421830.0,2314.0,9.0,2323.0,0.12,0.16,0.16,1900808.0,2024,9,False,0.16205182868129017,,
Madhya Pradesh,MORENA,SHIVMANGAL SINGH TOMAR,MALE,64.0,GENERAL,BJP,Lotus,1189626.0,1182417.0,513136.0,2341.0,515477.0,25.57,43.33,43.6,2015928.0,2024,1,True,43.41476808067843,462947.0,52530.0
Madhya Pradesh,MORENA,NEETU SATYAPAL SINGH SIKARWAR,MALE,44.0,GENERAL,INC,Hand,1189626.0,1182417.0,461808.0,1139.0,462947.0,22.96,38.92,39.15,2015928.0,2024,2,False,38.99055949857285,179669.0,
Madhya Pradesh,MORENA,RAMESH GARG,MALE,65.0,GENERAL,BSP,Elephant,1189626.0,1182417.0,179492.0,177.0,179669.0,8.91,15.1,15.2,2015928.0,2024,3,False,15.132174600006232,7544.0,
Madhya Pradesh,MORENA,NEERAJ CHANDSORIYA,MALE,34.0,SC,ASPKR,Kettle,1189626.0,1182417.0,7534.0,10.0,7544.0,0.37,0.63,0.64,2015928.0,2024,4,False,0.6353746343690175,4914.0,
Madhya Pradesh,MORENA,NOTA,,,,NOTA,NOTA,1189626.0,1182417.0,4899.0,15.0,4914.0,0.24,0.41,0.42,2015928.0,2024,5,False,0.4138694264699565,2402.0,
Madhya Pradesh,MORENA,RAJENDRA PRASAD KUSHWAH,MALE,40.0,GENERAL,IND,Cot,1189626.0,1182417.0,2392.0,10.0,2402.0,0.12,0.2,0.2,2015928.0,2024,6,False,0.2023024750469751,2285.0,
Madhya Pradesh,MORENA,ER. SURAJ KUSHWAH,MALE,32.0,GENERAL,IND,Battery Torch,1189626.0,1182417.0,2279.0,6.0,2285.0,0.11,0.19,0.19,2015928.0,2024,7,False,0.1924484410834047,1973.0,
Madhya Pradesh,MORENA,RAMNIWASH,MALE,47.0,GENERAL,IND,Cauliflower,1189626.0,1182417.0,1970.0,3.0,1973.0,0.1,0.17,0.17,2015928.0,2024,8,False,0.16617101718055033,1767.0,
Madhya Pradesh,MORENA,RAM SUNDER SHARMA,MALE,55.0,GENERAL,IND,Auto- rickshaw,1189626.0,1182417.0,1762.0,5.0,1767.0,0.09,0.15,0.15,2015928.0,2024,9,False,0.1488211796036657,1632.0,
Madhya Pradesh,MORENA,RAMSEVAK SAKHWAR,MALE,52.0,SC,IND,Television,1189626.0,1182417.0,1630.0,2.0,1632.0,0.08,0.14,0.14,2015928.0,2024,10,False,0.13745114041493064,1623.0,
Madhya Pradesh,MORENA,HARIKANTH,MALE,68.0,GENERAL,IND,Apple,1189626.0,1182417.0,1623.0,0.0,1623.0,0.08,0.14,0.14,2015928.0,2024,11,False,0.1366931378023483,1441.0,
Madhya Pradesh,MORENA,RAJKUMARI,FEMALE,46.0,GENERAL,IND,Road roller,1189626.0,1182417.0,1435.0,6.0,1441.0,0.07,0.12,0.12,2015928.0,2024,12,False,0.12136464052568323,1317.0,
Madhya Pradesh,MORENA,ANOOP NAGAR,MALE,36.0,SC,IND,Camera,1189626.0,1182417.0,1308.0,9.0,1317.0,0.07,0.11,0.11,2015928.0,2024,13,False,0.11092104897454878,1210.0,
Madhya Pradesh,MORENA,RAJENDRA SINGH GURJER,MALE,68.0,GENERAL,IND,Ganna kisan,1189626.0,1182417.0,1199.0,11.0,1210.0,0.06,0.1,0.1,2015928.0,2024,14,False,0.10190924013606989,575.0,
Madhya Pradesh,MORENA,PIYUSH BRAJESH RAJORIYA,MALE,26.0,GENERAL,IND,Flute,1189626.0,1182417.0,572.0,3.0,575.0,0.03,0.05,0.05,2015928.0,2024,15,False,0.04842794469276048,555.0,
Madhya Pradesh,MORENA,PRABHU JATAV,MALE,48.0,SC,IND,Bat,1189626.0,1182417.0,547.0,8.0,555.0,0.03,0.05,0.05,2015928.0,2024,16,False,0.04674349444257751,,
Madhya Pradesh,RAJGARH,RODMAL NAGAR,MALE,63.0,GENERAL,BJP,Lotus,1431588.0,1421737.0,756139.0,2604.0,758743.0,40.43,53.0,53.37,1876672.0,2024,1,True,53.09619264421129,612654.0,146089.0
Madhya Pradesh,RAJGARH,DIGVIJAYA SINGH,MALE,77.0,GENERAL,INC,Hand,1431588.0,1421737.0,610602.0,2052.0,612654.0,32.65,42.8,43.09,1876672.0,2024,2,False,42.87300813087781,13942.0,
