state,constituency,actual_winner,actual_party,actual_vote_share,actual_margin_votes,sim_winner,sim_party,sim_vote_share,flipped
Uttar Pradesh,Salempur,RAVINDER,BJP,50.72421351128108,112615.0,RAVINDER,BJP,49.71858521559293,False
Madhya Pradesh,MORENA,NARENDRA SINGH TOMAR,BJP,47.6298041836295,113341.0,NARENDRA SINGH TOMAR,BJP,47.629804183629496,False
Uttar Pradesh,Aonla,DHARMENDRA KASHYAP,BJP,51.071196196790446,113743.0,DHARMENDRA KASHYAP,BJP,50.0726491803984,False
Karnataka,Bidar,BHAGWANTH KHUBA,BJP,52.406757449870966,116834.0,BHAGWANTH KHUBA,BJP,52.406757449870966,False
Bihar,Siwan,Kavita Singh,JD(U),45.53903798702288,116958.0,Kavita Singh,JD(U),45.53903798702288,False
Bihar,Buxar,Ashwini Kumar Choubey,BJP,47.93511953557796,117609.0,Ashwini Kumar Choubey,BJP,47.93511953557797,False
Karnataka,Raichur,RAJA AMARESHWARA NAIK,BJP,53.214601760073286,117716.0,RAJA AMARESHWARA NAIK,BJP,53.2146017600733,False
Uttar Pradesh,Pratapgarh,SANGAM LAL GUPTA,BJP,47.6995402688416,117752.0,SANGAM LAL GUPTA,BJP,46.63218394779755,False
Maharashtra,Yavatmal-Washim,Bhavana Pundlikrao Gawali,SHS,46.16664679531944,117939.0,Bhavana Pundlikrao Gawali,SHS,45.7095512824945,False
Karnataka,Chikkodi,ANNASAHEB SHANKAR JOLLE,BJP,52.97667691402974,118877.0,ANNASAHEB SHANKAR JOLLE,BJP,52.97667691402974,False
Uttar Pradesh,Ghazipur,AFZAL ANSARI,BSP,51.200088275702385,119392.0,AFZAL ANSARI,BSP,52.244988036431,False
Maharashtra,Shirdi,SADASHIV KISAN LOKHANDE,SHS,47.29337201101265,120195.0,SADASHIV KISAN LOKHANDE,SHS,46.82512080298282,False
Tamil Nadu,Tenkasi,DHANUSH.M.KUMAR,DMK,44.70578956856147,120767.0,DHANUSH.M.KUMAR,DMK,44.70578956856147,False
Odisha,Cuttack,BHARTRUHARI MAHTAB,BJD,49.513633918205926,121201.0,BHARTRUHARI MAHTAB,BJD,49.513633918205926,False
Andhra Pradesh,Rajahmundry,MARGANI BHARAT,YSRCP,46.546019879609126,121634.0,MARGANI BHARAT,YSRCP,46.54601987960913,False
Uttar Pradesh,Ghosi,ATUL KUMAR SINGH,BSP,50.30141631040489,122568.0,ATUL KUMAR SINGH,BSP,51.32797582694377,False
Uttar Pradesh,Etah,Rajveer Singh (Raju Bhaiya),BJP,54.556240602556805,122670.0,Rajveer Singh (Raju Bhaiya),BJP,52.556240602556805,False
Madhya Pradesh,GUNA,"KRISHNA PAL SINGH ""Dr. K. P. YADAV""",BJP,52.1076896835856,125549.0,"KRISHNA PAL SINGH ""Dr. K. P. YADAV""",BJP,52.1076896835856,False
Karnataka,Mandya,SUMALATHA AMBAREESH,IND,51.01906163673407,125876.0,SUMALATHA AMBAREESH,IND,51.01906163673407,False
Maharashtra,Satara,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,NCP,51.910377485355475,126528.0,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,NCP,51.910377485355475,False
Maharashtra,Ramtek,Krupal Balaji Tumane,SHS,49.89588416570294,126783.0,Krupal Balaji Tumane,SHS,49.40186551059697,False
West Bengal,Kolkata Uttar,BANDYOPADHYAY SUDIP,AITC,49.956291361468864,127095.0,BANDYOPADHYAY SUDIP,AITC,49.95629136146886,False
Tamil Nadu,Ramanathapuram,K. NAVASKANI,IUML,44.07867215184412,127122.0,K. NAVASKANI,IUML,44.07867215184412,False
Maharashtra,Osmanabad,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,SHS,49.524789786923215,127566.0,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,SHS,49.52478978692321,False
Gujarat,Dahod,JASHVANTSINH SUMANBHAI BHABHOR,BJP,52.836122993344695,127596.0,JASHVANTSINH SUMANBHAI BHABHOR,BJP,52.8361229933447,False
Tamil Nadu,Viluppuram,RAVIKUMAR D,DMK,49.27919756239322,128068.0,RAVIKUMAR D,DMK,49.27919756239323,False
Uttar Pradesh,Bahraich,AKSHAIBAR LAL,BJP,53.13765345790464,128752.0,AKSHAIBAR LAL,BJP,51.137653457904655,False
Maharashtra,Mumbai North central,POONAM MAHAJAN,BJP,53.96769071085758,130005.0,POONAM MAHAJAN,BJP,52.73134744809806,False
Kerala,Chalakudy,BENNY BEHANAN,INC,47.811808237328115,132274.0,BENNY BEHANAN,INC,47.811808237328115,False
Uttar Pradesh,Hardoi,Jai Prakash,BJP,53.7221599193614,132474.0,Jai Prakash,BJP,51.7221599193614,False
Maharashtra,Buldhana,Jadhav Prataprao Ganpatrao,SHS,46.5901554769498,133287.0,Jadhav Prataprao Ganpatrao,SHS,46.59015547694979,False
Bihar,Araria,PRADEEP KUMAR SINGH,BJP,52.874327778870246,137241.0,PRADEEP KUMAR SINGH,BJP,52.874327778870246,False
Andhra Pradesh,Chittoor,N. REDDEPPA,YSRCP,52.0505171765676,137271.0,N. REDDEPPA,YSRCP,52.05051717656759,False
Bihar,Saran,Rajiv Pratap Rudy,BJP,53.01966024050391,138411.0,Rajiv Pratap Rudy,BJP,53.01966024050391,False
Assam,Mangaldoi,DILIP SAIKIA,BJP,48.83245347110133,138545.0,DILIP SAIKIA,BJP,48.83245347110133,False
Karnataka,Mysore,PRATHAP SIMHA,BJP,52.272577256701425,138647.0,PRATHAP SIMHA,BJP,52.272577256701425,False
Tamil Nadu,Madurai,VENKATESAN S,CPIM,44.00231883829744,139395.0,VENKATESAN S,CPIM,44.00231883829745,False
Assam,Barpeta,Abdul Khaleque,INC,44.233892724893025,140307.0,Abdul Khaleque,INC,44.233892724893025,False
Punjab,Khadoor Sahib,JASBIR SINGH GILL (DIMPA),INC,43.94798629487434,140573.0,JASBIR SINGH GILL (DIMPA),INC,43.94798629487435,False
Andhra Pradesh,Hindupur,KURUVA GORANTLA MADHAV,YSRCP,52.790034321643255,140748.0,KURUVA GORANTLA MADHAV,YSRCP,52.79003432164324,False
Karnataka,Haveri,UDASI. S.C.,BJP,53.972632371737426,140882.0,UDASI. S.C.,BJP,53.972632371737426,False
Karnataka,Hassan,PRAJWAL REVANNA,JD(S),52.96113191478703,141324.0,PRAJWAL REVANNA,JD(S),52.96113191478703,False
Andhra Pradesh,Anantapur,TALARI RANGAIAH,YSRCP,51.79206529658662,141428.0,TALARI RANGAIAH,YSRCP,51.79206529658661,False
Chhattisgarh,BILASPUR,ARUN SAO,BJP,52.46743518042324,141763.0,ARUN SAO,BJP,52.46743518042324,False
Tamil Nadu,Cuddalore,T. R. V .S. RAMESH,DMK,50.05358501996737,143983.0,T. R. V .S. RAMESH,DMK,50.05358501996737,False
Telangana,Mahabubabad,Kavitha Malothu,TRS,46.98449978902632,146663.0,Kavitha Malothu,TRS,46.98449978902632,False
Madhya Pradesh,GWALIOR,VIVEK NARAYAN SHEJWALKAR,BJP,52.441442827331585,146842.0,VIVEK NARAYAN SHEJWALKAR,BJP,52.441442827331585,False
Tamil Nadu,Salem,PARTHIBAN.S.R,DMK,48.293253702430746,146926.0,PARTHIBAN.S.R,DMK,48.293253702430746,False
Bihar,Arrah,R. K. Singh,BJP,52.41865337138331,147285.0,R. K. Singh,BJP,52.41865337138329,False
Karnataka,Bangalore North,D.V. Sadananda Gowda,BJP,52.8708994593638,147518.0,D.V. Sadananda Gowda,BJP,52.8708994593638,False
Bihar,Nawada,Chandan Singh,LJP,52.59458736797876,148072.0,Chandan Singh,LJP,52.594587367978754,False
Andhra Pradesh,Nellore,Adala Prabhakara Reddy,YSRCP,53.132157919436594,148571.0,Adala Prabhakara Reddy,YSRCP,53.13215791943659,False
Kerala,Kollam,N.K.Premachandran,RSP,51.61296653421105,148856.0,N.K.Premachandran,RSP,51.61296653421105,False
Andhra Pradesh,Kurnool,AYUSHMAN DOCTOR SANJEEV KUMAR,YSRCP,50.95079048107129,149067.0,AYUSHMAN DOCTOR SANJEEV KUMAR,YSRCP,50.950790481071294,False
Odisha,Kandhamal,ACHYUTANANDA SAMANTA,BJD,49.01128998869409,149216.0,ACHYUTANANDA SAMANTA,BJD,49.01128998869409,False
Gujarat,Junagadh,CHUDASAMA RAJESHBHAI NARANBHAI,BJP,54.51583141161471,150211.0,CHUDASAMA RAJESHBHAI NARANBHAI,BJP,54.51583141161471,False
Maharashtra,Mumbai South central,Rahul Ramesh Shewale,SHS,53.297334587645025,152139.0,Rahul Ramesh Shewale,SHS,52.76963820558914,False
Bihar,Gaya (SC),Vijay Kumar,JD(U),48.78641689509928,152426.0,Vijay Kumar,JD(U),48.78641689509927,False
Meghalaya,Shillong,VINCENT H. PALA,INC,53.51879008913656,152433.0,VINCENT H. PALA,INC,53.518790089136544,False
Uttar Pradesh,Bansgaon,Kamlesh Paswan,BJP,56.40828531805649,153468.0,Kamlesh Paswan,BJP,55.51865848781276,False
Odisha,Kendrapara,Anubhav Mohanty,BJD,50.894191149510505,153581.0,Anubhav Mohanty,BJD,50.894191149510505,False
Andhra Pradesh,Narasaraopet,LAVU SRI KRISHNA DEVARAYALU,YSRCP,51.867721334056846,154002.0,LAVU SRI KRISHNA DEVARAYALU,YSRCP,51.867721334056846,False
Tamil Nadu,Virudhunagar,"MANICKAM TAGORE, B.",INC,43.81387039595807,154554.0,"MANICKAM TAGORE, B.",INC,43.81387039595807,False
West Bengal,Kolkata Dakshin,Mala Roy,AITC,47.49690256869253,155192.0,Mala Roy,AITC,47.496902568692526,False
Maharashtra,Baramati,Supriya Sule,NCP,52.63273264619139,155774.0,Supriya Sule,NCP,53.43424634131105,False
Uttar Pradesh,Kanpur,Satyadev Pachauri,BJP,55.62756081300697,155934.0,Satyadev Pachauri,BJP,53.62756081300696,False
Madhya Pradesh,DHAR,CHATTARSINGH DARBAR,BJP,53.725898944448915,156029.0,CHATTARSINGH DARBAR,BJP,53.7258989444489,False
Maharashtra,Bhiwandi,KAPIL MORESHWAR PATIL,BJP,52.08889622870514,156329.0,KAPIL MORESHWAR PATIL,BJP,50.84311178764336,False
Tamil Nadu,Krishnagiri,Dr.A.CHELLAKUMAR,INC,52.635983912089955,156765.0,Dr.A.CHELLAKUMAR,INC,52.635983912089955,False
Chhattisgarh,SARGUJA,Renuka Singh Saruta,BJP,51.82452570452312,157873.0,Renuka Singh Saruta,BJP,51.82452570452312,False
Uttar Pradesh,Jalaun,BHANU PRATAP SINGH VERMA,BJP,51.48550163502086,158377.0,BHANU PRATAP SINGH VERMA,BJP,50.495409831653944,False
Maharashtra,Solapur,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,BJP,48.407397230464525,158608.0,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,BJP,47.14311279443671,False
Kerala,Alathur,RAMYA HARIDAS,INC,52.39937844971696,158968.0,RAMYA HARIDAS,INC,52.39937844971696,False
Uttar Pradesh,Dhaurahra,REKHA VERMA,BJP,48.212607158971274,160611.0,REKHA VERMA,BJP,47.15572159078702,False
Uttar Pradesh,Lalganj,Sangeeta Azad,BSP,54.01179302246171,161597.0,Sangeeta Azad,BSP,55.11407451271603,False
Punjab,Patiala,Preneet Kaur,INC,45.16730155199537,162718.0,Preneet Kaur,INC,45.167301551995365,False
Maharashtra,Sangli,Sanjaykaka Patil,BJP,42.77419875323331,164352.0,Sanjaykaka Patil,BJP,41.90273985099828,False
Haryana,Sonipat,RAMESH CHANDER KAUSHIK,BJP,52.02721126980023,164864.0,RAMESH CHANDER KAUSHIK,BJP,52.02721126980022,False
Bihar,Sasaram (SC),CHHEDI PASWAN,BJP,50.761785854614885,165745.0,CHHEDI PASWAN,BJP,50.76178585461486,False
Andhra Pradesh,Eluru,KOTAGIRI SRIDHAR,YSRCP,50.96748832575383,165925.0,KOTAGIRI SRIDHAR,YSRCP,50.96748832575383,False
Uttar Pradesh,Gonda,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,BJP,55.009872095742,166360.0,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,BJP,53.00987209574202,False
Uttar Pradesh,Nagina,GIRISH CHANDRA,BSP,56.30537636112917,166832.0,GIRISH CHANDRA,BSP,57.45446567462159,False
Uttar Pradesh,Rae Bareli,SONIA GANDHI,INC,55.80456436556654,167178.0,SONIA GANDHI,INC,56.94343302608831,False
Uttar Pradesh,Bareilly,SANTOSH KUMAR GANGWAR,BJP,52.91095922466775,167282.0,SANTOSH KUMAR GANGWAR,BJP,50.91095922466775,False
Bihar,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JD(U),51.02560341533271,167937.0,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JD(U),51.0256034153327,False
Telangana,Khammam,NAMA NAGESWR RAO,TRS,49.78448559479431,168062.0,NAMA NAGESWR RAO,TRS,49.78448559479431,False
Karnataka,Bagalkot,Gaddigoudar Parvatagouda Chandanagouda,BJP,55.17440040909404,168187.0,Gaddigoudar Parvatagouda Chandanagouda,BJP,55.17440040909405,False
Maharashtra,Beed,Pritam Gopinathrao Munde,BJP,50.14607375486081,168368.0,Pritam Gopinathrao Munde,BJP,49.38687690848811,False
Kerala,Ernakulam,HIBI EDEN,INC,50.7921294702353,169153.0,HIBI EDEN,INC,50.7921294702353,False
Karnataka,Davanagere,G M SIDDESHWAR,BJP,54.66295436243184,169702.0,G M SIDDESHWAR,BJP,54.66295436243184,False
Kerala,Idukki,Adv. DEAN KURIAKOSE,INC,54.2254570612109,171053.0,Adv. DEAN KURIAKOSE,INC,54.2254570612109,False
Uttar Pradesh,Phulpur,Keshari Devi Patel,BJP,55.68196222588414,171968.0,Keshari Devi Patel,BJP,53.68196222588414,False
West Bengal,Bankura,DR. SUBHAS SARKAR,BJP,49.22670398839528,174333.0,DR. SUBHAS SARKAR,BJP,49.22670398839528,False
Uttar Pradesh,Sambhal,DR. SHAFIQUR REHMAN BARQ,SP,55.5997664493113,174826.0,DR. SHAFIQUR REHMAN BARQ,SP,57.59976644931128,False
Arunachal Pradesh,ARUNACHAL WEST,KIREN RIJIJU,BJP,63.016940637995035,174843.0,KIREN RIJIJU,BJP,63.016940637995035,False
Tamil Nadu,Pollachi,SHANMUGA SUNDARAM. K,DMK,51.228653957250145,175883.0,SHANMUGA SUNDARAM. K,DMK,51.22865395725014,False
Maharashtra,Ratnagiri - sindhudurg,Vinayak Raut,SHS,50.82909592920668,178322.0,Vinayak Raut,SHS,50.32583755366997,False
Tamil Nadu,Coimbatore,NATARAJAN. P.R,CPIM,45.6596729515503,179143.0,NATARAJAN. P.R,CPIM,45.65967295155031,False
Rajasthan,Nagaur,HANUMAN BENIWAL,RLTP,54.86142741729032,181260.0,HANUMAN BENIWAL,RLTP,54.86142741729031,False
Karnataka,Chikkballapur,B.N.Bache Gowda,BJP,53.78023782898318,182110.0,B.N.Bache Gowda,BJP,53.78023782898318,False
West Bengal,Jalpaiguri,Dr. JAYANTA KUMAR ROY,BJP,50.6452034149676,184004.0,Dr. JAYANTA KUMAR ROY,BJP,50.6452034149676,False
Jharkhand,Godda,Nishikant Dubey,BJP,53.39956249225316,184227.0,Nishikant Dubey,BJP,53.39956249225315,False
Uttar Pradesh,Allahabad,Rita Bahuguna Joshi,BJP,55.615619263578445,184275.0,Rita Bahuguna Joshi,BJP,53.61561926357843,False
Tamil Nadu,Tirunelveli,GNANATHIRAVIAM S,DMK,50.27087038016053,185720.0,GNANATHIRAVIAM S,DMK,50.27087038016053,False
Maharashtra,Wardha,Ramdas Chandrabhanji Tadas,BJP,53.92319382417931,187191.0,Ramdas Chandrabhanji Tadas,BJP,52.68662695897418,False
Telangana,Nagarkurnool,POTHUGANTI RAMULU,TRS,50.47972060328515,189748.0,POTHUGANTI RAMULU,TRS,50.47972060328515,False
West Bengal,Tamluk,Adhikari Dibyendu,AITC,50.08181823838108,190165.0,Adhikari Dibyendu,AITC,50.08181823838109,False
Kerala,Ponnani,E. T. Mohammed Basheer,IUML,51.29676141418411,193273.0,E. T. Mohammed Basheer,IUML,51.29676141418411,False
Gujarat,Patan,DABHI BHARATSINHJI SHANKARJI,BJP,56.23659274623176,193879.0,DABHI BHARATSINHJI SHANKARJI,BJP,56.23659274623176,False
Puducherry,Puducherry,Ve. VAITHILINGAM,INC,56.27257322069907,197025.0,Ve. VAITHILINGAM,INC,56.27257322069909,False
Maharashtra,Bhandara - gondiya,Sunil Baburao Mendhe,BJP,52.23124815752841,197394.0,Sunil Baburao Mendhe,BJP,51.50380523606945,False
West Bengal,Asansol,BABUL SUPRIYO,BJP,51.155810957609624,197637.0,BABUL SUPRIYO,BJP,51.155810957609624,False
Gujarat,Anand,PATEL MITESH RAMESHBHAI (BAKABHAI),BJP,57.104651466949775,197718.0,PATEL MITESH RAMESHBHAI (BAKABHAI),BJP,57.10465146694976,False
Uttar Pradesh,Fatehpur,NIRANJAN JYOTI,BJP,54.23631372436294,198205.0,NIRANJAN JYOTI,BJP,53.30236094322749,False
Maharashtra,Dindori,Dr. Bharati Pravin Pawar,BJP,49.88172790650044,198779.0,Dr. Bharati Pravin Pawar,BJP,49.11850548883293,False
Punjab,Firozpur,SUKHBIR SINGH BADAL,SAD,54.04515060582765,198850.0,SUKHBIR SINGH BADAL,SAD,54.045150605827665,False
Madhya Pradesh,BHIND,SANDHYA RAY,BJP,54.928816565645214,199885.0,SANDHYA RAY,BJP,54.928816565645214,False
Bihar,Banka,GIRIDHARI YADAV,JD(U),47.980028238431984,200532.0,GIRIDHARI YADAV,JD(U),47.98002823843199,False
Gujarat,Amreli,Kachhadiya Naranbhai Bhikhabhai,BJP,58.18897958240895,201431.0,Kachhadiya Naranbhai Bhikhabhai,BJP,58.18897958240895,False
Madhya Pradesh,KHARGONE,GAJENDRA UMRAO SINGH PATEL,BJP,54.18508034774276,202510.0,GAJENDRA UMRAO SINGH PATEL,BJP,54.18508034774276,False
West Bengal,Mathurapur,CHOUDHURY MOHAN JATUA,AITC,51.84396338536313,203974.0,CHOUDHURY MOHAN JATUA,AITC,51.84396338536313,False
Tripura,Tripura East,Rebati Tripura,BJP,46.11805623975887,204290.0,Rebati Tripura,BJP,46.11805623975887,False
Odisha,Aska,Pramila Bisoyi,BJD,54.51915546691759,204707.0,Pramila Bisoyi,BJD,54.51915546691759,False
West Bengal,Purulia,JYOTIRMAY SINGH MAHATO,BJP,49.29820341254217,204732.0,JYOTIRMAY SINGH MAHATO,BJP,49.298203412542165,False
Karnataka,Dharwad,Pralhad Joshi,BJP,56.43462532086806,205072.0,Pralhad Joshi,BJP,56.43462532086806,False
Bihar,Hajipur (SC),PASHU PATI KUMAR PARAS,LJP,53.76448748878892,205449.0,PASHU PATI KUMAR PARAS,LJP,53.76448748878892,False
Tamil Nadu,Nilgiris,"RAJA, A.",DMK,54.20220654801186,205823.0,"RAJA, A.",DMK,54.20220654801186,False
Karnataka,Bangalore Rural,D.K. SURESH,INC,54.14974727265328,206870.0,D.K. SURESH,INC,54.14974727265328,False
Assam,Kaliabor,Gaurav Gogoi,INC,55.17647034050286,209994.0,Gaurav Gogoi,INC,55.17647034050286,False
Karnataka,Kolar,S. MUNISWAMY,BJP,56.34773640480203,210021.0,S. MUNISWAMY,BJP,56.34773640480203,False
Tamil Nadu,Erode,GANESHAMURTHI A,DMK,52.77746302662421,210618.0,GANESHAMURTHI A,DMK,52.7774630266242,False
Tamil Nadu,Nagapattinam,SELVARAJ M,CPI,52.173999808423,211353.0,SELVARAJ M,CPI,52.173999808423,False
Uttar Pradesh,Agra,Satyapal Singh Baghel,BJP,56.479700486238386,211546.0,Satyapal Singh Baghel,BJP,55.591531108406514,False
Andhra Pradesh,Ongole,MAGUNTA SREENIVASULU REDDY,YSRCP,55.06701590025984,214851.0,MAGUNTA SREENIVASULU REDDY,YSRCP,55.06701590025984,False
West Bengal,Uluberia,SAJDA AHMED,AITC,53.00476928134336,215359.0,SAJDA AHMED,AITC,53.00476928134336,False
Gujarat,Bardoli,PARBHUBHAI NAGARBHAI VASAVA,BJP,55.063210384277006,215447.0,PARBHUBHAI NAGARBHAI VASAVA,BJP,55.063210384277006,False
Maharashtra,Maval,SHRIRANG APPA CHANDU BARNE,SHS,52.64648557352331,215913.0,SHRIRANG APPA CHANDU BARNE,SHS,52.64648557352331,False
Maharashtra,Nagpur,NITIN JAIRAM GADKARI,BJP,55.66548150121706,216009.0,NITIN JAIRAM GADKARI,BJP,54.43766985046942,False
Uttar Pradesh,Kheri,Ajay Kumar,BJP,53.62984533633628,218807.0,Ajay Kumar,BJP,51.62984533633629,False
Uttar Pradesh,Farrukhabad,Mukesh Rajput,BJP,56.82020992010592,221702.0,Mukesh Rajput,BJP,55.93898971439379,False
Odisha,Sundargarh,Jual Oram,BJP,45.45430581322736,223065.0,Jual Oram,BJP,45.45430581322736,False
Karnataka,Shimoga,B.Y.RAGHAVENDRA.,BJP,56.862346396047926,223360.0,B.Y.RAGHAVENDRA.,BJP,56.862346396047926,False
Andhra Pradesh,Aruku,GODDETI. MADHAVI,YSRCP,52.31922928737745,224089.0,GODDETI. MADHAVI,YSRCP,52.31922928737745,False
Assam,Dhubri,BADRUDDIN AJMAL,AIUDF,42.65649063355895,226258.0,BADRUDDIN AJMAL,AIUDF,42.65649063355895,False
West Bengal,Murshidabad,ABU TAHER KHAN,AITC,41.5713789462461,226417.0,ABU TAHER KHAN,AITC,41.5713789462461,False
Maharashtra,Mumbai North East,Manoj Kotak,BJP,56.61198711101185,226486.0,Manoj Kotak,BJP,55.951255950265846,False
NCT OF Delhi,CHANDNI CHOWK,HARSH VARDHAN,BJP,52.94372647619825,228145.0,HARSH VARDHAN,BJP,52.94372647619826,False
Andhra Pradesh,Tirupati,Balli Durga Prasad Rao,YSRCP,55.03378339798175,228376.0,Balli Durga Prasad Rao,YSRCP,55.03378339798175,False
Maharashtra,Dhule,Bhamre Subhash Ramrao,BJP,56.54483990422455,229243.0,Bhamre Subhash Ramrao,BJP,55.321447139924175,False
Uttar Pradesh,Aligarh,SATISH KUMAR GAUTAM,BJP,56.41540805238037,229261.0,SATISH KUMAR GAUTAM,BJP,55.5259265840616,False
Gujarat,Porbandar,RAMESHBHAI LAVJIBHAI DHADUK,BJP,59.359206355723,229823.0,RAMESHBHAI LAVJIBHAI DHADUK,BJP,59.359206355723,False
Bihar,Maharajganj,"Janardan Singh 'Sigriwal""",BJP,56.1684296234308,230772.0,"Janardan Singh 'Sigriwal""",BJP,56.1684296234308,False
Tamil Nadu,Arani,VISHNU PRASAD M K,INC,54.00439021703688,230806.0,VISHNU PRASAD M K,INC,54.00439021703688,False
Madhya Pradesh,SATNA,GANESH SINGH,BJP,52.86668414663056,231473.0,GANESH SINGH,BJP,52.86668414663057,False
Uttar Pradesh,Mirzapur,Anupriya Singh Patel,ADAL,53.34379353721713,232008.0,Anupriya Singh Patel,ADAL,52.29783680119328,False
Uttarakhand,Almora,Ajay Tamta,BJP,64.02720340056906,232986.0,Ajay Tamta,BJP,64.02720340056908,False
West Bengal,Ranaghat,JAGANNATH SARKAR,BJP,52.778606973555206,233428.0,JAGANNATH SARKAR,BJP,52.7786069735552,False
Bihar,Vaishali,Veena Devi (W/o Dinesh Prasad Singh),LJP,52.870488401738115,234584.0,Veena Devi (W/o Dinesh Prasad Singh),LJP,52.870488401738115,False
Gujarat,Jamnagar,POONAMBEN HEMATBHAI MAADAM,BJP,58.5171593477519,236804.0,POONAMBEN HEMATBHAI MAADAM,BJP,58.5171593477519,False
Assam,Autonomous District,HOREN SING BEY,BJP,61.72808728661967,239626.0,HOREN SING BEY,BJP,61.72808728661966,False
Bihar,Jamui (SC),CHIRAG KUMAR PASWAN,LJP,55.748959317780255,241049.0,CHIRAG KUMAR PASWAN,LJP,55.748959317780255,False
Madhya Pradesh,BALAGHAT,DR DHAL SINGH BISEN,BJP,50.73563174827152,242066.0,DR DHAL SINGH BISEN,BJP,50.73563174827152,False
Assam,Tezpur,PALLAB LOCHAN DAS,BJP,57.48347331027831,242841.0,PALLAB LOCHAN DAS,BJP,57.48347331027831,False
West Bengal,Alipurduars,JOHN BARLA,BJP,54.397533141527745,243989.0,JOHN BARLA,BJP,54.397533141527745,False
West Bengal,Jangipur,KHALILUR RAHAMAN,AITC,43.14574734918406,245782.0,KHALILUR RAHAMAN,AITC,43.145747349184056,False
Jharkhand,Giridih,Chandra Prakash Choudhary,AJSUP,58.56594616764747,248347.0,Chandra Prakash Choudhary,AJSUP,58.56594616764747,False
Bihar,Khagaria,Choudhary Mehboob Ali Kaiser,LJP,52.77059783019054,248570.0,Choudhary Mehboob Ali Kaiser,LJP,52.77059783019054,False
Uttar Pradesh,Hamirpur,KUNWAR PUSHPENDRA SINGH CHANDEL,BJP,52.77423475239911,248652.0,KUNWAR PUSHPENDRA SINGH CHANDEL,BJP,51.810443624897054,False
Uttar Pradesh,Deoria,RAMAPATI RAM TRIPATHI,BJP,57.18585372915893,249931.0,RAMAPATI RAM TRIPATHI,BJP,56.31209564199891,False
Andhra Pradesh,Nandyal,POCHA . BRAHMANANDA REDDY,YSRCP,55.491639166710925,250119.0,POCHA . BRAHMANANDA REDDY,YSRCP,55.49163916671092,False
Bihar,Sitamarhi,Sunil Kumar Pintu,JD(U),54.65134971492488,250539.0,Sunil Kumar Pintu,JD(U),54.65134971492488,False
Bihar,Samastipur (SC),Ramchandra Paswan,LJP,55.19422977846471,251643.0,Ramchandra Paswan,LJP,55.19422977846471,False
Uttar Pradesh,Pilibhit,Feroze Varun Gandhi,BJP,59.37599286694888,255627.0,Feroze Varun Gandhi,BJP,57.37599286694889,False
Bihar,Nalanda,Kaushlendra Kumar,JD(U),52.4479145455286,256137.0,Kaushlendra Kumar,JD(U),52.44791454552858,False
NCT OF Delhi,NEW DELHI,MEENAKASHI LEKHI,BJP,54.7727912173385,256504.0,MEENAKASHI LEKHI,BJP,54.772791217338515,False
Karnataka,Bijapur,JIGAJINAGI RAMESH CHANDAPPA,BJP,57.21552268674069,258038.0,JIGAJINAGI RAMESH CHANDAPPA,BJP,57.21552268674069,False
Uttarakhand,Hardwar,Ramesh Pokhriyal 'Nishank',BJP,52.372800012588215,258729.0,Ramesh Pokhriyal 'Nishank',BJP,52.37280001258823,False
Uttar Pradesh,Azamgarh,Akhilesh Yadav,SP,60.399451177325695,259874.0,Akhilesh Yadav,SP,62.399451177325695,False
Tamil Nadu,Kanniyakumari,Vasanthakumar. H,INC,59.82914543146216,259933.0,Vasanthakumar. H,INC,59.82914543146216,False
Kerala,Malappuram,P.K. Kunhalikutty,IUML,57.013603088289585,260153.0,P.K. Kunhalikutty,IUML,57.013603088289585,False
Uttar Pradesh,Hathras,RAJVIR DILER,BJP,59.48905236400434,260208.0,RAJVIR DILER,BJP,57.48905236400434,False
Maharashtra,Mumbai North West,Gajanan Kirtikar,SHS,60.54857317654756,260328.0,Gajanan Kirtikar,SHS,59.94908235301739,False
Rajasthan,Jalore,Devaji Patel,BJP,56.7583883597394,261110.0,Devaji Patel,BJP,56.758388359739406,False
Tamil Nadu,Mayiladuthurai,RAMALINGAM. S,DMK,54.61798343666808,261314.0,RAMALINGAM. S,DMK,54.61798343666807,False
Uttar Pradesh,Kaiserganj,Brijbhusan Sharan Singh,BJP,59.23761972692072,261601.0,Brijbhusan Sharan Singh,BJP,58.40573441522522,False
Tamil Nadu,Chennai South,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,DMK,50.172624054387015,262223.0,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,DMK,50.172624054387015,False
Bihar,Purnia,SANTOSH KUMAR,JD(U),54.84895228521414,263461.0,SANTOSH KUMAR,JD(U),54.84895228521414,False
