state,constituency,actual_winner,actual_party,actual_vote_share,actual_margin_votes,sim_winner,sim_party,sim_vote_share,flipped
West Bengal,Hooghly,RACHNA BANERJEE,AITC,46.30898886400164,76853.0,RACHNA BANERJEE,AITC,46.308988864001634,False
Karnataka,Bijapur,RAMESH JIGAJINAGI,BJP,51.90754825578614,77229.0,RAMESH JIGAJINAGI,BJP,51.90754825578615,False
West Bengal,Maldaha Uttar,KHAGEN MURMU,BJP,37.17741884283809,77708.0,KHAGEN MURMU,BJP,37.17741884283809,False
West Bengal,Tamluk,ABHIJIT GANGOPADHYAY,BJP,48.53704291902906,77733.0,ABHIJIT GANGOPADHYAY,BJP,48.53704291902906,False
NCT OF Delhi,New Delhi,BANSURI SWARAJ,BJP,53.47517546385232,78370.0,BANSURI SWARAJ,BJP,53.47517546385232,False
Bihar,Aurangabad,ABHAY KUMAR SINHA,RJD,49.220514230134896,79111.0,ABHAY KUMAR SINHA,RJD,49.22051423013489,False
Karnataka,Raichur,G. KUMAR NAIK.,INC,51.627900176898,79781.0,G. KUMAR NAIK.,INC,51.62790017689799,False
Sikkim,Sikkim,INDRA HANG SUBBA,SKM,42.71213038428862,80830.0,INDRA HANG SUBBA,SKM,42.71213038428862,False
Bihar,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JD(U),48.29735549974058,80870.0,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JD(U),48.29735549974058,False
Jharkhand,Giridih,CHANDRA PRAKASH CHOUDHARY,AJSUP,35.667870778197596,80880.0,CHANDRA PRAKASH CHOUDHARY,AJSUP,35.667870778197596,False
Bihar,Begusarai,GIRIRAJ SINGH,BJP,50.15405434422438,81480.0,GIRIRAJ SINGH,BJP,50.15405434422438,False
Maharashtra,Wardha,AMAR SHARADRAO KALE,NCPSP,48.6849459184009,81648.0,AMAR SHARADRAO KALE,NCPSP,49.42634103390954,False
Uttar Pradesh,Kushi Nagar,VIJAY KUMAR DUBAY,BJP,47.78835021004495,81790.0,VIJAY KUMAR DUBAY,BJP,45.78835021004496,False
Maharashtra,Raigad,TATKARE SUNIL DATTATREY,NCP,50.16935235553731,82784.0,TATKARE SUNIL DATTATREY,NCP,49.91975358759932,False
Punjab,Gurdaspur,SUKHJINDER SINGH RANDHAWA,INC,33.77567436673452,82861.0,SUKHJINDER SINGH RANDHAWA,INC,33.77567436673452,False
Madhya Pradesh,SATNA,GANESH SINGH,BJP,43.412668134757105,84949.0,GANESH SINGH,BJP,43.41266813475711,False
West Bengal,Baharampur,PATHAN YUSUF,AITC,37.87748145901485,85022.0,PATHAN YUSUF,AITC,37.87748145901485,False
Bihar,Patliputra,MISHA BHARTI,RJD,49.85639367237921,85174.0,MISHA BHARTI,RJD,49.85639367237923,False
Manipur,Outer Manipur,ALFRED KANNGAM S ARTHUR,INC,48.316441476777094,85418.0,ALFRED KANNGAM S ARTHUR,INC,48.316441476777094,False
Gujarat,Bharuch,MANSUKHBHAI DHANJIBHAI VASAVA,BJP,50.72354132400972,85696.0,MANSUKHBHAI DHANJIBHAI VASAVA,BJP,50.72354132400972,False
West Bengal,Jalpaiguri,DR JAYANTA KUMAR ROY,BJP,48.56648139337008,86693.0,DR JAYANTA KUMAR ROY,BJP,48.56648139337008,False
Kerala,Kottayam,ADV K FRANCIS GEORGE,KEC,43.6045169769308,87266.0,ADV K FRANCIS GEORGE,KEC,43.60451697693079,False
Uttar Pradesh,Rampur,MOHIBBULLAH,SP,49.737986259385856,87434.0,MOHIBBULLAH,SP,51.73798625938586,False
Odisha,Nabarangpur,BALABHADRA MAJHI,BJP,38.74492444515986,87536.0,BALABHADRA MAJHI,BJP,38.74492444515986,False
Rajasthan,GANGANAGAR,KULDEEP INDORA,INC,51.396893089040354,88153.0,KULDEEP INDORA,INC,51.396893089040354,False
Bihar,Purvi Champaran,RADHA MOHAN SINGH,BJP,50.49818941815499,88287.0,RADHA MOHAN SINGH,BJP,50.49818941815499,False
Uttar Pradesh,Firozabad,AKSHAYA YADAV,SP,49.04171964858538,89312.0,AKSHAYA YADAV,SP,51.041719648585385,False
NCT OF Delhi,Chandni Chowk,PRAVEEN KHANDELWAL,BJP,53.461849783977264,89325.0,PRAVEEN KHANDELWAL,BJP,53.46184978397726,False
Bihar,Vaishali,VEENA DEVI,LJPRV,48.38003173898947,89634.0,VEENA DEVI,LJPRV,48.38003173898948,False
Uttar Pradesh,Sitapur,RAKESH RATHOR,INC,48.19698461454699,89641.0,RAKESH RATHOR,INC,49.18059654545611,False
Gujarat,Anand,MITESH PATEL (BAKABHAI),BJP,52.44009044760606,89939.0,MITESH PATEL (BAKABHAI),BJP,52.44009044760606,False
Telangana,Adilabad,GODAM NAGESH,BJP,45.98327771919161,90652.0,GODAM NAGESH,BJP,45.98327771919162,False
Karnataka,Chikkodi,PRIYANKA SATISH JARKIHOLI,INC,51.21416875973105,90834.0,PRIYANKA SATISH JARKIHOLI,INC,51.21416875973105,False
Himachal Pradesh,SHIMLA,Suresh Kumar Kashyap,BJP,53.5842014918064,91451.0,Suresh Kumar Kashyap,BJP,53.5842014918064,False
Odisha,Bhadrak,AVIMANYU SETHI,BJP,44.19062462183313,91544.0,AVIMANYU SETHI,BJP,44.19062462183312,False
Uttar Pradesh,Sant Kabir Nagar,LAXMIKANT PAPPU NISHAD,SP,45.70143749736529,92170.0,LAXMIKANT PAPPU NISHAD,SP,47.70143749736529,False
West Bengal,Kolkata Uttar,BANDYOPADHYAY SUDIP,AITC,47.44160520349362,92560.0,BANDYOPADHYAY SUDIP,AITC,47.441605203493616,False
Bihar,Siwan,VIJAYLAKSHMI DEVI,JD(U),38.727558019995634,92857.0,VIJAYLAKSHMI DEVI,JD(U),38.72755801999564,False
NCT OF Delhi,East Delhi,HARSH MALHOTRA,BJP,52.59440100818876,93663.0,HARSH MALHOTRA,BJP,52.594401008188775,False
Telangana,Nagarkurnool,DR.MALLU RAVI,INC,38.144949693370286,94414.0,DR.MALLU RAVI,INC,38.14494969337028,False
Maharashtra,Yavatmal- Washim,SANJAY UTTAMRAO DESHMUKH,SHSUBT,48.5346747937627,94473.0,SANJAY UTTAMRAO DESHMUKH,SHSUBT,48.790721187823586,False
Maharashtra,Maval,SHRIRANG APPA CHANDU BARNE,SHS,48.81157615078473,96615.0,SHRIRANG APPA CHANDU BARNE,SHS,48.56873248834302,False
Odisha,Keonjhar,ANANTA NAYAK,BJP,45.672143019142695,97042.0,ANANTA NAYAK,BJP,45.672143019142695,False
Karnataka,Dharwad,PRALHAD JOSHI,BJP,52.41388344306696,97324.0,PRALHAD JOSHI,BJP,52.41388344306696,False
Bihar,Valmiki Nagar,SUNIL KUMAR,JD(U),47.50478748990316,98675.0,SUNIL KUMAR,JD(U),47.50478748990316,False
Rajasthan,KARAULI-DHOLPUR,BHAJAN LAL JATAV,INC,53.638214714377376,98945.0,BHAJAN LAL JATAV,INC,53.638214714377376,False
Karnataka,Bellary,E. TUKARAM,INC,52.58203025510931,98992.0,E. TUKARAM,INC,52.58203025510931,False
Uttar Pradesh,Jaunpur,BABU SINGH KUSHWAHA,SP,46.20943411981252,99335.0,BABU SINGH KUSHWAHA,SP,48.20943411981252,False
Odisha,Aska,ANITA SUBHADARSHINI,BJP,48.55282469835369,99974.0,ANITA SUBHADARSHINI,BJP,48.55282469835369,False
Maharashtra,Sangli,VISHAL (DADA) PRAKASHBAPU PATIL,IND,48.91285003388253,100053.0,VISHAL (DADA) PRAKASHBAPU PATIL,IND,49.406919226143955,False
Kerala,Kasaragod,RAJMOHAN UNNITHAN,INC,44.10235621718113,100649.0,RAJMOHAN UNNITHAN,INC,44.10235621718113,False
Arunachal Pradesh,Arunachal West,KIREN RIJIJU,BJP,51.37942591870016,100738.0,KIREN RIJIJU,BJP,51.37942591870017,False
Uttar Pradesh,Basti,RAM PRASAD CHAUDHARY,SP,48.66743007009152,100994.0,RAM PRASAD CHAUDHARY,SP,50.66743007009153,False
Bihar,Gaya,JITAN RAM MANJHI,HAMS,51.36166097319016,101812.0,JITAN RAM MANJHI,HAMS,51.36166097319016,False
Jharkhand,Godda,NISHIKANT DUBEY,BJP,49.57359584152241,101813.0,NISHIKANT DUBEY,BJP,49.57359584152241,False
Uttar Pradesh,Jhansi,ANURAG SHARMA,BJP,50.00456354409181,102614.0,ANURAG SHARMA,BJP,48.984248514379395,False
Bihar,Maharajganj,"JANARDAN SINGH ""SIGRIWAL""",BJP,52.21657632463571,102651.0,"JANARDAN SINGH ""SIGRIWAL""",BJP,52.21657632463573,False
Uttar Pradesh,Gorakhpur,RAVINDRA SHUKLA ALIAS RAVI KISHAN,BJP,50.747349518759755,103526.0,RAVINDRA SHUKLA ALIAS RAVI KISHAN,BJP,48.74734951875975,False
Tamil Nadu,CHIDAMBARAM,THIRUMAAVALAVAN THOL,VCK,43.27791539674964,103554.0,THIRUMAAVALAVAN THOL,VCK,43.277915396749634,False
Bihar,Banka,GIRIDHARI YADAV,JD(U),49.96060759943007,103844.0,GIRIDHARI YADAV,JD(U),49.96060759943007,False
Madhya Pradesh,MANDLA,FAGGAN SINGH KULASTE,BJP,48.92936588974442,103846.0,FAGGAN SINGH KULASTE,BJP,48.92936588974442,False
Uttar Pradesh,Kaushambi,PUSHPENDRA SAROJ,SP,50.50751538893661,103944.0,PUSHPENDRA SAROJ,SP,52.50751538893659,False
Odisha,Puri,SAMBIT PATRA,BJP,52.57832903625752,104709.0,SAMBIT PATRA,BJP,52.57832903625752,False
Bihar,Bhagalpur,AJAY KUMAR MANDAL,JD(U),50.37501844314484,104868.0,AJAY KUMAR MANDAL,JD(U),50.37501844314484,False
Uttar Pradesh,Moradabad,RUCHI VIRA,SP,49.6703904737041,105762.0,RUCHI VIRA,SP,51.670390473704096,False
Bihar,Karakat,RAJA RAM SINGH FATHER-LATE DIPAN SINGH,CPI(ML)(L),36.89165950962469,105858.0,RAJA RAM SINGH FATHER-LATE DIPAN SINGH,CPI(ML)(L),36.89165950962468,False
Maharashtra,Hingoli,AASHTIKAR PATIL NAGESH BAPURAO,SHSUBT,42.485624921288576,108602.0,AASHTIKAR PATIL NAGESH BAPURAO,SHSUBT,42.7717660908344,False
Kerala,Kannur,K. SUDHAKARAN,INC,48.740100859609626,108982.0,K. SUDHAKARAN,INC,48.74010085960962,False
Telangana,Nizamabad,ARVIND DHARMAPURI,BJP,48.01614162345238,109241.0,ARVIND DHARMAPURI,BJP,48.01614162345238,False
Manipur,Inner Manipur,ANGOMCHA BIMOL AKOIJAM,INC,46.93417091543826,109801.0,ANGOMCHA BIMOL AKOIJAM,INC,46.93417091543826,False
Maharashtra,Jalna,KALYAN VAIJINATHRAO KALE,INC,44.58654739700266,109958.0,KALYAN VAIJINATHRAO KALE,INC,45.815625524625794,False
Andhra Pradesh,Kurnoolu,BASTIPATI NAGARAJU PANCHALINGALA,TDP,49.51336809991133,111298.0,BASTIPATI NAGARAJU PANCHALINGALA,TDP,49.51336809991133,False
Andhra Pradesh,Nandyal,DR BYREDDY SHABARI,TDP,49.92324222560519,111975.0,DR BYREDDY SHABARI,TDP,49.92324222560519,False
Bihar,Jamui,ARUN BHARTI,LJPRV,51.98415494575856,112482.0,ARUN BHARTI,LJPRV,51.98415494575856,False
Maharashtra,Dindori,BHASKAR MURLIDHAR BHAGARE,NCPSP,46.525453094906155,113199.0,BHASKAR MURLIDHAR BHAGARE,NCPSP,47.23396253289967,False
Madhya Pradesh,CHHINDWARA,BUNTY VIVEK SAHU,BJP,49.411761099364135,113618.0,BUNTY VIVEK SAHU,BJP,49.411761099364135,False
West Bengal,Barasat,Dr. KAKOLI GHOSH DASTIDAR,AITC,45.1526522558709,114189.0,Dr. KAKOLI GHOSH DASTIDAR,AITC,45.1526522558709,False
Kerala,Vadakara,SHAFI PARAMBIL,INC,49.64864770999878,114506.0,SHAFI PARAMBIL,INC,49.64864770999877,False
Uttar Pradesh,Lalganj,DAROGA PRASAD SAROJ,SP,43.84516033875536,115023.0,DAROGA PRASAD SAROJ,SP,45.84516033875536,False
Rajasthan,JODHPUR,GAJENDRA SINGH SHEKHAWAT,BJP,52.75588616586624,115677.0,GAJENDRA SINGH SHEKHAWAT,BJP,52.75588616586623,False
Goa,North Goa,SHRIPAD YESSO NAIK,BJP,56.436718698688615,116252.0,SHRIPAD YESSO NAIK,BJP,56.436718698688615,False
West Bengal,Jangipur,KHALILUR RAHAMAN,AITC,39.749845396540536,116637.0,KHALILUR RAHAMAN,AITC,39.74984539654053,False
Tamil Nadu,COIMBATORE,GANAPATHY RAJKUMAR P,DMK,41.388865215215546,118068.0,GANAPATHY RAJKUMAR P,DMK,41.38886521521555,False
Rajasthan,BARMER,UMMEDA RAM BENIWAL,INC,41.74494727943646,118176.0,UMMEDA RAM BENIWAL,INC,41.74494727943647,False
Odisha,Sambalpur,DHARMENDRA PRADHAN,BJP,49.48096799072819,119836.0,DHARMENDRA PRADHAN,BJP,49.48096799072819,False
Jharkhand,Ranchi,SANJAY SETH,BJP,45.91385023011077,120512.0,SANJAY SETH,BJP,45.91385023011077,False
Maharashtra,Madha,MOHITE-PATIL DHAIRYASHEEL RAJSINH,NCPSP,48.86164637220457,120837.0,MOHITE-PATIL DHAIRYASHEEL RAJSINH,NCPSP,49.60573235756809,False
Uttar Pradesh,Sambhal,ZIA UR REHMAN,SP,47.79657953293059,121494.0,ZIA UR REHMAN,SP,49.79657953293061,False
Maharashtra,Pune,MURLIDHAR MOHOL,BJP,52.93706521621044,123038.0,MURLIDHAR MOHOL,BJP,51.69554293086477,False
NCT OF Delhi,South Delhi,RAMVIR SINGH BIDHURI,BJP,53.459341758243454,124333.0,RAMVIR SINGH BIDHURI,BJP,53.459341758243454,False
Jammu and Kashmir,UDHAMPUR,DR JITENDRA SINGH,BJP,51.27612062920267,124373.0,DR JITENDRA SINGH,BJP,51.27612062920267,False
Uttar Pradesh,Ghazipur,AFZAL ANSARI,SP,46.82289561822366,124861.0,AFZAL ANSARI,SP,48.82289561822366,False
Tamil Nadu,TIRUPPUR,"SUBBARAYAN, K.",CPI,41.37581845505095,125928.0,"SUBBARAYAN, K.",CPI,41.37581845505094,False
Bihar,Gopalganj,DR. ALOK KUMAR SUMAN,JD(U),48.15174026623971,127180.0,DR. ALOK KUMAR SUMAN,JD(U),48.15174026623972,False
West Bengal,Maldaha Dakshin,ISHA KHAN CHOUDHURY,INC,41.78709275662164,128368.0,ISHA KHAN CHOUDHURY,INC,41.787092756621654,False
Karnataka,Bidar,SAGAR ESHWAR KHANDRE,INC,53.634806435046634,128875.0,SAGAR ESHWAR KHANDRE,INC,53.63480643504662,False
Uttar Pradesh,Robertsganj,CHHOTELAL,SP,46.14435215864573,129234.0,CHHOTELAL,SP,47.20034525357424,False
Telangana,Peddapalle,VAMSI KRISHNA GADDAM,INC,43.420904870377385,131364.0,VAMSI KRISHNA GADDAM,INC,43.420904870377385,False
Andhra Pradesh,Hindupur,B K PARTHASARATHI,TDP,51.22601298135545,132427.0,B K PARTHASARATHI,TDP,51.22601298135545,False
Odisha,Bolangir,SANGEETA KUMARI SINGH DEO,BJP,44.11675646028418,132664.0,SANGEETA KUMARI SINGH DEO,BJP,44.11675646028418,False
Kerala,Idukki,ADV. DEAN KURIAKOSE,INC,51.432629479086,133727.0,ADV. DEAN KURIAKOSE,INC,51.432629479086,False
Odisha,Kalahandi,MALVIKA DEVI,BJP,40.794862109179434,133813.0,MALVIKA DEVI,BJP,40.794862109179434,False
Maharashtra,Parbhani,JADHAV SANJAY ( BANDU ) HARIBHAU,SHSUBT,45.17381623466769,134061.0,JADHAV SANJAY ( BANDU ) HARIBHAU,SHSUBT,45.4465833180773,False
Maharashtra,Aurangabad,BHUMARE SANDIPANRAO ASARAM,SHS,36.56359214466014,134650.0,BHUMARE SANDIPANRAO ASARAM,SHS,36.38168372602999,False
Madhya Pradesh,KHARGONE,GAJENDRA SINGH PATEL,BJP,52.59652112103199,135018.0,GAJENDRA SINGH PATEL,BJP,52.59652112103199,False
Uttar Pradesh,Lucknow,RAJ NATH SINGH,BJP,53.89333375553702,135159.0,RAJ NATH SINGH,BJP,51.89333375553703,False
Gujarat,Junagadh,CHUDASAMA RAJESHBHAI NARANBHAI,BJP,54.673284324967966,135494.0,CHUDASAMA RAJESHBHAI NARANBHAI,BJP,54.673284324967966,False
Jammu and Kashmir,JAMMU,JUGAL KISHORE,BJP,52.80300051605927,135498.0,JUGAL KISHORE,BJP,52.80300051605927,False
Puducherry,PUDUCHERRY,VE. VAITHILINGAM,INC,52.72730648315469,136516.0,VE. VAITHILINGAM,INC,52.7273064831547,False
Bihar,Paschim Champaran,DR.SANJAY JAISWAL,BJP,53.43316860850481,136568.0,DR.SANJAY JAISWAL,BJP,53.43316860850481,False
Uttar Pradesh,Ambedkar Nagar,LALJI VERMA,SP,46.29824087431248,137247.0,LALJI VERMA,SP,48.29824087431248,False
Maharashtra,Nagpur,NITIN JAIRAM GADKARI,BJP,54.075426744851285,137603.0,NITIN JAIRAM GADKARI,BJP,52.83962486919728,False
West Bengal,Bardhaman-Durgapur,AZAD KIRTI JHA,AITC,47.98774515189713,137981.0,AZAD KIRTI JHA,AITC,47.98774515189712,False
NCT OF Delhi,North-East Delhi,MANOJ TIWARI,BJP,53.09683390104274,138778.0,MANOJ TIWARI,BJP,53.09683390104274,False
Odisha,Sundargarh,JUAL ORAM,BJP,42.76620836026327,138808.0,JUAL ORAM,BJP,42.76620836026328,False
Jharkhand,Lohardaga,SUKHDEO BHAGAT,INC,49.94576709318858,139138.0,SUKHDEO BHAGAT,INC,49.945767093188586,False
Karnataka,Mysore,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,BJP,53.588243100413415,139262.0,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,BJP,53.58824310041342,False
Maharashtra,Shirur,DR. AMOL RAMSING KOLHE,NCPSP,50.833779567889735,140951.0,DR. AMOL RAMSING KOLHE,NCPSP,50.833779567889735,False
Maharashtra,Gadchiroli - Chimur,DR. KIRSAN NAMDEO,INC,52.96752289173155,141696.0,DR. KIRSAN NAMDEO,INC,54.238716474102056,False
Bihar,Jahanabad,SURENDRA PRASAD YADAV,RJD,47.87652506564942,142591.0,SURENDRA PRASAD YADAV,RJD,47.87652506564942,False
Assam,Jorhat,GAURAV GOGOI,INC,54.039147186520594,144393.0,GAURAV GOGOI,INC,54.039147186520594,False
Chhattisgarh,MAHASAMUND,ROOP KUMARI CHOUDHARY,BJP,53.06308819980695,145456.0,ROOP KUMARI CHOUDHARY,BJP,53.06308819980695,False
Madhya Pradesh,RAJGARH,RODMAL NAGAR,BJP,53.09619264421129,146089.0,RODMAL NAGAR,BJP,53.09619264421129,False
Kerala,Kozhikode,M. K. RAGHAVAN,INC,47.742855832301274,146176.0,M. K. RAGHAVAN,INC,47.74285583230128,False
Odisha,Balasore,PRATAP CHANDRA SARANGI,BJP,45.490771642762226,147151.0,PRATAP CHANDRA SARANGI,BJP,45.49077164276223,False
Assam,Diphu,AMARSING TISSO,BJP,49.00509206577947,147603.0,AMARSING TISSO,BJP,49.005092065779465,False
Odisha,Koraput,SAPTAGIRI SANKAR ULAKA,INC,41.04564684149301,147728.0,SAPTAGIRI SANKAR ULAKA,INC,41.04564684149302,False
Uttar Pradesh,Kaiserganj,KARAN BHUSHAN SINGH,BJP,53.78622896735615,148843.0,KARAN BHUSHAN SINGH,BJP,51.78622896735615,False
Karnataka,Dakshina Kannada,CAPTAIN BRIJESH CHOWTA,BJP,53.97289107694046,149208.0,CAPTAIN BRIJESH CHOWTA,BJP,53.97289107694046,False
Jharkhand,Khunti,KALI CHARAN MUNDA,INC,54.623340685526145,149675.0,KALI CHARAN MUNDA,INC,54.62334068552616,False
Kerala,Kollam,N K PREMACHANDRAN,RSP,48.44734741304654,150302.0,N K PREMACHANDRAN,RSP,48.44734741304654,False
Uttar Pradesh,Nagina,CHANDRASHEKHAR,ASPKR,51.18850138269835,151473.0,CHANDRASHEKHAR,ASPKR,51.18850138269835,False
Bihar,Madhubani,ASHOK KUMAR YADAV,BJP,53.84965671850917,151945.0,ASHOK KUMAR YADAV,BJP,53.84965671850917,False
Uttar Pradesh,Varanasi,NARENDRA MODI,BJP,54.23826896242334,152513.0,NARENDRA MODI,BJP,53.30435608410545,False
Bihar,Patna Sahib,RAVI SHANKAR PRASAD,BJP,54.69755350089633,153846.0,RAVI SHANKAR PRASAD,BJP,54.69755350089635,False
Maharashtra,Kolhapur,CHHATRAPATI SHAHU SHAHAJI,INC,54.15258166430541,154964.0,CHHATRAPATI SHAHU SHAHAJI,INC,54.6065164993123,False
Meghalaya,Tura,SALENG A SANGMA,INC,56.95654366996214,155241.0,SALENG A SANGMA,INC,56.95654366996214,False
Gujarat,Sabarkantha,SHOBHANABEN MAHENDRASINH BARAIYA,BJP,53.359099639345246,155682.0,SHOBHANABEN MAHENDRASINH BARAIYA,BJP,53.359099639345246,False
Maharashtra,Baramati,SUPRIYA SULE,NCPSP,51.850640316239115,158333.0,SUPRIYA SULE,NCPSP,51.85064031623913,False
Maharashtra,Nandurbar,ADV GOWAAL KAGADA PADAVI,INC,53.52763102286124,159120.0,ADV GOWAAL KAGADA PADAVI,INC,54.80163921895601,False
Uttar Pradesh,Baghpat,DR RAJKUMAR SANGWAN,RLD,52.36465393623504,159459.0,DR RAJKUMAR SANGWAN,RLD,51.337896015916705,False
Andhra Pradesh,Narsaraopet,LAVU SRIKRISHNA DEVARAYALU,TDP,53.88188206077879,159729.0,LAVU SRIKRISHNA DEVARAYALU,TDP,53.88188206077879,False
West Bengal,Bardhaman Purba,DR. SHARMILA SARKAR,AITC,48.10640415144493,160572.0,DR. SHARMILA SARKAR,AITC,48.10640415144493,False
Uttar Pradesh,Azamgarh,DHARMENDRA YADAV,SP,48.19624094374692,161035.0,DHARMENDRA YADAV,SP,50.196240943746915,False
Bihar,Khagaria,RAJESH VERMA,LJPRV,50.72606116994728,161131.0,RAJESH VERMA,LJPRV,50.72606116994728,False
Maharashtra,Nashik,RAJABHAU (PARAG) PRAKASH WAJE,SHSUBT,49.84861025344244,162001.0,RAJABHAU (PARAG) PRAKASH WAJE,SHSUBT,50.098119655166606,False
Uttar Pradesh,Ghosi,RAJEEV RAI,SP,43.728087329109414,162943.0,RAJEEV RAI,SP,44.83145816579355,False
Karnataka,Chikkballapur,DR.K.SUDHAKAR,BJP,53.73714741119139,163460.0,DR.K.SUDHAKAR,BJP,53.7371474111914,False
Uttarakhand,Garhwal,ANIL BALUNI,BJP,58.60331339474472,163503.0,ANIL BALUNI,BJP,58.60331339474472,False
Uttarakhand,Haridwar,TRIVENDRA SINGH RAWAT,BJP,50.19165176724194,164056.0,TRIVENDRA SINGH RAWAT,BJP,50.19165176724197,False
West Bengal,Murshidabad,ABU TAHER KHAN,AITC,44.269599801240176,164215.0,ABU TAHER KHAN,AITC,44.26959980124018,False
Chhattisgarh,BILASPUR,TOKHAN SAHU,BJP,53.25133139897895,164558.0,TOKHAN SAHU,BJP,53.25133139897893,False
Uttar Pradesh,Pilibhit,JITIN PRASADA,BJP,52.298511473822664,164935.0,JITIN PRASADA,BJP,50.29851147382267,False
Odisha,Berhampur,DR. PRADEEP KUMAR PANIGRAHY,BJP,49.19845472772199,165476.0,DR. PRADEEP KUMAR PANIGRAHY,BJP,49.19845472772198,False
Tamil Nadu,TIRUNELVELI,ROBERT BRUCE C,INC,47.055781639948734,165620.0,ROBERT BRUCE C,INC,47.05578163994875,False
Tamil Nadu,RAMANATHAPURAM,NAVASKANI K,IUML,45.921757205684,166782.0,NAVASKANI K,IUML,45.921757205684,False
Tamil Nadu,KARUR,JOTHIMANI. S,INC,47.25130184754139,166816.0,JOTHIMANI. S,INC,47.251301847541384,False
Uttar Pradesh,Amethi,KISHORI LAL,INC,54.985616990815465,167196.0,KISHORI LAL,INC,56.107772439607615,False
Jharkhand,Singhbhum,JOBA MAJHI,JMM,51.62421087002046,168402.0,JOBA MAJHI,JMM,51.62421087002045,False
Bihar,Nalanda,KAUSHALENDRA KUMAR,JD(U),48.88415853783218,169114.0,KAUSHALENDRA KUMAR,JD(U),48.88415853783218,False
West Bengal,Howrah,PRASUN BANERJEE,AITC,49.26049460762575,169442.0,PRASUN BANERJEE,AITC,49.260494607625745,False
Bihar,Supaul,DILESHWAR KAMAIT,JD(U),48.33329813485997,169803.0,DILESHWAR KAMAIT,JD(U),48.33329813485997,False
Bihar,Hajipur,CHIRAG PASWAN,LJPRV,53.29396775276892,170105.0,CHIRAG PASWAN,LJPRV,53.29396775276892,False
Uttar Pradesh,Kannauj,AKHILESH YADAV,SP,52.740564593010696,170922.0,AKHILESH YADAV,SP,54.740564593010696,False
Punjab,Sangrur,GURMEET SINGH MEET HAYER,AAAP,36.05998029049239,172560.0,GURMEET SINGH MEET HAYER,AAAP,36.05998029049239,False
Telangana,Chevella,KONDA VISHWESHWAR REDDY,BJP,48.34094764449782,172897.0,KONDA VISHWESHWAR REDDY,BJP,48.340947644497824,False
Haryana,FARIDABAD,KRISHAN PAL,BJP,53.595949764905306,172914.0,KRISHAN PAL,BJP,53.595949764905306,False
West Bengal,Jhargram,KALIPADA SAREN (KHERWAL),AITC,49.8696375138093,174048.0,KALIPADA SAREN (KHERWAL),AITC,49.86963751380931,False
Madhya Pradesh,BALAGHAT,BHARTI PARDHI,BJP,51.55684810602772,174512.0,BHARTI PARDHI,BJP,51.55684810602772,False
Bihar,Madhepura,DINESH CHANDRA YADAV,JD(U),52.95954765457409,174534.0,DINESH CHANDRA YADAV,JD(U),52.95954765457408,False
West Bengal,Sreerampur,KALYAN BANERJEE,AITC,45.64547195726202,174830.0,KALYAN BANERJEE,AITC,45.64547195726202,False
Karnataka,Tumkur,V. SOMANNA,BJP,55.310556361535646,175594.0,V. SOMANNA,BJP,55.310556361535646,False
Punjab,Jalandhar,CHARANJIT SINGH CHANNI,INC,39.43486397326073,175993.0,CHARANJIT SINGH CHANNI,INC,39.43486397326073,False
Bihar,Darbhanga,GOPAL JEE THAKUR,BJP,55.32501972301852,178156.0,GOPAL JEE THAKUR,BJP,55.32501972301852,False
Jharkhand,Rajmahal,VIJAY KUMAR HANSDAK,JMM,50.34857405998281,178264.0,VIJAY KUMAR HANSDAK,JMM,50.348574059982795,False
Karnataka,Belgaum,JAGADISH SHETTAR,BJP,55.06431512932034,178437.0,JAGADISH SHETTAR,BJP,55.06431512932034,False
West Bengal,Darjeeling,RAJU BISTA,BJP,51.17710251225694,178525.0,RAJU BISTA,BJP,51.17710251225694,False
Tamil Nadu,KANNIYAKUMARI,VIJAYAKUMAR (Alias) VIJAY VASANTH,INC,53.08248830237451,179907.0,VIJAYAKUMAR (Alias) VIJAY VASANTH,INC,53.08248830237452,False
Andhra Pradesh,Eluru,PUTTA MAHESH KUMAR,TDP,54.00322275114703,181857.0,PUTTA MAHESH KUMAR,TDP,54.00322275114703,False
Himachal Pradesh,HAMIRPUR,ANURAG SINGH THAKUR,BJP,57.96710090970463,182357.0,ANURAG SINGH THAKUR,BJP,57.96710090970463,False
West Bengal,Ghatal,ADHIKARI DEEPAK (DEV),AITC,52.35618122702361,182868.0,ADHIKARI DEEPAK (DEV),AITC,52.356181227023605,False
Maharashtra,Palghar,DR. HEMANT VISHNU SAVARA,BJP,43.69270838632225,183306.0,DR. HEMANT VISHNU SAVARA,BJP,42.61889735992146,False
Bihar,Jhanjharpur,RAMPRIT MANDAL,JD(U),48.734755303129354,184169.0,RAMPRIT MANDAL,JD(U),48.73475530312936,False
Tamil Nadu,CUDDALORE,M.K. VISHNUPRASAD,INC,44.11296256263553,185896.0,M.K. VISHNUPRASAD,INC,44.11296256263554,False
West Bengal,Ranaghat,JAGANNATH SARKAR,BJP,50.7840938004663,186899.0,JAGANNATH SARKAR,BJP,50.7840938004663,False
