state,constituency,winning_party,alliance_2024,winner_vote_share,margin_votes,party_type,ideology,effective_num_parties,top2_margin_pct
Kerala,Mavelikkara,INC,INDIA,41.28804173543054,10868.0,national,centre-left,2.802941845812337,1.214341023340431
Kerala,Palakkad,INC,INDIA,40.65981487416927,75283.0,national,centre-left,2.976291197032795,7.267849350669408
Kerala,Pathanamthitta,INC,INDIA,39.97775044613291,66119.0,national,centre-left,3.0083404261364195,7.19021628610794
Kerala,Ponnani,IUML,INDIA,54.81030813722357,235760.0,regional,muslim_minority,2.4002718386858857,22.97193012542191
Kerala,Thiruvananthapuram,INC,INDIA,37.19224534597184,16077.0,national,centre-left,3.0237987894704847,1.6694998769448688
Kerala,Thrissur,BJP,NDA,37.79879656349576,74686.0,national,centre-right,3.037728492962298,6.846424341538366
Kerala,Vadakara,INC,INDIA,49.64864770999878,114506.0,national,centre-left,2.4265551071047002,10.196919355944665
Kerala,Wayanad,INC,INDIA,59.69144048834051,364422.0,national,centre-left,2.2657700188437566,33.59802628121621
Ladakh,Ladakh,IND,OTHER,48.15309465482129,27862.0,independent,independent,2.749806275602898,20.55872022667572
Lakshadweep,Lakshadweep,INC,INDIA,52.288617886178855,2647.0,national,centre-left,2.026438655416363,5.3800813008130035
Madhya Pradesh,BALAGHAT,BJP,NDA,51.55684810602772,174512.0,national,centre-right,2.385253163360125,12.62493850739358
Madhya Pradesh,BETUL,BJP,NDA,60.761020615750496,379761.0,national,centre-right,2.072530757288361,27.203120299136124
Madhya Pradesh,BHIND,BJP,NDA,51.197465793841225,64840.0,national,centre-right,2.149492730529627,6.181083634332282
Madhya Pradesh,BHOPAL,BJP,NDA,65.48213457386278,501499.0,national,centre-right,1.881926828387924,33.47153578925237
Madhya Pradesh,CHHINDWARA,BJP,NDA,49.411761099364135,113618.0,national,centre-right,2.4271316551898097,8.707514482762853
Madhya Pradesh,DAMOH,BJP,NDA,65.17947663057053,406426.0,national,centre-right,1.9875057317100595,37.32294773652272
Madhya Pradesh,DEWAS,BJP,NDA,63.23180659776298,425225.0,national,centre-right,1.932263936064056,28.94451311819993
Madhya Pradesh,DHAR,BJP,NDA,55.74908564226789,218665.0,national,centre-right,2.108071772588356,15.344438487513372
Madhya Pradesh,GUNA,BJP,NDA,67.20955388326686,540929.0,national,centre-right,1.8876214772971975,39.375628746089205
Madhya Pradesh,GWALIOR,BJP,NDA,49.994081426175285,70210.0,national,centre-right,2.2171229319545978,5.226956833123765
Madhya Pradesh,HOSHANGABAD,BJP,NDA,64.98777298726407,431696.0,national,centre-right,1.9403006181383535,34.54419168883213
Madhya Pradesh,INDORE,BJP,NDA,78.53880489228973,1008077.0,national,centre-right,1.5680286399300576,64.53890220542291
Madhya Pradesh,JABALPUR,BJP,NDA,68.20045833351315,486674.0,national,centre-right,1.87190868980632,42.00734542033326
Madhya Pradesh,KHAJURAHO,BJP,NDA,67.75331632429399,541229.0,national,centre-right,1.9884898466631853,47.452501819265805
Madhya Pradesh,KHANDWA,BJP,NDA,57.035044316124775,269971.0,national,centre-right,2.087406171444114,17.848826677209622
Madhya Pradesh,KHARGONE,BJP,NDA,52.59652112103199,135018.0,national,centre-right,2.1277267291297246,8.66178506496756
Madhya Pradesh,MANDLA,BJP,NDA,48.92936588974442,103846.0,national,centre-right,2.390452728955319,6.762427456578138
Madhya Pradesh,MANDSOUR,BJP,NDA,65.97602218917162,500655.0,national,centre-right,1.8801537891442703,34.925552427219685
Madhya Pradesh,MORENA,BJP,NDA,43.41476808067843,52530.0,national,centre-right,2.7511294483278457,4.424208582105578
Madhya Pradesh,RAJGARH,BJP,NDA,53.09619264421129,146089.0,national,centre-right,2.146292417865666,10.223184513333486
Madhya Pradesh,RATLAM,BJP,NDA,51.92748735354547,207232.0,national,centre-right,2.3866240669739742,13.521217922242812
Madhya Pradesh,REWA,BJP,NDA,52.00347663563617,193374.0,national,centre-right,2.613262966152691,21.061746225203645
Madhya Pradesh,SAGAR,BJP,NDA,68.48721784122188,471222.0,national,centre-right,1.8343578798695939,40.95627391792961
Madhya Pradesh,SATNA,BJP,NDA,43.412668134757105,84949.0,national,centre-right,2.902351628372592,8.021836271402833
Madhya Pradesh,SHAHDOL,BJP,NDA,61.7304665832764,397340.0,national,centre-right,2.186723375085584,34.49093022387768
