party,votes,vote_share_pct,seats,seat_share_pct,representation_gap
JnP,1454138.0,0.22532110715302744,2.0,0.36900369003690037,0.14368258288387292
AIMIM,1400215.0,0.21696564841320173,1.0,0.18450184501845018,-0.03246380339475155
AGP,1298707.0,0.20123681459901802,1.0,0.18450184501845018,-0.016734969580567832
BHRTADVSIP,1257056.0,0.19478292271665829,1.0,0.18450184501845018,-0.010281077698208102
VSIP,1187455.0,0.18399813174155286,0.0,0.0,-0.18399813174155286
JKN,1147041.0,0.17773591507127642,2.0,0.36900369003690037,0.19126777496562394
DMDK,1128616.0,0.17488093060673832,0.0,0.0,-0.17488093060673832
VCK,990237.0,0.15343887387847127,2.0,0.36900369003690037,0.2155648161584291
RLD,893460.0,0.13844311640088075,2.0,0.36900369003690037,0.23056057363601962
ADAL,808245.0,0.1252389100971838,1.0,0.18450184501845018,0.059262934921266386
BOPF,777570.0,0.12048576771185372,0.0,0.0,-0.12048576771185372
ASPKR,691820.0,0.10719866226630997,1.0,0.18450184501845018,0.07730318275214021
AISF,650229.0,0.10075406748397049,0.0,0.0,-0.10075406748397049
AIUDF,625954.0,0.09699261576746233,0.0,0.0,-0.09699261576746233
RLTP,596955.0,0.09249917237603,1.0,0.18450184501845018,0.09200267264242018
RSP,587363.0,0.09101287598613314,1.0,0.18450184501845018,0.09348896903231704
VOTPP,571078.0,0.08848948808898234,1.0,0.18450184501845018,0.09601235692946784
MDMK,542213.0,0.08401680822092845,1.0,0.18450184501845018,0.10048503679752173
SAD(M),521749.0,0.08084587730737035,0.0,0.0,-0.08084587730737035
RSPS,521746.0,0.08084541245236934,0.0,0.0,-0.08084541245236934
BDJS,505753.0,0.07836727044198356,0.0,0.0,-0.07836727044198356
HAMS,494960.0,0.07669487710001559,1.0,0.18450184501845018,0.1078069679184346
UPPL,488995.0,0.07577059040634015,1.0,0.18450184501845018,0.10873125461211003
SUCI,480987.0,0.07452973745697672,0.0,0.0,-0.07452973745697672
AJSUP,458677.0,0.0710727657661303,1.0,0.18450184501845018,0.11342907925231989
JKPDP,435980.0,0.06755582778015354,0.0,0.0,-0.06755582778015354
NPEP,417930.0,0.06475895019074171,0.0,0.0,-0.06475895019074171
ASMJTYP,414441.0,0.06421832382456676,0.0,0.0,-0.06421832382456676
TMC(M),410401.0,0.06359231908987292,0.0,0.0,-0.06359231908987292
AMMKMNKZ,393415.0,0.06096031007415272,0.0,0.0,-0.06096031007415272
KEC,364631.0,0.05650018129112612,1.0,0.18450184501845018,0.12800166372732408
NDPP,350967.0,0.054382921713191305,0.0,0.0,-0.054382921713191305
SBSP,340188.0,0.05271269769456138,0.0,0.0,-0.05271269769456138
GGP,312997.0,0.04849940691707124,0.0,0.0,-0.04849940691707124
NPF,299536.0,0.04641360252753812,0.0,0.0,-0.04641360252753812
AIFB,284269.0,0.04404795542739682,0.0,0.0,-0.04404795542739682
KEC(M),277365.0,0.04297816911840517,0.0,0.0,-0.04297816911840517
BVA,254517.0,0.039437833430710896,0.0,0.0,-0.039437833430710896
RSHTLKM,253876.0,0.0393385094121617,0.0,0.0,-0.0393385094121617
PPID,247985.0,0.03842568914184452,0.0,0.0,-0.03842568914184452
INLD,226975.0,0.03517015461810255,0.0,0.0,-0.03517015461810255
ZPM,208552.0,0.03231548005689844,1.0,0.18450184501845018,0.15218636496155175
JAKAP,208149.0,0.03225303453509606,0.0,0.0,-0.03225303453509606
SWP,185371.0,0.02872354546409203,0.0,0.0,-0.02872354546409203
GNASURKP,180000.0,0.027891300060616627,0.0,0.0,-0.027891300060616627
JPC,174890.0,0.027099497042229123,0.0,0.0,-0.027099497042229123
RJBP,168740.0,0.026146544290158055,0.0,0.0,-0.026146544290158055
SKM,164396.0,0.025473434248695172,1.0,0.18450184501845018,0.15902841076975502
RPPRINAT,156302.0,0.024219255455969445,0.0,0.0,-0.024219255455969445
TTPty,145450.0,0.02253771996564827,0.0,0.0,-0.02253771996564827
MNF,140264.0,0.021734140620568505,0.0,0.0,-0.021734140620568505
APoI,132444.0,0.020522418584601715,0.0,0.0,-0.020522418584601715
BSCP,115024.0,0.017823160545402037,0.0,0.0,-0.017823160545402037
JNJP,113827.0,0.017637683399998938,0.0,0.0,-0.017637683399998938
AKBRPRVP,110212.0,0.017077533123781553,0.0,0.0,-0.017077533123781553
AODRP,108334.0,0.01678653389314912,0.0,0.0,-0.01678653389314912
PHJSP,90759.0,0.014063258345563913,0.0,0.0,-0.014063258345563913
CAPS,83566.0,0.012948691004808274,0.0,0.0,-0.012948691004808274
NRSP,83046.0,0.012868116137966491,0.0,0.0,-0.012868116137966491
BHRJWNKP,78104.0,0.012102344999635561,0.0,0.0,-0.012102344999635561
SDF,77171.0,0.011957775094321365,0.0,0.0,-0.011957775094321365
BAHUMP,76254.0,0.011815684415679224,0.0,0.0,-0.011815684415679224
VKVIP,75950.0,0.011768579108910182,0.0,0.0,-0.011768579108910182
BMUP,73935.0,0.011456351499898279,0.0,0.0,-0.011456351499898279
SAP,73318.0,0.011360746321357166,0.0,0.0,-0.011360746321357166
NRCP,67432.0,0.010448700809375003,0.0,0.0,-0.010448700809375003
SMNKJP,67374.0,0.010439713612688804,0.0,0.0,-0.010439713612688804
RVLTGONP,64629.0,0.0100143712867644,0.0,0.0,-0.0100143712867644
VPI,63496.0,0.009838811048049519,0.0,0.0,-0.009838811048049519
LKHAP,62136.0,0.00962807678092486,0.0,0.0,-0.00962807678092486
MOSP,61033.0,0.00945716509222008,0.0,0.0,-0.00945716509222008
ESBD,61024.0,0.00945577052721705,0.0,0.0,-0.00945577052721705
RTORP,58024.0,0.008990915526206775,0.0,0.0,-0.008990915526206775
RSOSP,53911.0,0.008353599319821683,0.0,0.0,-0.008353599319821683
BGDRPP,51979.0,0.008054232699171065,0.0,0.0,-0.008054232699171065
KRS,51529.0,0.007984504449019525,0.0,0.0,-0.007984504449019525
SRPSP,46145.0,0.007150244673873079,0.0,0.0,-0.007150244673873079
RPI(A),45567.0,0.0070606826103450995,0.0,0.0,-0.0070606826103450995
UDP,44563.0,0.00690511113667366,0.0,0.0,-0.00690511113667366
SDPI,42465.0,0.006580022539300473,0.0,0.0,-0.006580022539300473
HMR,40746.0,0.0063136606237215835,0.0,0.0,-0.0063136606237215835
DPAP,40665.0,0.006301109538694306,0.0,0.0,-0.006301109538694306
UPJP,40491.0,0.00627414794863571,0.0,0.0,-0.00627414794863571
IPGP,39778.0,0.006163667410062268,0.0,0.0,-0.006163667410062268
APNDLK,39128.0,0.00606294882651004,0.0,0.0,-0.00606294882651004
DHRMSMJP,38730.0,0.0060012780630426775,0.0,0.0,-0.0060012780630426775
PECP,38506.0,0.00596656888963391,0.0,0.0,-0.00596656888963391
BALP,33787.0,0.005235351973044745,0.0,0.0,-0.005235351973044745
BUJNBHRTP,32870.0,0.005093261294402603,0.0,0.0,-0.005093261294402603
RSUP,30073.0,0.004659861481794022,0.0,0.0,-0.004659861481794022
BARESP,29619.0,0.004589513424974466,0.0,0.0,-0.004589513424974466
AMiP,29550.0,0.00457882175995123,0.0,0.0,-0.00457882175995123
SMJSKTP,29235.0,0.00453001198484515,0.0,0.0,-0.00453001198484515
RSMD,28340.0,0.0043913302428770845,0.0,0.0,-0.0043913302428770845
BNARP,28192.0,0.004368397396160578,0.0,0.0,-0.004368397396160578
BHYUJEP,27969.0,0.004333843174418813,0.0,0.0,-0.004333843174418813
PPOI,27966.0,0.0043333783194178035,0.0,0.0,-0.0043333783194178035
BGanP,27554.0,0.004269538232612393,0.0,0.0,-0.004269538232612393
ARJP,26294.0,0.0040742991321880756,0.0,0.0,-0.0040742991321880756
BHRTPRJAIK,26271.0,0.004070735243846997,0.0,0.0,-0.004070735243846997
MADP,25490.0,0.003949717991917321,0.0,0.0,-0.003949717991917321
BHMS,25345.0,0.003927250000201824,0.0,0.0,-0.003927250000201824
SANKISVP,25291.0,0.00391888261018364,0.0,0.0,-0.00391888261018364
PRCP,24361.0,0.0037747775598704534,0.0,0.0,-0.0037747775598704534
BHRTSP,23640.0,0.003663057407960984,0.0,0.0,-0.003663057407960984
JKNPPB,23268.0,0.0036054153878357096,0.0,0.0,-0.0036054153878357096
JJSP,22935.0,0.0035538164827235686,0.0,0.0,-0.0035538164827235686
JBNP,22466.0,0.003481144150898962,0.0,0.0,-0.003481144150898962
ALHP,22308.0,0.003456661787512421,0.0,0.0,-0.003456661787512421
YGATLSIP,22247.0,0.003447209735825211,0.0,0.0,-0.003447209735825211
JRJP,21566.0,0.003341687650595879,0.0,0.0,-0.003341687650595879
BHUDRP,21388.0,0.003314106253869269,0.0,0.0,-0.003314106253869269
SSBD,21036.0,0.0032595632670840632,0.0,0.0,-0.0032595632670840632
MVA,20721.0,0.003210753491977984,0.0,0.0,-0.003210753491977984
DJHP,20498.0,0.0031761992702362203,0.0,0.0,-0.0031761992702362203
MLD,20450.0,0.0031687615902200555,0.0,0.0,-0.0031687615902200555
SRVADID,20348.0,0.003152956520185706,0.0,0.0,-0.003152956520185706
LGP,20123.0,0.0031180923951099355,0.0,0.0,-0.0031180923951099355
SP(I),19941.0,0.003089891191715312,0.0,0.0,-0.003089891191715312
JKP,19527.0,0.0030257412015758938,0.0,0.0,-0.0030257412015758938
RJKPS,19495.0,0.0030207827482317843,0.0,0.0,-0.0030207827482317843
JKPP,19494.0,0.003020627796564781,0.0,0.0,-0.003020627796564781
RJsbhP,19318.0,0.0029933563031721774,0.0,0.0,-0.0029933563031721774
rpsn,18793.0,0.0029120066779953794,0.0,0.0,-0.0029120066779953794
NBBHNRSVP,18570.0,0.0028774524562536156,0.0,0.0,-0.0028774524562536156
JANKRPR,18401.0,0.0028512656245300366,0.0,0.0,-0.0028512656245300366
SMJDRP,18223.0,0.0028236842278034266,0.0,0.0,-0.0028236842278034266
JMBP,18133.0,0.0028097385777731184,0.0,0.0,-0.0028097385777731184
mimm,18025.0,0.0027930037977367483,0.0,0.0,-0.0027930037977367483
KMSP,17336.0,0.002686242099171388,0.0,0.0,-0.002686242099171388
BCYP,17173.0,0.0026609849774498293,0.0,0.0,-0.0026609849774498293
TNRMPI,17126.0,0.002653702249100669,0.0,0.0,-0.002653702249100669
IPBP,16942.0,0.0026251911423720384,0.0,0.0,-0.0026251911423720384
NavaP,16864.0,0.002613104912345771,0.0,0.0,-0.002613104912345771
RSTRSNTP,16859.0,0.002612330154010754,0.0,0.0,-0.002612330154010754
NAPt,16694.0,0.0025867631289551887,0.0,0.0,-0.0025867631289551887
KPJD,16512.0,0.0025585619255605653,0.0,0.0,-0.0025585619255605653
WAP,16506.0,0.0025576322155585448,0.0,0.0,-0.0025576322155585448
SaSP,16040.0,0.002485424738734948,0.0,0.0,-0.002485424738734948
BLRP,15411.0,0.0023879601401897935,0.0,0.0,-0.0023879601401897935
PMSP,15250.0,0.002363012921802242,0.0,0.0,-0.002363012921802242
JNJWDIP,15240.0,0.0023614634051322076,0.0,0.0,-0.0023614634051322076
JRBP,15165.0,0.0023498420301069508,0.0,0.0,-0.0023498420301069508
HVD,15140.0,0.002345968238431865,0.0,0.0,-0.002345968238431865
AJPI,14729.0,0.002282283103293457,0.0,0.0,-0.002282283103293457
JPJD,14477.0,0.0022432352832085943,0.0,0.0,-0.0022432352832085943
RPC(S),14219.0,0.00220325775312171,0.0,0.0,-0.00220325775312171
JNTRAAWJP,14218.0,0.0022031028014547066,0.0,0.0,-0.0022031028014547066
MPOI,14168.0,0.0021953552181045357,0.0,0.0,-0.0021953552181045357
PBI,14110.0,0.002186368021418337,0.0,0.0,-0.002186368021418337
MLCNG,13925.0,0.002157701963022703,0.0,0.0,-0.002157701963022703
HSP,13824.0,0.002142051844655357,0.0,0.0,-0.002142051844655357
RUC,13657.0,0.0021161749162657848,0.0,0.0,-0.0021161749162657848
RJnJnP,13213.0,0.002047376376116264,0.0,0.0,-0.002047376376116264
JHP,13014.0,0.002016540994382582,0.0,0.0,-0.002016540994382582
NADLMMKLK,12895.0,0.0019981017460091745,0.0,0.0,-0.0019981017460091745
SWNTRABYKT,12741.0,0.001974239189290647,0.0,0.0,-0.001974239189290647
VTVTK,12735.0,0.0019733094792886265,0.0,0.0,-0.0019733094792886265
BRTYLKNYKP,12411.0,0.0019231051391795163,0.0,0.0,-0.0019231051391795163
MAHP,12364.0,0.0019158224108303556,0.0,0.0,-0.0019158224108303556
RKBP,12309.0,0.0019073000691451668,0.0,0.0,-0.0019073000691451668
PSJP,12304.0,0.0019065253108101498,0.0,0.0,-0.0019065253108101498
NBEP,12299.0,0.0019057505524751326,0.0,0.0,-0.0019057505524751326
PRJVLGUP,12199.0,0.0018902553857747903,0.0,0.0,-0.0018902553857747903
BRRTD,12178.0,0.0018870014007677184,0.0,0.0,-0.0018870014007677184
RSTJLKPS,12049.0,0.0018670126357242763,0.0,0.0,-0.0018670126357242763
AAS,12021.0,0.0018626739890481802,0.0,0.0,-0.0018626739890481802
BJKD,11914.0,0.001846094160678814,0.0,0.0,-0.001846094160678814
AYSRCP,11459.0,0.0017755911521922553,0.0,0.0,-0.0017755911521922553
RGOP,11446.0,0.0017735767805212106,0.0,0.0,-0.0017735767805212106
NLP,11286.0,0.0017487845138006626,0.0,0.0,-0.0017487845138006626
DMSK,11211.0,0.0017371631387754053,0.0,0.0,-0.0017371631387754053
KPPU,11206.0,0.0017363883804403886,0.0,0.0,-0.0017363883804403886
BDlP,11139.0,0.0017260066187511588,0.0,0.0,-0.0017260066187511588
NJNDL,11116.0,0.00172244273041008,0.0,0.0,-0.00172244273041008
URPI,10997.0,0.0017040034820366727,0.0,0.0,-0.0017040034820366727
HNDPPD,10992.0,0.0017032287237016552,0.0,0.0,-0.0017032287237016552
BMF,10972.0,0.0017001296903615868,0.0,0.0,-0.0017001296903615868
RaNP,10964.0,0.0016988900770255593,0.0,0.0,-0.0016988900770255593
RTSMJD,10877.0,0.0016854092819962615,0.0,0.0,-0.0016854092819962615
TSP,10859.0,0.0016826201519901996,0.0,0.0,-0.0016826201519901996
SSS,10802.0,0.0016737879069710045,0.0,0.0,-0.0016737879069710045
SWAJANPA,10627.0,0.001646671365245405,0.0,0.0,-0.001646671365245405
PGSP,10553.0,0.0016352049418871513,0.0,0.0,-0.0016352049418871513
APKSP,10538.0,0.0016328806668821,0.0,0.0,-0.0016328806668821
DABAP,10311.0,0.0015977066384723225,0.0,0.0,-0.0015977066384723225
NNKP,10284.0,0.0015935229434632298,0.0,0.0,-0.0015935229434632298
BKPP,10272.0,0.0015916635234591889,0.0,0.0,-0.0015916635234591889
raup,10026.0,0.001553545413376346,0.0,0.0,-0.001553545413376346
INL,9918.0,0.001536810633339976,0.0,0.0,-0.001536810633339976
AHFBK,9902.0,0.0015343314066679214,0.0,0.0,-0.0015343314066679214
AJM,9895.0,0.0015332467449988973,0.0,0.0,-0.0015332467449988973
RTRYDVBHMP,9781.0,0.0015155822549605068,0.0,0.0,-0.0015155822549605068
AJPR,9760.0,0.0015123282699534349,0.0,0.0,-0.0015123282699534349
ASDC,9633.0,0.0014926494082439998,0.0,0.0,-0.0014926494082439998
BSP(A),9391.0,0.0014551511048291707,0.0,0.0,-0.0014551511048291707
ssrd,9347.0,0.0014483332314810201,0.0,0.0,-0.0014483332314810201
RTJAWP,9299.0,0.0014408955514648555,0.0,0.0,-0.0014408955514648555
TPSP,9290.0,0.0014395009864618248,0.0,0.0,-0.0014395009864618248
UKKD,9270.0,0.0014364019531217563,0.0,0.0,-0.0014364019531217563
BNJD,9258.0,0.0014345425331177151,0.0,0.0,-0.0014345425331177151
BBC,9165.0,0.0014201320280863967,0.0,0.0,-0.0014201320280863967
JSDP,9135.0,0.0014154834780762938,0.0,0.0,-0.0014154834780762938
ACDP,9128.0,0.0014143988164072698,0.0,0.0,-0.0014143988164072698
SMKNK,8990.0,0.0013930154863607972,0.0,0.0,-0.0013930154863607972
MNDP,8978.0,0.001391156066356756,0.0,0.0,-0.001391156066356756
HS,8970.0,0.0013899164530207285,0.0,0.0,-0.0013899164530207285
JAISMP,8933.0,0.0013841832413416019,0.0,0.0,-0.0013841832413416019
LBCP,8900.0,0.001379069836330489,0.0,0.0,-0.001379069836330489
JAC,8900.0,0.001379069836330489,0.0,0.0,-0.001379069836330489
BKVP,8749.0,0.0013556721346129714,0.0,0.0,-0.0013556721346129714
YKP,8736.0,0.001353657762941927,0.0,0.0,-0.001353657762941927
AKBHAD,8678.0,0.0013446705662557281,0.0,0.0,-0.0013446705662557281
ABHASP,8583.0,0.0013299501578904029,0.0,0.0,-0.0013299501578904029
NIUP,8542.0,0.0013235971395432625,0.0,0.0,-0.0013235971395432625
SJPI,8519.0,0.0013200332512021836,0.0,0.0,-0.0013200332512021836
MARD,8514.0,0.0013192584928671664,0.0,0.0,-0.0013192584928671664
DBSP,8472.0,0.0013127505228530225,0.0,0.0,-0.0013127505228530225
JAKNPF,8453.0,0.0013098064411799575,0.0,0.0,-0.0013098064411799575
PPI,8404.0,0.0013022138094967897,0.0,0.0,-0.0013022138094967897
DHBHP,8389.0,0.0012998895344917382,0.0,0.0,-0.0012998895344917382
NATJUP,8357.0,0.0012949310811476286,0.0,0.0,-0.0012949310811476286
EKSP,8352.0,0.0012941563228126116,0.0,0.0,-0.0012941563228126116
AVRMK,8345.0,0.0012930716611435874,0.0,0.0,-0.0012930716611435874
ANDC,8254.0,0.0012789710594462759,0.0,0.0,-0.0012789710594462759
PMPT,8217.0,0.001273237847767149,0.0,0.0,-0.001273237847767149
JNSNKP,8194.0,0.0012696739594260703,0.0,0.0,-0.0012696739594260703
APNJBP,8114.0,0.001257277826065796,0.0,0.0,-0.001257277826065796
DrAPP,8089.0,0.0012534040343907104,0.0,0.0,-0.0012534040343907104
DAMK,8089.0,0.0012534040343907104,0.0,0.0,-0.0012534040343907104
HJP,7914.0,0.001226287492665111,0.0,0.0,-0.001226287492665111
RJANSWP,7803.0,0.0012090878576277307,0.0,0.0,-0.0012090878576277307
GPI,7776.0,0.0012049041626186383,0.0,0.0,-0.0012049041626186383
GSNJP,7761.0,0.001202579887613587,0.0,0.0,-0.001202579887613587
BJKVP,7747.0,0.001200410564275539,0.0,0.0,-0.001200410564275539
BJNJGD,7736.0,0.0011987060959385014,0.0,0.0,-0.0011987060959385014
GBLRPBP,7734.0,0.0011983961926044944,0.0,0.0,-0.0011983961926044944
PRSHP,7696.0,0.0011925080292583643,0.0,0.0,-0.0011925080292583643
JASWP,7684.0,0.0011906486092543233,0.0,0.0,-0.0011906486092543233
HRJSP,7646.0,0.001184760445908193,0.0,0.0,-0.001184760445908193
RaJPa,7646.0,0.001184760445908193,0.0,0.0,-0.001184760445908193
LSWP,7554.0,0.0011705048925438777,0.0,0.0,-0.0011705048925438777
NIDP,7430.0,0.001151290885835453,0.0,0.0,-0.001151290885835453
AIAM,7345.0,0.0011381199941401618,0.0,0.0,-0.0011381199941401618
MwSP,7136.0,0.001105735095736446,0.0,0.0,-0.001105735095736446
SAMO,7087.0,0.0010981424640532779,0.0,0.0,-0.0010981424640532779
MLPOIRF,7085.0,0.0010978325607192711,0.0,0.0,-0.0010978325607192711
JASP,7060.0,0.0010939587690441854,0.0,0.0,-0.0010939587690441854
SVSAP,6879.0,0.0010659125173165655,0.0,0.0,-0.0010659125173165655
ARPS,6846.0,0.0010607991123054523,0.0,0.0,-0.0010607991123054523
SBSPSP,6698.0,0.0010378662655889453,0.0,0.0,-0.0010378662655889453
VKRMSP,6678.0,0.0010347672322488768,0.0,0.0,-0.0010347672322488768
PDS,6651.0,0.0010305835372397844,0.0,0.0,-0.0010305835372397844
ANCHDMCP,6622.0,0.001026089938896685,0.0,0.0,-0.001026089938896685
RTJSD,6617.0,0.001025315180561668,0.0,0.0,-0.001025315180561668
SamSP,6614.0,0.0010248503255606575,0.0,0.0,-0.0010248503255606575
NDS,6607.0,0.0010237656638916338,0.0,0.0,-0.0010237656638916338
BTC,6603.0,0.00102314585722362,0.0,0.0,-0.00102314585722362
LSNP,6542.0,0.001013693805536411,0.0,0.0,-0.001013693805536411
SMJVKP,6373.0,0.000987506973812832,0.0,0.0,-0.000987506973812832
BHJJP,6340.0,0.000982393568801719,0.0,0.0,-0.000982393568801719
RJSPS,6251.0,0.0009686028704384141,0.0,0.0,-0.0009686028704384141
cvgrp,6227.0,0.0009648840304303319,0.0,0.0,-0.0009648840304303319
BAP(R),6160.0,0.0009545022687411025,0.0,0.0,-0.0009545022687411025
APKAWZP,6087.0,0.0009431907970498522,0.0,0.0,-0.0009431907970498522
SaRaPa,6075.0,0.0009413313770458111,0.0,0.0,-0.0009413313770458111
NBNGPLPP,6073.0,0.0009410214737118044,0.0,0.0,-0.0009410214737118044
BHRTJDOP,6045.0,0.0009366828270357084,0.0,0.0,-0.0009366828270357084
AAPP,6033.0,0.0009348234070316674,0.0,0.0,-0.0009348234070316674
BJSAP,5968.0,0.0009247515486764446,0.0,0.0,-0.0009247515486764446
RSWD,5919.0,0.0009171589169932768,0.0,0.0,-0.0009171589169932768
TLRDSMTP,5906.0,0.0009151445453222323,0.0,0.0,-0.0009151445453222323
BHRTLKCHTP,5852.0,0.0009067771553040473,0.0,0.0,-0.0009067771553040473
AHNP,5833.0,0.0009038330736309822,0.0,0.0,-0.0009038330736309822
INSAF,5781.0,0.0008957755869468041,0.0,0.0,-0.0008957755869468041
UPP,5778.0,0.0008953107319457938,0.0,0.0,-0.0008953107319457938
SJPA,5771.0,0.0008942260702767698,0.0,0.0,-0.0008942260702767698
BKrD,5723.0,0.0008867883902606053,0.0,0.0,-0.0008867883902606053
RSTWDIBHRT,5702.0,0.0008835344052535334,0.0,0.0,-0.0008835344052535334
HSS,5625.0,0.0008716031268942696,0.0,0.0,-0.0008716031268942696
BhAmAP,5585.0,0.0008654050602141325,0.0,0.0,-0.0008654050602141325
JCVIVP,5568.0,0.0008627708818750743,0.0,0.0,-0.0008627708818750743
KJP,5491.0,0.0008508396035158105,0.0,0.0,-0.0008508396035158105
ANRP,5484.0,0.0008497549418467866,0.0,0.0,-0.0008497549418467866
AIMEIEM,5454.0,0.0008451063918366839,0.0,0.0,-0.0008451063918366839
JIHNDNTLP,5451.0,0.0008446415368356735,0.0,0.0,-0.0008446415368356735
NAUP,5319.0,0.0008241879167912214,0.0,0.0,-0.0008241879167912214
SaPP,5303.0,0.0008217086901191667,0.0,0.0,-0.0008217086901191667
SMKP,5250.0,0.000813496251767985,0.0,0.0,-0.000813496251767985
KRUP,5242.0,0.0008122566384319576,0.0,0.0,-0.0008122566384319576
DJP,5235.0,0.0008111719767629335,0.0,0.0,-0.0008111719767629335
DaP,5233.0,0.0008108620734289268,0.0,0.0,-0.0008108620734289268
bns,5183.0,0.0008031144900787554,0.0,0.0,-0.0008031144900787554
KTKD,5153.0,0.0007984659400686526,0.0,0.0,-0.0007984659400686526
SVPP,5152.0,0.0007983109884016493,0.0,0.0,-0.0007983109884016493
SPAKP,5149.0,0.000797846133400639,0.0,0.0,-0.000797846133400639
SABJANP,5147.0,0.0007975362300666321,0.0,0.0,-0.0007975362300666321
APNEP,5139.0,0.0007962966167306048,0.0,0.0,-0.0007962966167306048
RGD,5105.0,0.0007910282600524883,0.0,0.0,-0.0007910282600524883
LCPY,5100.0,0.0007902535017174712,0.0,0.0,-0.0007902535017174712
NWLP,5063.0,0.0007845202900383444,0.0,0.0,-0.0007845202900383444
PuPP,5054.0,0.0007831257250353135,0.0,0.0,-0.0007831257250353135
JKiP,5030.0,0.0007794068850272313,0.0,0.0,-0.0007794068850272313
PLTIJSTP,5023.0,0.0007783222233582074,0.0,0.0,-0.0007783222233582074
SaSPa,5020.0,0.000777857368357197,0.0,0.0,-0.000777857368357197
HINDSMJP,4991.0,0.0007733637700140977,0.0,0.0,-0.0007733637700140977
BRKP(D),4961.0,0.000768715220003995,0.0,0.0,-0.000768715220003995
JYVDRBP,4951.0,0.0007671657033339607,0.0,0.0,-0.0007671657033339607
PNJBNP,4934.0,0.0007645315249949025,0.0,0.0,-0.0007645315249949025
AMB,4925.0,0.0007631369599918717,0.0,0.0,-0.0007631369599918717
BHAGP,4822.0,0.0007471769382905189,0.0,0.0,-0.0007471769382905189
RTPP,4801.0,0.0007439229532834468,0.0,0.0,-0.0007439229532834468
SRPP,4799.0,0.00074361304994944,0.0,0.0,-0.00074361304994944
PMTDK,4768.0,0.0007388095482723338,0.0,0.0,-0.0007388095482723338
RMBP,4764.0,0.00073818974160432,0.0,0.0,-0.00073818974160432
VTRP,4747.0,0.0007355555632652618,0.0,0.0,-0.0007355555632652618
BRED,4732.0,0.0007332312882602104,0.0,0.0,-0.0007332312882602104
AMGRDMK,4629.0,0.0007172712665588576,0.0,0.0,-0.0007172712665588576
SSD,4618.0,0.00071556679822182,0.0,0.0,-0.00071556679822182
JNSGNDWP,4617.0,0.0007154118465548165,0.0,0.0,-0.0007154118465548165
BHMPP,4582.0,0.0007099885382096966,0.0,0.0,-0.0007099885382096966
JNSKTSMTP,4577.0,0.0007092137798746795,0.0,0.0,-0.0007092137798746795
TPSTP,4547.0,0.0007045652298645767,0.0,0.0,-0.0007045652298645767
BSaP,4507.0,0.0006983671631844397,0.0,0.0,-0.0006983671631844397
KAP,4481.0,0.0006943384198423506,0.0,0.0,-0.0006943384198423506
