party,votes,vote_share_pct,seats,seat_share_pct,representation_gap
RASHLSP,3944.0,0.000642164526384457,0.0,0.0,-0.000642164526384457
SJPI,3927.0,0.0006393965758396965,0.0,0.0,-0.0006393965758396965
RSP(S),3926.0,0.0006392337552194165,0.0,0.0,-0.0006392337552194165
BAAP,3919.0,0.0006380940108774562,0.0,0.0,-0.0006380940108774562
SBSPSP,3919.0,0.0006380940108774562,0.0,0.0,-0.0006380940108774562
SP(I),3916.0,0.0006376055490166162,0.0,0.0,-0.0006376055490166162
BMVSP,3908.0,0.0006363029840543758,0.0,0.0,-0.0006363029840543758
AKHP,3907.0,0.0006361401634340958,0.0,0.0,-0.0006361401634340958
NATWOMP,3903.0,0.0006354888809529756,0.0,0.0,-0.0006354888809529756
RTSGP,3895.0,0.0006341863159907353,0.0,0.0,-0.0006341863159907353
skd,3877.0,0.0006312555448256948,0.0,0.0,-0.0006312555448256948
RVLP,3845.0,0.0006260452849767336,0.0,0.0,-0.0006260452849767336
RADM,3799.0,0.000618555536443852,0.0,0.0,-0.000618555536443852
BKVP,3778.0,0.0006151363034179713,0.0,0.0,-0.0006151363034179713
VIP,3756.0,0.0006115542497718106,0.0,0.0,-0.0006115542497718106
HiPPa,3750.0,0.0006105773260501304,0.0,0.0,-0.0006105773260501304
JaSSP,3731.0,0.0006074837342648097,0.0,0.0,-0.0006074837342648097
JNSMP,3706.0,0.0006034132187578089,0.0,0.0,-0.0006034132187578089
KPPR,3697.0,0.0006019478331752886,0.0,0.0,-0.0006019478331752886
VIPty,3694.0,0.0006014593713144484,0.0,0.0,-0.0006014593713144484
RASAP,3687.0,0.0006003196269724882,0.0,0.0,-0.0006003196269724882
ASJP,3678.0,0.0005988542413899678,0.0,0.0,-0.0005988542413899678
JANSAPP,3646.0,0.0005936439815410067,0.0,0.0,-0.0005936439815410067
INL,3644.0,0.0005933183403004467,0.0,0.0,-0.0005933183403004467
BaSaPa,3638.0,0.0005923414165787665,0.0,0.0,-0.0005923414165787665
MMKA,3599.0,0.0005859914123878451,0.0,0.0,-0.0005859914123878451
AVVP,3526.0,0.0005741055071074026,0.0,0.0,-0.0005741055071074026
DSPVAD,3522.0,0.0005734542246262825,0.0,0.0,-0.0005734542246262825
BYPP,3449.0,0.0005615683193458398,0.0,0.0,-0.0005615683193458398
AAHPty,3434.0,0.0005591260100416394,0.0,0.0,-0.0005591260100416394
RJanPty,3433.0,0.0005589631894213593,0.0,0.0,-0.0005589631894213593
ADRSP,3423.0,0.000557334983218559,0.0,0.0,-0.000557334983218559
TELYS,3407.0,0.0005547298532940784,0.0,0.0,-0.0005547298532940784
RaJPa,3405.0,0.0005544042120535184,0.0,0.0,-0.0005544042120535184
aicp,3391.0,0.0005521247233695978,0.0,0.0,-0.0005521247233695978
BPKP,3385.0,0.0005511477996479176,0.0,0.0,-0.0005511477996479176
PLM,3339.0,0.0005436580511150361,0.0,0.0,-0.0005436580511150361
DUUK,3337.0,0.0005433324098744759,0.0,0.0,-0.0005433324098744759
KSRSP,3303.0,0.0005377965087849548,0.0,0.0,-0.0005377965087849548
BLokSP,3271.0,0.0005325862489359937,0.0,0.0,-0.0005325862489359937
JMBP,3267.0,0.0005319349664548736,0.0,0.0,-0.0005319349664548736
RaIP,3265.0,0.0005316093252143135,0.0,0.0,-0.0005316093252143135
BHAIP,3264.0,0.0005314465045940334,0.0,0.0,-0.0005314465045940334
CHKAP,3186.0,0.0005187464962121907,0.0,0.0,-0.0005187464962121907
RaNP,3167.0,0.0005156529044268701,0.0,0.0,-0.0005156529044268701
SDSP,3139.0,0.0005110939270590292,0.0,0.0,-0.0005110939270590292
KKMP,3084.0,0.0005021387929436273,0.0,0.0,-0.0005021387929436273
RMEP,3066.0,0.0004992080217785865,0.0,0.0,-0.0004992080217785865
grac,2952.0,0.00048064647106666267,0.0,0.0,-0.00048064647106666267
SBM,2917.0,0.00047494774935686137,0.0,0.0,-0.00047494774935686137
MSKK,2906.0,0.000473156722533781,0.0,0.0,-0.000473156722533781
SaDa,2901.0,0.0004723426194323808,0.0,0.0,-0.0004723426194323808
BRKP(D),2880.0,0.0004689233864065001,0.0,0.0,-0.0004689233864065001
YVP,2858.0,0.00046534133276033933,0.0,0.0,-0.00046534133276033933
SATKP,2857.0,0.0004651785121400593,0.0,0.0,-0.0004651785121400593
NALAP,2833.0,0.00046127081725333847,0.0,0.0,-0.00046127081725333847
RPI(KM),2809.0,0.0004573631223666176,0.0,0.0,-0.0004573631223666176
SWAP,2805.0,0.0004567118398854976,0.0,0.0,-0.0004567118398854976
SSBD,2802.0,0.00045622337802465743,0.0,0.0,-0.00045622337802465743
AIPTMMK,2764.0,0.00045003619445401605,0.0,0.0,-0.00045003619445401605
MAHKRS,2761.0,0.000449547732593176,0.0,0.0,-0.000449547732593176
ABNNP,2759.0,0.0004492220913526159,0.0,0.0,-0.0004492220913526159
RSTSAHP,2756.0,0.00044873362949177575,0.0,0.0,-0.00044873362949177575
SABJANP,2751.0,0.0004479195263903756,0.0,0.0,-0.0004479195263903756
HAPa,2728.0,0.00044417465212393486,0.0,0.0,-0.00044417465212393486
LOKJANP,2725.0,0.0004436861902630947,0.0,0.0,-0.0004436861902630947
RPP,2718.0,0.0004425464459211345,0.0,0.0,-0.0004425464459211345
ALINLBP,2707.0,0.00044075541909805404,0.0,0.0,-0.00044075541909805404
CSM,2691.0,0.00043815028917357354,0.0,0.0,-0.00043815028917357354
SaVP,2688.0,0.00043766182731273345,0.0,0.0,-0.00043766182731273345
JPS,2640.0,0.0004298464375392918,0.0,0.0,-0.0004298464375392918
BNSKP,2640.0,0.0004298464375392918,0.0,0.0,-0.0004298464375392918
ARK,2626.0,0.0004275669488553713,0.0,0.0,-0.0004275669488553713
NIDP,2597.0,0.00042284515086725026,0.0,0.0,-0.00042284515086725026
IICR,2569.0,0.00041828617349940926,0.0,0.0,-0.00041828617349940926
SUSP,2568.0,0.00041812335287912925,0.0,0.0,-0.00041812335287912925
svjn,2554.0,0.00041584386419520877,0.0,0.0,-0.00041584386419520877
TTNP,2516.0,0.00040965668062456744,0.0,0.0,-0.00040965668062456744
KCVP,2510.0,0.0004086797569028872,0.0,0.0,-0.0004086797569028872
BMSM,2484.0,0.00040444642077560634,0.0,0.0,-0.00040444642077560634
JSP,2484.0,0.00040444642077560634,0.0,0.0,-0.00040444642077560634
VoP,2478.0,0.00040346949705392617,0.0,0.0,-0.00040346949705392617
MHD,2477.0,0.00040330667643364605,0.0,0.0,-0.00040330667643364605
NIRBHP,2449.0,0.00039874769906580516,0.0,0.0,-0.00039874769906580516
MSJP,2427.0,0.0003951656454196443,0.0,0.0,-0.0003951656454196443
KSRP,2426.0,0.0003950028247993643,0.0,0.0,-0.0003950028247993643
SaSaP,2417.0,0.000393537439216844,0.0,0.0,-0.000393537439216844
LCD,2384.0,0.00038816435874760284,0.0,0.0,-0.00038816435874760284
UTSAP,2375.0,0.0003866989731650826,0.0,0.0,-0.0003866989731650826
NED,2371.0,0.00038604769068396243,0.0,0.0,-0.00038604769068396243
JRVP,2364.0,0.00038490794634200214,0.0,0.0,-0.00038490794634200214
ANRP,2360.0,0.0003842566638608821,0.0,0.0,-0.0003842566638608821
NSCBRAP,2342.0,0.0003813258926958414,0.0,0.0,-0.0003813258926958414
JRPa,2308.0,0.00037578999160632024,0.0,0.0,-0.00037578999160632024
RBJJP,2291.0,0.0003730220410615596,0.0,0.0,-0.0003730220410615596
RAPty,2272.0,0.000369928449276239,0.0,0.0,-0.000369928449276239
BIP,2231.0,0.0003632528038447575,0.0,0.0,-0.0003632528038447575
SAKSP,2214.0,0.00036048485329999696,0.0,0.0,-0.00036048485329999696
BhBSP,2210.0,0.0003598335708188768,0.0,0.0,-0.0003598335708188768
STBSP,2142.0,0.00034876176863983446,0.0,0.0,-0.00034876176863983446
HCP,2094.0,0.00034094637886639275,0.0,0.0,-0.00034094637886639275
TRIPP,2076.0,0.0003380156077013522,0.0,0.0,-0.0003380156077013522
SWSP,2069.0,0.00033687586335939194,0.0,0.0,-0.00033687586335939194
rajpt,2058.0,0.00033508483653631155,0.0,0.0,-0.00033508483653631155
UPNSE,2051.0,0.0003339450921943513,0.0,0.0,-0.0003339450921943513
SJSMP,2041.0,0.00033231688599155094,0.0,0.0,-0.00033231688599155094
UtPP,2041.0,0.00033231688599155094,0.0,0.0,-0.00033231688599155094
AINPP,2023.0,0.0003293861148265103,0.0,0.0,-0.0003293861148265103
ANIJP,2017.0,0.00032840919110483014,0.0,0.0,-0.00032840919110483014
KJP,2013.0,0.00032775790862371,0.0,0.0,-0.00032775790862371
IRNP,2012.0,0.0003275950880034299,0.0,0.0,-0.0003275950880034299
AIUUK,1999.0,0.00032547841993978946,0.0,0.0,-0.00032547841993978946
HMSKP,1998.0,0.00032531559931950945,0.0,0.0,-0.00032531559931950945
BHABHAPA,1995.0,0.00032482713745866936,0.0,0.0,-0.00032482713745866936
SanS,1987.0,0.0003235245724964291,0.0,0.0,-0.0003235245724964291
ABHP,1976.0,0.0003217335456733487,0.0,0.0,-0.0003217335456733487
RACHEP,1975.0,0.00032157072505306866,0.0,0.0,-0.00032157072505306866
RTAMP,1965.0,0.00031994251885026834,0.0,0.0,-0.00031994251885026834
SaRaPa,1961.0,0.0003192912363691482,0.0,0.0,-0.0003192912363691482
BSKRP,1948.0,0.0003171745683055077,0.0,0.0,-0.0003171745683055077
RDU,1907.0,0.0003104989228740263,0.0,0.0,-0.0003104989228740263
SWJP,1899.0,0.000309196357911786,0.0,0.0,-0.000309196357911786
BaHaP,1886.0,0.00030707968984814555,0.0,0.0,-0.00030707968984814555
BSHSP,1852.0,0.00030154378875862437,0.0,0.0,-0.00030154378875862437
AIMF,1850.0,0.00030121814751806435,0.0,0.0,-0.00030121814751806435
RGOP,1850.0,0.00030121814751806435,0.0,0.0,-0.00030121814751806435
BUNKD,1849.0,0.0003010553268977843,0.0,0.0,-0.0003010553268977843
RBS,1820.0,0.00029633352890966327,0.0,0.0,-0.00029633352890966327
JAAP,1812.0,0.00029503096394742297,0.0,0.0,-0.00029503096394742297
BSUSP,1786.0,0.0002907976278201421,0.0,0.0,-0.0002907976278201421
MPEP,1783.0,0.00029030916595930195,0.0,0.0,-0.00029030916595930195
RPIR,1777.0,0.0002893322422376218,0.0,0.0,-0.0002893322422376218
RABSP,1777.0,0.0002893322422376218,0.0,0.0,-0.0002893322422376218
RMMP,1771.0,0.00028835531851594155,0.0,0.0,-0.00028835531851594155
AIDMMK,1765.0,0.0002873783947942614,0.0,0.0,-0.0002873783947942614
ALHP,1764.0,0.0002872155741739813,0.0,0.0,-0.0002872155741739813
RGD,1749.0,0.0002847732648697808,0.0,0.0,-0.0002847732648697808
VJNP,1726.0,0.00028102839060334,0.0,0.0,-0.00028102839060334
INDPP,1723.0,0.0002805399287424999,0.0,0.0,-0.0002805399287424999
PNP,1695.0,0.0002759809513746589,0.0,0.0,-0.0002759809513746589
BRSP,1695.0,0.0002759809513746589,0.0,0.0,-0.0002759809513746589
SJPT,1672.0,0.0002722360771082181,0.0,0.0,-0.0002722360771082181
MDKMGPH,1669.0,0.00027174761524737797,0.0,0.0,-0.00027174761524737797
TECPI,1660.0,0.0002702822296648577,0.0,0.0,-0.0002702822296648577
BHPP,1649.0,0.0002684912028417773,0.0,0.0,-0.0002684912028417773
RHSP,1648.0,0.0002683283822214973,0.0,0.0,-0.0002683283822214973
RND,1630.0,0.0002653976110564567,0.0,0.0,-0.0002653976110564567
NaLP,1628.0,0.0002650719698158966,0.0,0.0,-0.0002650719698158966
JKPPAP,1612.0,0.000262466839891416,0.0,0.0,-0.000262466839891416
RJBVP,1600.0,0.0002605129924480556,0.0,0.0,-0.0002605129924480556
RAJADP,1596.0,0.0002598617099669355,0.0,0.0,-0.0002598617099669355
KMBS,1574.0,0.00025627965632077474,0.0,0.0,-0.00025627965632077474
RBCP,1574.0,0.00025627965632077474,0.0,0.0,-0.00025627965632077474
JD,1572.0,0.00025595401508021466,0.0,0.0,-0.00025595401508021466
ABHS,1567.0,0.0002551399119788145,0.0,0.0,-0.0002551399119788145
ARPS,1563.0,0.00025448862949769435,0.0,0.0,-0.00025448862949769435
JSEP,1557.0,0.0002535117057760141,0.0,0.0,-0.0002535117057760141
bmd,1549.0,0.0002522091408137738,0.0,0.0,-0.0002522091408137738
RSDal,1548.0,0.0002520463201934938,0.0,0.0,-0.0002520463201934938
VMSKP,1529.0,0.0002489527284081731,0.0,0.0,-0.0002489527284081731
BHAZS,1527.0,0.00024862708716761304,0.0,0.0,-0.00024862708716761304
GJPP,1524.0,0.00024813862530677296,0.0,0.0,-0.00024813862530677296
FDLP,1519.0,0.0002473245222053728,0.0,0.0,-0.0002473245222053728
RP(K),1506.0,0.0002452078541417324,0.0,0.0,-0.0002452078541417324
SKPP,1503.0,0.00024471939228089224,0.0,0.0,-0.00024471939228089224
PrStP,1462.0,0.00023804374684941083,0.0,0.0,-0.00023804374684941083
NABMUP,1453.0,0.0002365783612668905,0.0,0.0,-0.0002365783612668905
EP,1442.0,0.00023478733444381013,0.0,0.0,-0.00023478733444381013
BEPP,1434.0,0.00023348476948156983,0.0,0.0,-0.00023348476948156983
HuSP,1432.0,0.0002331591282410098,0.0,0.0,-0.0002331591282410098
jhspt,1431.0,0.00023299630762072974,0.0,0.0,-0.00023299630762072974
RAJSPty,1425.0,0.00023201938389904954,0.0,0.0,-0.00023201938389904954
ANSP,1424.0,0.00023185656327876948,0.0,0.0,-0.00023185656327876948
RJPD,1414.0,0.00023022835707596915,0.0,0.0,-0.00023022835707596915
PRISM,1400.0,0.00022794886839204865,0.0,0.0,-0.00022794886839204865
BJSPP,1392.0,0.00022664630342980838,0.0,0.0,-0.00022664630342980838
APEP,1368.0,0.00022273860854308752,0.0,0.0,-0.00022273860854308752
SACP,1360.0,0.00022143604358084728,0.0,0.0,-0.00022143604358084728
PAP,1346.0,0.00021915655489692677,0.0,0.0,-0.00021915655489692677
ManKP,1344.0,0.00021883091365636673,0.0,0.0,-0.00021883091365636673
NPT,1341.0,0.0002183424517955266,0.0,0.0,-0.0002183424517955266
kajp,1336.0,0.00021752834869412642,0.0,0.0,-0.00021752834869412642
RVyP,1326.0,0.00021590014249132607,0.0,0.0,-0.00021590014249132607
YSRPP,1320.0,0.0002149232187696459,0.0,0.0,-0.0002149232187696459
PUDEP,1319.0,0.00021476039814936584,0.0,0.0,-0.00021476039814936584
NFFF,1308.0,0.00021296937132628548,0.0,0.0,-0.00021296937132628548
SHF,1306.0,0.0002126437300857254,0.0,0.0,-0.0002126437300857254
YuS,1296.0,0.00021101552388292505,0.0,0.0,-0.00021101552388292505
RVZP,1290.0,0.00021003860016124488,0.0,0.0,-0.00021003860016124488
AIRCP,1282.0,0.00020873603519900455,0.0,0.0,-0.00020873603519900455
AnAP,1281.0,0.00020857321457872454,0.0,0.0,-0.00020857321457872454
ESP,1270.0,0.00020678218775564412,0.0,0.0,-0.00020678218775564412
BBPP,1268.0,0.0002064565465150841,0.0,0.0,-0.0002064565465150841
RtrJP,1264.0,0.00020580526403396395,0.0,0.0,-0.00020580526403396395
ACP,1263.0,0.00020564244341368388,0.0,0.0,-0.00020564244341368388
RaAD,1258.0,0.00020482834031228372,0.0,0.0,-0.00020482834031228372
MDPF,1256.0,0.00020450269907172367,0.0,0.0,-0.00020450269907172367
JKPS,1244.0,0.00020254885162836325,0.0,0.0,-0.00020254885162836325
USIP,1244.0,0.00020254885162836325,0.0,0.0,-0.00020254885162836325
RRS,1229.0,0.00020010654232416274,0.0,0.0,-0.00020010654232416274
RPB,1225.0,0.00019945525984304258,0.0,0.0,-0.00019945525984304258
pjdl,1223.0,0.0001991296186024825,0.0,0.0,-0.0001991296186024825
RD,1220.0,0.00019864115674164242,0.0,0.0,-0.00019864115674164242
BJSAP,1218.0,0.00019831551550108235,0.0,0.0,-0.00019831551550108235
KPJP,1207.0,0.00019652448867800199,0.0,0.0,-0.00019652448867800199
NSBHP,1160.0,0.00018887191952484032,0.0,0.0,-0.00018887191952484032
NDEP,1138.0,0.00018528986587867957,0.0,0.0,-0.00018528986587867957
LJGP,1135.0,0.00018480140401783946,0.0,0.0,-0.00018480140401783946
NavaP,1135.0,0.00018480140401783946,0.0,0.0,-0.00018480140401783946
MKat,1115.0,0.00018154499161223875,0.0,0.0,-0.00018154499161223875
VMMKT,1108.0,0.00018040524727027852,0.0,0.0,-0.00018040524727027852
SVJSP,1085.0,0.0001766603730038377,0.0,0.0,-0.0001766603730038377
BHBP,1069.0,0.00017405524307935715,0.0,0.0,-0.00017405524307935715
RTJPS,1060.0,0.00017258985749683684,0.0,0.0,-0.00017258985749683684
NIP,1059.0,0.0001724270368765568,0.0,0.0,-0.0001724270368765568
JASWP,1056.0,0.00017193857501571672,0.0,0.0,-0.00017193857501571672
BHJMP,1055.0,0.00017177575439543668,0.0,0.0,-0.00017177575439543668
NYP,1053.0,0.0001714501131548766,0.0,0.0,-0.0001714501131548766
TSP,1048.0,0.00017063601005347644,0.0,0.0,-0.00017063601005347644
BND,1047.0,0.00017047318943319638,0.0,0.0,-0.00017047318943319638
NAPt,1044.0,0.0001699847275723563,0.0,0.0,-0.0001699847275723563
HSP,1014.0,0.00016510010896395524,0.0,0.0,-0.00016510010896395524
BRPPA,1008.0,0.00016412318524227504,0.0,0.0,-0.00016412318524227504
ABEP,1006.0,0.00016379754400171496,0.0,0.0,-0.00016379754400171496
RPC(S),996.0,0.00016216933779891464,0.0,0.0,-0.00016216933779891464
BRP,992.0,0.0001615180553177945,0.0,0.0,-0.0001615180553177945
NNMP,985.0,0.00016037831097583425,0.0,0.0,-0.00016037831097583425
BaVaP,984.0,0.0001602154903555542,0.0,0.0,-0.0001602154903555542
SLDP,984.0,0.0001602154903555542,0.0,0.0,-0.0001602154903555542
MARD,973.0,0.00015842446353247382,0.0,0.0,-0.00015842446353247382
AHIMSASP,972.0,0.0001582616429121938,0.0,0.0,-0.0001582616429121938
HIMJKP,970.0,0.0001579360016716337,0.0,0.0,-0.0001579360016716337
LJSPty,968.0,0.00015761036043107366,0.0,0.0,-0.00015761036043107366
CHALP,958.0,0.00015598215422827329,0.0,0.0,-0.00015598215422827329
BNIP,932.0,0.00015174881810099238,0.0,0.0,-0.00015174881810099238
AYP,921.0,0.00014995779127791202,0.0,0.0,-0.00014995779127791202
JPD,913.0,0.00014865522631567175,0.0,0.0,-0.00014865522631567175
NNKP,887.0,0.00014442189018839082,0.0,0.0,-0.00014442189018839082
ABMP,885.0,0.00014409624894783077,0.0,0.0,-0.00014409624894783077
SFP,882.0,0.00014360778708699066,0.0,0.0,-0.00014360778708699066
AACP,838.0,0.00013644367979466913,0.0,0.0,-0.00013644367979466913
BSKP,829.0,0.00013497829421214882,0.0,0.0,-0.00013497829421214882
AMKP,829.0,0.00013497829421214882,0.0,0.0,-0.00013497829421214882
igp,824.0,0.00013416419111074866,0.0,0.0,-0.00013416419111074866
BMJP,822.0,0.00013383854987018855,0.0,0.0,-0.00013383854987018855
FIP,820.0,0.0001335129086296285,0.0,0.0,-0.0001335129086296285
RTBHP,811.0,0.0001320475230471082,0.0,0.0,-0.0001320475230471082
RNNBP,811.0,0.0001320475230471082,0.0,0.0,-0.0001320475230471082
SoJP,805.0,0.00013107059932542797,0.0,0.0,-0.00013107059932542797
RMGLMP,798.0,0.00012993085498346776,0.0,0.0,-0.00012993085498346776
RAJUP,776.0,0.00012634880133730698,0.0,0.0,-0.00012634880133730698
IMK,748.0,0.000121789823969466,0.0,0.0,-0.000121789823969466
RJSNP,747.0,0.00012162700334918597,0.0,0.0,-0.00012162700334918597
BSDL,743.0,0.00012097572086806584,0.0,0.0,-0.00012097572086806584
SPRP,740.0,0.00012048725900722571,0.0,0.0,-0.00012048725900722571
ABSSP,735.0,0.00011967315590582555,0.0,0.0,-0.00011967315590582555
STPI,730.0,0.00011885905280442538,0.0,0.0,-0.00011885905280442538
BPC,724.0,0.00011788212908274516,0.0,0.0,-0.00011788212908274516
DAMK,719.0,0.00011706802598134499,0.0,0.0,-0.00011706802598134499
IVD,718.0,0.00011690520536106495,0.0,0.0,-0.00011690520536106495
ABD,716.0,0.0001165795641205049,0.0,0.0,-0.0001165795641205049
JASP,712.0,0.00011592828163938474,0.0,0.0,-0.00011592828163938474
LoRP,705.0,0.00011478853729742451,0.0,0.0,-0.00011478853729742451
RJnPty,699.0,0.0001138116135757443,0.0,0.0,-0.0001138116135757443
JVBP,696.0,0.00011332315171490419,0.0,0.0,-0.00011332315171490419
PLP,692.0,0.00011267186923378405,0.0,0.0,-0.00011267186923378405
UBM,689.0,0.00011218340737294394,0.0,0.0,-0.00011218340737294394
SAVIPA,688.0,0.00011202058675266393,0.0,0.0,-0.00011202058675266393
KHSNP,687.0,0.00011185776613238389,0.0,0.0,-0.00011185776613238389
MKUP,687.0,0.00011185776613238389,0.0,0.0,-0.00011185776613238389
BCUF,649.0,0.00010567058256174256,0.0,0.0,-0.00010567058256174256
AIMAK,645.0,0.00010501930008062244,0.0,0.0,-0.00010501930008062244
AIVP,643.0,0.00010469365884006235,0.0,0.0,-0.00010469365884006235
NDDHP,628.0,0.00010225134953586184,0.0,0.0,-0.00010225134953586184
BNavP,619.0,0.00010078596395334151,0.0,0.0,-0.00010078596395334151
SUTF,614.0,9.997186085194134e-05,0.0,0.0,-9.997186085194134e-05
MYSP,605.0,9.850647526942104e-05,0.0,0.0,-9.850647526942104e-05
DCLF,596.0,9.704108968690071e-05,0.0,0.0,-9.704108968690071e-05
RBP,584.0,9.50872422435403e-05,0.0,0.0,-9.50872422435403e-05
FJP,564.0,9.183082983793961e-05,0.0,0.0,-9.183082983793961e-05
AJNSP,551.0,8.971416177429915e-05,0.0,0.0,-8.971416177429915e-05
PUNP,547.0,8.906287929317902e-05,0.0,0.0,-8.906287929317902e-05
RJAVP,535.0,8.71090318498186e-05,0.0,0.0,-8.71090318498186e-05
REALDP,532.0,8.66205699889785e-05,0.0,0.0,-8.66205699889785e-05
swbi,527.0,8.580646688757832e-05,0.0,0.0,-8.580646688757832e-05
TGPJP,521.0,8.482954316589811e-05,0.0,0.0,-8.482954316589811e-05
KARASP,512.0,8.33641575833778e-05,0.0,0.0,-8.33641575833778e-05
ABLP,503.0,8.189877200085748e-05,0.0,0.0,-8.189877200085748e-05
BSPM,501.0,8.15731307602974e-05,0.0,0.0,-8.15731307602974e-05
DPI,499.0,8.124748951973734e-05,0.0,0.0,-8.124748951973734e-05
CDF,494.0,8.043338641833717e-05,0.0,0.0,-8.043338641833717e-05
BaJD,489.0,7.9619283316937e-05,0.0,0.0,-7.9619283316937e-05
LPSP,478.0,7.782825649385662e-05,0.0,0.0,-7.782825649385662e-05
RVP,477.0,7.766543587357658e-05,0.0,0.0,-7.766543587357658e-05
RAKRD,475.0,7.733979463301652e-05,0.0,0.0,-7.733979463301652e-05
JLokP,473.0,7.701415339245644e-05,0.0,0.0,-7.701415339245644e-05
BDPty,472.0,7.68513327721764e-05,0.0,0.0,-7.68513327721764e-05
RPIE,463.0,7.538594718965609e-05,0.0,0.0,-7.538594718965609e-05
BhaRP,461.0,7.506030594909603e-05,0.0,0.0,-7.506030594909603e-05
UDFS,451.0,7.343209974629568e-05,0.0,0.0,-7.343209974629568e-05
HMRD,447.0,7.278081726517554e-05,0.0,0.0,-7.278081726517554e-05
RAHM,440.0,7.164107292321529e-05,0.0,0.0,-7.164107292321529e-05
bjdi,435.0,7.082696982181513e-05,0.0,0.0,-7.082696982181513e-05
DPPS,429.0,6.985004610013492e-05,0.0,0.0,-6.985004610013492e-05
SJVP,419.0,6.822183989733457e-05,0.0,0.0,-6.822183989733457e-05
AIP,396.0,6.447696563089376e-05,0.0,0.0,-6.447696563089376e-05
GaAP,385.0,6.268593880781339e-05,0.0,0.0,-6.268593880781339e-05
AlPP,370.0,6.024362950361286e-05,0.0,0.0,-6.024362950361286e-05
RDHP,368.0,5.9917988263052795e-05,0.0,0.0,-5.9917988263052795e-05
RSVP,349.0,5.682439647773213e-05,0.0,0.0,-5.682439647773213e-05
DKSP,346.0,5.6335934616892025e-05,0.0,0.0,-5.6335934616892025e-05
ToP,330.0,5.3730804692411475e-05,0.0,0.0,-5.3730804692411475e-05
CoAP,275.0,4.477567057700956e-05,0.0,0.0,-4.477567057700956e-05
DJHP,273.0,4.445002933644949e-05,0.0,0.0,-4.445002933644949e-05
MLJK,265.0,4.314746437420921e-05,0.0,0.0,-4.314746437420921e-05
