state,constituency,candidate,sex,age,category,party,party_symbol,evm_votes,postal_votes,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes,raw_swing,sim_vote_share,sim_rank
Jharkhand,Hazaribagh,BHUBNESHWAR PRASAD MEHTA,MALE,73.0,GENERAL,CPI,Ears of Corn And Sickle,32074.0,35.0,32109.0,1.9256176291556344,2.969256007590287,1667465.0,2019,3.0,False,2.970500375140273,15660.0,,0.0,2.9705003751402734,3.0
Jharkhand,Hazaribagh,MD. MOIN UDDIN AHMAD,MALE,42.0,GENERAL,IND,Tractor Chalata Kisan,15659.0,1.0,15660.0,0.9391501470795488,1.4481469083080725,1667465.0,2019,4.0,False,1.448753803441299,14829.0,,0.0,1.4487538034412992,4.0
Jharkhand,Hazaribagh,RAMAVTAR MAHTO,MALE,34.0,GENERAL,IND,Batsman,14826.0,3.0,14829.0,0.8893140185850977,1.3713007984227592,1667465.0,2019,5.0,False,1.3718754885843567,8793.0,,0.0,1.371875488584357,5.0
Jharkhand,Hazaribagh,VINOD KUMAR,MALE,62.0,SC,BSP,Elephant,8768.0,25.0,8793.0,0.5273274101705283,0.8131261663316016,1667465.0,2019,6.0,False,0.8134669344610053,7539.0,,0.0,0.8134669344610055,6.0
Jharkhand,Hazaribagh,NOTA,,,,NOTA,,7524.0,15.0,7539.0,0.4521234328756525,0.6971634445552081,1667465.0,2019,7.0,False,0.6974556145685794,5612.0,,0.0,0.6974556145685795,7.0
Jharkhand,Hazaribagh,TEKOCHAND MAHTO,MALE,28.0,GENERAL,IND,BUCKET,5608.0,4.0,5612.0,0.3365587883403849,0.5189655459402875,1667465.0,2019,8.0,False,0.5191830360735996,3048.0,,0.0,0.5191830360735997,8.0
Jharkhand,Hazaribagh,GAUTAM KUMAR,MALE,29.0,GENERAL,IND,Air Conditioner,3046.0,2.0,3048.0,0.1827924424200807,0.2818615438392723,1667465.0,2019,9.0,False,0.2819796674897241,2396.0,,0.0,0.28197966748972414,9.0
Jharkhand,Hazaribagh,RAMESHWAR RAM KUSHWAHA,MALE,49.0,GENERAL,AIFB,Lion,2393.0,3.0,2396.0,0.1436911719286461,0.2215683264563308,1667465.0,2019,10.0,False,0.2216611821868041,2181.0,,0.0,0.22166118218680414,10.0
Jharkhand,Hazaribagh,RAJESH RANJAN,MALE,38.0,GENERAL,SUCI(C),Scissors,2179.0,2.0,2181.0,0.1307973480702743,0.2016863606015265,1667465.0,2019,11.0,False,0.2017708841191234,2137.0,,0.0,0.20177088411912342,11.0
Jharkhand,Hazaribagh,RAJNI DEVI,FEMALE,39.0,GENERAL,JPJD,Diesel Pump,2131.0,6.0,2137.0,0.1281586120248401,0.1976174931707759,1667465.0,2019,12.0,False,0.197700311491319,1842.0,,0.0,0.19770031149131903,12.0
Jharkhand,Hazaribagh,BHAWESH KUMAR MISHRA,MALE,43.0,GENERAL,BJKD,Water Melon,1840.0,2.0,1842.0,0.1104670862656787,0.1703375865327886,1667465.0,2019,13.0,False,0.1704089722821758,1802.0,,0.0,0.17040897228217583,13.0
Jharkhand,Hazaribagh,MD. MUBARAK,MALE,45.0,GENERAL,JAC,Ganna Kisan,1795.0,7.0,1802.0,0.1080682353152839,0.1666386161411971,1667465.0,2019,14.0,False,0.1667084517114445,1716.0,,0.0,0.16670845171144452,14.0
Jharkhand,Hazaribagh,MISBAHUL ISLAM,MALE,47.0,GENERAL,PPID,Black Board,1716.0,0.0,1716.0,0.1029107057719352,0.1586858297992753,1667465.0,2019,15.0,False,0.1587523324843722,1690.0,,0.0,0.15875233248437223,15.0
Jharkhand,Hazaribagh,KRISHAN KUMAR SINGH,MALE,28.0,ST,BHAPRAP,Ludo,1688.0,2.0,1690.0,0.1013514526541786,0.1562814990447409,1667465.0,2019,16.0,False,0.1563469941133969,1527.0,,0.0,0.15634699411339692,16.0
Jharkhand,Hazaribagh,JAGAT KUMAR SONI,MALE,35.0,GENERAL,BHAZS,Football,1527.0,0.0,1527.0,0.0915761350313199,0.1412081946990055,1667465.0,2019,17.0,False,0.1412673727876669,,,0.0,0.14126737278766693,17.0
Jharkhand,Jamshedpur,Bidyut Baran Mahato,MALE,56.0,GENERAL,BJP,Lotus,678984.0,648.0,679632.0,39.901390200900735,59.38622559586588,1703279.0,2019,1.0,True,59.39665765329577,377542.0,302090.0,0.0,59.39665765329576,1.0
Jharkhand,Jamshedpur,Champai Soren,MALE,62.0,ST,JMM,Bow & Arrow,377352.0,190.0,377542.0,22.16559941148808,32.98960964744803,1703279.0,2019,2.0,False,32.995404753955945,9542.0,,0.0,32.995404753955945,2.0
Jharkhand,Jamshedpur,Anjana Mahata,FEMALE,38.0,GENERAL,AITC,Flowers and Grass,9518.0,24.0,9542.0,0.5602135645422741,0.833779699360466,1703279.0,2019,3.0,False,0.833926164935948,9288.0,,0.0,0.8339261649359478,3.0
Jharkhand,Jamshedpur,Surya Singh Besra,MALE,57.0,ST,JKPP,Pot,9280.0,8.0,9288.0,0.5453011514848712,0.8115851862984709,1703279.0,2019,4.0,False,0.8117277530837439,7665.0,,0.0,0.8117277530837438,4.0
Jharkhand,Jamshedpur,Shekh Akhir Uddin,MALE,54.0,GENERAL,JKP(N),Football,7665.0,0.0,7665.0,0.4500143546653249,0.6697674906306824,1703279.0,2019,5.0,False,0.6698851450674954,6665.0,,0.0,0.6698851450674953,5.0
Jharkhand,Jamshedpur,Angad Mahato,MALE,51.0,GENERAL,AMB,Battery torch,6664.0,1.0,6665.0,0.3913040670377548,0.5823875179456619,1703279.0,2019,6.0,False,0.5824898228147236,6272.0,,0.0,0.5824898228147236,6.0
Jharkhand,Jamshedpur,Sabita Kaivarto,FEMALE,35.0,GENERAL,AHNP,CHAPATI ROLLER,6270.0,2.0,6272.0,0.3682309240001197,0.5480471886804488,1703279.0,2019,7.0,False,0.5481434611693844,5813.0,,0.0,0.5481434611693844,7.0
Jharkhand,Jamshedpur,NOTA,,,,NOTA,,5802.0,11.0,5813.0,0.3412829019790651,0.5079397812180244,1703279.0,2019,8.0,False,0.5080290082553621,4850.0,,0.0,0.508029008255362,8.0
Jharkhand,Jamshedpur,Subrat Kumar Pradhan,MALE,53.0,GENERAL,APoI,Coat,4848.0,2.0,4850.0,0.284744894993715,0.4237928675223496,1703279.0,2019,9.0,False,0.423867312925943,4630.0,,0.0,0.423867312925943,9.0
Jharkhand,Jamshedpur,Ranjit Kumar Singh,MALE,54.0,ST,JKP,Basket containing Fruits,4625.0,5.0,4630.0,0.2718286317156496,0.4045692735316451,1703279.0,2019,10.0,False,0.4046403420303331,3969.0,,0.0,0.40464034203033306,10.0
Jharkhand,Jamshedpur,Mubin Khan,MALE,59.0,GENERAL,IND,Almirah,3969.0,0.0,3969.0,0.2330211315938258,0.3468111115868465,1703279.0,2019,11.0,False,0.346872034021251,3518.0,,0.0,0.34687203402125094,11.0
Jharkhand,Jamshedpur,Deepak Kumar Giri,MALE,37.0,GENERAL,IND,Tractor Chalata Kisan,3518.0,0.0,3518.0,0.2065427918737916,0.3074027439059023,1703279.0,2019,12.0,False,0.307456743685251,3359.0,,0.0,0.307456743685251,12.0
Jharkhand,Jamshedpur,Ashraf Hussain,MALE,39.0,GENERAL,BSP,Elephant,3350.0,9.0,3359.0,0.197207856141008,0.2935093282489839,1703279.0,2019,13.0,False,0.2935608874470602,3239.0,,0.0,0.29356088744706016,13.0
Jharkhand,Jamshedpur,Rakesh Kumar,MALE,42.0,GENERAL,IND,Cauliflower,3239.0,0.0,3239.0,0.1901626216256996,0.2830237315267815,1703279.0,2019,14.0,False,0.2830734487767277,2481.0,,0.0,0.28307344877672763,14.0
Jharkhand,Jamshedpur,Mahesh Kumar,MALE,36.0,GENERAL,RTORP,Auto- Rickshaw,2481.0,0.0,2481.0,0.1456602236040014,0.2167897122315359,1703279.0,2019,15.0,False,0.2168277945091267,2471.0,,0.0,0.21682779450912668,15.0
Jharkhand,Jamshedpur,Panmani Singh,FEMALE,62.0,ST,SUCI(C),Glass Tumbler,2470.0,1.0,2471.0,0.1450731207277257,0.2159159125046857,1703279.0,2019,16.0,False,0.2159538412865989,2366.0,,0.0,0.21595384128659886,16.0
Jharkhand,Jamshedpur,Asit Kumar Singh,MALE,49.0,ST,IND,Cup & Saucer,2365.0,1.0,2366.0,0.1389085405268308,0.2067410153727585,1703279.0,2019,17.0,False,0.2067773324500579,1874.0,,0.0,0.20677733245005786,17.0
Jharkhand,Jamshedpur,Malay Kumar Mahato,MALE,37.0,GENERAL,CPIM,Saw,1873.0,1.0,1874.0,0.1100230790140664,0.1637500688117285,1703279.0,2019,18.0,False,0.1637788339016942,1789.0,,0.0,0.16377883390169418,18.0
Jharkhand,Jamshedpur,Asjadullah Imran,MALE,49.0,GENERAL,BHAPRAP,Ludo,1788.0,1.0,1789.0,0.1050327045657229,0.1563227711335017,1703279.0,2019,19.0,False,0.1563502315102086,1587.0,,0.0,0.15635023151020858,19.0
Jharkhand,Jamshedpur,Chandra Shekhar Mahato,MALE,47.0,GENERAL,PPID,Black Board,1585.0,2.0,1587.0,0.0931732264649537,0.1386720166511276,1703279.0,2019,20.0,False,0.1386963764151487,1524.0,,0.0,0.13869637641514868,20.0
Jharkhand,Jamshedpur,Dinesh Mahato,MALE,46.0,GENERAL,IND,Matchbox,1524.0,0.0,1524.0,0.0894744783444168,0.1331670783719713,1703279.0,2019,21.0,False,0.1331904711132241,1496.0,,0.0,0.13319047111322407,21.0
Jharkhand,Jamshedpur,Shailesh Kumar Singh,MALE,49.0,ST,IND,Plate Containing Food,1495.0,1.0,1496.0,0.0878305902908449,0.1307204391367907,1703279.0,2019,22.0,False,0.1307434020901465,1463.0,,0.0,0.13074340209014648,22.0
Jharkhand,Jamshedpur,Qamar Raza Khan,MALE,34.0,GENERAL,BYPP,Letter Box,1463.0,0.0,1463.0,0.085893150799135,0.127836900038185,1703279.0,2019,23.0,False,0.127859356455805,1191.0,,0.0,0.127859356455805,23.0
Jharkhand,Jamshedpur,Sarita Anand,FEMALE,38.0,GENERAL,IND,Truck,1189.0,2.0,1191.0,0.069923952564436,0.1040695474678594,1703279.0,2019,24.0,False,0.1040878288030511,,,0.0,0.10408782880305109,24.0
Jharkhand,Khunti,ARJUN MUNDA,MALE,50.0,ST,BJP,Lotus,381566.0,1072.0,382638.0,31.815868771327654,45.944089698547366,1202664.0,2019,1.0,True,45.96931438518844,381193.0,1445.0,0.0,45.96931438518844,1.0
Jharkhand,Khunti,KALI CHARAN MUNDA,MALE,57.0,ST,INC,Hand,380468.0,725.0,381193.0,31.695718837514057,45.7705857349724,1202664.0,2019,2.0,False,45.79571516272074,21245.0,,0.0,45.79571516272074,2.0
Jharkhand,Khunti,NOTA,,,,NOTA,,21236.0,9.0,21245.0,1.7664950476608594,2.550928516367007,1202664.0,2019,3.0,False,2.552329052821017,10989.0,,0.0,2.552329052821017,3.0
Jharkhand,Khunti,MEENAKSHI MUNDA,FEMALE,40.0,ST,IND,Pot,10976.0,13.0,10989.0,0.9137215381852288,1.3194706267995782,1202664.0,2019,4.0,False,1.3201950558460889,8838.0,,0.0,1.3201950558460889,4.0
Jharkhand,Khunti,AJAY TOPNO,MALE,50.0,ST,JKP,Basket containing Fruits,8770.0,68.0,8838.0,0.7348685917263674,1.0611958685644438,1202664.0,2019,5.0,False,1.061778497003161,7663.0,,0.0,1.061778497003161,5.0
Jharkhand,Khunti,INDUMATI MUNDU,FEMALE,50.0,ST,BSP,Elephant,7634.0,29.0,7663.0,0.6371688185561387,0.9201113307093612,1202664.0,2019,6.0,False,0.9206164994948204,5255.0,,0.0,0.9206164994948203,6.0
Jharkhand,Khunti,SUKHRAM HERENJ,MALE,65.0,ST,IND,Stool,5254.0,1.0,5255.0,0.4369466451145125,0.6309780820667744,1202664.0,2019,7.0,False,0.631324508005387,4560.0,,0.0,0.631324508005387,7.0
Jharkhand,Khunti,NIYARAN HERENJ,MALE,45.0,ST,IND,Helicopter,4559.0,1.0,4560.0,0.3791582686436112,0.5475280788248318,1202664.0,2019,8.0,False,0.5478286882025813,3895.0,,0.0,0.5478286882025813,8.0
Jharkhand,Khunti,SIBIL KANDULNA,FEMALE,64.0,ST,RTSGP,Envelope,3888.0,7.0,3895.0,0.3238643544664179,0.4676802339962105,1202664.0,2019,9.0,False,0.4679370045063715,2373.0,,0.0,0.46793700450637155,9.0
Jharkhand,Khunti,ABINASHI MUNDU,FEMALE,35.0,ST,HBP,Boat with Man and Sail,2362.0,11.0,2373.0,0.1973119674323003,0.2849307304937118,1202664.0,2019,10.0,False,0.285087166031738,1864.0,,0.0,0.285087166031738,10.0
Jharkhand,Khunti,NEEL JUSTINE BECK,MALE,47.0,ST,BMSM,HOCKEY & BALL,1850.0,14.0,1864.0,0.1549892571823884,0.223814109414361,1202664.0,2019,11.0,False,0.223936990089827,1864.0,,0.0,0.223936990089827,11.0
Jharkhand,Khunti,MUNNA BARAIK,MALE,26.0,ST,AHNP,CHAPATI ROLLER,1863.0,1.0,1864.0,0.1549892571823884,0.223814109414361,1202664.0,2019,12.0,False,0.223936990089827,,,0.0,0.223936990089827,12.0
Jharkhand,Kodarma,ANNPURNA DEVI,FEMALE,50.0,GENERAL,BJP,Lotus,751996.0,1020.0,753016.0,41.50849583132363,62.25016760894167,1814125.0,2019,1.0,True,62.2563435220468,297416.0,455600.0,0.0,62.256343522046784,1.0
Jharkhand,Kodarma,BABU LAL MARANDI,MALE,61.0,ST,JVM,Comb,297232.0,184.0,297416.0,16.394460139185558,24.586723057120963,1814125.0,2019,2.0,False,24.58916233513374,68207.0,,0.0,24.589162335133736,2.0
Jharkhand,Kodarma,RAJ KUMAR YADAV,MALE,46.0,GENERAL,CPI(ML)(L),Flag with Three Stars,68184.0,23.0,68207.0,3.759773995727968,5.638521866870139,1814125.0,2019,3.0,False,5.639081271325238,31164.0,,0.0,5.639081271325237,3.0
Jharkhand,Kodarma,NOTA,,,,NOTA,,31156.0,8.0,31164.0,1.7178529594156962,2.5762589684217314,1814125.0,2019,4.0,False,2.576514562135554,14119.0,,0.0,2.5765145621355536,4.0
Jharkhand,Kodarma,KANCHAN KUMARI,FEMALE,28.0,GENERAL,AITC,Flowers and Grass,14082.0,37.0,14119.0,0.7782815406876593,1.1671865092782194,1814125.0,2019,5.0,False,1.1673023072388615,9421.0,,0.0,1.1673023072388613,5.0
Jharkhand,Kodarma,MD. MAHBOOB ALAM,MALE,52.0,GENERAL,IND,Cup & Saucer,9421.0,0.0,9421.0,0.5193137187349273,0.7788132377583472,1814125.0,2019,6.0,False,0.7788905047451885,6359.0,,0.0,0.7788905047451884,6.0
Jharkhand,Kodarma,SARFARAJ AHMAD,MALE,31.0,GENERAL,BSP,Elephant,6350.0,9.0,6359.0,0.3505271136222697,0.5256844686238541,1814125.0,2019,7.0,False,0.5257366224046973,6207.0,,0.0,0.5257366224046972,7.0
Jharkhand,Kodarma,PRADIP TURI,MALE,37.0,GENERAL,IND,Basket containing Fruits,6206.0,1.0,6207.0,0.3421484186591332,0.5131189647347479,1814125.0,2019,8.0,False,0.5131698718770178,6156.0,,0.0,0.5131698718770178,8.0
Jharkhand,Kodarma,RAMESHWAR PRASAD YADAV,MALE,44.0,GENERAL,IND,Football Player,6156.0,0.0,6156.0,0.3393371460070282,0.508902907508798,1814125.0,2019,9.0,False,0.50895339637102,4060.0,,0.0,0.50895339637102,9.0
Jharkhand,Kodarma,SHIVNATH SAW,MALE,33.0,GENERAL,AIFB,Lion,4060.0,0.0,4060.0,0.2237993523048301,0.335631222301124,1814125.0,2019,10.0,False,0.3356645206735447,3265.0,,0.0,0.3356645206735447,10.0
Jharkhand,Kodarma,AVADHESH KUMAR SINGH,MALE,46.0,GENERAL,VSP,Auto- Rickshaw,3264.0,1.0,3265.0,0.1799765727278991,0.2699103302495492,1814125.0,2019,11.0,False,0.2699371083741683,3254.0,,0.0,0.26993710837416823,11.0
Jharkhand,Kodarma,BAYAS KUMAR,MALE,28.0,GENERAL,MOSP,HOCKEY & BALL,3254.0,0.0,3254.0,0.1793702198029353,0.2690009845733639,1814125.0,2019,12.0,False,0.2690276724807179,2496.0,,0.0,0.2690276724807179,12.0
Jharkhand,Kodarma,AJAY KRISHNA,MALE,50.0,GENERAL,RJANSWP,Pineapple,2496.0,0.0,2496.0,0.1375869909736098,0.2063388007053216,1814125.0,2019,13.0,False,0.2063592718229477,2220.0,,0.0,0.20635927182294767,13.0
Jharkhand,Kodarma,TUKLAL NAYAK,MALE,58.0,GENERAL,HND,Water Tank,2219.0,1.0,2220.0,0.1223730448563357,0.1835224910119446,1814125.0,2019,14.0,False,0.1835406984963717,2181.0,,0.0,0.18354069849637167,14.0
Jharkhand,Kodarma,DAYANAND KUMAR,MALE,39.0,GENERAL,JAC,Ganna Kisan,2178.0,3.0,2181.0,0.120223248122373,0.180298447250924,1814125.0,2019,15.0,False,0.1803163348741382,,,0.0,0.18031633487413817,15.0
Jharkhand,Lohardaga,SUDARSHAN BHAGAT,MALE,52.0,ST,BJP,Lotus,369527.0,2068.0,371595.0,30.10606941989134,45.40688957399309,1234286.0,2019,1.0,True,45.452265916457705,361232.0,10363.0,0.0,45.45226591645771,1.0
Jharkhand,Lohardaga,SUKHDEO BHAGAT,MALE,57.0,ST,INC,Hand,360068.0,1164.0,361232.0,29.26647470683456,44.140587291520795,1234286.0,2019,2.0,False,44.184698183597334,19546.0,,0.0,44.184698183597334,2.0
Jharkhand,Lohardaga,DEOKUMAR DHAN,MALE,53.0,ST,JKP,Basket containing Fruits,19397.0,149.0,19546.0,1.58358759639176,2.3884149776322845,1234286.0,2019,3.0,False,2.390801785823497,10783.0,,0.0,2.390801785823497,3.0
Jharkhand,Lohardaga,NOTA,,,,NOTA,,10770.0,13.0,10783.0,0.8736224829577586,1.3176239999902244,1234286.0,2019,4.0,False,1.3189407375695676,10663.0,,0.0,1.3189407375695679,4.0
Jharkhand,Lohardaga,SANJAY ORAON,MALE,41.0,ST,IND,Air Conditioner,10658.0,5.0,10663.0,0.8639002629860502,1.3029606521279573,1234286.0,2019,5.0,False,1.3042627362240842,9643.0,,0.0,1.3042627362240844,5.0
Jharkhand,Lohardaga,DINESH ORAON,MALE,26.0,ST,AITC,Flowers and Grass,9500.0,143.0,9643.0,0.7812613932265294,1.1783221952986862,1234286.0,2019,6.0,False,1.1794997247874748,8950.0,,0.0,1.179499724787475,6.0
Jharkhand,Lohardaga,RAGHUNATH MAHLI,MALE,47.0,ST,IND,Tractor Chalata Kisan,8948.0,2.0,8950.0,0.7251155728899137,1.0936413613940934,1234286.0,2019,7.0,False,1.0947342670173077,5263.0,,0.0,1.094734267017308,7.0
Jharkhand,Lohardaga,SANIYA ORAON,MALE,49.0,ST,IND,Helicopter,5256.0,7.0,5263.0,0.4264003642591749,0.6431099983259345,1234286.0,2019,8.0,False,0.6437526756773286,4061.0,,0.0,0.6437526756773287,8.0
Jharkhand,Lohardaga,KALINDRA ORAON,MALE,43.0,ST,IND,Jackfruit,4052.0,9.0,4061.0,0.3290161275425631,0.4962321305722249,1234286.0,2019,9.0,False,0.496728028866736,4048.0,,0.0,0.4967280288667361,9.0
Jharkhand,Lohardaga,SHARVAN KUMAR PANNA,MALE,40.0,ST,BSP,Elephant,3992.0,56.0,4048.0,0.327962887045628,0.4946436012204793,1234286.0,2019,10.0,False,0.4951379120543086,2880.0,,0.0,0.49513791205430874,10.0
Jharkhand,Lohardaga,AJIT KUMAR BHAGAT,MALE,34.0,ST,IND,Football,2867.0,13.0,2880.0,0.2333332793210001,0.3519203486944121,1234286.0,2019,11.0,False,0.3522720322916029,2341.0,,0.0,0.352272032291603,11.0
Jharkhand,Lohardaga,EKUS DHAN,MALE,65.0,ST,IND,Football Player,2335.0,6.0,2341.0,0.1896643079480768,0.2860574778797288,1234286.0,2019,12.0,False,0.2863433429148064,2339.0,,0.0,0.2863433429148064,12.0
Jharkhand,Lohardaga,ANAND PAUL TIRKEY,MALE,27.0,ST,IND,Ganna Kisan,2297.0,42.0,2339.0,0.1895022709485483,0.285813088748691,1234286.0,2019,13.0,False,0.2860987095590483,2317.0,,0.0,0.28609870955904837,13.0
Jharkhand,Lohardaga,ALON BAXLA,MALE,47.0,ST,IND,COMPUTER,2304.0,13.0,2317.0,0.1877198639537352,0.2831248083072753,1234286.0,2019,14.0,False,0.2834077426457097,1889.0,,0.0,0.2834077426457097,14.0
Jharkhand,Lohardaga,AMBER SAURAV KUNAL,MALE,25.0,ST,IND,Balloon,1889.0,0.0,1889.0,0.1530439460546421,0.230825534265189,1234286.0,2019,15.0,False,0.2310562045134854,,,0.0,0.23105620451348546,15.0
Jharkhand,Palamau,VISHNU DAYAL RAM,MALE,68.0,SC,BJP,Lotus,753240.0,2419.0,755659.0,40.163842501571935,62.429177826649465,1881441.0,2019,1.0,True,62.46421772486313,278053.0,477606.0,0.0,62.46421772486313,1.0
Jharkhand,Palamau,GHURAN RAM,MALE,51.0,SC,RJD,Hurricane Lamp,276967.0,1086.0,278053.0,14.778725455648091,22.971499290332495,1881441.0,2019,2.0,False,22.98439260440406,53597.0,,0.0,22.98439260440406,2.0
Jharkhand,Palamau,ANJANA BHUIYAN,FEMALE,47.0,SC,BSP,Elephant,53452.0,145.0,53597.0,2.8487207411765767,4.427945202763325,1881441.0,2019,3.0,False,4.4304304949712625,19491.0,,0.0,4.4304304949712625,3.0
Jharkhand,Palamau,DINESH RAM,MALE,40.0,SC,IND,Cup & Saucer,19490.0,1.0,19491.0,1.0359612658595192,1.6102595284635326,1881441.0,2019,4.0,False,1.6111633258854952,13961.0,,0.0,1.6111633258854952,4.0
Jharkhand,Palamau,VIJAY KUMAR,MALE,28.0,SC,IND,BELT,13958.0,3.0,13961.0,0.7420376190377482,1.1533955813903536,1881441.0,2019,5.0,False,1.1540429527826892,13097.0,,0.0,1.1540429527826892,5.0
Jharkhand,Palamau,RAM JI PASWAN,MALE,65.0,SC,IND,Basket containing Fruits,13094.0,3.0,13097.0,0.6961153711437138,1.0820157531315422,1881441.0,2019,6.0,False,1.082623060854873,13047.0,,0.0,1.082623060854873,6.0
Jharkhand,Palamau,AMINDRA PASWAN,MALE,33.0,SC,BLSD,Tractor Chalata Kisan,13039.0,8.0,13047.0,0.693457833649846,1.0778849760332312,1881441.0,2019,7.0,False,1.0784899652571984,9442.0,,0.0,1.0784899652571984,7.0
Jharkhand,Palamau,SATYENDRA KUMAR PASWAN,MALE,40.0,SC,IND,Batsman,9437.0,5.0,9442.0,0.5018493803419826,0.7800559472450196,1881441.0,2019,8.0,False,0.780493772664863,7267.0,,0.0,0.780493772664863,8.0
Jharkhand,Palamau,JORAWAR RAM,MALE,69.0,SC,IND,Black Board,7260.0,7.0,7267.0,0.3862464993587362,0.6003671434684978,1881441.0,2019,9.0,False,0.6007041141660199,5851.0,,0.0,0.6007041141660199,9.0
Jharkhand,Palamau,SHRAWAN KUMAR RAVI,MALE,37.0,SC,IND,Bat,5850.0,1.0,5851.0,0.310985037532402,0.4833835360443347,1881441.0,2019,10.0,False,0.4836548468398765,5808.0,,0.0,0.4836548468398765,10.0
Jharkhand,Palamau,NOTA,,,,NOTA,,5762.0,46.0,5808.0,0.3086995552876758,0.4798310677397875,1881441.0,2019,11.0,False,0.4801003846258763,5099.0,,0.0,0.48010038462587623,11.0
Jharkhand,Palamau,UMESH KUMAR PASWAN,MALE,34.0,SC,VPI,Gas Cylinder,5094.0,5.0,5099.0,0.2710156736246313,0.4212566484857397,1881441.0,2019,12.0,False,0.4214930890508511,5004.0,,0.0,0.4214930890508511,12.0
Jharkhand,Palamau,SUSHMA MEHTA,FEMALE,40.0,SC,CPI(ML)(L),Flag with Three Stars,4996.0,8.0,5004.0,0.2659663523862826,0.4134081719989491,1881441.0,2019,13.0,False,0.4136402074152694,4929.0,,0.0,0.4136402074152694,13.0
Jharkhand,Palamau,VIJAY RAM,MALE,36.0,SC,IND,FLUTE,4928.0,1.0,4929.0,0.261980046145481,0.4072120063514829,1881441.0,2019,14.0,False,0.4074405640187576,4164.0,,0.0,0.4074405640187576,14.0
Jharkhand,Palamau,UDAY KUMAR PASWAN,MALE,31.0,SC,JSVP,Auto- Rickshaw,4163.0,1.0,4164.0,0.2213197224893047,0.344011116747327,1881441.0,2019,15.0,False,0.3442042013743369,4121.0,,0.0,0.3442042013743369,15.0
Jharkhand,Palamau,BALKESH PRASAD PASWAN,MALE,54.0,SC,ANC,Gramophone,4100.0,21.0,4121.0,0.2190342402445785,0.3404586484427796,1881441.0,2019,16.0,False,0.3406497391603368,3093.0,,0.0,0.3406497391603368,16.0
Jharkhand,Palamau,SHAYAM NARAYN BHUIAN,MALE,61.0,SC,BMUP,Cot,3091.0,2.0,3093.0,0.1643952693706579,0.2555298713015087,1881441.0,2019,17.0,False,0.2556732936721479,2861.0,,0.0,0.2556732936721479,17.0
Jharkhand,Palamau,BABAN BHUIYA,MALE,31.0,SC,JPJD,Diesel Pump,2857.0,4.0,2861.0,0.1520642953991116,0.2363630655653464,1881441.0,2019,18.0,False,0.236495730098938,2783.0,,0.0,0.236495730098938,18.0
Jharkhand,Palamau,PRAYAG RAM,MALE,45.0,SC,PSS,Pressure Cooker,2774.0,9.0,2783.0,0.1479185369086779,0.2299190532919815,1881441.0,2019,19.0,False,0.2300481009665657,2420.0,,0.0,0.23004810096656567,19.0
Jharkhand,Palamau,MADAN RAM,MALE,52.0,SC,CPIM,Saw,2417.0,3.0,2420.0,0.1286248147031982,0.1999296115582448,1881441.0,2019,20.0,False,0.2000418269274484,,,0.0,0.2000418269274484,20.0
Jharkhand,Rajmahal,VIJAY KUMAR HANSDAK,MALE,36.0,ST,JMM,Bow & Arrow,506589.0,1241.0,507830.0,34.91593992447932,48.46385895731557,1454436.0,2019,1.0,True,48.47292577627983,408635.0,99195.0,0.0,48.47292577627983,1.0
Jharkhand,Rajmahal,HEMLAL MURMU,MALE,63.0,ST,BJP,Lotus,407626.0,1009.0,408635.0,28.09577045672687,38.99735936242965,1454436.0,2019,2.0,False,39.00465514953845,35586.0,,0.0,39.00465514953845,2.0
Jharkhand,Rajmahal,GOPIN SOREN,MALE,56.0,ST,CPIM,"Hammer, Sickle and Star",35577.0,9.0,35586.0,2.4467216158015894,3.39608704656092,1454436.0,2019,3.0,False,3.3967224005566705,17427.0,,0.0,3.3967224005566705,3.0
Jharkhand,Rajmahal,MONIKA KISKU,FEMALE,32.0,ST,AITC,Flowers and Grass,17400.0,27.0,17427.0,1.1981964142801746,1.6631149598273804,1454436.0,2019,4.0,False,1.663426102245296,12919.0,,0.0,1.663426102245296,4.0
Jharkhand,Rajmahal,NOTA,,,,NOTA,,12898.0,21.0,12919.0,0.8882480906688228,1.2329019433069337,1454436.0,2019,5.0,False,1.2331325996962743,12130.0,,0.0,1.2331325996962743,5.0
Jharkhand,Rajmahal,MANDAL HANSDA,MALE,65.0,ST,IND,Bat,12128.0,2.0,12130.0,0.8340002585194536,1.1576051220925072,1454436.0,2019,6.0,False,1.157821691641444,10374.0,,0.0,1.157821691641444,6.0
Jharkhand,Rajmahal,BAIDHNATH PAHADIYA,MALE,31.0,ST,BSP,Elephant,10360.0,14.0,10374.0,0.7132661732795393,0.9900243641045072,1454436.0,2019,7.0,False,0.990209581952872,9077.0,,0.0,0.990209581952872,7.0
Jharkhand,Rajmahal,MAHENDRA HANSDA,MALE,43.0,ST,IND,Diesel Pump,9074.0,3.0,9077.0,0.6240907128261401,0.866247460283074,1454436.0,2019,8.0,False,0.8664095214368825,8234.0,,0.0,0.8664095214368825,8.0
Jharkhand,Rajmahal,MANGAL MARANDI,MALE,34.0,ST,IND,Television,8232.0,2.0,8234.0,0.5661301012901221,0.7857972444608166,1454436.0,2019,9.0,False,0.7859442546558654,7543.0,,0.0,0.7859442546558654,9.0
