state,constituency,candidate,gender,age,category,party,party_symbol,total_votes_polled_in_the_constituency,valid_votes,evm_votes,postal_votes,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,over_total_valid_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes,raw_swing,sim_vote_share,sim_rank
Andhra Pradesh,Chittoor,THOGURU VIJAYA KUMAR,MALE,64.0,SC,BSP,Elephant,1425910.0,1406881.0,13389.0,122.0,13511.0,0.82,0.95,0.96,1643593.0,2024,4.0,False,0.9522453636976806,11976.0,,0.0,0.952245363697681,4.0
Andhra Pradesh,Chittoor,NOTA,,,,NOTA,NOTA,1425910.0,1406881.0,11812.0,164.0,11976.0,0.73,0.84,0.85,1643593.0,2024,5.0,False,0.8440596903000092,6973.0,,0.0,0.8440596903000095,5.0
Andhra Pradesh,Chittoor,YUGANDAR . KONDA,MALE,36.0,SC,IND,Glass tumbler,1425910.0,1406881.0,6889.0,84.0,6973.0,0.42,0.49,0.5,1643593.0,2024,6.0,False,0.4914519222162627,3956.0,,0.0,0.4914519222162629,6.0
Andhra Pradesh,Chittoor,K.MUNI KRISHNA,MALE,35.0,SC,IND,Almirah,1425910.0,1406881.0,3954.0,2.0,3956.0,0.24,0.28,0.28,1643593.0,2024,7.0,False,0.2788159765219469,2833.0,,0.0,0.278815976521947,7.0
Andhra Pradesh,Chittoor,P.JANAKI RAMA RAO ( BABU),MALE,52.0,SC,NMSP,Hockey and ball,1425910.0,1406881.0,2822.0,11.0,2833.0,0.17,0.2,0.2,1643593.0,2024,8.0,False,0.1996677607398067,2366.0,,0.0,0.19966776073980672,8.0
Andhra Pradesh,Chittoor,PETA.MOHAN .,MALE,35.0,SC,IND,Cot,1425910.0,1406881.0,2365.0,1.0,2366.0,0.14,0.17,0.17,1643593.0,2024,9.0,False,0.166753943491134,1935.0,,0.0,0.16675394349113407,9.0
Andhra Pradesh,Chittoor,C.SUDHAKAR,MALE,48.0,SC,IND,Camera,1425910.0,1406881.0,1934.0,1.0,1935.0,0.12,0.14,0.14,1643593.0,2024,10.0,False,0.1363773798205175,1885.0,,0.0,0.13637737982051756,10.0
Andhra Pradesh,Chittoor,N.CHANDRABABU,MALE,40.0,SC,IND,Bangles,1425910.0,1406881.0,1878.0,7.0,1885.0,0.11,0.13,0.13,1643593.0,2024,11.0,False,0.1328534165176617,1578.0,,0.0,0.13285341651766172,11.0
Andhra Pradesh,Chittoor,MADASI SUDHARSHAN,MALE,32.0,SC,IND,Bucket,1425910.0,1406881.0,1575.0,3.0,1578.0,0.1,0.11,0.11,1643593.0,2024,12.0,False,0.1112162818381274,1119.0,,0.0,0.11121628183812743,12.0
Andhra Pradesh,Chittoor,D.MAHESH,MALE,36.0,SC,IND,Bat,1425910.0,1406881.0,1109.0,10.0,1119.0,0.07,0.08,0.08,1643593.0,2024,13.0,False,0.0788662987179116,906.0,,0.0,0.07886629871791163,13.0
Andhra Pradesh,Chittoor,P.MADHU,MALE,34.0,SC,IND,Stumps,1425910.0,1406881.0,902.0,4.0,906.0,0.06,0.06,0.06,1643593.0,2024,14.0,False,0.0638542150477461,894.0,,0.0,0.06385421504774612,14.0
Andhra Pradesh,Chittoor,N.BHUPATHI,MALE,33.0,SC,IND,Ganna kisan,1425910.0,1406881.0,862.0,32.0,894.0,0.05,0.06,0.06,1643593.0,2024,15.0,False,0.0630084638550608,857.0,,0.0,0.06300846385506081,15.0
Andhra Pradesh,Chittoor,A. PURNA CHANDRA,MALE,37.0,SC,IND,Rubber stamp,1425910.0,1406881.0,856.0,1.0,857.0,0.05,0.06,0.06,1643593.0,2024,16.0,False,0.0604007310109475,676.0,,0.0,0.06040073101094751,16.0
Andhra Pradesh,Chittoor,PALLIPATTU.ABHINAV VISHNU,MALE,32.0,SC,SP,Bicycle pump,1425910.0,1406881.0,670.0,6.0,676.0,0.04,0.05,0.05,1643593.0,2024,17.0,False,0.0476439838546097,552.0,,0.0,0.04764398385460972,17.0
Andhra Pradesh,Chittoor,N.GANGAIAH .,MALE,34.0,SC,IND,Apple,1425910.0,1406881.0,547.0,5.0,552.0,0.03,0.04,0.04,1643593.0,2024,18.0,False,0.0389045548635274,534.0,,0.0,0.03890455486352741,18.0
Andhra Pradesh,Chittoor,T NARESH,MALE,30.0,SC,IND,Batsman,1425910.0,1406881.0,532.0,2.0,534.0,0.03,0.04,0.04,1643593.0,2024,19.0,False,0.0376359280744994,493.0,,0.0,0.037635928074499406,19.0
Andhra Pradesh,Chittoor,BANDAPALLI RAMESH,MALE,37.0,SC,IND,Air conditioner,1425910.0,1406881.0,490.0,3.0,493.0,0.03,0.03,0.04,1643593.0,2024,20.0,False,0.0347462781661576,,,0.0,0.034746278166157614,20.0
Andhra Pradesh,Eluru,PUTTA MAHESH KUMAR,MALE,39.0,GENERAL,TDP,Bicycle,1387990.0,1359534.0,737644.0,8707.0,746351.0,45.56,53.77,54.9,1638116.0,2024,1.0,True,54.00322275114703,564494.0,181857.0,0.0,54.00322275114703,1.0
Andhra Pradesh,Eluru,KARUMURI SUNIL KUMAR,MALE,33.0,GENERAL,YSRCP,Ceiling fan,1387990.0,1359534.0,559318.0,5176.0,564494.0,34.46,40.67,41.52,1638116.0,2024,2.0,False,40.844716793688214,22515.0,,0.0,40.844716793688214,2.0
Andhra Pradesh,Eluru,NOTA,,,,NOTA,NOTA,1387990.0,1359534.0,22371.0,144.0,22515.0,1.37,1.62,1.66,1638116.0,2024,3.0,False,1.6291028755130967,20826.0,,0.0,1.6291028755130967,3.0
Andhra Pradesh,Eluru,KAVURI LAVANYA,FEMALE,47.0,GENERAL,INC,Hand,1387990.0,1359534.0,19820.0,1006.0,20826.0,1.27,1.5,1.53,1638116.0,2024,4.0,False,1.5068930262241065,12210.0,,0.0,1.5068930262241065,4.0
Andhra Pradesh,Eluru,AJAY BABU BODA,MALE,32.0,SC,NRCP,Bucket,1387990.0,1359534.0,12197.0,13.0,12210.0,0.75,0.88,0.9,1638116.0,2024,5.0,False,0.883470846547409,6732.0,,0.0,0.883470846547409,5.0
Andhra Pradesh,Eluru,NITTA AKHILA DHARANI PAL,MALE,65.0,SC,BSP,Elephant,1387990.0,1359534.0,6664.0,68.0,6732.0,0.41,0.49,0.5,1638116.0,2024,6.0,False,0.4871028451234362,2263.0,,0.0,0.48710284512343616,6.0
Andhra Pradesh,Eluru,BOKINALA KOTESWARA RAO,MALE,42.0,SC,IND,Gas Stove,1387990.0,1359534.0,2253.0,10.0,2263.0,0.14,0.16,0.17,1638116.0,2024,7.0,False,0.1637423854002282,1526.0,,0.0,0.1637423854002282,7.0
Andhra Pradesh,Eluru,RUDRAPAKA RATNA RAO (R.R.R),MALE,70.0,GENERAL,ARPS,Mixee,1387990.0,1359534.0,1523.0,3.0,1526.0,0.09,0.11,0.11,1638116.0,2024,8.0,False,0.1104157667347539,1180.0,,0.0,0.1104157667347539,8.0
Andhra Pradesh,Eluru,KANDAVALLI JEEVA DEVA DAYAKAR,MALE,56.0,GENERAL,IND,Bat,1387990.0,1359534.0,1172.0,8.0,1180.0,0.07,0.09,0.09,1638116.0,2024,9.0,False,0.0853804749325096,1004.0,,0.0,0.0853804749325096,9.0
Andhra Pradesh,Eluru,AGASTEEN KOMMINA,MALE,41.0,SC,IND,Ring,1387990.0,1359534.0,1001.0,3.0,1004.0,0.06,0.07,0.07,1638116.0,2024,10.0,False,0.0726457600273217,786.0,,0.0,0.0726457600273217,10.0
Andhra Pradesh,Eluru,DR. MENDEM SANTHOSH KUMAR (PEDDA BABULU),MALE,49.0,SC,LBCP,Well,1387990.0,1359534.0,777.0,9.0,786.0,0.05,0.06,0.06,1638116.0,2024,11.0,False,0.056872079065214,732.0,,0.0,0.056872079065214,11.0
Andhra Pradesh,Eluru,RAJESWARA RAO KONDRU,MALE,44.0,GENERAL,BHRJWNKP,Gift pack,1387990.0,1359534.0,729.0,3.0,732.0,0.04,0.05,0.05,1638116.0,2024,12.0,False,0.0529648369920313,715.0,,0.0,0.0529648369920313,12.0
Andhra Pradesh,Eluru,GODUGUPATI VEERA RAGHAVULU,MALE,51.0,GENERAL,PPOI,Flute,1387990.0,1359534.0,710.0,5.0,715.0,0.04,0.05,0.05,1638116.0,2024,13.0,False,0.0517347793023257,715.0,,0.0,0.0517347793023257,13.0
Andhra Pradesh,Eluru,BYRABOYINA MALYADRI,MALE,55.0,GENERAL,BCYP,Ganna kisan,1387990.0,1359534.0,705.0,10.0,715.0,0.04,0.05,0.05,1638116.0,2024,14.0,False,0.0517347793023257,,,0.0,0.0517347793023257,14.0
Andhra Pradesh,Guntur,DR CHANDRA SEKHAR PEMMASANI,MALE,48.0,GENERAL,TDP,Bicycle,1437528.0,1417984.0,851020.0,13928.0,864948.0,48.23,60.17,61.0,1793324.0,2024,1.0,True,60.682306571411935,520253.0,344695.0,0.0,60.682306571411935,1.0
Andhra Pradesh,Guntur,KILARI VENKATA ROSAIAH,MALE,57.0,GENERAL,YSRCP,Ceiling fan,1437528.0,1417984.0,513563.0,6690.0,520253.0,29.01,36.19,36.69,1793324.0,2024,2.0,False,36.49947978456135,8637.0,,0.0,36.49947978456135,2.0
Andhra Pradesh,Guntur,JANGALA AJAY KUMAR,MALE,57.0,GENERAL,CPI,Ears of corn and sickle,1437528.0,1417984.0,8317.0,320.0,8637.0,0.48,0.6,0.61,1793324.0,2024,3.0,False,0.605947504193645,7387.0,,0.0,0.605947504193645,3.0
Andhra Pradesh,Guntur,NOTA,,,,NOTA,NOTA,1437528.0,1417984.0,7210.0,177.0,7387.0,0.41,0.51,0.52,1793324.0,2024,4.0,False,0.5182510377999833,5629.0,,0.0,0.5182510377999833,4.0
Andhra Pradesh,Guntur,SIVAREDDY. ENDREDDY,MALE,63.0,GENERAL,NavaP,Hour glass,1437528.0,1417984.0,5628.0,1.0,5629.0,0.31,0.39,0.4,1793324.0,2024,5.0,False,0.3949147274639374,4272.0,,0.0,0.3949147274639374,5.0
Andhra Pradesh,Guntur,TENALI PRAKASH,MALE,48.0,SC,BSP,Elephant,1437528.0,1417984.0,4172.0,100.0,4272.0,0.24,0.3,0.3,1793324.0,2024,6.0,False,0.2997114435469783,1964.0,,0.0,0.2997114435469783,6.0
Andhra Pradesh,Guntur,SIKHAKOLLI HEMA GOWRI SHANKAR,MALE,31.0,GENERAL,JJSP,Pen stand,1437528.0,1417984.0,1959.0,5.0,1964.0,0.11,0.14,0.14,1793324.0,2024,7.0,False,0.1377886879977213,1753.0,,0.0,0.1377886879977213,7.0
Andhra Pradesh,Guntur,SAMUDRALA CHINNA KOTAIAH,MALE,46.0,SC,JRBP,Coat,1437528.0,1417984.0,1748.0,5.0,1753.0,0.1,0.12,0.12,1793324.0,2024,8.0,False,0.1229855244704712,1275.0,,0.0,0.1229855244704712,8.0
Andhra Pradesh,Guntur,UMAR BHASHA SHAIK,MALE,34.0,GENERAL,JNSHSK,Petrol pump,1437528.0,1417984.0,1273.0,2.0,1275.0,0.07,0.09,0.09,1793324.0,2024,9.0,False,0.0894503957215349,1222.0,,0.0,0.0894503957215349,9.0
Andhra Pradesh,Guntur,SYED. SAIDA,MALE,31.0,GENERAL,NRCP,Bucket,1437528.0,1417984.0,1216.0,6.0,1222.0,0.07,0.09,0.09,1793324.0,2024,10.0,False,0.0857320655464437,1031.0,,0.0,0.0857320655464437,10.0
Andhra Pradesh,Guntur,AMBATI CHALAMAIAH,MALE,58.0,GENERAL,PPOI,Television,1437528.0,1417984.0,1029.0,2.0,1031.0,0.06,0.07,0.07,1793324.0,2024,11.0,False,0.0723320454814921,692.0,,0.0,0.0723320454814921,11.0
Andhra Pradesh,Guntur,PILLI BABU RAO,MALE,66.0,SC,IND,Road roller,1437528.0,1417984.0,688.0,4.0,692.0,0.04,0.05,0.05,1793324.0,2024,12.0,False,0.0485487637955311,542.0,,0.0,0.0485487637955311,12.0
Andhra Pradesh,Guntur,HARI VENKATA SATISH KURNALA,MALE,50.0,GENERAL,JBNP,Battery Torch,1437528.0,1417984.0,540.0,2.0,542.0,0.03,0.04,0.04,1793324.0,2024,13.0,False,0.0380251878282917,461.0,,0.0,0.0380251878282917,13.0
Andhra Pradesh,Guntur,VISHNU REDDY LANKIREDDY,MALE,33.0,GENERAL,BNGLRNNP,Spanner,1437528.0,1417984.0,461.0,0.0,461.0,0.03,0.03,0.03,1793324.0,2024,14.0,False,0.0323424568059824,414.0,,0.0,0.0323424568059824,14.0
Andhra Pradesh,Guntur,EMANI. CHANDRASEKHAR RAO,MALE,58.0,SC,NPT,Bat,1437528.0,1417984.0,409.0,5.0,414.0,0.02,0.03,0.03,1793324.0,2024,15.0,False,0.0290450696695807,391.0,,0.0,0.0290450696695807,15.0
Andhra Pradesh,Guntur,SHAIK. KHAJAVALI,MALE,39.0,GENERAL,IND,Apple,1437528.0,1417984.0,387.0,4.0,391.0,0.02,0.03,0.03,1793324.0,2024,16.0,False,0.0274314546879373,378.0,,0.0,0.027431454687937302,16.0
Andhra Pradesh,Guntur,CHALLAPALLI RATAN RAJU,MALE,37.0,SC,VCK,Pot,1437528.0,1417984.0,374.0,4.0,378.0,0.02,0.03,0.03,1793324.0,2024,17.0,False,0.0265194114374433,375.0,,0.0,0.0265194114374433,17.0
Andhra Pradesh,Guntur,KANNEBOYINA VAMSI KRISHNA YADAV,MALE,33.0,GENERAL,IND,Ganna kisan,1437528.0,1417984.0,368.0,7.0,375.0,0.02,0.03,0.03,1793324.0,2024,18.0,False,0.0263089399180985,358.0,,0.0,0.026308939918098503,18.0
Andhra Pradesh,Guntur,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,MALE,48.0,GENERAL,APRS,Gas cylinder,1437528.0,1417984.0,353.0,5.0,358.0,0.02,0.02,0.03,1793324.0,2024,19.0,False,0.0251162679751447,357.0,,0.0,0.0251162679751447,19.0
Andhra Pradesh,Guntur,GAYATRI AUDHIPUDI,FEMALE,55.0,GENERAL,IND,Pen nib with seven rays,1437528.0,1417984.0,350.0,7.0,357.0,0.02,0.02,0.03,1793324.0,2024,20.0,False,0.0250461108020297,335.0,,0.0,0.025046110802029696,20.0
Andhra Pradesh,Guntur,SHAIK ASLAM AKTHER,MALE,50.0,GENERAL,IND,Diamond,1437528.0,1417984.0,334.0,1.0,335.0,0.02,0.02,0.02,1793324.0,2024,21.0,False,0.0235026529935013,335.0,,0.0,0.0235026529935013,21.0
Andhra Pradesh,Guntur,ASHOK ANAND GALI,MALE,39.0,SC,IND,Batsman,1437528.0,1417984.0,335.0,0.0,335.0,0.02,0.02,0.02,1793324.0,2024,22.0,False,0.0235026529935013,332.0,,0.0,0.0235026529935013,22.0
Andhra Pradesh,Guntur,PATHAN KHAJA (BASHA),MALE,45.0,GENERAL,TLRDSMTP,Rubber stamp,1437528.0,1417984.0,328.0,4.0,332.0,0.02,0.02,0.02,1793324.0,2024,23.0,False,0.0232921814741565,316.0,,0.0,0.0232921814741565,23.0
Andhra Pradesh,Guntur,BURAGA RATNAM,MALE,53.0,SC,LJD,Whistle,1437528.0,1417984.0,304.0,12.0,316.0,0.02,0.02,0.02,1793324.0,2024,24.0,False,0.0221696667043176,312.0,,0.0,0.0221696667043176,24.0
Andhra Pradesh,Guntur,AMARTHALURI VENKATESWARA RAO.,MALE,55.0,SC,MCPI,Computer,1437528.0,1417984.0,308.0,4.0,312.0,0.02,0.02,0.02,1793324.0,2024,25.0,False,0.0218890380118579,310.0,,0.0,0.0218890380118579,25.0
Andhra Pradesh,Guntur,DR. RAYAPUDI RAJESH VIJAY KUMAR,MALE,40.0,SC,ILP(AP),Bread,1437528.0,1417984.0,306.0,4.0,310.0,0.02,0.02,0.02,1793324.0,2024,26.0,False,0.0217487236656281,268.0,,0.0,0.0217487236656281,26.0
Andhra Pradesh,Guntur,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,MALE,49.0,GENERAL,IND,Camera,1437528.0,1417984.0,268.0,0.0,268.0,0.01,0.02,0.02,1793324.0,2024,27.0,False,0.018802122394801,266.0,,0.0,0.018802122394801,27.0
Andhra Pradesh,Guntur,SIVA PARVATHI,FEMALE,34.0,GENERAL,IND,Mike,1437528.0,1417984.0,262.0,4.0,266.0,0.01,0.02,0.02,1793324.0,2024,28.0,False,0.0186618080485712,207.0,,0.0,0.0186618080485712,28.0
Andhra Pradesh,Guntur,BOMMASANI MUTYALA RAO,MALE,74.0,GENERAL,AlPP,Cot,1437528.0,1417984.0,200.0,7.0,207.0,0.01,0.01,0.01,1793324.0,2024,29.0,False,0.0145225348347903,179.0,,0.0,0.014522534834790301,29.0
Andhra Pradesh,Guntur,SRIKRISHNA AKKISETTI,MALE,56.0,GENERAL,IND,Robot,1437528.0,1417984.0,179.0,0.0,179.0,0.01,0.01,0.01,1793324.0,2024,30.0,False,0.0125581339875723,172.0,,0.0,0.0125581339875723,30.0
Andhra Pradesh,Guntur,MADAVARAPU NAGA RAJU,MALE,45.0,SC,IND,Ring,1437528.0,1417984.0,172.0,0.0,172.0,0.01,0.01,0.01,1793324.0,2024,31.0,False,0.0120670337757678,,,0.0,0.0120670337757678,31.0
Andhra Pradesh,Hindupur,B K PARTHASARATHI,MALE,64.0,GENERAL,TDP,Bicycle,1424863.0,1398368.0,713013.0,12521.0,725534.0,43.75,50.92,51.88,1658529.0,2024,1.0,True,51.22601298135545,593107.0,132427.0,0.0,51.22601298135545,1.0
Andhra Pradesh,Hindupur,J SHANTHA,FEMALE,51.0,GENERAL,YSRCP,Ceiling fan,1424863.0,1398368.0,587406.0,5701.0,593107.0,35.76,41.63,42.41,1658529.0,2024,2.0,False,41.87606215743547,55059.0,,0.0,41.87606215743547,2.0
Andhra Pradesh,Hindupur,B A SAMAD SHAHEEN,MALE,60.0,GENERAL,INC,Hand,1424863.0,1398368.0,53989.0,1070.0,55059.0,3.32,3.86,3.94,1658529.0,2024,3.0,False,3.887416783693734,17971.0,,0.0,3.887416783693734,3.0
Andhra Pradesh,Hindupur,NOTA,,,,NOTA,NOTA,1424863.0,1398368.0,17826.0,145.0,17971.0,1.08,1.26,1.29,1658529.0,2024,4.0,False,1.268834650461507,8015.0,,0.0,1.268834650461507,4.0
Andhra Pradesh,Hindupur,BHAGYA R S,FEMALE,29.0,GENERAL,BSP,Elephant,1424863.0,1398368.0,7949.0,66.0,8015.0,0.48,0.56,0.57,1658529.0,2024,5.0,False,0.5658955942044949,5444.0,,0.0,0.5658955942044949,5.0
Andhra Pradesh,Hindupur,PRATHAP REDDY GORLA,MALE,46.0,GENERAL,IND,Glass tumbler,1424863.0,1398368.0,5380.0,64.0,5444.0,0.33,0.38,0.39,1658529.0,2024,6.0,False,0.3843712557516244,2278.0,,0.0,0.3843712557516244,6.0
Andhra Pradesh,Hindupur,H D HANUMANTHE GOWD,MALE,44.0,GENERAL,IND,Battery Torch,1424863.0,1398368.0,2270.0,8.0,2278.0,0.14,0.16,0.16,1658529.0,2024,7.0,False,0.1608372006984203,2051.0,,0.0,0.1608372006984203,7.0
Andhra Pradesh,Hindupur,ANJINAPPA GARI SREENIVASULU,MALE,55.0,SC,RSP,Spade & stoker,1424863.0,1398368.0,2045.0,6.0,2051.0,0.12,0.14,0.15,1658529.0,2024,8.0,False,0.1448099642811502,1631.0,,0.0,0.1448099642811502,8.0
Andhra Pradesh,Hindupur,S N SURESH,MALE,46.0,GENERAL,IND,Whistle,1424863.0,1398368.0,1611.0,20.0,1631.0,0.1,0.11,0.12,1658529.0,2024,9.0,False,0.1151560466809146,1328.0,,0.0,0.1151560466809146,9.0
Andhra Pradesh,Hindupur,DASAGANIPALLI KULLAYAPPA,MALE,40.0,SC,IND,Sewing machine,1424863.0,1398368.0,1317.0,11.0,1328.0,0.08,0.09,0.09,1658529.0,2024,10.0,False,0.0937628632693161,1292.0,,0.0,0.0937628632693161,10.0
Andhra Pradesh,Hindupur,ASHOK,MALE,32.0,GENERAL,SUCI,Bat,1424863.0,1398368.0,1282.0,10.0,1292.0,0.08,0.09,0.09,1658529.0,2024,11.0,False,0.0912210989035817,1237.0,,0.0,0.0912210989035817,11.0
Andhra Pradesh,Hindupur,T SUDHAKAR REDDY,MALE,46.0,GENERAL,IND,Helmet,1424863.0,1398368.0,1227.0,10.0,1237.0,0.07,0.09,0.09,1658529.0,2024,12.0,False,0.0873378477892651,710.0,,0.0,0.0873378477892651,12.0
Andhra Pradesh,Hindupur,S RAGHUNATHA REDDY,MALE,30.0,GENERAL,IND,Balloon,1424863.0,1398368.0,693.0,17.0,710.0,0.04,0.05,0.05,1658529.0,2024,13.0,False,0.050129241657541,682.0,,0.0,0.050129241657541,13.0
Andhra Pradesh,Hindupur,BUDILI DHANUNJAYA,MALE,36.0,GENERAL,NNKP,Plastering trowel,1424863.0,1398368.0,679.0,3.0,682.0,0.04,0.05,0.05,1658529.0,2024,14.0,False,0.0481523138175253,,,0.0,0.0481523138175253,14.0
Andhra Pradesh,Kadapa,Y. S. AVINASH REDDY,MALE,39.0,GENERAL,YSRCP,Ceiling fan,1327619.0,1305129.0,598406.0,6737.0,605143.0,36.87,45.58,46.37,1641349.0,2024,1.0,True,45.77567654456401,542448.0,62695.0,0.0,45.77567654456401,1.0
Andhra Pradesh,Kadapa,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,MALE,37.0,GENERAL,TDP,Bicycle,1327619.0,1305129.0,532358.0,10090.0,542448.0,33.05,40.86,41.56,1641349.0,2024,2.0,False,41.0331511564137,141039.0,,0.0,41.0331511564137,2.0
Andhra Pradesh,Kadapa,Y.S. SHARMILA REDDY,FEMALE,50.0,GENERAL,INC,Hand,1327619.0,1305129.0,136395.0,4644.0,141039.0,8.59,10.62,10.81,1641349.0,2024,3.0,False,10.668809924544716,16846.0,,0.0,10.668809924544716,3.0
Andhra Pradesh,Kadapa,NOTA,,,,NOTA,NOTA,1327619.0,1305129.0,16660.0,186.0,16846.0,1.03,1.27,1.29,1641349.0,2024,4.0,False,1.2743054898920176,3810.0,,0.0,1.2743054898920176,4.0
Andhra Pradesh,Kadapa,PANDITI. GURAPPA.,MALE,53.0,SC,BSP,Elephant,1327619.0,1305129.0,3790.0,20.0,3810.0,0.23,0.29,0.29,1641349.0,2024,5.0,False,0.2882051476011271,3570.0,,0.0,0.2882051476011271,5.0
Andhra Pradesh,Kadapa,VENU GOPAL RACHINENI,MALE,43.0,GENERAL,RPC(S),Glass tumbler,1327619.0,1305129.0,3500.0,70.0,3570.0,0.22,0.27,0.27,1641349.0,2024,6.0,False,0.2700504926341269,2430.0,,0.0,0.2700504926341269,6.0
Andhra Pradesh,Kadapa,CHINNAPUREDDY GOPALA KRISHNA REDDY,MALE,49.0,GENERAL,IND,Ganna kisan,1327619.0,1305129.0,2414.0,16.0,2430.0,0.15,0.18,0.19,1641349.0,2024,7.0,False,0.1838158815408763,2333.0,,0.0,0.1838158815408763,7.0
Andhra Pradesh,Kadapa,KUNCHAM. VENKATA SUBBA REDDY,MALE,58.0,GENERAL,RRS,Diamond,1327619.0,1305129.0,2329.0,4.0,2333.0,0.14,0.18,0.18,1641349.0,2024,8.0,False,0.1764783751583804,1088.0,,0.0,0.1764783751583804,8.0
Andhra Pradesh,Kadapa,L. KHAJA HUSSAIN,MALE,42.0,GENERAL,IND,Bat,1327619.0,1305129.0,1087.0,1.0,1088.0,0.07,0.08,0.08,1641349.0,2024,9.0,False,0.0823011025170672,755.0,,0.0,0.0823011025170672,9.0
Andhra Pradesh,Kadapa,ANKIREDDY. SURESH KUMAR REDDY.,MALE,45.0,GENERAL,AIFB,Lion,1327619.0,1305129.0,752.0,3.0,755.0,0.05,0.06,0.06,1641349.0,2024,10.0,False,0.0571115187503545,647.0,,0.0,0.0571115187503545,10.0
Andhra Pradesh,Kadapa,KAKARLA SHANMUKHA REDDY,MALE,34.0,GENERAL,IND,Green chilli,1327619.0,1305129.0,633.0,14.0,647.0,0.04,0.05,0.05,1641349.0,2024,11.0,False,0.0489419240152045,624.0,,0.0,0.0489419240152045,11.0
Andhra Pradesh,Kadapa,PALLE RAMESH,MALE,40.0,SC,JRBP,Coat,1327619.0,1305129.0,619.0,5.0,624.0,0.04,0.05,0.05,1641349.0,2024,12.0,False,0.0472021029142003,439.0,,0.0,0.0472021029142003,12.0
Andhra Pradesh,Kadapa,CHAN BASHA. S,MALE,50.0,GENERAL,AYSRCP,Whistle,1327619.0,1305129.0,432.0,7.0,439.0,0.03,0.03,0.03,1641349.0,2024,13.0,False,0.033207889710471,434.0,,0.0,0.033207889710471,13.0
Andhra Pradesh,Kadapa,J. V. RAMANA,MALE,62.0,SC,JCVIVP,Gas cylinder,1327619.0,1305129.0,414.0,20.0,434.0,0.03,0.03,0.03,1641349.0,2024,14.0,False,0.0328296677319919,369.0,,0.0,0.0328296677319919,14.0
Andhra Pradesh,Kadapa,MALIKIREDDY. HANUMANTHA REDDY,MALE,44.0,GENERAL,JNSHSK,Petrol pump,1327619.0,1305129.0,358.0,11.0,369.0,0.02,0.03,0.03,1641349.0,2024,15.0,False,0.0279127820117627,,,0.0,0.027912782011762696,15.0
Andhra Pradesh,Kakinada,TANGELLA UDAY SRINIVAS (TEA TIME UDAY),MALE,38.0,GENERAL,JnP,Glass tumbler,1331386.0,1312583.0,718971.0,10728.0,729699.0,44.63,54.81,55.59,1634921.0,2024,1.0,True,54.8727142291001,500208.0,229491.0,0.0,54.8727142291001,1.0
Andhra Pradesh,Kakinada,CHALAMALASETTY SUNIL,MALE,54.0,GENERAL,YSRCP,Ceiling fan,1331386.0,1312583.0,495188.0,5020.0,500208.0,30.6,37.57,38.11,1634921.0,2024,2.0,False,37.61519563424056,21109.0,,0.0,37.61519563424056,2.0
Andhra Pradesh,Kakinada,MALLIPUDI MANGAPATI PALLAM RAJU,MALE,56.0,GENERAL,INC,Hand,1331386.0,1312583.0,20258.0,851.0,21109.0,1.29,1.59,1.61,1634921.0,2024,3.0,False,1.5873779800466687,17220.0,,0.0,1.5873779800466687,3.0
Andhra Pradesh,Kakinada,NOTA,,,,NOTA,NOTA,1331386.0,1312583.0,17105.0,115.0,17220.0,1.05,1.29,1.31,1634921.0,2024,4.0,False,1.2949286473259574,15703.0,,0.0,1.2949286473259574,4.0
Andhra Pradesh,Kakinada,UDAY,MALE,41.0,GENERAL,NRCP,Bucket,1331386.0,1312583.0,15578.0,125.0,15703.0,0.96,1.18,1.2,1634921.0,2024,5.0,False,1.1808515998234326,11979.0,,0.0,1.1808515998234326,5.0
Andhra Pradesh,Kakinada,KANDREGULA NARASIMHAM,MALE,55.0,GENERAL,BSP,Elephant,1331386.0,1312583.0,11916.0,63.0,11979.0,0.73,0.9,0.91,1634921.0,2024,6.0,False,0.9008101199952174,9854.0,,0.0,0.9008101199952174,6.0
Andhra Pradesh,Kakinada,DR ANUSHA YADAV,FEMALE,25.0,GENERAL,BCYP,Ganna kisan,1331386.0,1312583.0,9818.0,36.0,9854.0,0.6,0.74,0.75,1634921.0,2024,7.0,False,0.7410120145615553,6559.0,,0.0,0.7410120145615553,7.0
Andhra Pradesh,Kakinada,TANGELLA SRINIVASU,MALE,32.0,GENERAL,JJSP,Pen stand,1331386.0,1312583.0,6516.0,43.0,6559.0,0.4,0.49,0.5,1634921.0,2024,8.0,False,0.4932309522538301,3927.0,,0.0,0.4932309522538301,8.0
Andhra Pradesh,Kakinada,YEDIDA VARA PRASAD KUMAR,MALE,55.0,SC,RPI(A),Ship,1331386.0,1312583.0,3924.0,3.0,3927.0,0.24,0.29,0.3,1634921.0,2024,9.0,False,0.2953068988414073,2823.0,,0.0,0.2953068988414073,9.0
