state,constituency,candidate,gender,age,category,party,party_symbol,total_votes_polled_in_the_constituency,valid_votes,general,postal,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,over_total_valid_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes,raw_swing,sim_vote_share,sim_rank
Punjab,Jalandhar,CHARANJIT SINGH CHANNI,MALE,61.0,SC,INC,Hand,989316.0,984364.0,389509.0,544.0,390053.0,23.56,39.43,39.62,1655868.0,2024,1.0,True,39.43486397326073,214060.0,175993.0,0.0,39.43486397326073,1.0
Punjab,Khadoor Sahib,AMRITPAL SINGH,MALE,31.0,GENERAL,IND,Mike,1049273.0,1043713.0,402600.0,1830.0,404430.0,24.07,38.54,38.75,1680035.0,2024,1.0,True,38.621420693013995,207310.0,197120.0,0.0,38.621420693013995,1.0
Punjab,Ludhiana,AMRINDER SINGH RAJA WARRING,MALE,46.0,GENERAL,INC,Hand,1059678.0,1054081.0,321424.0,800.0,322224.0,18.3,30.41,30.57,1760756.0,2024,1.0,True,30.422685210974382,301282.0,20942.0,0.0,30.422685210974386,1.0
Punjab,Patiala,DR DHARAMVIRA GANDHI,MALE,73.0,GENERAL,INC,Hand,1152252.0,1145062.0,304672.0,944.0,305616.0,16.87,26.52,26.69,1811580.0,2024,1.0,True,26.53508638645948,290785.0,14831.0,0.0,26.53508638645948,1.0
Punjab,Sangrur,GURMEET SINGH MEET HAYER,MALE,35.0,GENERAL,AAAP,Broom,1010706.0,1005845.0,362791.0,1294.0,364085.0,23.28,36.02,36.2,1563808.0,2024,1.0,True,36.05998029049239,191525.0,172560.0,0.0,36.05998029049239,1.0
Rajasthan,AJMER,BHAGIRATH CHOUDHARY,MALE,69.0,GENERAL,BJP,Lotus,1202835.0,1189777.0,741151.0,6311.0,747462.0,37.38,62.14,62.82,1999399.0,2024,1.0,True,62.22736161721109,417471.0,329991.0,0.0,62.227361617211095,1.0
Rajasthan,ALWAR,BHUPENDER YADAV,MALE,55.0,GENERAL,BJP,Lotus,1256821.0,1247616.0,624110.0,7882.0,631992.0,30.46,50.28,50.66,2075093.0,2024,1.0,True,50.4206829536044,583710.0,48282.0,0.0,50.4206829536044,1.0
Rajasthan,BANSWARA,RAJ KUMAR ROAT,MALE,31.0,ST,BHRTADVSIP,Hockey and ball,1637022.0,1615882.0,815430.0,5401.0,820831.0,37.3,50.14,50.8,2200607.0,2024,1.0,True,50.14692837226578,573777.0,247054.0,0.0,50.14692837226578,1.0
Rajasthan,BARMER,UMMEDA RAM BENIWAL,MALE,46.0,GENERAL,INC,Hand,1689138.0,1670148.0,699122.0,5554.0,704676.0,31.91,41.72,42.19,2208630.0,2024,1.0,True,41.74494727943646,586500.0,118176.0,0.0,41.74494727943647,1.0
Rajasthan,BHARATPUR,SANJNA JATAV,FEMALE,26.0,SC,INC,Hand,1136014.0,1127557.0,572808.0,7082.0,579890.0,27.29,51.05,51.43,2124971.0,2024,1.0,True,51.18181818181819,527907.0,51983.0,0.0,51.18181818181819,1.0
Rajasthan,BHILWARA,DAMODAR AGARWAL,MALE,68.0,GENERAL,BJP,Lotus,1305144.0,1291019.0,803193.0,4447.0,807640.0,37.59,61.88,62.56,2148657.0,2024,1.0,True,61.91682734141115,453034.0,354606.0,0.0,61.916827341411164,1.0
Rajasthan,BIKANER,ARJUN RAM MEGHWAL,MALE,70.0,SC,BJP,Lotus,1119372.0,1105724.0,561240.0,5497.0,566737.0,27.64,50.63,51.25,2050748.0,2024,1.0,True,50.679256216231686,511026.0,55711.0,0.0,50.679256216231686,1.0
Rajasthan,CHITTORGARH,CHANDRA PRAKASH JOSHI,MALE,48.0,GENERAL,BJP,Lotus,1499596.0,1493143.0,882334.0,5868.0,888202.0,40.92,59.23,59.49,2170738.0,2024,1.0,True,59.26352459043739,498325.0,389877.0,0.0,59.26352459043739,1.0
Rajasthan,CHURU,RAHUL KASWAN,MALE,47.0,GENERAL,INC,Hand,1426598.0,1417989.0,719352.0,8859.0,728211.0,32.77,51.05,51.36,2222213.0,2024,1.0,True,51.115260292915075,655474.0,72737.0,0.0,51.115260292915075,1.0
Rajasthan,DAUSA,MURARI LAL MEENA,MALE,65.0,ST,INC,Hand,1074532.0,1066888.0,636868.0,9398.0,646266.0,33.95,60.14,60.57,1903520.0,2024,1.0,True,60.24475778711218,408926.0,237340.0,0.0,60.24475778711219,1.0
Rajasthan,GANGANAGAR,KULDEEP INDORA,MALE,54.0,SC,INC,Hand,1414310.0,1400399.0,719896.0,6596.0,726492.0,34.53,51.37,51.88,2103968.0,2024,1.0,True,51.396893089040354,638339.0,88153.0,0.0,51.396893089040354,1.0
Rajasthan,JAIPUR,MANJU SHARMA,FEMALE,64.0,GENERAL,BJP,Lotus,1465000.0,1452830.0,878643.0,8207.0,886850.0,38.75,60.54,61.04,2288793.0,2024,1.0,True,60.60790373262952,555083.0,331767.0,0.0,60.607903732629524,1.0
Rajasthan,JAIPUR RURAL,RAO RAJENDRA SINGH,MALE,65.0,GENERAL,BJP,Lotus,1265588.0,1254535.0,608189.0,9688.0,617877.0,28.16,48.82,49.25,2194555.0,2024,1.0,True,48.9580477538996,616262.0,1615.0,0.0,48.95804775389959,1.0
Rajasthan,JALORE,LUMBARAM,MALE,59.0,GENERAL,BJP,Lotus,1451531.0,1432667.0,793705.0,3078.0,796783.0,34.68,54.89,55.62,2297692.0,2024,1.0,True,54.9079128897146,595240.0,201543.0,0.0,54.907912889714595,1.0
Rajasthan,JHALAWAR-BARAN,DUSHYANT SINGH,MALE,53.0,GENERAL,BJP,Lotus,1422157.0,1405304.0,861850.0,3526.0,865376.0,42.61,60.85,61.58,2030974.0,2024,1.0,True,60.88490295363993,494387.0,370989.0,0.0,60.88490295363993,1.0
Rajasthan,JHUNJHUNU,BRIJENDRA SINGH OLA,MALE,72.0,GENERAL,INC,Hand,1125116.0,1112295.0,541203.0,11965.0,553168.0,26.37,49.17,49.73,2097732.0,2024,1.0,True,49.43736275914336,534933.0,18235.0,0.0,49.43736275914336,1.0
Rajasthan,JODHPUR,GAJENDRA SINGH SHEKHAWAT,MALE,56.0,GENERAL,BJP,Lotus,1385918.0,1373247.0,722978.0,7078.0,730056.0,34.14,52.68,53.16,2138241.0,2024,1.0,True,52.75588616586624,614379.0,115677.0,0.0,52.75588616586623,1.0
Rajasthan,KARAULI-DHOLPUR,BHAJAN LAL JATAV,MALE,55.0,SC,INC,Hand,990998.0,980662.0,525379.0,4632.0,530011.0,26.77,53.48,54.05,1980182.0,2024,1.0,True,53.638214714377376,431066.0,98945.0,0.0,53.638214714377376,1.0
Rajasthan,KOTA,OM BIRLA,MALE,62.0,GENERAL,BJP,Lotus,1500959.0,1489896.0,744396.0,6100.0,750496.0,35.93,50.0,50.37,2088853.0,2024,1.0,True,50.027830420415995,708522.0,41974.0,0.0,50.027830420415995,1.0
Rajasthan,NAGAUR,HANUMAN BENIWAL,MALE,52.0,GENERAL,RLTP,Bottle,1241279.0,1229702.0,591460.0,5495.0,596955.0,27.69,48.09,48.54,2155502.0,2024,1.0,True,48.20088932096219,554730.0,42225.0,0.0,48.2008893209622,1.0
Rajasthan,PALI,P. P. CHAUDHARY,MALE,70.0,GENERAL,BJP,Lotus,1355574.0,1339989.0,750568.0,6821.0,757389.0,32.25,55.87,56.52,2348274.0,2024,1.0,True,55.9436773271918,512038.0,245351.0,0.0,55.943677327191786,1.0
Rajasthan,RAJSAMAND,MAHIMA KUMARI MEWAR,FEMALE,52.0,GENERAL,BJP,Lotus,1214423.0,1200719.0,775243.0,5960.0,781203.0,37.84,64.33,65.06,2064478.0,2024,1.0,True,64.39565421677808,388980.0,392223.0,0.0,64.39565421677808,1.0
Rajasthan,SIKAR,AMRARAM,MALE,68.0,GENERAL,CPI(M),"Hammer, Sickle and Star",1304337.0,1293590.0,645559.0,13741.0,659300.0,29.53,50.55,50.97,2232334.0,2024,1.0,True,50.68201245948821,586404.0,72896.0,0.0,50.6820124594882,1.0
Rajasthan,TONK-SAWAI MADHOPUR,HARISH CHANDRA MEENA,MALE,69.0,ST,INC,Hand,1228602.0,1218407.0,617137.0,6626.0,623763.0,29.0,50.77,51.19,2150616.0,2024,1.0,True,50.85367166048147,558814.0,64949.0,0.0,50.85367166048147,1.0
Rajasthan,UDAIPUR,MANNA LAL RAWAT,MALE,52.0,ST,BJP,Lotus,1499074.0,1475428.0,732757.0,5529.0,738286.0,33.09,49.25,50.04,2231240.0,2024,1.0,True,49.27241226501226,476678.0,261608.0,0.0,49.27241226501226,1.0
Sikkim,Sikkim,INDRA HANG SUBBA,MALE,35.0,ST,SKM,Table lamp,388507.0,382366.0,156836.0,7560.0,164396.0,35.23,42.31,42.99,466643.0,2024,1.0,True,42.71213038428862,83566.0,80830.0,0.0,42.71213038428862,1.0
Tamil Nadu,ARAKKONAM,S JAGATHRATCHAKAN,MALE,76.0,GENERAL,DMK,Rising sun,1170057.0,1151209.0,560578.0,2638.0,563216.0,35.92,48.14,48.92,1568140.0,2024,1.0,True,48.39365469977368,256657.0,306559.0,0.0,48.39365469977368,1.0
Tamil Nadu,ARANI,THARANIVENTHAN M S,MALE,59.0,GENERAL,DMK,Rising sun,1140690.0,1131073.0,497083.0,3016.0,500099.0,33.35,43.84,44.21,1499659.0,2024,1.0,True,43.85829209277525,291333.0,208766.0,0.0,43.858292092775244,1.0
Tamil Nadu,CHENNAI CENTRAL,DAYANIDHI MARAN,MALE,57.0,GENERAL,DMK,Rising sun,731710.0,719386.0,412286.0,1562.0,413848.0,30.65,56.56,57.53,1350334.0,2024,1.0,True,56.648903769630785,169159.0,244689.0,0.0,56.648903769630785,1.0
Tamil Nadu,CHENNAI NORTH,DR.KALANIDHI VEERASWAMY,MALE,54.0,GENERAL,DMK,Rising sun,902753.0,889281.0,495733.0,1600.0,497333.0,33.23,55.09,55.93,1496459.0,2024,1.0,True,55.106821246574754,158111.0,339222.0,0.0,55.10682124657477,1.0
Tamil Nadu,CHENNAI SOUTH,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,FEMALE,61.0,GENERAL,DMK,Rising sun,1100005.0,1083668.0,515307.0,1321.0,516628.0,25.53,46.97,47.67,2023381.0,2024,1.0,True,46.99519066769397,290683.0,225945.0,0.0,46.99519066769397,1.0
Tamil Nadu,CHIDAMBARAM,THIRUMAAVALAVAN THOL,MALE,61.0,SC,VCK,Pot,1170701.0,1158310.0,501851.0,3233.0,505084.0,33.21,43.14,43.61,1520970.0,2024,1.0,True,43.27791539674964,401530.0,103554.0,0.0,43.277915396749634,1.0
Tamil Nadu,COIMBATORE,GANAPATHY RAJKUMAR P,MALE,58.0,GENERAL,DMK,Rising sun,1374127.0,1361045.0,565428.0,2772.0,568200.0,26.97,41.35,41.75,2106500.0,2024,1.0,True,41.388865215215546,450132.0,118068.0,0.0,41.38886521521555,1.0
Tamil Nadu,CUDDALORE,M.K. VISHNUPRASAD,MALE,51.0,GENERAL,INC,Hand,1037351.0,1024271.0,450401.0,4652.0,455053.0,32.2,43.87,44.43,1413170.0,2024,1.0,True,44.11296256263553,269157.0,185896.0,0.0,44.11296256263554,1.0
Tamil Nadu,DHARMAPURI,MANI. A.,MALE,55.0,GENERAL,DMK,Rising sun,1249271.0,1238634.0,429301.0,3366.0,432667.0,28.34,34.63,34.93,1526799.0,2024,1.0,True,34.67349771443592,411367.0,21300.0,0.0,34.67349771443592,1.0
Tamil Nadu,DINDIGUL,SACHITHANANTHAM R,MALE,53.0,GENERAL,CPI(M),"Hammer, Sickle and Star",1150445.0,1127501.0,667391.0,2758.0,670149.0,41.66,58.25,59.44,1608624.0,2024,1.0,True,58.29303744451432,226328.0,443821.0,0.0,58.29303744451432,1.0
Tamil Nadu,ERODE,K.E.PRAKASH,MALE,47.0,GENERAL,DMK,Rising sun,1094366.0,1079440.0,558849.0,3490.0,562339.0,36.54,51.38,52.1,1538960.0,2024,1.0,True,51.42922729812708,325773.0,236566.0,0.0,51.42922729812708,1.0
Tamil Nadu,KALLAKURICHI,MALAIYARASAN D,MALE,48.0,GENERAL,DMK,Rising sun,1251018.0,1241036.0,558346.0,3243.0,561589.0,35.79,44.89,45.25,1569097.0,2024,1.0,True,44.94265218059361,507805.0,53784.0,0.0,44.94265218059361,1.0
Tamil Nadu,KANCHEEPURAM,SELVAM. G,MALE,49.0,SC,DMK,Rising sun,1260679.0,1242613.0,582978.0,3066.0,586044.0,33.5,46.49,47.16,1749192.0,2024,1.0,True,46.52701142763688,364571.0,221473.0,0.0,46.527011427636886,1.0
Tamil Nadu,KANNIYAKUMARI,VIJAYAKUMAR (Alias) VIJAY VASANTH,MALE,40.0,GENERAL,INC,Hand,1035739.0,1025299.0,540267.0,5981.0,546248.0,34.88,52.74,53.28,1566048.0,2024,1.0,True,53.08248830237451,366341.0,179907.0,0.0,53.08248830237452,1.0
Tamil Nadu,KARUR,JOTHIMANI. S,FEMALE,48.0,GENERAL,INC,Hand,1133069.0,1123770.0,531829.0,3077.0,534906.0,37.39,47.21,47.6,1430499.0,2024,1.0,True,47.25130184754139,368090.0,166816.0,0.0,47.251301847541384,1.0
Tamil Nadu,KRISHNAGIRI,GOPINATH K,MALE,61.0,GENERAL,INC,Hand,1167451.0,1155174.0,491131.0,1752.0,492883.0,30.28,42.22,42.67,1627851.0,2024,1.0,True,42.26561454899688,300397.0,192486.0,0.0,42.26561454899688,1.0
Tamil Nadu,MADURAI,VENKATESAN S,MALE,54.0,GENERAL,CPI(M),"Hammer, Sickle and Star",988216.0,975795.0,428201.0,2122.0,430323.0,27.18,43.55,44.1,1583250.0,2024,1.0,True,43.6004575624969,220914.0,209409.0,0.0,43.60045756249689,1.0
Tamil Nadu,MAYILADUTHURAI,SUDHA R,FEMALE,46.0,GENERAL,INC,Hand,1088164.0,1079013.0,516534.0,1925.0,518459.0,33.53,47.65,48.05,1546075.0,2024,1.0,True,47.66527413607328,247276.0,271183.0,0.0,47.66527413607328,1.0
Tamil Nadu,NAGAPATTINAM,SELVARAJ V,MALE,62.0,SC,CPI,Ears of corn and sickle,973773.0,964093.0,462759.0,2285.0,465044.0,34.56,47.76,48.24,1345708.0,2024,1.0,True,47.79432092751264,256087.0,208957.0,0.0,47.79432092751264,1.0
Tamil Nadu,NAMAKKAL,MATHESWARAN V S,MALE,51.0,GENERAL,DMK,Rising sun,1147497.0,1133319.0,457695.0,4341.0,462036.0,31.8,40.26,40.77,1452952.0,2024,1.0,True,40.30662050086234,432924.0,29112.0,0.0,40.306620500862344,1.0
Tamil Nadu,NILGIRIS,RAJA A,MALE,60.0,SC,DMK,Rising sun,1020085.0,1005906.0,470729.0,2483.0,473212.0,33.12,46.39,47.04,1428889.0,2024,1.0,True,46.44314588391863,232627.0,240585.0,0.0,46.44314588391863,1.0
Tamil Nadu,PERAMBALUR,ARUN NEHRU,MALE,40.0,GENERAL,DMK,Rising sun,1130376.0,1118904.0,598003.0,5206.0,603209.0,41.68,53.36,53.91,1447197.0,2024,1.0,True,53.41791634269845,214102.0,389107.0,0.0,53.41791634269845,1.0
Tamil Nadu,POLLACHI,ESWARASAMY K,MALE,47.0,GENERAL,DMK,Rising sun,1128822.0,1111542.0,530742.0,2635.0,533377.0,33.38,47.25,47.99,1597717.0,2024,1.0,True,47.36728993956725,281335.0,252042.0,0.0,47.36728993956725,1.0
Tamil Nadu,RAMANATHAPURAM,NAVASKANI K,MALE,44.0,GENERAL,IUML,Ladder,1111264.0,1103558.0,506690.0,2974.0,509664.0,31.47,45.86,46.18,1619761.0,2024,1.0,True,45.921757205684,342882.0,166782.0,0.0,45.921757205683996,1.0
Tamil Nadu,SALEM,SELVAGANAPATHI T M,MALE,65.0,GENERAL,DMK,Rising sun,1307379.0,1289950.0,562022.0,4063.0,566085.0,34.12,43.3,43.88,1659269.0,2024,1.0,True,43.383346974810785,495728.0,70357.0,0.0,43.383346974810785,1.0
Tamil Nadu,SIVAGANGA,KARTI P CHIDAMBARAM,MALE,52.0,GENERAL,INC,Hand,1057025.0,1045230.0,425631.0,2046.0,427677.0,26.15,40.46,40.92,1635655.0,2024,1.0,True,40.59894495922325,222013.0,205664.0,0.0,40.59894495922326,1.0
Tamil Nadu,SRIPERUMBUDUR,T R BAALU,MALE,82.0,GENERAL,DMK,Rising sun,1441382.0,1414485.0,755671.0,2940.0,758611.0,31.84,52.63,53.63,2382578.0,2024,1.0,True,52.647135366966594,271582.0,487029.0,0.0,52.647135366966594,1.0
Tamil Nadu,TENKASI,DR RANI SRIKUMAR,FEMALE,40.0,SC,DMK,Rising sun,1040936.0,1021954.0,423025.0,2654.0,425679.0,27.84,40.89,41.65,1529130.0,2024,1.0,True,40.96537547672596,229480.0,196199.0,0.0,40.96537547672596,1.0
Tamil Nadu,THANJAVUR,MURASOLI S,MALE,46.0,GENERAL,DMK,Rising sun,1031294.0,1015873.0,498822.0,3423.0,502245.0,33.44,48.7,49.44,1502056.0,2024,1.0,True,48.82298732582488,182662.0,319583.0,0.0,48.822987325824876,1.0
Tamil Nadu,THENI,THANGA TAMILSELVAN,MALE,63.0,GENERAL,DMK,Rising sun,1143159.0,1129883.0,569110.0,2383.0,571493.0,35.05,49.99,50.58,1630328.0,2024,1.0,True,50.07741721790472,292668.0,278825.0,0.0,50.07741721790471,1.0
Tamil Nadu,THOOTHUKKUDI,KANIMOZHI KARUNANIDHI,FEMALE,56.0,GENERAL,DMK,Rising sun,981034.0,968720.0,537879.0,2850.0,540729.0,37.01,55.12,55.82,1461182.0,2024,1.0,True,55.259543435739054,147991.0,392738.0,0.0,55.259543435739054,1.0
Tamil Nadu,TIRUCHIRAPPALLI,DURAI VAIKO,MALE,51.0,GENERAL,MDMK,Matchbox,1056843.0,1042115.0,538877.0,3336.0,542213.0,34.88,51.3,52.03,1554620.0,2024,1.0,True,51.34767851934347,229119.0,313094.0,0.0,51.34767851934347,1.0
Tamil Nadu,TIRUNELVELI,ROBERT BRUCE C,MALE,62.0,GENERAL,INC,Hand,1069236.0,1060052.0,499493.0,2803.0,502296.0,30.33,46.98,47.38,1656265.0,2024,1.0,True,47.055781639948734,336676.0,165620.0,0.0,47.05578163994875,1.0
Tamil Nadu,TIRUPPUR,"SUBBARAYAN, K.",MALE,76.0,GENERAL,CPI,Ears of corn and sickle,1143624.0,1124812.0,470195.0,2544.0,472739.0,29.39,41.34,42.03,1608720.0,2024,1.0,True,41.37581845505095,346811.0,125928.0,0.0,41.37581845505094,1.0
Tamil Nadu,TIRUVALLUR,Sasikanth Senthil,MALE,44.0,SC,INC,Hand,1435130.0,1398834.0,794608.0,2348.0,796956.0,38.19,55.53,56.97,2086686.0,2024,1.0,True,56.21027329434368,224801.0,572155.0,0.0,56.21027329434368,1.0
Tamil Nadu,TIRUVANNAMALAI,"ANNADURAI, C.N.",MALE,50.0,GENERAL,DMK,Rising sun,1148228.0,1134316.0,543857.0,3522.0,547379.0,35.61,47.67,48.26,1536993.0,2024,1.0,True,47.752934946561595,313448.0,233931.0,0.0,47.752934946561595,1.0
Tamil Nadu,VELLORE,DM KATHIR ANAND,MALE,48.0,GENERAL,DMK,Rising sun,1131837.0,1120722.0,566435.0,2257.0,568692.0,37.06,50.25,50.74,1534347.0,2024,1.0,True,50.350876261003066,352990.0,215702.0,0.0,50.35087626100307,1.0
Tamil Nadu,VILUPPURAM,RAVIKUMAR. D,MALE,63.0,SC,VCK,Pot,1159452.0,1143701.0,474230.0,2803.0,477033.0,31.72,41.14,41.71,1503959.0,2024,1.0,True,41.38515286722011,406330.0,70703.0,0.0,41.38515286722011,1.0
Tamil Nadu,VIRUDHUNAGAR,MANICKAM TAGORE B,MALE,49.0,GENERAL,INC,Hand,1064918.0,1052493.0,382876.0,2380.0,385256.0,25.58,36.18,36.6,1505927.0,2024,1.0,True,36.27984152948345,380877.0,4379.0,0.0,36.279841529483456,1.0
Telangana,Adilabad,GODAM NAGESH,MALE,59.0,ST,BJP,Lotus,1238318.0,1223835.0,558936.0,9232.0,568168.0,34.38,45.88,46.43,1652394.0,2024,1.0,True,45.98327771919161,477516.0,90652.0,0.0,45.98327771919162,1.0
Telangana,Bhongir,CHAMALA KIRAN KUMAR REDDY,MALE,47.0,GENERAL,INC,Hand,1401721.0,1396750.0,623762.0,5381.0,629143.0,34.77,44.88,45.04,1809241.0,2024,1.0,True,44.894019962951226,406973.0,222170.0,0.0,44.894019962951226,1.0
Telangana,Chevella,KONDA VISHWESHWAR REDDY,MALE,64.0,GENERAL,BJP,Lotus,1676124.0,1668931.0,798517.0,11365.0,809882.0,27.56,48.32,48.53,2939057.0,2024,1.0,True,48.34094764449782,636985.0,172897.0,0.0,48.340947644497824,1.0
Telangana,Hyderabad,ASADUDDIN OWAISI,MALE,54.0,GENERAL,AIMIM,Kite,1081878.0,1077418.0,659278.0,2703.0,661981.0,29.86,61.19,61.44,2217305.0,2024,1.0,True,61.276154190779806,323894.0,338087.0,0.0,61.276154190779806,1.0
Telangana,Karimnagar,BANDI SANJAY KUMAR,MALE,52.0,GENERAL,BJP,Lotus,1314574.0,1307414.0,578827.0,6289.0,585116.0,32.54,44.51,44.75,1798168.0,2024,1.0,True,44.56831386934704,359907.0,225209.0,0.0,44.568313869347044,1.0
Telangana,Khammam,RAMASAHAYAM RAGHURAM REDDY,MALE,63.0,GENERAL,INC,Hand,1252286.0,1244501.0,759603.0,7326.0,766929.0,46.99,61.24,61.63,1631952.0,2024,1.0,True,61.29141049626663,299082.0,467847.0,0.0,61.29141049626664,1.0
Telangana,Mahabubabad,BALRAM NAIK PORIKA,MALE,60.0,ST,INC,Hand,1109534.0,1102195.0,608505.0,4269.0,612774.0,39.95,55.23,55.6,1533858.0,2024,1.0,True,55.26530818390564,263609.0,349165.0,0.0,55.26530818390564,1.0
Telangana,Mahbubnagar,ARUNA. D. K,FEMALE,64.0,GENERAL,BJP,Lotus,1227560.0,1221748.0,506747.0,4000.0,510747.0,30.33,41.61,41.8,1683709.0,2024,1.0,True,41.65697451548759,506247.0,4500.0,0.0,41.656974515487605,1.0
Telangana,Malkajgiri,EATALA RAJENDER,MALE,60.0,GENERAL,BJP,Lotus,1938462.0,1920477.0,980712.0,10330.0,991042.0,26.21,51.13,51.6,3780453.0,2024,1.0,True,51.24728325929251,599567.0,391475.0,0.0,51.24728325929251,1.0
Telangana,Medak,MADHAVANENI RAGHUNANDAN RAO,MALE,59.0,GENERAL,BJP,Lotus,1387211.0,1381622.0,463777.0,7440.0,471217.0,25.77,33.97,34.11,1828717.0,2024,1.0,True,33.992478930400885,432078.0,39139.0,0.0,33.992478930400885,1.0
Telangana,Nagarkurnool,DR.MALLU RAVI,MALE,73.0,SC,INC,Hand,1221686.0,1214643.0,459259.0,5813.0,465072.0,26.74,38.07,38.29,1739310.0,2024,1.0,True,38.144949693370286,370658.0,94414.0,0.0,38.14494969337028,1.0
Telangana,Nalgonda,KUNDURU RAGHUVEER,MALE,44.0,GENERAL,INC,Hand,1297265.0,1290238.0,772264.0,12073.0,784337.0,45.44,60.46,60.79,1726204.0,2024,1.0,True,60.504704070895855,224432.0,559905.0,0.0,60.504704070895855,1.0
Telangana,Nizamabad,ARVIND DHARMAPURI,MALE,47.0,GENERAL,BJP,Lotus,1233995.0,1229098.0,588244.0,4074.0,592318.0,34.73,48.0,48.19,1705591.0,2024,1.0,True,48.01614162345238,483077.0,109241.0,0.0,48.01614162345238,1.0
Telangana,Peddapalle,VAMSI KRISHNA GADDAM,MALE,35.0,SC,INC,Hand,1096672.0,1089584.0,470180.0,5407.0,475587.0,29.76,43.37,43.65,1597892.0,2024,1.0,True,43.420904870377385,344223.0,131364.0,0.0,43.420904870377385,1.0
Telangana,Secunderabad,G. KISHAN REDDY,MALE,63.0,GENERAL,BJP,Lotus,1048604.0,1042493.0,468311.0,4701.0,473012.0,22.31,45.11,45.37,2120550.0,2024,1.0,True,45.14942361970832,423068.0,49944.0,0.0,45.149423619708315,1.0
Telangana,Warangal,KADIYAM KAVYA,FEMALE,41.0,SC,INC,Hand,1269265.0,1259566.0,575566.0,5728.0,581294.0,31.84,45.8,46.15,1825492.0,2024,1.0,True,45.84532779787152,360955.0,220339.0,0.0,45.84532779787152,1.0
Telangana,Zahirabad,SURESH KUMAR SHETKAR,MALE,63.0,GENERAL,INC,Hand,1236677.0,1233616.0,523919.0,4499.0,528418.0,32.17,42.73,42.83,1642425.0,2024,1.0,True,42.731763805876305,482230.0,46188.0,0.0,42.73176380587631,1.0
Tripura,Tripura East,KRITI DEVI DEBBARMAN,FEMALE,52.0,ST,BJP,Lotus,1136053.0,1116042.0,768129.0,9318.0,777447.0,55.47,68.43,69.66,1401443.0,2024,1.0,True,68.53708527828836,290628.0,486819.0,0.0,68.53708527828836,1.0
Tripura,Tripura West,BIPLAB KUMAR DEB,MALE,53.0,GENERAL,BJP,Lotus,1212774.0,1195197.0,868484.0,12857.0,881341.0,59.98,72.67,73.74,1469453.0,2024,1.0,True,72.84959857299789,269763.0,611578.0,0.0,72.84959857299789,1.0
Uttar Pradesh,Agra,PROF S P SINGH BAGHEL,MALE,63.0,SC,BJP,Lotus,1125376.0,1116765.0,597061.0,2336.0,599397.0,28.88,53.26,53.67,2075821.0,2024,1.0,True,53.33762243288048,328103.0,271294.0,-2.0,51.33762243288048,1.0
Uttar Pradesh,Akbarpur,DEVENDRA SINGH ALIAS BHOLE SINGH,MALE,70.0,GENERAL,BJP,Lotus,1087989.0,1079304.0,514256.0,3167.0,517423.0,27.58,47.56,47.94,1875912.0,2024,1.0,True,47.603070233947555,473078.0,44345.0,-2.0,45.60307023394756,1.0
Uttar Pradesh,Aligarh,BIJENDRA SINGH,MALE,67.0,GENERAL,SP,Bicycle,1139422.0,1128432.0,485588.0,599.0,486187.0,24.27,42.67,43.09,2002868.0,2024,2.0,False,42.89761648046615,123929.0,,2.0,44.89761648046614,1.0
Uttar Pradesh,Allahabad,UJJWAL RAMAN SINGH,MALE,51.0,GENERAL,INC,Hand,948256.0,937048.0,461100.0,1045.0,462145.0,25.28,48.74,49.32,1828159.0,2024,1.0,True,48.80095036958817,403350.0,58795.0,0.0,49.79688813223283,1.0
Uttar Pradesh,Ambedkar Nagar,LALJI VERMA,MALE,68.0,GENERAL,SP,Bicycle,1180008.0,1169614.0,543721.0,1238.0,544959.0,28.48,46.18,46.59,1913756.0,2024,1.0,True,46.29824087431248,407712.0,137247.0,2.0,48.29824087431248,1.0
Uttar Pradesh,Amethi,KISHORI LAL,MALE,62.0,GENERAL,INC,Hand,980883.0,971288.0,536680.0,2548.0,539228.0,29.98,54.97,55.52,1798715.0,2024,1.0,True,54.985616990815465,372032.0,167196.0,0.0,56.107772439607615,1.0
Uttar Pradesh,Amroha,KANWAR SINGH TANWAR,MALE,63.0,GENERAL,BJP,Lotus,1111135.0,1104790.0,475210.0,1296.0,476506.0,27.69,42.88,43.13,1720677.0,2024,1.0,True,42.90179978211742,447836.0,28670.0,-2.0,41.736530389915735,1.0
Uttar Pradesh,Aonla,NEERAJ MAURYA,MALE,55.0,GENERAL,SP,Bicycle,1090062.0,1082038.0,491119.0,1396.0,492515.0,26.01,45.18,45.52,1893622.0,2024,1.0,True,45.23067400376161,476546.0,15969.0,2.0,47.23067400376161,1.0
Uttar Pradesh,Azamgarh,DHARMENDRA YADAV,MALE,45.0,GENERAL,SP,Bicycle,1055114.0,1048286.0,504837.0,3402.0,508239.0,27.15,48.17,48.48,1871946.0,2024,1.0,True,48.19624094374692,347204.0,161035.0,2.0,50.196240943746915,1.0
Uttar Pradesh,Badaun,ADITYA YADAV,MALE,35.0,GENERAL,SP,Bicycle,1093550.0,1083202.0,501390.0,465.0,501855.0,24.96,45.89,46.33,2010304.0,2024,1.0,True,45.9673519185465,466864.0,34991.0,2.0,47.967351918546505,1.0
