state,constituency,candidate,sex,age,category,party,party_symbol,evm_votes,postal_votes,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes
Karnataka,Bangalore central,Jenifar J. Russell,MALE,38.0,GENERAL,IND,Dish Antenna,570.0,1.0,571.0,0.025897840954600765,0.04767522733401965,2204817.0,2019,16,False,0.047693266312182916,475.0,
Karnataka,Bangalore central,A. Christhuraj,MALE,41.0,GENERAL,IND,Green Chilli,471.0,4.0,475.0,0.0215437380970847,0.039659777554569765,2204817.0,2019,17,False,0.03967478370978439,429.0,
Karnataka,Bangalore central,Hunsur K. ChandraShekar,MALE,40.0,GENERAL,DPPS,Tractor Chalata Kisan,428.0,1.0,429.0,0.019457397144524918,0.035819041201916695,2204817.0,2019,18,False,0.035832594129468424,382.0,
Karnataka,Bangalore central,Arun Prasad A,MALE,45.0,GENERAL,IND,Pot,382.0,0.0,382.0,0.017325700953866013,0.031894810580727684,2204817.0,2019,19,False,0.03190687868871082,368.0,
Karnataka,Bangalore central,Syed Asif Bukhari,MALE,46.0,GENERAL,IND,CALCULATOR,361.0,7.0,368.0,0.016690727620478255,0.03072589082122458,2204817.0,2019,20,False,0.03073751664252769,364.0,
Karnataka,Bangalore central,Nawaz Dilber,MALE,42.0,GENERAL,KKMP,Bread Toaster,364.0,0.0,364.0,0.01650930666808175,0.030391913747080834,2204817.0,2019,21,False,0.030403413200761085,300.0,
Karnataka,Bangalore central,Raparti Anil Kumar,MALE,36.0,GENERAL,IND,Envelope,300.0,0.0,300.0,0.013606571429737707,0.025048280560780904,2204817.0,2019,22,False,0.025057758132495403,282.0,
Karnataka,Bangalore central,C. B. K. Rama,MALE,43.0,SC,IND,Almirah,282.0,0.0,282.0,0.012790177143953444,0.02354538372713405,2204817.0,2019,23,False,0.023554292644545678,,
Karnataka,Belgaum,ANGADI SURESH CHANNABASAPPA,MALE,63.0,GENERAL,BJP,Lotus,756986.0,5005.0,761991.0,42.824121167842186,63.12355961436186,1779350.0,2019,1,True,63.22375249848784,370687.0,391304.0
Karnataka,Belgaum,Dr.SADHUNAVAR,MALE,69.0,GENERAL,INC,Hand,369944.0,743.0,370687.0,20.83271981341501,30.70782062093772,1779350.0,2019,2,False,30.756561616091215,8151.0,
Karnataka,Belgaum,GANESH M DADDIKAR,MALE,42.0,GENERAL,IND,Tractor Chalata Kisan,8150.0,1.0,8151.0,0.4580886278697277,0.6752312486849104,1779350.0,2019,3,False,0.6763030096355133,5750.0,
Karnataka,Belgaum,BADRODDIN KAMDOD,MALE,43.0,GENERAL,BSP,Elephant,5574.0,176.0,5750.0,0.32315171270407733,0.47633169917043733,1779350.0,2019,4,False,0.47708775676655635,4068.0,
Karnataka,Belgaum,DILSHAD SIKANDAR TAHASHILDAR,FEMALE,44.0,GENERAL,RPI(A),Sewing Machine,4044.0,24.0,4068.0,0.228622811700902,0.3369943221261459,1779350.0,2019,5,False,0.33752921643936545,4066.0,
Karnataka,Belgaum,VINAYAK BALKRISHNA MORE,MALE,26.0,GENERAL,IND,DIAMOND,4064.0,2.0,4066.0,0.22851041110517883,0.3368286415351301,1779350.0,2019,6,False,0.3373632728717945,3298.0,
Karnataka,Belgaum,RATHOD SHANKAR PANDAPPA,MALE,50.0,SC,IND,Television,3298.0,0.0,3298.0,0.18534858234748644,0.27320729458506127,1779350.0,2019,7,False,0.27364094292453967,3233.0,
Karnataka,Belgaum,NOTA,,,,NOTA,,3206.0,27.0,3233.0,0.18169556298648384,0.26782267537704757,1779350.0,2019,8,False,0.2682477769784829,2397.0,
Karnataka,Belgaum,KRISHNAKANT KAMANNA BIRJE,MALE,68.0,GENERAL,IND,Tennis Racket & Ball ,2396.0,1.0,2397.0,0.13471211397420407,0.19856818833244141,1779350.0,2019,9,False,0.1988833657338149,2368.0,
Karnataka,Belgaum,GOPAL BALAWANTRAO DESAI,MALE,60.0,GENERAL,IND,Scissors,2366.0,2.0,2368.0,0.1330823053362183,0.19616581976271225,1779350.0,2019,10,False,0.19647718400403574,2299.0,
Karnataka,Belgaum,GAJANAN AMRUT TOKANEKAR,MALE,51.0,GENERAL,IND,Helmet,2298.0,1.0,2299.0,0.12920448478376936,0.19044983937266702,1779350.0,2019,11,False,0.19075213092283708,2128.0,
Karnataka,Belgaum,MANJUNATH H RAJAPPANAVAR,MALE,38.0,GENERAL,UPJP,Auto- Rickshaw,2113.0,15.0,2128.0,0.11959423384943939,0.17628414884081575,1779350.0,2019,12,False,0.1765639558955186,2029.0,
Karnataka,Belgaum,RAJU CHANGAPPA DIVATAGI,MALE,42.0,GENERAL,IND,Mike,2029.0,0.0,2029.0,0.1140304043611431,0.16808295958553343,1779350.0,2019,13,False,0.1683497493007553,1923.0,
Karnataka,Belgaum,ASHUTOSH S KAMBALE,MALE,27.0,SC,IND,Capsicum,1920.0,3.0,1923.0,0.10807317278781578,0.1593018882616958,1779350.0,2019,14,False,0.15955474021949356,1876.0,
Karnataka,Belgaum,SHANKAR PUNNAPPA CHAUGALE,MALE,64.0,GENERAL,IND,BENCH,1874.0,2.0,1876.0,0.10543175878832158,0.15540839437282442,1779350.0,2019,15,False,0.1556550663815756,1564.0,
Karnataka,Belgaum,SACHIN SHANTARAM KELAVEKAR,MALE,32.0,GENERAL,IND,Ginger,1564.0,0.0,1564.0,0.08789726585550904,0.12956222217435895,1779350.0,2019,16,False,0.12976786984050334,1490.0,
Karnataka,Belgaum,KAVITA DEEPAK KOLE,FEMALE,35.0,GENERAL,IND,BELT,1476.0,14.0,1490.0,0.08373844381375221,0.12343204030677418,1779350.0,2019,17,False,0.12362795784037722,1456.0,
Karnataka,Belgaum,RANJIT KALLAPPA PATIL,MALE,41.0,GENERAL,IND,Cup & Saucer,1455.0,1.0,1456.0,0.08182763368645854,0.12061547025950552,1779350.0,2019,18,False,0.12080691719167064,1049.0,
Karnataka,Belgaum,ONKARSINGH BHATIA,MALE,57.0,GENERAL,IND,Tiller,1038.0,11.0,1049.0,0.05895411245679602,0.08689946998778934,1779350.0,2019,19,False,0.08703740119097698,1028.0,
Karnataka,Belgaum,KALLAPPA KRUSHNA KOWADKAR,MALE,38.0,GENERAL,IND,CALCULATOR,1028.0,0.0,1028.0,0.057773906201702876,0.08515982378212339,1779350.0,2019,20,False,0.08529499373148174,951.0,
Karnataka,Belgaum,SUNIL VITTAL DASAR,MALE,31.0,GENERAL,IND,CCTV Camera,950.0,1.0,951.0,0.05344648326636131,0.07878112102801493,1779350.0,2019,21,False,0.07890616637999916,912.0,
Karnataka,Belgaum,DHANANJAY RAJARAM PATIL,MALE,42.0,GENERAL,IND,T.V. Remote,908.0,4.0,912.0,0.05125467164975975,0.07555034950320674,1779350.0,2019,22,False,0.07567026681236512,905.0,
Karnataka,Belgaum,ANAND RAMESH PATIL,MALE,54.0,GENERAL,IND,Electric Pole,904.0,1.0,905.0,0.050861269564728695,0.07497046743465142,1779350.0,2019,23,False,0.0750894643258667,854.0,
Karnataka,Belgaum,ANIL BABAN HEGADE,MALE,42.0,SC,IND,BUCKET,846.0,8.0,854.0,0.047995054373788176,0.07074561236374842,1779350.0,2019,24,False,0.07085790335280681,829.0,
Karnataka,Belgaum,UDAY TUKARAM NAIK,MALE,29.0,GENERAL,IND,Harmonium,823.0,6.0,829.0,0.04659004692724871,0.06867460497605087,1779350.0,2019,25,False,0.0687836087581696,822.0,
Karnataka,Belgaum,VINAYAK GOPAL GUNJATKAR,MALE,48.0,GENERAL,IND,Dish Antenna,821.0,1.0,822.0,0.046196644842217666,0.06809472290749555,1779350.0,2019,26,False,0.06820280627167119,820.0,
Karnataka,Belgaum,RAMCHANDRA KRISHNA GAONKAR,MALE,38.0,GENERAL,IND,Almirah,820.0,0.0,820.0,0.0460842442464945,0.06792904231647975,1779350.0,2019,27,False,0.06803686270410021,818.0,
Karnataka,Belgaum,SACHIN MANOHAR NIKAM,MALE,42.0,GENERAL,IND,Camera,816.0,2.0,818.0,0.04597184365077135,0.06776336172546395,1779350.0,2019,28,False,0.06787091913652925,708.0,
Karnataka,Belgaum,NAGESH SUBHASH BOBATE,MALE,26.0,GENERAL,IND,Room Heater,702.0,6.0,708.0,0.039789810885997694,0.058650929219594715,1779350.0,2019,29,False,0.05874402292012556,705.0,
Karnataka,Belgaum,UDAY KUNDARGI,MALE,54.0,GENERAL,IND,Whistle,703.0,2.0,705.0,0.039621209992412955,0.05840240833307101,1779350.0,2019,30,False,0.05849510756876909,670.0,
Karnataka,Belgaum,SHUBHAM VIKRANT SHELKE,MALE,25.0,GENERAL,IND,Head Phone,670.0,0.0,670.0,0.037654199567257705,0.055502997990294435,1779350.0,2019,31,False,0.05559109513627701,667.0,
Karnataka,Belgaum,MEGHARAJ SHIVAGOUDAPPA KHANAGOUDAR,MALE,30.0,GENERAL,IND,Pot,667.0,0.0,667.0,0.037485598673672973,0.05525447710377073,1779350.0,2019,32,False,0.055342179784920544,643.0,
Karnataka,Belgaum,MAHADEV MARUTI MANGANAKAR,MALE,45.0,GENERAL,IND,Saw,641.0,2.0,643.0,0.036136791524995084,0.05326631001158108,1779350.0,2019,33,False,0.05335085697406883,638.0,
Karnataka,Belgaum,PRAKASH BALAPPA NESARKAR,MALE,48.0,GENERAL,IND,Batsman,637.0,1.0,638.0,0.03585579003568719,0.05285210853404156,1779350.0,2019,34,False,0.05293599805514139,630.0,
Karnataka,Belgaum,PANDURANG MALLAPPA PATTAN,MALE,61.0,GENERAL,IND,Pestle and Mortar,629.0,1.0,630.0,0.03540618765279456,0.05218938616997834,1779350.0,2019,35,False,0.05227222378485748,613.0,
Karnataka,Belgaum,MARUTI SIDDAPPA CHOUGULE,MALE,51.0,GENERAL,IND,Stumps,610.0,3.0,613.0,0.03445078258914772,0.05078110114634401,1779350.0,2019,36,False,0.050861703460504185,598.0,
Karnataka,Belgaum,LAXMAN BHIMARAO DALAVI,MALE,44.0,GENERAL,IND,Gas Stove,596.0,2.0,598.0,0.03360777812122404,0.04953849671372548,1779350.0,2019,37,False,0.04961712670372186,592.0,
Karnataka,Belgaum,NANDA MARUTI KODACHWADKAR,FEMALE,54.0,GENERAL,IND,Bread,588.0,4.0,592.0,0.03327057633405457,0.04904145494067806,1779350.0,2019,38,False,0.049119296001008936,580.0,
Karnataka,Belgaum,SHRIKANT BALKRISHNA KADAM,MALE,31.0,SC,IND,BOX,579.0,1.0,580.0,0.03259617275971563,0.04804737139458324,1779350.0,2019,39,False,0.04812363459558308,576.0,
Karnataka,Belgaum,BULAND DEEPAK DALVI,MALE,44.0,GENERAL,IND,Tent,573.0,3.0,576.0,0.03237137156826931,0.04771601021255163,1779350.0,2019,40,False,0.047791747460441125,560.0,
Karnataka,Belgaum,PRABHAKAR BHUJANG PATIL,MALE,51.0,GENERAL,IND,Cake,558.0,2.0,560.0,0.031472166802484054,0.046390565484425196,1779350.0,2019,41,False,0.04646419891987332,543.0,
Karnataka,Belgaum,LAXMI SUNIL MUTAGEKAR,FEMALE,41.0,GENERAL,IND,Gas Cylinder,539.0,4.0,543.0,0.030516761738837217,0.04498228046079086,1779350.0,2019,42,False,0.04505367859552002,543.0,
Karnataka,Belgaum,VISHWANATH RAGHUNATH BUWAJI,MALE,27.0,ST,IND,Immersion Rod,542.0,1.0,543.0,0.030516761738837217,0.04498228046079086,1779350.0,2019,43,False,0.04505367859552002,500.0,
Karnataka,Belgaum,LAXMANRAO SOMANNA MELGE,MALE,84.0,GENERAL,IND,Bat,497.0,3.0,500.0,0.028100148930789333,0.04142014775395107,1779350.0,2019,44,False,0.041485891892744035,474.0,
Karnataka,Belgaum,CHETAKKUMAR YALLAPPA KAMBLE,MALE,33.0,SC,IND,Nail Cutter,471.0,3.0,474.0,0.026638941186388286,0.039266300070745615,1779350.0,2019,45,False,0.03932862551432134,474.0,
Karnataka,Belgaum,RAJENDRA YALLAPPA PATIL,MALE,44.0,GENERAL,IND,CARPET,472.0,2.0,474.0,0.026638941186388286,0.039266300070745615,1779350.0,2019,46,False,0.03932862551432134,469.0,
Karnataka,Belgaum,SHIVARAJ NARAYAN PATIL,MALE,54.0,GENERAL,IND,Black Board,469.0,0.0,469.0,0.026357939697080394,0.038852098593206104,1779350.0,2019,47,False,0.0389137665953939,463.0,
Karnataka,Belgaum,SANJAY SHIVAPPA KAMBLE,MALE,39.0,SC,IND,Stethoscope,461.0,2.0,463.0,0.026020737909910923,0.03835505682015869,1779350.0,2019,48,False,0.038415935892680976,458.0,
Karnataka,Belgaum,NITEEN DHONDIBA ANANDACHE,MALE,48.0,GENERAL,IND,Football Player,458.0,0.0,458.0,0.025739736420603027,0.03794085534261918,1779350.0,2019,49,False,0.03800107697375353,446.0,
Karnataka,Belgaum,VIJAY LAXMAN PATIL,MALE,59.0,GENERAL,IND,Peas,445.0,1.0,446.0,0.025065332846264086,0.03694677179652435,1779350.0,2019,50,False,0.037005415568327676,440.0,
Karnataka,Belgaum,SUNIL GUDDAKAYU,MALE,34.0,ST,IND,Tooth Brush,437.0,3.0,440.0,0.024728131059094615,0.03644973002347694,1779350.0,2019,51,False,0.03650758486561475,424.0,
Karnataka,Belgaum,NILKANTH MAHADEV PATIL,MALE,53.0,GENERAL,IND,Chakki,422.0,2.0,424.0,0.023828926293309356,0.035124285295350506,1779350.0,2019,52,False,0.03518003632504694,416.0,
Karnataka,Belgaum,PRANAM PRAKASH PATIL,MALE,40.0,GENERAL,IND,Bottle,415.0,1.0,416.0,0.023379323910416725,0.03446156293128729,1779350.0,2019,53,False,0.03451626205476303,406.0,
Karnataka,Belgaum,SANDIP VASANTH LAD,MALE,35.0,GENERAL,IND,Battery Torch,398.0,8.0,406.0,0.022817320931800937,0.03363315997620826,1779350.0,2019,54,False,0.03368654421690816,390.0,
Karnataka,Belgaum,RAMCHANDRA DATTOBA PATIL,MALE,63.0,GENERAL,IND,Petrol Pump,389.0,1.0,390.0,0.02191811616601568,0.032307715248081834,1779350.0,2019,55,False,0.032358995676340346,308.0,
Karnataka,Belgaum,SURESH BASAPPA MARALINGANNAVAR,MALE,46.0,GENERAL,IND,Spanner,306.0,2.0,308.0,0.017309691741366227,0.025514811016433856,1779350.0,2019,56,False,0.025555309405930326,284.0,
Karnataka,Belgaum,SURESH KHEMANA RAJUKAR,MALE,58.0,GENERAL,IND,HOCKEY & BALL,283.0,1.0,284.0,0.01596088459268834,0.023526643924244205,1779350.0,2019,57,False,0.023563986595078613,249.0,
Karnataka,Belgaum,VIJAY KRISHNA MADAR,MALE,40.0,SC,IND,Tray,249.0,0.0,249.0,0.013993874167533086,0.020627233581467633,1779350.0,2019,58,False,0.02065997416258653,,
Karnataka,Bellary,Y. DEVENDRAPPA,MALE,67.0,ST,BJP,Lotus,614274.0,2114.0,616388.0,35.187305835246676,50.44153569806503,1751734.0,2019,1,True,50.44397123884753,560681.0,55707.0
Karnataka,Bellary,V. S. UGRAPPA,MALE,65.0,ST,INC,Hand,559970.0,711.0,560681.0,32.007199723245655,45.8828054354186,1751734.0,2019,2,False,45.88502086051037,9961.0,
Karnataka,Bellary,K. GULAPPA,MALE,69.0,ST,BSP,Elephant,9952.0,9.0,9961.0,0.5686365624004558,0.8151491221250671,1751734.0,2019,3,False,0.8151884811355188,9024.0,
Karnataka,Bellary,NOTA,,,,NOTA,,9016.0,8.0,9024.0,0.5151467060638202,0.7384706031579766,1751734.0,2019,4,False,0.7385062597898727,6919.0,
Karnataka,Bellary,B. ESHWARAPPA,MALE,40.0,ST,SHS,Bow & Arrow,6919.0,0.0,6919.0,0.3949800597579313,0.5662098961934885,1751734.0,2019,5,False,0.5662372353153955,3833.0,
Karnataka,Bellary,A. DEVADAS,MALE,51.0,ST,SUCI(C),Tractor Chalata Kisan,3832.0,1.0,3833.0,0.21881176023300342,0.3136699713989942,1751734.0,2019,6,False,0.31368511677466554,3397.0,
Karnataka,Bellary,T. VEERESH,MALE,35.0,ST,SMFB,Pressure Cooker,3397.0,0.0,3397.0,0.19392213658009722,0.27799031903010263,1751734.0,2019,7,False,0.2780037416341088,3101.0,
Karnataka,Bellary,CONDUCTOR PAMPAPATHI,MALE,60.0,ST,IND,Whistle,3100.0,1.0,3101.0,0.17702459391665631,0.2537674357704882,1751734.0,2019,8,False,0.25377968878639134,2722.0,
Karnataka,Bellary,P. D. RAMANAYAKA,MALE,43.0,ST,RPIK,Cup & Saucer,2720.0,2.0,2722.0,0.15538888895231812,0.2227523251103737,1751734.0,2019,9,False,0.2227630805793477,2658.0,
Karnataka,Bellary,B. RAGHU,MALE,35.0,ST,PPOI,Pineapple,2656.0,2.0,2658.0,0.15173536621427683,0.21751494494613274,1751734.0,2019,10,False,0.21752544753119255,1840.0,
Karnataka,Bellary,NAYAKARA RAMAPPA,MALE,30.0,ST,ILP(AP),BUCKET,1839.0,1.0,1840.0,0.10503877871868673,0.15057467972192784,1751734.0,2019,11,False,0.15058195013445988,1402.0,
Karnataka,Bellary,NAVEEN KUMAR. S,MALE,29.0,ST,BHAPRAP,Ludo,1402.0,0.0,1402.0,0.08003498248021675,0.11473135922290371,1751734.0,2019,12,False,0.1147368989611482,,
Karnataka,Bidar,BHAGWANTH KHUBA,MALE,50.0,GENERAL,BJP,Lotus,583833.0,1638.0,585471.0,32.98251642869818,52.35576858587711,1775095.0,2019,1,True,52.406757449870966,468637.0,116834.0
Karnataka,Bidar,ESHWAR B. KHANDRE,MALE,57.0,GENERAL,INC,Hand,467297.0,1340.0,468637.0,26.400671513355622,41.90788326455057,1775095.0,2019,2,False,41.94869701665015,15188.0,
Karnataka,Bidar,BABA BUKHARI,MALE,65.0,GENERAL,BSP,Elephant,15168.0,20.0,15188.0,0.8556161782890493,1.3581875332549374,1775095.0,2019,3,False,1.3595102612232548,5748.0,
Karnataka,Bidar,RAVIKANT. K. HUGAR VAKIL,MALE,48.0,GENERAL,IND,Football,5747.0,1.0,5748.0,0.32381365504381454,0.5140151396595589,1775095.0,2019,4,False,0.5145157348901284,4980.0,
Karnataka,Bidar,SHIVARAJ TIMMANNA BOKKE,MALE,66.0,GENERAL,IND,Sewing Machine,4979.0,1.0,4980.0,0.28054836501708363,0.4453367076382399,1775095.0,2019,5,False,0.44577041749353497,4634.0,
Karnataka,Bidar,MAULASAB TADAKAL,MALE,63.0,GENERAL,IND,Battery Torch,4633.0,1.0,4634.0,0.2610564504998324,0.41439564321196865,1775095.0,2019,6,False,0.41479921981225726,4624.0,
Karnataka,Bidar,ABDUS SATTAR MUJAHED,MALE,53.0,GENERAL,ABML(S),Bat,4623.0,1.0,4624.0,0.26049310036927603,0.4135013927950244,1775095.0,2019,7,False,0.4139040984919891,3635.0,
Karnataka,Bidar,DAYANAND GODBOLE,MALE,32.0,SC,APoI,Coat,3632.0,3.0,3635.0,0.20477777245724876,0.3250600265592374,1775095.0,2019,8,False,0.3253765999174698,3440.0,
Karnataka,Bidar,SHARAD GANDGE,MALE,46.0,GENERAL,IND,Basket containing Fruits,3439.0,1.0,3440.0,0.1937924449113991,0.3076221434288244,1775095.0,2019,9,False,0.30792173417224106,3344.0,
Karnataka,Bidar,SANTOSH RATHOD,MALE,41.0,SC,BJKD,Water Melon,3342.0,2.0,3344.0,0.18838428365805773,0.2990373394261595,1775095.0,2019,10,False,0.2993285694976669,2027.0,
Karnataka,Bidar,MOULAPPA. A. MALGE,MALE,41.0,SC,IND,Tractor Chalata Kisan,2026.0,1.0,2027.0,0.1141910714637808,0.18126455951460088,1775095.0,2019,11,False,0.18144109161835248,1948.0,
Karnataka,Bidar,NOTA,,,,NOTA,,1946.0,2.0,1948.0,0.10974060543238531,0.17419998122074123,1775095.0,2019,12,False,0.17436963318823415,1853.0,
Karnataka,Bidar,AMBRESH KENCHA,MALE,36.0,GENERAL,UPJP,Auto- Rickshaw,1851.0,2.0,1853.0,0.10438877919209959,0.16570460225977082,1775095.0,2019,13,False,0.1658659806456868,1707.0,
Karnataka,Bidar,SUGRIV BHARAT KACHAVE,MALE,29.0,GENERAL,KKJHS,Helicopter,1707.0,0.0,1707.0,0.09616386728597624,0.15264854617238466,1775095.0,2019,14,False,0.15279720936977192,1322.0,
Karnataka,Bidar,SHRIMANTH ARJUN YEVATE PATIL,MALE,67.0,GENERAL,IND,Gas Cylinder,1322.0,0.0,1322.0,0.07447488725955512,0.11821990512003075,1775095.0,2019,15,False,0.11833503853944845,1259.0,
Karnataka,Bidar,MUFTI SHIAK ABDUL GAFFAR,MALE,44.0,GENERAL,IND,Fountain,1259.0,0.0,1259.0,0.07092578143704985,0.11258612749328195,1775095.0,2019,16,False,0.11269577422175915,1241.0,
Karnataka,Bidar,RAJKUMAR,MALE,33.0,GENERAL,PUJP,Violin,1240.0,1.0,1241.0,0.06991175120204834,0.11097647674278227,1775095.0,2019,17,False,0.1110845558452765,1208.0,
Karnataka,Bidar,RAJAMABI DASTAGIR,FEMALE,59.0,GENERAL,BBKD,Television,1208.0,0.0,1208.0,0.06805269577121224,0.10802545036686624,1775095.0,2019,18,False,0.10813065548839161,1138.0,
Karnataka,Bidar,ADVOCATE MOULVI ZAMERUDDIN,MALE,65.0,GENERAL,NDEP,Electric Pole,1137.0,1.0,1138.0,0.06410924485731749,0.10176569744825643,1775095.0,2019,19,False,0.10186480624651462,1051.0,
Karnataka,Bidar,SAIBANNA JAMADAR,MALE,28.0,GENERAL,IND,COCONUT FARM,1051.0,0.0,1051.0,0.05920809872147687,0.0939857188208414,1775095.0,2019,20,False,0.09407725076018178,1000.0,
Karnataka,Bidar,MD MERAJUDDIN,MALE,34.0,GENERAL,BAHUMP,Whistle,1000.0,0.0,1000.0,0.056335013055639274,0.08942504169442568,1775095.0,2019,21,False,0.08951213202681425,970.0,
Karnataka,Bidar,MOHAMMED ABDUL WAKEEL,MALE,47.0,GENERAL,BHAPRAP,Ludo,970.0,0.0,970.0,0.0546449626639701,0.08674229044359293,1775095.0,2019,22,False,0.08682676806600984,742.0,
Karnataka,Bidar,MOHAMMED YOUSUF,MALE,42.0,GENERAL,PrStP,Syringe,742.0,0.0,742.0,0.041800579687284345,0.06635338093726385,1775095.0,2019,23,False,0.06641800196389618,,
Karnataka,Bijapur,JIGAJINAGI RAMESH CHANDAPPA,MALE,66.0,SC,BJP,Lotus,633868.0,1999.0,635867.0,35.37336440461574,57.15694390886055,1797587.0,2019,1,True,57.215522686740684,377829.0,258038.0
Karnataka,Bijapur,DR. SUNITA DEVANAND CHAVAN,FEMALE,42.0,SC,JD(S),A lady farmer carrying paddy on her head,377342.0,487.0,377829.0,21.01867670382574,33.96237099918831,1797587.0,2019,2,False,33.9971782168418,23706.0,
Karnataka,Bijapur,DHAREPPA MAHADEV ARDHAVAR,MALE,33.0,SC,IND,Ganna Kisan,23701.0,5.0,23706.0,1.3187678816101807,2.130889812340392,1797587.0,2019,3,False,2.133073710086975,23442.0,
Karnataka,Bijapur,PUJARI SHRINATH SANGAPPA,MALE,36.0,SC,BSP,Elephant,23389.0,53.0,23442.0,1.3040815270693435,2.1071593259463204,1797587.0,2019,4,False,2.1093189028878285,12286.0,
Karnataka,Bijapur,NOTA,,,,NOTA,,12280.0,6.0,12286.0,0.683471787457297,1.104366499384715,1797587.0,2019,5,False,1.1054983380632992,8479.0,
Karnataka,Bijapur,GURUBASAVA. P . RABAKAVI,MALE,25.0,SC,UPJP,Auto- Rickshaw,8475.0,4.0,8479.0,0.4716878793627235,0.7621620989974769,1797587.0,2019,6,False,0.7629432206119742,7644.0,
Karnataka,Bijapur,BALAJI DYAMANNA WADDAR (YATNAL),MALE,34.0,SC,IND,Gas Cylinder,7641.0,3.0,7644.0,0.425236720114242,0.6871054469556213,1797587.0,2019,7,False,0.6878096448116442,4992.0,
Karnataka,Bijapur,RAMAPPA HARIJAN (HOLER),MALE,36.0,SC,IND,Key,4990.0,2.0,4992.0,0.27770561313583153,0.4487219245424465,1797587.0,2019,8,False,0.44918180885658393,4188.0,
Karnataka,Bijapur,DADASAB SIDDAPPA BAGAYAT,MALE,46.0,SC,IND,Tractor Chalata Kisan,4186.0,2.0,4188.0,0.23297898794328176,0.3764518068877737,1797587.0,2019,9,False,0.3768376232955476,4102.0,
Karnataka,Bijapur,DONDIBA RAMU RATHOD,MALE,42.0,SC,IND,Diesel Pump,4099.0,3.0,4102.0,0.22819479669134232,0.3687214211684927,1797587.0,2019,10,False,0.36909931488976505,3216.0,
Karnataka,Bijapur,RUDRAPPA DEYAPPA CHALAWADI,MALE,55.0,SC,BBM,COCONUT FARM,3215.0,1.0,3216.0,0.17890650077019918,0.2890804706186915,1797587.0,2019,11,False,0.28937674224414545,2957.0,
Karnataka,Bijapur,YAMANAPPA VITTAL GUNADAL,MALE,37.0,SC,RPIK,Cup & Saucer,2952.0,5.0,2957.0,0.16449829688354445,0.2657994252548106,1797587.0,2019,12,False,0.26607183669649814,2646.0,
Karnataka,Bijapur,SHRIVENKATESHWAR MAHA SWAMIJI (KATAKADHOND D.G),MALE,31.0,SC,HJP,Whistle,2643.0,3.0,2646.0,0.1471973261933915,0.23784419317694583,1797587.0,2019,13,False,0.23808795397326143,,
Karnataka,Chamarajanagar,V. SRINIVAS PRASAD,MALE,71.0,SC,BJP,Lotus,567010.0,1527.0,568537.0,33.71439685993217,44.741151704735486,1686333.0,2019,1,True,44.74351084241393,566720.0,1817.0
Karnataka,Chamarajanagar,R. DHRUVANARAYANA,MALE,58.0,SC,INC,Hand,565754.0,966.0,566720.0,33.60664827172332,44.59816246630861,1686333.0,2019,2,False,44.600514064366656,87631.0,
Karnataka,Chamarajanagar,Dr. SHIVAKUMARA,MALE,42.0,SC,BSP,Elephant,87208.0,423.0,87631.0,5.196541845531103,6.896141966200398,1686333.0,2019,3,False,6.89650559001714,12716.0,
Karnataka,Chamarajanagar,NOTA,,,,NOTA,,12706.0,10.0,12716.0,0.7540622166559037,1.0006885832890673,1686333.0,2019,4,False,1.000741348183382,9510.0,
Karnataka,Chamarajanagar,HANUR NAGARAJU,MALE,49.0,SC,UPJP,Auto- Rickshaw,9501.0,9.0,9510.0,0.5639455552373108,0.7483916661748214,1686333.0,2019,5,False,0.7484311278093712,6554.0,
Karnataka,Chamarajanagar,M. PRADEEP KUMAR,MALE,33.0,SC,IND,Man Blowing Turha,6553.0,1.0,6554.0,0.3886539609910972,0.5157685573196404,1686333.0,2019,6,False,0.5157957530665215,4633.0,
Karnataka,Chamarajanagar,G.D. RAJAGOPAL,MALE,49.0,SC,IND,Jackfruit,4632.0,1.0,4633.0,0.27473814483853426,0.3645950146569871,1686333.0,2019,7,False,0.36461423923667896,4606.0,
Karnataka,Chamarajanagar,SUBBAIAH,MALE,50.0,SC,INCP,Ganna Kisan,4604.0,2.0,4606.0,0.27313703758391733,0.36247024336500816,1686333.0,2019,8,False,0.36248935590851356,4067.0,
Karnataka,Chamarajanagar,N. AMBARISH,MALE,32.0,SC,IND,Helicopter,4067.0,0.0,4067.0,0.24117419276026741,0.32005351275846466,1686333.0,2019,9,False,0.32007038872773,3000.0,
Karnataka,Chamarajanagar,ANAND JIVAN RAM,MALE,33.0,SC,IND,Gas Cylinder,3000.0,0.0,3000.0,0.1779008060685523,0.2360856991087765,1686333.0,2019,10,False,0.23609814757393413,2684.0,
Karnataka,Chamarajanagar,PRASANNA KUMAR. B,MALE,30.0,SC,KPPR,Sewing Machine,2680.0,4.0,2684.0,0.15916192116266478,0.2112180054693187,1686333.0,2019,11,False,0.2112291426961464,,
Karnataka,Chikkballapur,B.N.Bache Gowda,MALE,76.0,GENERAL,BJP,Lotus,744475.0,1437.0,745912.0,41.23840378597729,53.740560970671915,1808780.0,2019,1,True,53.78023782898318,563802.0,182110.0
