state,district,survey,survey_year,fertility_rate,electricity_pct,improved_sanitation_pct,lpg_pct,mobile_phone_pct,bank_account_pct,women_secondary_edu_pct,female_literacy_pct,male_literacy_pct,wealth_index_mean,urban_pct,household_count,person_count,state_key,district_key,district_panel_id,nfhs4_sdist_code,district_name_source
Bihar,JEHANABAD,NFHS-4,2016,,0.0,2.2903499502666107,0.0,0.0,,,,,,0.0,129,,BIHAR,JEHANABAD,BIHAR__JEHANABAD__NFHS-4,,state_file_census_name
Bihar,KAIMUR (BHABUA),NFHS-4,2016,,12.76333156925564,5.641111867144412,1.880370622381471,0.0,,,,,,0.0,54,,BIHAR,KAIMUR BHABUA,BIHAR__KAIMUR BHABUA__NFHS-4,,state_file_census_name
Bihar,KATIHAR,NFHS-4,2016,,1.9426434299981143,10.377230550595772,0.0,0.0,,,,,,0.0,154,,BIHAR,KATIHAR,BIHAR__KATIHAR__NFHS-4,,state_file_census_name
Bihar,KHAGARIA,NFHS-4,2016,,8.197922372791407,4.650868979861567,0.0,1.160486665472887,,,,,,0.0,170,,BIHAR,KHAGARIA,BIHAR__KHAGARIA__NFHS-4,,state_file_census_name
Bihar,KISHANGANJ,NFHS-4,2016,,12.61905538196876,17.383054777459826,2.314929801336626,1.1440509213865313,,,,,,19.44886566357103,86,,BIHAR,KISHANGANJ,BIHAR__KISHANGANJ__NFHS-4,,state_file_census_name
Bihar,Katihar,NFHS-5,2020,,100.0,100.0,100.0,0.0,100.0,,,,58770.0,100.0,1,,BIHAR,KATIHAR,BIHAR__KATIHAR__NFHS-5,,
Bihar,Kishanganj,NFHS-5,2020,,85.09685735265373,40.38742941061495,40.38742941061495,27.645286028980603,70.19371470530747,,,,27172.466006159568,25.48428676326869,7,,BIHAR,KISHANGANJ,BIHAR__KISHANGANJ__NFHS-5,,
Bihar,LAKHISARAI,NFHS-4,2016,,7.547169811320753,3.773584905660377,0.0,1.8867924528301885,,,,,,0.0,53,,BIHAR,LAKHISARAI,BIHAR__LAKHISARAI__NFHS-4,,state_file_census_name
Bihar,MADHEPURA,NFHS-4,2016,,6.548024290078174,5.240677825866167,0.6589589883529773,0.6749562885195659,,,,,,0.0,151,,BIHAR,MADHEPURA,BIHAR__MADHEPURA__NFHS-4,,state_file_census_name
Bihar,MADHUBANI,NFHS-4,2016,,4.597465804744963,4.660914146278252,0.0,0.0,,,,,,0.0,129,,BIHAR,MADHUBANI,BIHAR__MADHUBANI__NFHS-4,,state_file_census_name
Bihar,MUNGER,NFHS-4,2016,,1.5151515151515151,10.606060606060606,1.5151515151515151,0.0,,,,,,0.0,66,,BIHAR,MUNGER,BIHAR__MUNGER__NFHS-4,,state_file_census_name
Bihar,MUZAFFARPUR,NFHS-4,2016,,13.082613221647668,14.94027785913663,2.640405998714596,0.8778409047689164,,,,,,11.3094790684316,231,,BIHAR,MUZAFFARPUR,BIHAR__MUZAFFARPUR__NFHS-4,,state_file_census_name
Bihar,Madhepura,NFHS-5,2020,,100.0,0.0,0.0,0.0,0.0,,,,-55149.0,0.0,1,,BIHAR,MADHEPURA,BIHAR__MADHEPURA__NFHS-5,,
Bihar,Madhubani,NFHS-5,2020,,65.84114433952412,31.68228867904824,14.6028608488103,0.0,48.76171650928618,,,,-59647.16062647472,14.6028608488103,6,,BIHAR,MADHUBANI,BIHAR__MADHUBANI__NFHS-5,,
Bihar,NALANDA,NFHS-4,2016,,23.08559459596169,14.789709952161326,3.302529809120465,2.3723149182787893,,,,,,8.964009481898405,208,,BIHAR,NALANDA,BIHAR__NALANDA__NFHS-4,,state_file_census_name
Bihar,NAWADA,NFHS-4,2016,,23.770898634251857,5.265145094071536,1.0574509351292567,0.0,,,,,,7.867831263209235,190,,BIHAR,NAWADA,BIHAR__NAWADA__NFHS-4,,state_file_census_name
Bihar,PASHCHIM CHAMPARAN,NFHS-4,2016,,60.44786405952392,55.40808631261155,17.011607872934334,5.1843041388421325,,,,,,35.75355849011208,214,,BIHAR,PASHCHIM CHAMPARAN,BIHAR__PASHCHIM CHAMPARAN__NFHS-4,,state_file_census_name
Bihar,PATNA,NFHS-4,2016,,11.315450392734858,0.0,0.0,0.0,,,,,,0.0,70,,BIHAR,PATNA,BIHAR__PATNA__NFHS-4,,state_file_census_name
Bihar,PURBA CHAMPARAN,NFHS-4,2016,,24.918915149103388,41.06271977672594,7.589361536284084,3.252583515550321,,,,,,33.61002966068664,93,,BIHAR,PURBA CHAMPARAN,BIHAR__PURBA CHAMPARAN__NFHS-4,,state_file_census_name
Bihar,PURNIA,NFHS-4,2016,,20.88809437177509,27.507225234569493,10.564956498589792,3.0302216842830267,,,,,,25.756884316405724,136,,BIHAR,PURNIA,BIHAR__PURNIA__NFHS-4,,state_file_census_name
Bihar,Pashchim Champaran,NFHS-5,2020,,79.97995263143886,66.63325438573146,39.93985789431665,28.528469924511896,66.63325438573146,,,,26904.801842110715,39.93985789431665,16,,BIHAR,PASHCHIM CHAMPARAN,BIHAR__PASHCHIM CHAMPARAN__NFHS-5,,
Bihar,Purba Champaran,NFHS-5,2020,,87.3737187254892,81.0605780882338,37.784017481613766,45.01258197303687,70.26514452205845,,,,50569.806447408024,43.18173426470144,17,,BIHAR,PURBA CHAMPARAN,BIHAR__PURBA CHAMPARAN__NFHS-5,,
Bihar,Purnia,NFHS-5,2020,,100.0,100.0,46.091559220174936,100.0,100.0,,,,66870.75649814407,46.091559220174936,2,,BIHAR,PURNIA,BIHAR__PURNIA__NFHS-5,,
Bihar,ROHTAS,NFHS-4,2016,,78.11073231465134,53.76885143547362,7.410092705051144,5.389158330946285,,,,,,66.69083434546029,150,,BIHAR,ROHTAS,BIHAR__ROHTAS__NFHS-4,,state_file_census_name
Bihar,SAHARSA,NFHS-4,2016,,34.47572115701013,35.34914377205613,21.177303930546543,6.127477527225662,,,,,,16.13759581878162,149,,BIHAR,SAHARSA,BIHAR__SAHARSA__NFHS-4,,state_file_census_name
Bihar,SAMASTIPUR,NFHS-4,2016,,13.881566367966183,27.328110948651503,11.09061771646134,6.394485574069515,,,,,,11.09061771646134,178,,BIHAR,SAMASTIPUR,BIHAR__SAMASTIPUR__NFHS-4,,state_file_census_name
Bihar,SARAN,NFHS-4,2016,,26.917874984746888,18.982426834575417,8.866079907778813,3.8883219389158823,,,,,,10.77368861648112,187,,BIHAR,SARAN,BIHAR__SARAN__NFHS-4,,state_file_census_name
Bihar,SHEIKHPURA,NFHS-4,2016,,10.851697147653615,14.926808761908031,2.0302878855228452,1.3441018991308649,,,,,,8.066890309234017,295,,BIHAR,SHEIKHPURA,BIHAR__SHEIKHPURA__NFHS-4,,state_file_census_name
Bihar,SHEOHAR,NFHS-4,2016,,14.316032963126798,15.657863223555688,3.7646469579849,0.0,,,,,,0.0,159,,BIHAR,SHEOHAR,BIHAR__SHEOHAR__NFHS-4,,state_file_census_name
Bihar,SITAMARHI,NFHS-4,2016,,29.869696960712503,15.13059630224016,0.3932909754863727,1.1597583427796203,,,,,,11.012147313618431,258,,BIHAR,SITAMARHI,BIHAR__SITAMARHI__NFHS-4,,state_file_census_name
Bihar,SIWAN,NFHS-4,2016,,8.075783050541585,7.405562800544943,0.0,0.0,,,,,,0.0,149,,BIHAR,SIWAN,BIHAR__SIWAN__NFHS-4,,state_file_census_name
Bihar,SUPAUL,NFHS-4,2016,,20.774155596646228,24.11533031124449,1.623472591616408,1.623472591616408,,,,,,15.589872584841972,123,,BIHAR,SUPAUL,BIHAR__SUPAUL__NFHS-4,,state_file_census_name
Bihar,Saharsa,NFHS-5,2020,,100.0,100.0,0.0,0.0,0.0,,,,-19919.0,100.0,1,,BIHAR,SAHARSA,BIHAR__SAHARSA__NFHS-5,,
Bihar,Sheohar,NFHS-5,2020,,74.05964309768953,54.604375420956686,17.574553872111924,18.514910774422383,43.51491077442239,,,,-17664.937702432755,22.17892929306861,16,,BIHAR,SHEOHAR,BIHAR__SHEOHAR__NFHS-5,,
Bihar,Sitamarhi,NFHS-5,2020,,87.13593217464194,38.59220347607419,18.793317265206447,33.66852298188711,73.26629540362258,,,,-6922.597656888543,23.716997759393525,15,,BIHAR,SITAMARHI,BIHAR__SITAMARHI__NFHS-5,,
Bihar,Siwan,NFHS-5,2020,,0.0,0.0,0.0,0.0,0.0,,,,-104099.0,0.0,1,,BIHAR,SIWAN,BIHAR__SIWAN__NFHS-5,,
Bihar,Supaul,NFHS-5,2020,,61.80775153569756,25.461498976201625,0.0,0.0,38.19224846430244,,,,-44104.885040134024,10.884753583294318,8,,BIHAR,SUPAUL,BIHAR__SUPAUL__NFHS-5,,
Bihar,VAISHALI,NFHS-4,2016,,8.736241705158667,8.359730629793054,0.760240249103493,1.1389905012076402,,,,,,0.0,264,,BIHAR,VAISHALI,BIHAR__VAISHALI__NFHS-4,,state_file_census_name
Chandigarh,Chandigarh,NFHS-5,2020,,100.0,38.46916256054074,38.46916256054074,21.339704433530944,57.32059113293811,,,,28306.321189101745,39.71330049110753,14,,CHANDIGARH,CHANDIGARH,CHANDIGARH__CHANDIGARH__NFHS-5,,
Chhattisgarh,Bastar,NFHS-5,2020,,100.0,78.62775658397365,64.89449011360543,23.66292654610518,54.96483003786848,,,,70668.33234323894,70.98877963831552,8,,CHHATTISGARH,BASTAR,CHHATTISGARH__BASTAR__NFHS-5,,
Chhattisgarh,Bijapur,NFHS-5,2020,,100.0,70.98147085989105,70.98147085989105,70.98147085989105,100.0,,,,130399.03837775104,100.0,2,,CHHATTISGARH,BIJAPUR,CHHATTISGARH__BIJAPUR__NFHS-5,,
Chhattisgarh,Bilaspur,NFHS-5,2020,,100.0,100.0,85.49073542994552,50.0,14.509264570054476,,,,100427.17314823045,100.0,4,,CHHATTISGARH,BILASPUR,CHHATTISGARH__BILASPUR__NFHS-5,,
Chhattisgarh,Dakshin Bastar Dantewada,NFHS-5,2020,,100.0,63.09710782708674,89.29132348126019,52.3884313083469,63.09710782708674,,,,96291.93632737914,100.0,5,,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,CHHATTISGARH__DAKSHIN BASTAR DANTEWADA__NFHS-5,,
Chhattisgarh,Dhamtari,NFHS-5,2020,,100.0,100.0,83.33333333333334,50.000000000000014,50.000000000000014,,,,70359.16666666667,100.0,6,,CHHATTISGARH,DHAMTARI,CHHATTISGARH__DHAMTARI__NFHS-5,,
Chhattisgarh,Durg,NFHS-5,2020,,100.0,83.03165469336484,86.66469872987135,61.812768267348005,75.14806953747667,,,,114085.47679187857,88.48337080760533,10,,CHHATTISGARH,DURG,CHHATTISGARH__DURG__NFHS-5,,
Chhattisgarh,Janjgir - Champa,NFHS-5,2020,,100.0,94.77056324532886,94.77056324532886,94.77056324532886,43.604205250667306,,,,140147.60532549588,100.0,9,,CHHATTISGARH,JANJGIR CHAMPA,CHHATTISGARH__JANJGIR CHAMPA__NFHS-5,,
Chhattisgarh,Jashpur,NFHS-5,2020,,100.0,72.0518184586071,72.0518184586071,72.0518184586071,72.0518184586071,,,,103022.1506299292,72.0518184586071,5,,CHHATTISGARH,JASHPUR,CHHATTISGARH__JASHPUR__NFHS-5,,
Chhattisgarh,Kabirdham,NFHS-5,2020,,100.0,100.0,83.02826090209045,83.02826090209045,83.02826090209045,,,,131889.05078048407,100.0,3,,CHHATTISGARH,KABIRDHAM,CHHATTISGARH__KABIRDHAM__NFHS-5,,
Chhattisgarh,Korba,NFHS-5,2020,,100.0,95.26571601852444,90.53143203704887,62.63632974868825,55.79020457672127,,,,109166.34301378616,100.0,11,,CHHATTISGARH,KORBA,CHHATTISGARH__KORBA__NFHS-5,,
Chhattisgarh,Korea (Koriya),NFHS-5,2020,,100.0,91.43927707321826,59.925060487472194,51.36433756069045,46.30339541756654,,,,78673.03408132115,92.60679083513308,13,,CHHATTISGARH,KOREA KORIYA,CHHATTISGARH__KOREA KORIYA__NFHS-5,,
Chhattisgarh,Mahasamund,NFHS-5,2020,,100.0,100.0,100.0,50.0,50.0,,,,93490.0,100.0,2,,CHHATTISGARH,MAHASAMUND,CHHATTISGARH__MAHASAMUND__NFHS-5,,
Chhattisgarh,Narayanpur,NFHS-5,2020,,100.0,100.0,100.0,58.671357155257994,88.00703573288699,,,,123761.31637761032,100.0,4,,CHHATTISGARH,NARAYANPUR,CHHATTISGARH__NARAYANPUR__NFHS-5,,
Chhattisgarh,Raigarh,NFHS-5,2020,,100.0,100.0,90.7272576299086,90.7272576299086,90.7272576299086,,,,137256.714598803,100.0,5,,CHHATTISGARH,RAIGARH,CHHATTISGARH__RAIGARH__NFHS-5,,
Chhattisgarh,Raipur,NFHS-5,2020,,100.0,86.76995246373397,60.309857391201874,41.17822907765894,54.40827661392499,,,,46226.71891604545,72.0518184586071,5,,CHHATTISGARH,RAIPUR,CHHATTISGARH__RAIPUR__NFHS-5,,
Chhattisgarh,Rajnandgaon,NFHS-5,2020,,100.0,100.0,100.0,100.0,100.0,,,,202688.5,100.0,2,,CHHATTISGARH,RAJNANDGAON,CHHATTISGARH__RAJNANDGAON__NFHS-5,,
Chhattisgarh,Surguja,NFHS-5,2020,,100.0,100.0,88.89459690633471,77.78919381266938,100.0,,,,108200.3523372528,76.54008264888651,5,,CHHATTISGARH,SURGUJA,CHHATTISGARH__SURGUJA__NFHS-5,,
Chhattisgarh,Uttar Bastar Kanker,NFHS-5,2020,,100.0,100.0,88.8945969063347,38.270041324443255,72.83536176922205,,,,93957.31933798447,76.54008264888651,5,,CHHATTISGARH,UTTAR BASTAR KANKER,CHHATTISGARH__UTTAR BASTAR KANKER__NFHS-5,,
Dadra & Nagar Haveli,Dadra & Nagar Haveli,NFHS-5,2020,,84.1704772077635,34.170477207763504,12.227302943684668,28.05682573592117,29.85793566019708,,,,-7071.500629005983,36.681908831054,14,,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI__DADRA AND NAGAR HAVELI__NFHS-5,,
Daman & Diu,Diu,NFHS-5,2020,,11.774004637343417,24.37771826058007,0.0,0.0,12.603713623236654,,,,-79938.5298494277,11.774004637343417,8,,DAMAN AND DIU,DIU,DAMAN AND DIU__DIU__NFHS-5,,
Delhi,NORTH WEST,NFHS-4,2016,,97.7432283072708,91.59859990497873,79.00943862512428,39.7288665602056,,,,,,92.29636703212626,2763,,DELHI,NORTH WEST,DELHI__NORTH WEST__NFHS-4,,state_file_census_name
Goa,NORTH GOA,NFHS-4,2016,,94.57637901091876,50.07702860083001,47.48609831490404,22.28087467896523,,,,,,38.21595020517819,896,,GOA,NORTH GOA,GOA__NORTH GOA__NFHS-4,,state_file_census_name
Goa,North Goa,NFHS-5,2020,,25.716282278625354,25.716282278625354,15.429769367175211,20.57302582290028,37.858141139312664,,,,-54033.21799977707,30.859538734350416,10,,GOA,NORTH GOA,GOA__NORTH GOA__NFHS-5,,
Goa,SOUTH GOA,NFHS-4,2016,,92.04970432235476,68.40712551089185,48.46876990191611,25.73990867972628,,,,,,46.240226572577065,703,,GOA,SOUTH GOA,GOA__SOUTH GOA__NFHS-4,,state_file_census_name
Goa,South Goa,NFHS-5,2020,,0.0,15.879180845299636,0.0,0.0,31.75836169059927,,,,-99526.57360300203,4.72491492820219,7,,GOA,SOUTH GOA,GOA__SOUTH GOA__NFHS-5,,
Gujarat,AHMADABAD,NFHS-4,2016,,82.68804970229539,45.88506614186163,25.34779478575735,20.60118909205407,,,,,,36.47769777265505,190,,GUJARAT,AHMADABAD,GUJARAT__AHMADABAD__NFHS-4,,state_file_census_name
Gujarat,AMRELI,NFHS-4,2016,,73.5322386154086,25.52781986388567,14.194761394041326,3.7159943527927655,,,,,,26.941885542316054,326,,GUJARAT,AMRELI,GUJARAT__AMRELI__NFHS-4,,state_file_census_name
Gujarat,ANAND,NFHS-4,2016,,81.31177356393867,48.301792492149666,37.836909328570215,19.45957848272351,,,,,,40.1003488045888,402,,GUJARAT,ANAND,GUJARAT__ANAND__NFHS-4,,state_file_census_name
Gujarat,Ahmadabad,NFHS-5,2020,,100.0,100.0,58.80426172017553,58.80426172017553,58.80426172017553,,,,58507.24683797808,17.60852344035105,3,,GUJARAT,AHMADABAD,GUJARAT__AHMADABAD__NFHS-5,,
Gujarat,BANAS KANTHA,NFHS-4,2016,,95.56056199215791,52.676446996955626,37.901464138741545,12.301319830067785,,,,,,54.125807252298266,203,,GUJARAT,BANAS KANTHA,GUJARAT__BANAS KANTHA__NFHS-4,,state_file_census_name
Gujarat,BHAVNAGAR,NFHS-4,2016,,62.00941764730643,33.85027323550472,26.64351564852813,13.942272746360125,,,,,,19.42199808031515,154,,GUJARAT,BHAVNAGAR,GUJARAT__BHAVNAGAR__NFHS-4,,state_file_census_name
Gujarat,Banaskantha,NFHS-5,2020,,90.78754607918852,72.36263823756558,31.57509215837706,31.57509215837706,31.57509215837706,,,,19053.673152254392,7.875460791885286,12,,GUJARAT,BANASKANTHA,GUJARAT__BANASKANTHA__NFHS-5,,
Gujarat,DOHAD,NFHS-4,2016,,79.1146814296696,31.271596196093192,18.7183677498422,6.533214247282551,,,,,,29.88909088384366,230,,GUJARAT,DOHAD,GUJARAT__DOHAD__NFHS-4,,state_file_census_name
Gujarat,GANDHINAGAR,NFHS-4,2016,,95.50761998402622,23.241997926393392,13.607992062745367,1.2984916634009689,,,,,,37.65625823862809,156,,GUJARAT,GANDHINAGAR,GUJARAT__GANDHINAGAR__NFHS-4,,state_file_census_name
Gujarat,Gandhinagar,NFHS-5,2020,,100.0,70.8236673558929,41.647334711785774,41.647334711785774,41.647334711785774,,,,36349.01572822633,12.471002067678652,4,,GUJARAT,GANDHINAGAR,GUJARAT__GANDHINAGAR__NFHS-5,,
Gujarat,JAMNAGAR,NFHS-4,2016,,82.06407404837967,32.038322840492526,20.29203731900498,6.2379110483355635,,,,,,25.911791279854807,316,,GUJARAT,JAMNAGAR,GUJARAT__JAMNAGAR__NFHS-4,,state_file_census_name
Gujarat,JUNAGADH,NFHS-4,2016,,92.166760209433,76.30785730329124,49.13650952708328,10.751311277738996,,,,,,86.40878282333472,549,,GUJARAT,JUNAGADH,GUJARAT__JUNAGADH__NFHS-4,,state_file_census_name
Gujarat,KACHCHH,NFHS-4,2016,,86.94981079831352,11.173317047067917,6.200280299255156,1.861808850523863,,,,,,40.285806309647725,161,,GUJARAT,KACHCHH,GUJARAT__KACHCHH__NFHS-4,,state_file_census_name
Gujarat,KHEDA,NFHS-4,2016,,82.28198226148731,59.07493013971412,56.360748949854845,13.41922594044163,,,,,,68.43805229625231,74,,GUJARAT,KHEDA,GUJARAT__KHEDA__NFHS-4,,state_file_census_name
Gujarat,Kachchh,NFHS-5,2020,,100.0,91.76085234403511,58.80426172017552,63.521704688070216,58.80426172017552,,,,49311.380688746656,17.608523440351046,15,,GUJARAT,KACHCHH,GUJARAT__KACHCHH__NFHS-5,,
Gujarat,MAHESANA,NFHS-4,2016,,96.02941056130553,34.364373430583896,18.694740179705043,1.733124202882435,,,,,,37.26217036197236,228,,GUJARAT,MAHESANA,GUJARAT__MAHESANA__NFHS-4,,state_file_census_name
Gujarat,Mahesana,NFHS-5,2020,,74.53809273628994,74.53809273628994,5.441662288507401,23.61427820886983,18.172615920362432,,,,-29504.29120856451,10.883324577014802,9,,GUJARAT,MAHESANA,GUJARAT__MAHESANA__NFHS-5,,
Gujarat,PANCH MAHALS,NFHS-4,2016,,87.34061722031993,62.00640316096623,53.11293377525133,11.6388352412297,,,,,,55.47975480303974,436,,GUJARAT,PANCH MAHALS,GUJARAT__PANCH MAHALS__NFHS-4,,state_file_census_name
Gujarat,PATAN,NFHS-4,2016,,83.45175203088685,46.218194100382235,32.1517872002659,20.09486700016619,,,,,,46.218194100382235,49,,GUJARAT,PATAN,GUJARAT__PATAN__NFHS-4,,state_file_census_name
Gujarat,PORBANDAR,NFHS-4,2016,,88.23529411764707,8.823529411764705,8.823529411764705,5.88235294117647,,,,,,0.0,34,,GUJARAT,PORBANDAR,GUJARAT__PORBANDAR__NFHS-4,,state_file_census_name
Gujarat,Patan,NFHS-5,2020,,100.0,71.97771925044653,43.95543850089304,17.966578875669782,31.97771925044652,,,,23755.90435019526,29.944298126116305,10,,GUJARAT,PATAN,GUJARAT__PATAN__NFHS-5,,
Gujarat,RAJKOT,NFHS-4,2016,,83.08096845123087,59.23444686092738,24.787840459511532,4.342067889603194,,,,,,31.971843648117225,185,,GUJARAT,RAJKOT,GUJARAT__RAJKOT__NFHS-4,,state_file_census_name
Gujarat,Rajkot,NFHS-5,2020,,100.0,100.0,0.0,0.0,0.0,,,,-16985.0,100.0,1,,GUJARAT,RAJKOT,GUJARAT__RAJKOT__NFHS-5,,
Gujarat,SABAR KANTHA,NFHS-4,2016,,98.9819757810363,31.64076224203149,21.30844311776058,2.027422881354406,,,,,,29.272561209330902,98,,GUJARAT,SABAR KANTHA,GUJARAT__SABAR KANTHA__NFHS-4,,state_file_census_name
Gujarat,SURENDRANAGAR,NFHS-4,2016,,70.03565320427367,16.383715995311565,7.303874417924237,2.7335179670457226,,,,,,0.0,110,,GUJARAT,SURENDRANAGAR,GUJARAT__SURENDRANAGAR__NFHS-4,,state_file_census_name
Gujarat,Sabarkantha,NFHS-5,2020,,100.0,100.0,41.647334711785774,41.647334711785774,70.82366735589288,,,,26871.797808764943,12.471002067678652,4,,GUJARAT,SABARKANTHA,GUJARAT__SABARKANTHA__NFHS-5,,
Gujarat,Surendranagar,NFHS-5,2020,,100.0,29.944298126116305,29.944298126116305,29.944298126116305,29.944298126116305,,,,-9665.340689613417,29.944298126116305,2,,GUJARAT,SURENDRANAGAR,GUJARAT__SURENDRANAGAR__NFHS-5,,
Gujarat,VADODARA,NFHS-4,2016,,25.80645161290322,3.2258064516129026,0.0,0.0,,,,,,0.0,31,,GUJARAT,VADODARA,GUJARAT__VADODARA__NFHS-4,,state_file_census_name
Haryana,AMBALA,NFHS-4,2016,,92.78611666326807,55.13284123556114,27.90951592014801,3.1995455616738897,,,,,,46.61536010979339,125,,HARYANA,AMBALA,HARYANA__AMBALA__NFHS-4,,state_file_census_name
Haryana,Ambala,NFHS-5,2020,,81.41814191251156,38.06047304170521,26.732006815866484,5.13451353000925,44.254425737534696,,,,-38074.03556094384,25.672567650046247,17,,HARYANA,AMBALA,HARYANA__AMBALA__NFHS-5,,
Haryana,BHIWANI,NFHS-4,2016,,94.134628897723,32.54505982535034,21.241895123430098,7.503156767414307,,,,,,32.01904801306494,239,,HARYANA,BHIWANI,HARYANA__BHIWANI__NFHS-4,,state_file_census_name
Haryana,FATEHABAD,NFHS-4,2016,,72.79955639635538,20.173991375044643,20.18197907587272,6.929343679835001,,,,,,8.776455353219111,237,,HARYANA,FATEHABAD,HARYANA__FATEHABAD__NFHS-4,,state_file_census_name
Haryana,HISAR,NFHS-4,2016,,74.64329496436214,12.670438500093494,7.0391325000519425,5.631306000041554,,,,,,40.826968500301255,71,,HARYANA,HISAR,HARYANA__HISAR__NFHS-4,,state_file_census_name
Haryana,JHAJJAR,NFHS-4,2016,,87.45775054612683,39.57808905566288,21.84704686489983,8.141965283069329,,,,,,22.100397283598895,304,,HARYANA,JHAJJAR,HARYANA__JHAJJAR__NFHS-4,,state_file_census_name
Haryana,JIND,NFHS-4,2016,,96.6219063306514,68.2067225587756,49.2120584190622,20.24669457676792,,,,,,78.55180548512023,264,,HARYANA,JIND,HARYANA__JIND__NFHS-4,,state_file_census_name
Haryana,KAITHAL,NFHS-4,2016,,94.19084948603384,44.40281428663455,35.177339298616666,18.982096806891064,,,,,,40.7331303496039,152,,HARYANA,KAITHAL,HARYANA__KAITHAL__NFHS-4,,state_file_census_name
Haryana,KARNAL,NFHS-4,2016,,88.81423360750468,37.33250836716259,30.957671745768025,13.746821959170832,,,,,,22.57762042348703,204,,HARYANA,KARNAL,HARYANA__KARNAL__NFHS-4,,state_file_census_name
Haryana,KURUKSHETRA,NFHS-4,2016,,76.20179149273247,17.201750740213843,3.779804549719301,2.866958456702307,,,,,,21.49523600053843,108,,HARYANA,KURUKSHETRA,HARYANA__KURUKSHETRA__NFHS-4,,state_file_census_name
Haryana,Kaithal,NFHS-5,2020,,100.0,33.33333333333333,33.33333333333333,0.0,0.0,,,,-47361.0,0.0,3,,HARYANA,KAITHAL,HARYANA__KAITHAL__NFHS-5,,
Haryana,Karnal,NFHS-5,2020,,100.0,0.0,0.0,0.0,0.0,,,,-63572.0,0.0,2,,HARYANA,KARNAL,HARYANA__KARNAL__NFHS-5,,
Haryana,Kurukshetra,NFHS-5,2020,,86.94160979654315,86.94160979654315,36.94160979654315,13.058390203456854,52.23356081382742,,,,-10941.596227437974,21.649658779258885,8,,HARYANA,KURUKSHETRA,HARYANA__KURUKSHETRA__NFHS-5,,
Haryana,MAHENDRAGARH,NFHS-4,2016,,81.95811612071344,46.571770297276984,18.869845794229544,6.908438224769044,,,,,,18.80614477737078,156,,HARYANA,MAHENDRAGARH,HARYANA__MAHENDRAGARH__NFHS-4,,state_file_census_name
Haryana,PANCHKULA,NFHS-4,2016,,96.22920999756838,60.53044088022861,52.98844584681439,38.30110270250975,,,,,,47.33918828781064,212,,HARYANA,PANCHKULA,HARYANA__PANCHKULA__NFHS-4,,state_file_census_name
Haryana,PANIPAT,NFHS-4,2016,,97.91505082759016,49.33281131874907,27.81263467952804,3.442630557257784,,,,,,14.748415445228405,144,,HARYANA,PANIPAT,HARYANA__PANIPAT__NFHS-4,,state_file_census_name
Haryana,Panchkula,NFHS-5,2020,,74.77664391861725,53.883219593086274,22.543083104789844,8.659863511703552,59.10657567446902,,,,-22318.2812685758,21.649658779258875,20,,HARYANA,PANCHKULA,HARYANA__PANCHKULA__NFHS-5,,
Haryana,Panipat,NFHS-5,2020,,100.0,45.323995567008936,100.0,0.0,45.323995567008936,,,,20537.055292216897,45.323995567008936,2,,HARYANA,PANIPAT,HARYANA__PANIPAT__NFHS-5,,
Haryana,ROHTAK,NFHS-4,2016,,88.360325430213,16.69349464676887,13.608249862354766,5.285205102309135,,,,,,13.59052740593778,130,,HARYANA,ROHTAK,HARYANA__ROHTAK__NFHS-4,,state_file_census_name
Haryana,SIRSA,NFHS-4,2016,,84.05824660484814,4.541099547313083,9.120523078271034,2.2801307695677586,,,,,,0.0,44,,HARYANA,SIRSA,HARYANA__SIRSA__NFHS-4,,state_file_census_name
Haryana,SONIPAT,NFHS-4,2016,,91.68881646780083,27.114286935720987,22.92349806134604,3.224315115189902,,,,,,30.489103798105756,305,,HARYANA,SONIPAT,HARYANA__SONIPAT__NFHS-4,,state_file_census_name
Haryana,Sonipat,NFHS-5,2020,,100.0,35.348730808907,35.348730808907,0.0,70.697461617814,,,,6844.061502138698,29.302538382186004,3,,HARYANA,SONIPAT,HARYANA__SONIPAT__NFHS-5,,
Haryana,YAMUNANAGAR,NFHS-4,2016,,91.1550586898102,39.367726407336875,27.7810816271292,21.430305191559672,,,,,,28.172711024061307,146,,HARYANA,YAMUNANAGAR,HARYANA__YAMUNANAGAR__NFHS-4,,state_file_census_name
Haryana,Yamunanagar,NFHS-5,2020,,59.63940865903166,31.6226610343576,28.01674762467405,8.737930306610757,49.09852164757912,,,,-47732.240792796416,26.21379091983227,10,,HARYANA,YAMUNANAGAR,HARYANA__YAMUNANAGAR__NFHS-5,,
Himachal Pradesh,BILASPUR,NFHS-4,2016,,98.66666666666669,33.33333333333334,65.33333333333334,36.000000000000014,,,,,,0.0,75,,HIMACHAL PRADESH,BILASPUR,HIMACHAL PRADESH__BILASPUR__NFHS-4,,state_file_census_name
Himachal Pradesh,Bilaspur,NFHS-5,2020,,44.32359684673027,44.32359684673027,7.205994744550441,7.205994744550441,7.205994744550441,,,,-56214.68989193748,7.205994744550441,6,,HIMACHAL PRADESH,BILASPUR,HIMACHAL PRADESH__BILASPUR__NFHS-5,,
