state,district,survey,survey_year,fertility_rate,electricity_pct,improved_sanitation_pct,lpg_pct,mobile_phone_pct,bank_account_pct,women_secondary_edu_pct,female_literacy_pct,male_literacy_pct,wealth_index_mean,urban_pct,household_count,person_count,state_key,district_key,district_panel_id,nfhs4_sdist_code,district_name_source
Himachal Pradesh,CHAMBA,NFHS-4,2016,,97.46542526856253,13.534627735332045,12.39779690541601,5.740262646902759,,,,,,6.719623201133642,235,,HIMACHAL PRADESH,CHAMBA,HIMACHAL PRADESH__CHAMBA__NFHS-4,,state_file_census_name
Himachal Pradesh,Chamba,NFHS-5,2020,,50.0,50.0,0.0,0.0,0.0,,,,-75879.0,0.0,2,,HIMACHAL PRADESH,CHAMBA,HIMACHAL PRADESH__CHAMBA__NFHS-5,,
Himachal Pradesh,HAMIRPUR,NFHS-4,2016,,95.22080950449036,19.433135973797505,21.57113274346369,9.732496153422566,,,,,,9.410401514151388,428,,HIMACHAL PRADESH,HAMIRPUR,HIMACHAL PRADESH__HAMIRPUR__NFHS-4,,state_file_census_name
Himachal Pradesh,Hamirpur,NFHS-5,2020,,100.0,33.333333333333336,0.0,0.0,0.0,,,,-51951.666666666664,0.0,3,,HIMACHAL PRADESH,HAMIRPUR,HIMACHAL PRADESH__HAMIRPUR__NFHS-5,,
Himachal Pradesh,KANGRA,NFHS-4,2016,,98.77627798032358,23.576413581033528,29.61845194424241,11.388181957102155,,,,,,4.887868125060781,865,,HIMACHAL PRADESH,KANGRA,HIMACHAL PRADESH__KANGRA__NFHS-4,,state_file_census_name
Himachal Pradesh,KULLU,NFHS-4,2016,,100.0,30.981255704691797,36.53416934745858,17.25118782696299,,,,,,12.693079922771894,237,,HIMACHAL PRADESH,KULLU,HIMACHAL PRADESH__KULLU__NFHS-4,,state_file_census_name
Himachal Pradesh,Kangra,NFHS-5,2020,,73.52086365314855,100.0,10.28129547972283,20.56259095944566,47.041727306297105,,,,-41572.59733692465,20.56259095944566,5,,HIMACHAL PRADESH,KANGRA,HIMACHAL PRADESH__KANGRA__NFHS-5,,
Himachal Pradesh,Kinnaur,NFHS-5,2020,,71.85569295272572,43.71138590545146,10.927846476362864,10.927846476362864,21.85569295272573,,,,-45506.691059538425,43.71138590545146,6,,HIMACHAL PRADESH,KINNAUR,HIMACHAL PRADESH__KINNAUR__NFHS-5,,
Himachal Pradesh,Kullu,NFHS-5,2020,,50.0,50.0,0.0,0.0,0.0,,,,-91080.0,0.0,2,,HIMACHAL PRADESH,KULLU,HIMACHAL PRADESH__KULLU__NFHS-5,,
Himachal Pradesh,LAHUL & SPITI,NFHS-4,2016,,98.8907033753453,29.779244181341035,30.984048920975336,18.261131961621057,,,,,,17.374221714807092,133,,HIMACHAL PRADESH,LAHUL AND SPITI,HIMACHAL PRADESH__LAHUL AND SPITI__NFHS-4,,state_file_census_name
Himachal Pradesh,Lahul and Spiti,NFHS-5,2020,,66.33787493027444,83.16893746513722,26.140599888439088,0.0,13.070299944219544,,,,-23247.322361335868,32.675749860548855,9,,HIMACHAL PRADESH,LAHUL AND SPITI,HIMACHAL PRADESH__LAHUL AND SPITI__NFHS-5,,
Himachal Pradesh,MANDI,NFHS-4,2016,,99.48825437309304,19.838074335895648,18.789154676598095,9.773150899041518,,,,,,5.040708460281956,224,,HIMACHAL PRADESH,MANDI,HIMACHAL PRADESH__MANDI__NFHS-4,,state_file_census_name
Himachal Pradesh,Mandi,NFHS-5,2020,,62.88239789782016,44.32359684673026,0.0,0.0,18.558801051089908,,,,-71526.57437861768,7.20599474455044,6,,HIMACHAL PRADESH,MANDI,HIMACHAL PRADESH__MANDI__NFHS-5,,
Himachal Pradesh,SHIMLA,NFHS-4,2016,,92.96476695681056,20.05913948786953,18.48651355176007,10.16836649111998,,,,,,12.512550344942555,212,,HIMACHAL PRADESH,SHIMLA,HIMACHAL PRADESH__SHIMLA__NFHS-4,,state_file_census_name
Himachal Pradesh,SIRMAUR,NFHS-4,2016,,92.90006912960268,20.40214652093855,26.51947298897736,18.557109091687675,,,,,,17.208666439431298,236,,HIMACHAL PRADESH,SIRMAUR,HIMACHAL PRADESH__SIRMAUR__NFHS-4,,state_file_census_name
Himachal Pradesh,SOLAN,NFHS-4,2016,,96.94089989172042,48.10939706611784,52.86730793468828,24.575446245433188,,,,,,30.66308376718879,552,,HIMACHAL PRADESH,SOLAN,HIMACHAL PRADESH__SOLAN__NFHS-4,,state_file_census_name
Himachal Pradesh,Shimla,NFHS-5,2020,,100.0,50.0,0.0,0.0,0.0,,,,-36378.0,0.0,2,,HIMACHAL PRADESH,SHIMLA,HIMACHAL PRADESH__SHIMLA__NFHS-5,,
Himachal Pradesh,Sirmaur,NFHS-5,2020,,100.0,58.12884699934051,16.257693998681027,16.257693998681027,58.12884699934051,,,,13533.614846669598,16.257693998681027,3,,HIMACHAL PRADESH,SIRMAUR,HIMACHAL PRADESH__SIRMAUR__NFHS-5,,
Himachal Pradesh,Solan,NFHS-5,2020,,79.06442349967026,37.193270499010765,16.257693998681027,16.257693998681027,8.128846999340514,,,,-32358.226629479,16.257693998681027,6,,HIMACHAL PRADESH,SOLAN,HIMACHAL PRADESH__SOLAN__NFHS-5,,
Himachal Pradesh,UNA,NFHS-4,2016,,95.58887269565146,41.71130330634378,42.47968896990152,19.77216761072125,,,,,,7.41343917508953,246,,HIMACHAL PRADESH,UNA,HIMACHAL PRADESH__UNA__NFHS-4,,state_file_census_name
Himachal Pradesh,Una,NFHS-5,2020,,100.0,40.972985536439744,11.45947830465962,0.0,29.513507231780125,,,,-54396.82046203981,11.45947830465962,4,,HIMACHAL PRADESH,UNA,HIMACHAL PRADESH__UNA__NFHS-5,,
Jammu,BADGAM,NFHS-4,2016,,81.80714551739148,71.17913664475648,11.181936237314936,5.662859042479223,,,,,,20.82286198219343,208,,JAMMU,BADGAM,JAMMU__BADGAM__NFHS-4,,state_file_census_name
Jammu,GANDERBAL,NFHS-4,2016,,80.16102857760494,6.143129182015681,6.760927397602208,0.8456672385587101,,,,,,8.256618275295411,328,,JAMMU,GANDERBAL,JAMMU__GANDERBAL__NFHS-4,,state_file_census_name
Jammu,KARGIL,NFHS-4,2016,,94.09422393739744,90.98502657018196,4.296315033878133,2.12184873599336,,,,,,0.0,186,,JAMMU,KARGIL,JAMMU__KARGIL__NFHS-4,,state_file_census_name
Jammu,KUPWARA,NFHS-4,2016,,89.40172331227207,51.79083181673762,10.85347037905096,0.2484357102015178,,,,,,9.440556987657676,279,,JAMMU,KUPWARA,JAMMU__KUPWARA__NFHS-4,,state_file_census_name
Jammu,LEH(LADAKH),NFHS-4,2016,,99.77616720058198,96.59404992944668,20.566925979477325,15.472479526974212,,,,,,77.91940505881655,411,,JAMMU,LEH LADAKH,JAMMU__LEH LADAKH__NFHS-4,,state_file_census_name
Jammu,PULWAMA,NFHS-4,2016,,95.9997468053343,30.073681467190173,34.841065835465,9.99822024395178,,,,,,32.66061847078625,725,,JAMMU,PULWAMA,JAMMU__PULWAMA__NFHS-4,,state_file_census_name
Jammu,PUNCH,NFHS-4,2016,,95.01714370566243,85.75284565900655,6.3245250060610365,2.713282364673714,,,,,,16.54865607977832,278,,JAMMU,PUNCH,JAMMU__PUNCH__NFHS-4,,state_file_census_name
Jammu,RAJOURI,NFHS-4,2016,,83.32434618701132,77.61314178003605,2.8556022034876496,0.0,,,,,,0.0,71,,JAMMU,RAJOURI,JAMMU__RAJOURI__NFHS-4,,state_file_census_name
Jammu,SRINAGAR,NFHS-4,2016,,80.10555556061544,11.119589993233744,14.280280380055483,4.894798975727728,,,,,,6.73074364577229,300,,JAMMU,SRINAGAR,JAMMU__SRINAGAR__NFHS-4,,state_file_census_name
Jammu & Kashmir,Anantnag,NFHS-5,2020,,100.0,33.33333333333333,66.66666666666666,33.33333333333333,33.33333333333333,,,,-2042.333333333337,0.0,3,,JAMMU AND KASHMIR,ANANTNAG,JAMMU AND KASHMIR__ANANTNAG__NFHS-5,,
Jammu & Kashmir,Badgam,NFHS-5,2020,,100.0,100.0,54.33348769101764,27.16674384550882,54.33348769101764,,,,52888.44306078772,54.33348769101764,3,,JAMMU AND KASHMIR,BADGAM,JAMMU AND KASHMIR__BADGAM__NFHS-5,,
Jammu & Kashmir,Bandipore,NFHS-5,2020,,100.0,100.0,50.0,0.0,0.0,,,,-33619.5,0.0,2,,JAMMU AND KASHMIR,BANDIPORE,JAMMU AND KASHMIR__BANDIPORE__NFHS-5,,
Jammu & Kashmir,Baramula,NFHS-5,2020,,100.0,100.0,0.0,0.0,0.0,,,,-14987.0,100.0,1,,JAMMU AND KASHMIR,BARAMULA,JAMMU AND KASHMIR__BARAMULA__NFHS-5,,
Jammu & Kashmir,Doda,NFHS-5,2020,,100.0,37.299916658790785,37.299916658790785,0.0,37.299916658790785,,,,-39936.13047624776,37.299916658790785,2,,JAMMU AND KASHMIR,DODA,JAMMU AND KASHMIR__DODA__NFHS-5,,
Jammu & Kashmir,Ganderbal,NFHS-5,2020,,87.56669444706975,12.43330555293026,0.0,0.0,12.43330555293026,,,,-47061.26619354062,37.29991665879078,6,,JAMMU AND KASHMIR,GANDERBAL,JAMMU AND KASHMIR__GANDERBAL__NFHS-5,,
Jammu & Kashmir,Jammu,NFHS-5,2020,,16.54830926160989,72.18276975386996,16.54830926160989,0.0,0.0,,,,-49529.8542469534,16.54830926160989,4,,JAMMU AND KASHMIR,JAMMU,JAMMU AND KASHMIR__JAMMU__NFHS-5,,
Jammu & Kashmir,Kargil,NFHS-5,2020,,100.0,55.14197795533742,37.854944888343525,20.56791182134964,17.28703306699389,,,,-17015.876068062247,30.851867732024456,7,,JAMMU AND KASHMIR,KARGIL,JAMMU AND KASHMIR__KARGIL__NFHS-5,,
Jammu & Kashmir,Kathua,NFHS-5,2020,,100.0,27.81723024613004,27.81723024613004,0.0,27.81723024613004,,,,-39390.872555185815,16.54830926160989,4,,JAMMU AND KASHMIR,KATHUA,JAMMU AND KASHMIR__KATHUA__NFHS-5,,
Jammu & Kashmir,Kishtwar,NFHS-5,2020,,78.23671331903842,34.71013995711521,12.946853276153613,0.0,0.0,,,,-76033.54556136433,12.946853276153613,5,,JAMMU AND KASHMIR,KISHTWAR,JAMMU AND KASHMIR__KISHTWAR__NFHS-5,,
Jammu & Kashmir,Kulgam,NFHS-5,2020,,89.31845582265089,60.68154417734912,32.04463253204734,21.363088354698228,28.636911645301776,,,,454.4307088551536,64.08926506409468,8,,JAMMU AND KASHMIR,KULGAM,JAMMU AND KASHMIR__KULGAM__NFHS-5,,
Jammu & Kashmir,Kupwara,NFHS-5,2020,,100.0,47.15541056732479,31.436940378216526,31.436940378216526,31.436940378216526,,,,8159.53438743478,47.15541056732479,5,,JAMMU AND KASHMIR,KUPWARA,JAMMU AND KASHMIR__KUPWARA__NFHS-5,,
Jammu & Kashmir,Leh,NFHS-5,2020,,100.0,48.13890079901835,48.13890079901835,10.28395591067482,55.14197795533742,,,,11092.169693682004,30.851867732024456,7,,JAMMU AND KASHMIR,LEH,JAMMU AND KASHMIR__LEH__NFHS-5,,
Jammu & Kashmir,Pulwama,NFHS-5,2020,,100.0,0.0,0.0,0.0,0.0,,,,-24130.0,0.0,1,,JAMMU AND KASHMIR,PULWAMA,JAMMU AND KASHMIR__PULWAMA__NFHS-5,,
Jammu & Kashmir,Punch,NFHS-5,2020,,100.0,69.26860824333959,30.731391756660425,11.462783513320836,30.731391756660425,,,,34278.72341245743,22.925567026641673,6,,JAMMU AND KASHMIR,PUNCH,JAMMU AND KASHMIR__PUNCH__NFHS-5,,
Jammu & Kashmir,Rajouri,NFHS-5,2020,,100.0,100.0,100.0,100.0,100.0,,,,75595.0,100.0,1,,JAMMU AND KASHMIR,RAJOURI,JAMMU AND KASHMIR__RAJOURI__NFHS-5,,
Jammu & Kashmir,Ramban,NFHS-5,2020,,50.0,75.0,25.0,25.0,0.0,,,,-10989.000000000004,0.0,4,,JAMMU AND KASHMIR,RAMBAN,JAMMU AND KASHMIR__RAMBAN__NFHS-5,,
Jammu & Kashmir,Reasi,NFHS-5,2020,,87.0531467238464,43.5265733619232,21.7632866809616,21.7632866809616,21.7632866809616,,,,-5263.4247592576585,12.946853276153613,5,,JAMMU AND KASHMIR,REASI,JAMMU AND KASHMIR__REASI__NFHS-5,,
Jammu & Kashmir,Samba,NFHS-5,2020,,72.18276975386996,55.634460492260075,27.81723024613004,0.0,27.81723024613004,,,,-43298.133806762955,16.54830926160989,4,,JAMMU AND KASHMIR,SAMBA,JAMMU AND KASHMIR__SAMBA__NFHS-5,,
Jammu & Kashmir,Shupiyan,NFHS-5,2020,,72.18276975386996,100.0,72.18276975386996,55.634460492260075,55.634460492260075,,,,15795.666220682242,16.54830926160989,4,,JAMMU AND KASHMIR,SHUPIYAN,JAMMU AND KASHMIR__SHUPIYAN__NFHS-5,,
Jammu & Kashmir,Srinagar,NFHS-5,2020,,100.0,40.0,20.0,0.0,40.0,,,,-26784.8,0.0,5,,JAMMU AND KASHMIR,SRINAGAR,JAMMU AND KASHMIR__SRINAGAR__NFHS-5,,
Jammu & Kashmir,Udhampur,NFHS-5,2020,,100.0,100.0,100.0,62.70008334120922,62.70008334120922,,,,132244.21303559616,37.299916658790785,2,,JAMMU AND KASHMIR,UDHAMPUR,JAMMU AND KASHMIR__UDHAMPUR__NFHS-5,,
Jharkhand,Bokaro,NFHS-5,2020,,80.74244271366146,80.74244271366146,61.48488542732292,21.113664070492185,40.37122135683073,,,,16866.99085183503,42.22732814098437,5,,JHARKHAND,BOKARO,JHARKHAND__BOKARO__NFHS-5,,
Jharkhand,Chatra,NFHS-5,2020,,100.0,100.0,0.0,0.0,0.0,,,,-47364.0,0.0,1,,JHARKHAND,CHATRA,JHARKHAND__CHATRA__NFHS-5,,
Jharkhand,Deoghar,NFHS-5,2020,,100.0,100.0,52.29879939443496,0.0,0.0,,,,1556.5247690676078,52.29879939443496,2,,JHARKHAND,DEOGHAR,JHARKHAND__DEOGHAR__NFHS-5,,
Jharkhand,Dhanbad,NFHS-5,2020,,50.0,50.0,50.0,0.0,0.0,,,,-50554.5,0.0,2,,JHARKHAND,DHANBAD,JHARKHAND__DHANBAD__NFHS-5,,
Jharkhand,Garhwa,NFHS-5,2020,,100.0,52.29879939443496,52.29879939443496,0.0,52.29879939443496,,,,5338.464665927252,52.29879939443496,2,,JHARKHAND,GARHWA,JHARKHAND__GARHWA__NFHS-5,,
Jharkhand,Giridih,NFHS-5,2020,,100.0,100.0,100.0,47.70120060556505,47.70120060556505,,,,76446.78139344728,52.29879939443496,4,,JHARKHAND,GIRIDIH,JHARKHAND__GIRIDIH__NFHS-5,,
Jharkhand,Jamtara,NFHS-5,2020,,100.0,100.0,68.67920115244975,0.0,34.339600576224875,,,,42776.73235311316,68.67920115244975,3,,JHARKHAND,JAMTARA,JHARKHAND__JAMTARA__NFHS-5,,
Jharkhand,Khunti,NFHS-5,2020,,100.0,100.0,100.0,0.0,100.0,,,,113730.0,100.0,1,,JHARKHAND,KHUNTI,JHARKHAND__KHUNTI__NFHS-5,,
Jharkhand,Kodarma,NFHS-5,2020,,100.0,100.0,52.29879939443496,0.0,0.0,,,,46698.07412504756,52.29879939443496,2,,JHARKHAND,KODARMA,JHARKHAND__KODARMA__NFHS-5,,
Jharkhand,Latehar,NFHS-5,2020,,100.0,100.0,100.0,50.0,100.0,,,,91468.0,0.0,2,,JHARKHAND,LATEHAR,JHARKHAND__LATEHAR__NFHS-5,,
Jharkhand,Lohardaga,NFHS-5,2020,,100.0,100.0,86.46001613188622,44.53503629674399,58.07502016485778,,,,82674.85258627227,59.38004839565865,7,,JHARKHAND,LOHARDAGA,JHARKHAND__LOHARDAGA__NFHS-5,,
Jharkhand,Pakur,NFHS-5,2020,,100.0,100.0,100.0,0.0,0.0,,,,27181.5,100.0,2,,JHARKHAND,PAKUR,JHARKHAND__PAKUR__NFHS-5,,
Jharkhand,Palamu,NFHS-5,2020,,100.0,68.67920115244975,34.339600576224875,0.0,34.339600576224875,,,,42813.1594718293,68.67920115244975,3,,JHARKHAND,PALAMU,JHARKHAND__PALAMU__NFHS-5,,
Jharkhand,Pashchimi Singhbhum,NFHS-5,2020,,100.0,100.0,100.0,0.0,0.0,,,,77615.50000000001,100.0,2,,JHARKHAND,PASHCHIMI SINGHBHUM,JHARKHAND__PASHCHIMI SINGHBHUM__NFHS-5,,
Jharkhand,Purbi Singhbhum,NFHS-5,2020,,100.0,86.0971437335567,44.38857493422683,13.902856266443294,29.14571560033506,,,,10757.821113483802,30.485718667783537,7,,JHARKHAND,PURBI SINGHBHUM,JHARKHAND__PURBI SINGHBHUM__NFHS-5,,
Jharkhand,Ramgarh,NFHS-5,2020,,100.0,100.0,100.0,34.339600576224875,68.67920115244975,,,,83423.06305516131,68.67920115244975,3,,JHARKHAND,RAMGARH,JHARKHAND__RAMGARH__NFHS-5,,
Jharkhand,Ranchi,NFHS-5,2020,,100.0,82.83019971188756,67.16980028811244,17.16980028811244,67.16980028811244,,,,42884.50238410386,68.67920115244976,6,,JHARKHAND,RANCHI,JHARKHAND__RANCHI__NFHS-5,,
Jharkhand,Sahibganj,NFHS-5,2020,,100.0,100.0,50.0,50.0,100.0,,,,70673.0,100.0,2,,JHARKHAND,SAHIBGANJ,JHARKHAND__SAHIBGANJ__NFHS-5,,
Jharkhand,Saraikela Kharsawan,NFHS-5,2020,,100.0,100.0,50.0,0.0,0.0,,,,5829.5,0.0,2,,JHARKHAND,SARAIKELA KHARSAWAN,JHARKHAND__SARAIKELA KHARSAWAN__NFHS-5,,
Jharkhand,Simdega,NFHS-5,2020,,100.0,83.59683189265182,50.79049567795549,34.38732757060732,83.59683189265182,,,,46864.91491488147,17.984159463259143,6,,JHARKHAND,SIMDEGA,JHARKHAND__SIMDEGA__NFHS-5,,
Karnataka,BAGALKOT,NFHS-4,2016,,92.1521706256384,21.575541493506265,3.128364702320155,1.5372647325988429,,,,,,0.0,64,,KARNATAKA,BAGALKOT,KARNATAKA__BAGALKOT__NFHS-4,,state_file_census_name
Karnataka,BANGALORE,NFHS-4,2016,,92.00434583902484,59.255662954843345,40.06880911789352,19.223069162156932,,,,,,49.741457060259,125,,KARNATAKA,BANGALORE,KARNATAKA__BANGALORE__NFHS-4,,state_file_census_name
Karnataka,BELGAUM,NFHS-4,2016,,94.2587316053729,81.10402507218943,50.54008422201027,26.85977624677618,,,,,,82.1354405820123,625,,KARNATAKA,BELGAUM,KARNATAKA__BELGAUM__NFHS-4,,state_file_census_name
Karnataka,BELLARY,NFHS-4,2016,,66.87954106013564,20.58867698118809,8.062372860048802,7.616451193629942,,,,,,21.058454547333728,254,,KARNATAKA,BELLARY,KARNATAKA__BELLARY__NFHS-4,,state_file_census_name
Karnataka,BIDAR,NFHS-4,2016,,71.85372383294394,16.215681890980843,8.307320545257129,3.9506169013231256,,,,,,35.95061380204044,249,,KARNATAKA,BIDAR,KARNATAKA__BIDAR__NFHS-4,,state_file_census_name
Karnataka,BIJAPUR,NFHS-4,2016,,86.54114876798216,24.874055171284084,15.403859343735368,8.749128292015552,,,,,,37.10209025492633,284,,KARNATAKA,BIJAPUR,KARNATAKA__BIJAPUR__NFHS-4,,state_file_census_name
Karnataka,Bagalkot,NFHS-5,2020,,0.0,100.0,0.0,0.0,100.0,,,,-85137.0,0.0,1,,KARNATAKA,BAGALKOT,KARNATAKA__BAGALKOT__NFHS-5,,
Karnataka,Bangalore,NFHS-5,2020,,50.0,100.0,0.0,0.0,50.0,,,,-71162.0,0.0,2,,KARNATAKA,BANGALORE,KARNATAKA__BANGALORE__NFHS-5,,
Karnataka,Bangalore Rural,NFHS-5,2020,,0.0,0.0,0.0,0.0,0.0,,,,-84999.0,0.0,1,,KARNATAKA,BANGALORE RURAL,KARNATAKA__BANGALORE RURAL__NFHS-5,,
Karnataka,Belgaum,NFHS-5,2020,,100.0,100.0,0.0,100.0,0.0,,,,-25171.0,100.0,1,,KARNATAKA,BELGAUM,KARNATAKA__BELGAUM__NFHS-5,,
Karnataka,Bidar,NFHS-5,2020,,62.32623408912937,62.32623408912937,37.67376591087062,37.67376591087062,0.0,,,,-40530.53273645938,24.65246817825875,3,,KARNATAKA,BIDAR,KARNATAKA__BIDAR__NFHS-5,,
Karnataka,Bijapur,NFHS-5,2020,,100.0,100.0,0.0,100.0,100.0,,,,42316.0,100.0,1,,KARNATAKA,BIJAPUR,KARNATAKA__BIJAPUR__NFHS-5,,
Karnataka,CHIKMAGALUR,NFHS-4,2016,,72.05065423942575,36.89798496284688,15.964946201932731,4.708939953871674,,,,,,35.58827431441592,317,,KARNATAKA,CHIKMAGALUR,KARNATAKA__CHIKMAGALUR__NFHS-4,,state_file_census_name
Karnataka,CHITRADURGA,NFHS-4,2016,,79.71401299915883,42.67365977849704,16.713073887429825,9.0734427088808,,,,,,26.97485112094448,201,,KARNATAKA,CHITRADURGA,KARNATAKA__CHITRADURGA__NFHS-4,,state_file_census_name
Karnataka,Chamarajanagar,NFHS-5,2020,,100.0,100.0,0.0,0.0,33.333333333333336,,,,-51524.666666666664,0.0,3,,KARNATAKA,CHAMARAJANAGAR,KARNATAKA__CHAMARAJANAGAR__NFHS-5,,
Karnataka,Chikkaballapura,NFHS-5,2020,,66.66666666666667,100.0,0.0,0.0,33.333333333333336,,,,-65595.66666666667,0.0,3,,KARNATAKA,CHIKKABALLAPURA,KARNATAKA__CHIKKABALLAPURA__NFHS-5,,
Karnataka,Chikmagalur,NFHS-5,2020,,72.63547948905497,72.63547948905497,0.0,0.0,45.27095897810995,,,,-62281.70203975813,17.90643846716494,4,,KARNATAKA,CHIKMAGALUR,KARNATAKA__CHIKMAGALUR__NFHS-5,,
Karnataka,Chitradurga,NFHS-5,2020,,0.0,100.0,0.0,0.0,0.0,,,,-63635.00000000001,100.0,1,,KARNATAKA,CHITRADURGA,KARNATAKA__CHITRADURGA__NFHS-5,,
Karnataka,DAVANAGERE,NFHS-4,2016,,52.51505198661843,49.59265991765489,21.90922674729226,15.249762444674978,,,,,,0.0,99,,KARNATAKA,DAVANAGERE,KARNATAKA__DAVANAGERE__NFHS-4,,state_file_census_name
Karnataka,DHARWAD,NFHS-4,2016,,86.93469145508074,59.788611728027995,40.767591159455634,26.87924878761343,,,,,,60.68195016742091,215,,KARNATAKA,DHARWAD,KARNATAKA__DHARWAD__NFHS-4,,state_file_census_name
Karnataka,Dakshina Kannada,NFHS-5,2020,,0.0,100.0,0.0,0.0,0.0,,,,-109675.0,0.0,1,,KARNATAKA,DAKSHINA KANNADA,KARNATAKA__DAKSHINA KANNADA__NFHS-5,,
Karnataka,Dharwad,NFHS-5,2020,,33.333333333333336,100.0,33.333333333333336,0.0,66.66666666666667,,,,-57499.333333333336,0.0,3,,KARNATAKA,DHARWAD,KARNATAKA__DHARWAD__NFHS-5,,
Karnataka,GADAG,NFHS-4,2016,,79.36507936507937,30.158730158730148,3.968253968253968,4.761904761904762,,,,,,0.0,126,,KARNATAKA,GADAG,KARNATAKA__GADAG__NFHS-4,,state_file_census_name
Karnataka,Gadag,NFHS-5,2020,,50.0,100.0,0.0,0.0,0.0,,,,-62277.0,0.0,2,,KARNATAKA,GADAG,KARNATAKA__GADAG__NFHS-5,,
Karnataka,Gulbarga,NFHS-5,2020,,100.0,100.0,39.55391904956843,0.0,39.55391904956843,,,,5295.605159784349,39.55391904956843,2,,KARNATAKA,GULBARGA,KARNATAKA__GULBARGA__NFHS-5,,
Karnataka,HASSAN,NFHS-4,2016,,79.23952257161139,36.38663078372944,29.89309208515279,11.694817112483676,,,,,,59.78618417030557,77,,KARNATAKA,HASSAN,KARNATAKA__HASSAN__NFHS-4,,state_file_census_name
Karnataka,HAVERI,NFHS-4,2016,,85.8299467573631,31.091748926235045,19.214182195960262,11.3555798414002,,,,,,36.70976914821345,310,,KARNATAKA,HAVERI,KARNATAKA__HAVERI__NFHS-4,,state_file_census_name
Karnataka,Hassan,NFHS-5,2020,,30.373979063325873,53.582652708883906,30.373979063325873,0.0,30.373979063325873,,,,-76635.8849193576,30.373979063325873,5,,KARNATAKA,HASSAN,KARNATAKA__HASSAN__NFHS-5,,
Karnataka,Haveri,NFHS-5,2020,,100.0,100.0,0.0,0.0,0.0,,,,-61084.0,0.0,1,,KARNATAKA,HAVERI,KARNATAKA__HAVERI__NFHS-5,,
Karnataka,KOPPAL,NFHS-4,2016,,79.77915006664932,6.844447504385179,5.922768428090179,2.966821410706169,,,,,,32.816523525260585,233,,KARNATAKA,KOPPAL,KARNATAKA__KOPPAL__NFHS-4,,state_file_census_name
Karnataka,Kodagu,NFHS-5,2020,,0.0,100.0,0.0,0.0,50.0,,,,-77408.0,0.0,2,,KARNATAKA,KODAGU,KARNATAKA__KODAGU__NFHS-5,,
Karnataka,Kolar,NFHS-5,2020,,50.0,50.0,0.0,0.0,50.0,,,,-71852.0,0.0,2,,KARNATAKA,KOLAR,KARNATAKA__KOLAR__NFHS-5,,
Karnataka,Koppal,NFHS-5,2020,,50.0,50.0,50.0,0.0,100.0,,,,-45362.50000000001,100.0,2,,KARNATAKA,KOPPAL,KARNATAKA__KOPPAL__NFHS-5,,
Karnataka,MANDYA,NFHS-4,2016,,80.27176751575124,9.36657193857548,1.337613554173891,3.229190282658048,,,,,,10.948779434581244,370,,KARNATAKA,MANDYA,KARNATAKA__MANDYA__NFHS-4,,state_file_census_name
Karnataka,Mandya,NFHS-5,2020,,100.0,100.0,100.0,0.0,0.0,,,,-25513.0,0.0,1,,KARNATAKA,MANDYA,KARNATAKA__MANDYA__NFHS-5,,
Karnataka,Mysore,NFHS-5,2020,,0.0,100.0,0.0,0.0,100.0,,,,-65928.0,0.0,1,,KARNATAKA,MYSORE,KARNATAKA__MYSORE__NFHS-5,,
Karnataka,RAICHUR,NFHS-4,2016,,74.63701805519175,3.25676310591084,0.0,1.5732094657194318,,,,,,0.0,125,,KARNATAKA,RAICHUR,KARNATAKA__RAICHUR__NFHS-4,,state_file_census_name
Karnataka,Raichur,NFHS-5,2020,,100.0,100.0,100.0,0.0,100.0,,,,20799.0,0.0,1,,KARNATAKA,RAICHUR,KARNATAKA__RAICHUR__NFHS-5,,
Karnataka,SHIMOGA,NFHS-4,2016,,90.31048538743926,42.54977657055106,17.710754183586047,8.72619649624455,,,,,,49.70023939016002,145,,KARNATAKA,SHIMOGA,KARNATAKA__SHIMOGA__NFHS-4,,state_file_census_name
Karnataka,Shimoga,NFHS-5,2020,,66.66666666666667,66.66666666666667,0.0,0.0,66.66666666666667,,,,-55256.333333333336,0.0,3,,KARNATAKA,SHIMOGA,KARNATAKA__SHIMOGA__NFHS-5,,
Karnataka,TUMKUR,NFHS-4,2016,,73.11619678021614,17.831566886279003,6.474651608788887,3.645295562582152,,,,,,17.436655959647243,138,,KARNATAKA,TUMKUR,KARNATAKA__TUMKUR__NFHS-4,,state_file_census_name
Karnataka,Tumkur,NFHS-5,2020,,100.0,60.44608095043158,0.0,0.0,100.0,,,,-23667.05716133472,39.55391904956843,2,,KARNATAKA,TUMKUR,KARNATAKA__TUMKUR__NFHS-5,,
Karnataka,UDUPI,NFHS-4,2016,,74.27054958502265,5.180976881938694,2.0767766026433803,0.0,,,,,,0.0,97,,KARNATAKA,UDUPI,KARNATAKA__UDUPI__NFHS-4,,state_file_census_name
Karnataka,UTTARA KANNADA,NFHS-4,2016,,74.9387628231081,61.177487684719075,34.27194485751566,30.638300289802743,,,,,,25.31754976086331,219,,KARNATAKA,UTTARA KANNADA,KARNATAKA__UTTARA KANNADA__NFHS-4,,state_file_census_name
Karnataka,Uttara Kannada,NFHS-5,2020,,100.0,80.0,60.00000000000001,0.0,40.0,,,,-22038.2,100.0,5,,KARNATAKA,UTTARA KANNADA,KARNATAKA__UTTARA KANNADA__NFHS-5,,
